,UBE2G1 (7326)
ACH-000004,-0.16459432226857806
ACH-000005,-0.05930766920525631
ACH-000007,0.10433214276845217
ACH-000009,-0.046991743403298376
ACH-000011,0.10868729992240564
ACH-000012,-0.2529956251645845
ACH-000013,-0.18560961861989592
ACH-000014,-0.042768303564806286
ACH-000015,-0.29026253119019785
ACH-000017,-0.2266636591234361
ACH-000018,-0.1995596087253001
ACH-000019,0.1210254846159235
ACH-000021,-0.15186420994992705
ACH-000022,-0.003133175328180663
ACH-000025,-0.39404225356924333
ACH-000028,0.002224472355450228
ACH-000030,-0.00127932592504703
ACH-000035,-0.07261873977764444
ACH-000036,-0.16628885201610955
ACH-000037,-0.15987287128398822
ACH-000039,-0.2081563107140016
ACH-000040,-0.21102121923062514
ACH-000041,0.012237935703509943
ACH-000042,-0.37461497909194896
ACH-000045,-0.22320062913487268
ACH-000047,-0.2254024705011531
ACH-000052,-0.04329595178738825
ACH-000053,-0.14427555041923018
ACH-000054,0.0973709527677388
ACH-000055,-0.14977367402067926
ACH-000060,-0.10559239395511616
ACH-000067,-0.18529626462545945
ACH-000070,-0.22616342624236016
ACH-000075,-0.09061440517320044
ACH-000078,0.13047745716883424
ACH-000082,0.010437612625562294
ACH-000085,-0.2711762854801465
ACH-000086,-0.019034155848249308
ACH-000087,0.027819526600019046
ACH-000092,0.06964216108761558
ACH-000095,0.08179313087210277
ACH-000097,-0.05436736277105728
ACH-000098,-0.1052481239810014
ACH-000099,0.16391515193908976
ACH-000108,-0.12087491913034855
ACH-000113,-0.2922379651434381
ACH-000116,-0.2348950153626394
ACH-000118,-0.08273546393792966
ACH-000120,-0.049542299352343964
ACH-000123,-0.0727891713616255
ACH-000127,-0.13273008689575452
ACH-000128,-0.2286179784672364
ACH-000132,-0.028630934832122583
ACH-000133,-0.08479568284049745
ACH-000137,-0.03085303306598608
ACH-000138,-0.1440921755444094
ACH-000142,-0.08366046379838199
ACH-000143,-0.17913668301930372
ACH-000146,-0.12484282537157287
ACH-000148,-0.15383446968728967
ACH-000150,-0.1292177292615146
ACH-000152,-0.09613449518286098
ACH-000153,-0.08070819574621517
ACH-000159,0.05918910179941534
ACH-000160,-0.4358407335389765
ACH-000163,-0.2064772805538428
ACH-000167,-0.4058425369012855
ACH-000168,-0.30472406337555025
ACH-000169,0.10005212647257304
ACH-000178,-0.11295048616301948
ACH-000183,-0.17803231205024395
ACH-000188,-0.18429401654942965
ACH-000189,-0.16118458698577873
ACH-000190,-0.12472777450346795
ACH-000198,-0.014613342155889188
ACH-000203,0.5543029643679609
ACH-000204,-0.4667532124486701
ACH-000206,0.06336212976679792
ACH-000207,-0.14515893243034558
ACH-000208,-0.2940398389591717
ACH-000210,0.0404674181166264
ACH-000211,0.03675381900335591
ACH-000215,-0.048923005277279566
ACH-000221,-0.1795142787787167
ACH-000222,-0.09543241137453234
ACH-000223,-0.14368533159716929
ACH-000226,0.00936509664606168
ACH-000227,-0.07722358336938243
ACH-000228,-0.1593095399283049
ACH-000231,-0.03620427484375069
ACH-000232,-0.08278147704492872
ACH-000233,0.033822397194039136
ACH-000234,0.04224067688781199
ACH-000235,-0.1450545779198345
ACH-000237,-0.10740202851794156
ACH-000238,-0.148936327345941
ACH-000242,-0.1739632436493493
ACH-000243,-0.096932723782349
ACH-000244,-0.042969596697023466
ACH-000246,-0.12877237587225926
ACH-000248,-0.13669030128018175
ACH-000250,-0.0979963430295874
ACH-000251,-0.2502969035372139
ACH-000252,-0.064464236154797
ACH-000253,-0.122130872530091
ACH-000255,-0.061758406204424965
ACH-000256,-0.09486825017453898
ACH-000257,0.13274494050974694
ACH-000258,-0.11019563783502484
ACH-000259,-0.13797361882855952
ACH-000260,-0.1729930716918155
ACH-000261,0.005144965128242677
ACH-000262,-0.1393481871229988
ACH-000263,-0.032959639664042535
ACH-000264,-0.09023695486566197
ACH-000265,-0.27834048574171977
ACH-000266,-0.0436052929490296
ACH-000272,-0.2737971631797415
ACH-000274,-0.1404231211862174
ACH-000277,-0.16433874110423868
ACH-000278,-0.18303072649005644
ACH-000279,-0.2808868162039461
ACH-000280,0.01138031813125624
ACH-000281,-0.21139373722800409
ACH-000288,-0.2882935696419101
ACH-000291,0.0141014159826393
ACH-000293,-0.005143934826561836
ACH-000294,-0.038023946433517336
ACH-000295,-0.22929030258123845
ACH-000296,-0.02923695049764127
ACH-000302,-0.16524814885434727
ACH-000304,-0.08607059442333408
ACH-000307,-0.09042938510756587
ACH-000308,0.04841932243493097
ACH-000310,-0.1077474555530706
ACH-000311,-0.08690884349855521
ACH-000312,-0.11049418711632857
ACH-000315,0.0730251675723011
ACH-000316,-0.18775340756160533
ACH-000317,-0.3073476810508968
ACH-000318,-0.006661272171233242
ACH-000319,-0.014872812667841762
ACH-000320,0.008291460210601514
ACH-000322,-0.018741536432399897
ACH-000323,-0.1793924371200551
ACH-000324,0.010105278379785615
ACH-000329,-0.16659510867477978
ACH-000330,-0.17604938572054654
ACH-000331,-0.09006785238602974
ACH-000332,-0.1277665834327754
ACH-000334,0.05332618381471063
ACH-000335,-0.18566343510331246
ACH-000336,0.006929641448874443
ACH-000337,-0.09717450585596277
ACH-000338,-0.1913969560707824
ACH-000339,-0.16301443391664674
ACH-000341,0.1369670232353184
ACH-000348,-0.12591696826689971
ACH-000350,-0.4590319280846099
ACH-000352,0.04997747910031217
ACH-000356,-0.11891170657417754
ACH-000361,-0.16265055968470873
ACH-000362,-0.16606759205750374
ACH-000363,-0.02017192259406389
ACH-000364,-0.16198260855644114
ACH-000365,-0.16554690192176044
ACH-000366,-0.10820572978545837
ACH-000368,-0.0629809795281029
ACH-000374,0.07158030420464004
ACH-000375,-0.1929913861394488
ACH-000376,-0.056684678107661236
ACH-000381,-0.2226396200460516
ACH-000383,-0.12604406695099482
ACH-000387,-0.33803222630470714
ACH-000389,-0.18240235923356934
ACH-000390,-0.22605890124745465
ACH-000393,-0.04331751863611942
ACH-000395,-0.20392738686427692
ACH-000396,0.11002843354468182
ACH-000397,0.05300508697788547
ACH-000401,0.0814251615039123
ACH-000402,0.2445241222772863
ACH-000403,-0.04061327232339094
ACH-000404,-0.3366621382685436
ACH-000406,0.0029813990024106693
ACH-000407,-0.06303635565026129
ACH-000408,-0.3362745123123949
ACH-000410,-0.22316682798414034
ACH-000411,-0.15899696217424347
ACH-000414,-0.2325748858895391
ACH-000415,-0.09100884021072718
ACH-000416,-0.11421173643801855
ACH-000420,0.08943226426640359
ACH-000421,-0.28927893371958785
ACH-000424,-0.42073056707172585
ACH-000425,-0.05966967014052405
ACH-000426,-0.16862721192376448
ACH-000427,-0.09843299158655787
ACH-000433,0.034536471689105966
ACH-000435,-0.4314848109467607
ACH-000436,-0.12468377821892662
ACH-000444,-0.17487352930062397
ACH-000445,0.011465727618730772
ACH-000448,-0.1367128911073764
