,PAEP (5047)
ACH-000450,-0.07211803162472555
ACH-000452,-0.09599436566770546
ACH-000454,-0.08182771266218111
ACH-000458,-0.00120843213526511
ACH-000459,-0.13353766408554013
ACH-000460,-0.032739000200454824
ACH-000461,-0.0829205827277888
ACH-000463,0.001206558490810666
ACH-000464,-0.1795859292049819
ACH-000466,-0.044422882411383764
ACH-000467,-0.11838794497988588
ACH-000468,-0.23194442667588294
ACH-000469,-0.19300487187346904
ACH-000470,-0.3109678922797251
ACH-000471,-0.001967406641009966
ACH-000472,-0.10819892280767836
ACH-000473,-0.24944261377983096
ACH-000475,-0.1695853361288472
ACH-000476,-0.027412567082590943
ACH-000477,-0.038514072262368027
ACH-000479,-0.1040462681291652
ACH-000480,0.0050487606907692545
ACH-000481,-0.05477928219471444
ACH-000483,-0.17937312819408088
ACH-000484,0.01206283169419776
ACH-000485,-0.18117445349900324
ACH-000486,-0.04371539712340605
ACH-000487,-0.06302439450512905
ACH-000488,-0.0999437520344068
ACH-000490,-0.10189043673791458
ACH-000491,0.07079583544311294
ACH-000495,-0.056160081942062234
ACH-000496,-0.18630206736767008
ACH-000499,-0.19184809846592774
ACH-000500,-0.1352228066664425
ACH-000502,-0.19197709066270355
ACH-000503,0.16975594055484244
ACH-000505,-0.038216442219355815
ACH-000507,-0.0036160512104981687
ACH-000510,-0.10133829583192074
ACH-000511,-0.043355693592193933
ACH-000512,-0.23441878606043334
ACH-000516,-0.05202298383125591
ACH-000517,-0.1637062113349985
ACH-000518,-0.054004915184930384
ACH-000520,-0.012508911229919631
ACH-000521,-0.13530155688084694
ACH-000522,-0.11243505114083636
ACH-000524,-0.08210644772451911
ACH-000527,-0.034399231608589764
ACH-000528,0.004953213035125238
ACH-000537,0.008863058060098291
ACH-000541,-0.19632186409577693
ACH-000542,0.027932774861575183
ACH-000544,-0.27638422750992536
ACH-000545,-0.10546915147761106
ACH-000547,0.28439952800623336
ACH-000548,-0.15635171775709722
ACH-000549,-0.26291488733993845
ACH-000550,-0.21155909057327849
ACH-000552,-0.011455661654331057
ACH-000556,-0.1711131860397076
ACH-000557,-0.19369235151401532
ACH-000569,-0.2052161182884008
ACH-000570,-0.22231787508682654
ACH-000571,-0.056459868295233716
ACH-000573,0.017836513938607343
ACH-000576,-0.027274721981660973
ACH-000579,-0.2795563402395569
ACH-000580,-0.1187138707059777
ACH-000584,-0.16604010936876298
ACH-000585,-0.1812731353432215
ACH-000588,-0.12648207248951784
ACH-000589,-0.059962722179355166
ACH-000591,-0.1842291375078132
ACH-000593,-0.17174700738956586
ACH-000600,-0.11596251537478502
ACH-000601,-0.1213154902652884
ACH-000605,0.03217427832139692
ACH-000606,0.04374432928653012
ACH-000608,-0.16561566553837195
ACH-000614,0.0021967267240239233
ACH-000616,0.041669597124428914
ACH-000618,-0.011008910005960135
ACH-000619,-0.3809378537892734
ACH-000620,-0.021749617658054568
ACH-000621,-0.18823769075254346
ACH-000622,-0.1008386734381264
ACH-000623,-0.1801946401958593
ACH-000624,-0.1119419087873254
ACH-000627,-0.23023320399761396
ACH-000630,-0.2001259619410352
ACH-000631,0.025263677384057624
ACH-000632,-0.09370462034010248
ACH-000633,-0.12311237234200882
ACH-000637,-0.13059710334280294
ACH-000638,-0.042156465895515714
ACH-000646,-0.1296807242540465
ACH-000647,-0.031935149887255536
ACH-000648,0.026683944215125183
ACH-000649,-0.23157722622311666
ACH-000651,-0.10354273221039344
ACH-000652,0.007399140882405645
ACH-000653,-0.16894058928265307
ACH-000657,-0.15948155319005802
ACH-000658,-0.3480115627440287
ACH-000661,-0.15996132737600247
ACH-000662,-0.1394200057139706
ACH-000663,-0.0821532201263613
ACH-000665,-0.07495978059427276
ACH-000671,-0.03683949018707365
ACH-000672,-0.23674524590140056
ACH-000673,-0.11595322146386793
ACH-000676,-0.11505486384450445
ACH-000677,-0.08061054565424218
ACH-000681,-0.18341894585701216
ACH-000683,-0.1962343127582173
ACH-000684,-0.18030038247609945
ACH-000688,-0.16044796973615685
ACH-000693,-0.03514667333982194
ACH-000694,-0.053100389538307737
ACH-000695,-0.10375033349552984
ACH-000696,-0.07950659184553907
ACH-000697,-0.1473398332780049
ACH-000699,-0.08906070783816995
ACH-000701,-0.3365149138342265
ACH-000706,-0.060403580267831235
ACH-000711,0.038272411304400594
ACH-000713,-0.06186851654741905
ACH-000714,-0.2463168871254995
ACH-000718,-0.13775272555685553
ACH-000720,-0.20408598595164415
ACH-000721,-0.20591764939328105
ACH-000724,-0.0733062803486352
ACH-000725,-0.047843266436645035
ACH-000732,-0.14500072674684494
ACH-000734,-0.13060374487629078
ACH-000735,-0.07128936790086747
ACH-000736,-0.03153291948856304
ACH-000738,-0.040969727415903816
ACH-000746,-0.16317811851438502
ACH-000747,-0.02309881254843208
ACH-000748,-0.2200224562542987
ACH-000753,-0.09030635315328904
ACH-000756,-0.12266263430315515
ACH-000757,-0.25351130465796856
ACH-000758,-0.20029867396107887
ACH-000760,-0.049942340735182764
ACH-000762,-0.11981354738639913
ACH-000763,0.024025160696882337
ACH-000764,0.06797500334807452
ACH-000765,-0.21216154895077632
ACH-000766,-0.08559998161048342
ACH-000767,-0.12368293467822294
ACH-000768,-0.07008301129819687
ACH-000769,-0.09913466092197924
ACH-000770,-0.09600010781214433
ACH-000771,0.03770478968564573
ACH-000773,-0.204389493071828
ACH-000776,-0.05928570680148367
ACH-000777,-0.05329144059838231
ACH-000778,-0.10334720247157657
ACH-000781,-0.11764362488481063
ACH-000782,-0.30808860503794866
ACH-000783,-0.33283395276259026
ACH-000784,-0.1924245974982526
ACH-000785,-0.1882683856594928
ACH-000787,-0.11811609043529313
ACH-000788,-0.02330058739334217
ACH-000791,-0.07667831592821586
ACH-000792,-0.030780773844392605
ACH-000794,-0.27870009129391843
ACH-000796,0.00428774889815625
ACH-000798,-0.3101402178389052
ACH-000799,-0.2106462679068786
ACH-000800,-0.4088672562780744
ACH-000802,-0.153079988186177
ACH-000804,-0.09268999367794893
ACH-000805,-0.08856718357844515
ACH-000809,-0.21713887289771325
ACH-000810,-0.24680538735749985
ACH-000811,-0.07263538681274426
ACH-000817,-0.18858724056829174
ACH-000819,-0.04998121283733894
ACH-000820,0.08785785971833569
ACH-000821,-0.26175316061882936
ACH-000822,-0.01604365952034387
ACH-000823,-0.021868026071176574
ACH-000824,-0.2123893751006405
ACH-000827,-0.06669133659672348
ACH-000829,-0.21679281035573653
ACH-000831,-0.07905953709562348
ACH-000832,-0.042570958388033264
ACH-000833,-0.09301728413535207
ACH-000834,-0.11263485029392985
ACH-000835,-0.1125180856533312
ACH-000836,-0.055357103783155066
ACH-000837,-0.1599265809131299
ACH-000838,-0.07615138514029632
ACH-000839,-0.2933534606885091
ACH-000840,0.0525406347096691
ACH-000841,-0.19526143769336213
ACH-000843,-0.059804313632533586
ACH-000846,-0.24571864110119454
ACH-000847,0.02614918492507651
ACH-000848,-0.12267943751192108
ACH-000849,-0.12159720173125035
ACH-000851,-0.1752873612477104
ACH-000855,0.1124578201550971
ACH-000856,-0.2613164448367089
ACH-000858,-0.13830395339987686
ACH-000859,-0.18883346794673814
ACH-000861,0.012121260467632265
ACH-000862,-0.08043756638276943
ACH-000865,-0.10764961239735917
ACH-000866,-0.08288625807654174
ACH-000867,-0.0708678301344742
ACH-000869,-0.13110733581950207
ACH-000872,0.03125951274793535
ACH-000873,0.11905184958881752
ACH-000876,-0.056176585589062335
ACH-000878,0.15101011415686574
ACH-000880,-0.023305690309478357
ACH-000881,-0.14475754609103153
ACH-000882,-0.028540852810212857
ACH-000884,-0.15074865065299414
ACH-000885,0.003484359747816153
ACH-000887,-0.2045253816570283
ACH-000889,-0.10206805515672514
ACH-000896,-0.06396636893910113
ACH-000898,-0.14046257424540493
ACH-000900,-0.1854504739168272
ACH-000901,-0.1630416307307688
ACH-000905,0.09307045506899814
ACH-000906,-0.07486210522622669
ACH-000907,-0.30938327690601786
ACH-000910,-0.1256825794800492
ACH-000911,-0.05279643009481468
ACH-000912,-0.11607231481405304
ACH-000913,-0.3320959321054326
ACH-000915,-0.023986119314071973
ACH-000916,-0.14490060089852286
ACH-000917,-0.032900068046018235
ACH-000920,-0.20577633474366794
ACH-000921,0.028094819591738717
ACH-000924,-0.1554568257996586
ACH-000926,-0.15261243968180233
ACH-000928,-0.20281212257171166
ACH-000929,0.05569913278912489
ACH-000932,0.0417009491755653
ACH-000935,-0.05356922308846639
ACH-000936,-0.25072432282052576
ACH-000937,-0.24077628954405064
ACH-000938,-0.05071642156834697
ACH-000939,-0.08651483915398389
ACH-000941,-0.05697658038741101
ACH-000943,-0.07027028338980444
ACH-000946,0.11451638335828505
ACH-000947,-0.07911921632635696
ACH-000948,0.08445085597697405
ACH-000950,-0.02288777834738175
ACH-000953,-0.13234761050482302
ACH-000954,-0.0773604906543368
ACH-000957,-0.05742200439579361
ACH-000958,-0.07103800863763138
ACH-000960,-0.13587847645178885
ACH-000963,-0.06108285366534934
ACH-000968,-0.11973116530768133
ACH-000969,-0.05023897335422814
ACH-000972,-0.08310092957333264
ACH-000973,-0.07096014457280762
ACH-000974,0.013771451221959009
ACH-000978,-0.0021367134054049108
ACH-000984,-0.10792440077041272
ACH-000986,-0.0093084428150946
ACH-000988,-0.05131409625590997
ACH-000993,-0.08553427722683837
ACH-000994,-0.19170581489953145
ACH-000996,-0.04631847377414791
ACH-001001,-0.08443699807078307
ACH-001020,-0.07976084512733217
ACH-001028,-0.05982626445846699
ACH-001031,-0.08525806845423899
ACH-001038,-0.20416743154242695
ACH-001048,-0.18789391037419897
ACH-001050,-0.1621215146655456
ACH-001053,-0.2228070298714218
ACH-001054,-0.17098903391353631
ACH-001061,-0.0200325495406708
ACH-001067,-0.06611645646863289
ACH-001075,-0.20069485463924885
ACH-001096,-0.19122439451525605
ACH-001111,0.04584596442009228
ACH-001119,-0.17671096140438067
ACH-001128,0.06808015531192732
ACH-001134,-0.042256987885503236
ACH-001151,-0.1096477655960886
ACH-001163,-0.1639351718376261
ACH-001164,0.043060034097461966
ACH-001183,-0.11852241257663484
ACH-001192,-0.2906200281094889
ACH-001193,-0.3105446202425227
ACH-001196,-0.09481484762507768
ACH-001197,-0.2820737139987038
ACH-001205,-0.17078259664050666
ACH-001211,-0.10199857255224556
ACH-001212,-0.4908258492287906
ACH-001228,-0.23881904889875336
ACH-001232,-0.11073768397990567
ACH-001239,-0.1326584158710552
ACH-001270,-0.34960952203514284
ACH-001274,-0.17489582026418474
ACH-001275,-0.23428290271230864
ACH-001277,-0.13400714753275342
ACH-001278,0.048373190193142346
ACH-001280,-0.165789319793694
ACH-001283,-0.18450125147456373
ACH-001289,-0.2413701794274139
ACH-001300,-0.15239061809970264
ACH-001301,-0.028674046054916073
ACH-001302,-0.20317651881638835
ACH-001306,-0.06727641572721225
ACH-001318,-0.06533809798052281
ACH-001322,-0.2027295559152234
ACH-001328,-0.16076515431167834
ACH-001332,-0.05377111695394022
ACH-001336,-0.13678545411488655
ACH-001346,-0.08904946855752043
ACH-001353,-0.13757256787632596
ACH-001354,-0.043855525728146716
ACH-001367,-0.0681233350411992
ACH-001368,0.015727789206712472
ACH-001374,-0.11931610403322765
ACH-001377,-0.1742293141438518
ACH-001380,-0.08458793918116671
ACH-001391,-0.016238245165653045
ACH-001408,-0.2118434495879052
ACH-001430,-0.029807468816019592
ACH-001431,-0.1793770295072359
ACH-001450,-0.2394655205466374
ACH-001496,-0.12722233651922907
ACH-001500,-0.24107061941271016
ACH-001523,-0.27766653100832805
ACH-001532,-0.07689785267295844
ACH-001550,-0.0732514887050761
ACH-001552,-0.21387476881485692
ACH-001554,-0.08297518872608874
ACH-001654,-0.3320569355197833
ACH-001735,-0.11464386148787252
ACH-001736,-0.20707136620553665
ACH-001737,-0.057820423958386415
ACH-001740,-0.1173252997441978
ACH-001745,-0.18074934176078047
ACH-001765,-0.1548064307828389
