,PLTP (5360)
ACH-000004,-0.02699447809047844
ACH-000005,0.012918823416387766
ACH-000007,0.142931154829405
ACH-000009,-0.1499341102953242
ACH-000011,-0.2649674495150444
ACH-000012,-0.04586943983119112
ACH-000013,0.056548213535346364
ACH-000014,-0.255786086180712
ACH-000015,-0.20803480469338065
ACH-000017,-0.19171259353078773
ACH-000018,0.048640656472824916
ACH-000019,0.08325627125809651
ACH-000021,-0.1816264315764391
ACH-000022,-0.12257605748873747
ACH-000025,-0.15435365287039388
ACH-000028,-0.04233776509243964
ACH-000030,-0.15921503205942894
ACH-000035,-0.07982517051447924
ACH-000036,-0.2217427671862976
ACH-000037,-0.05823970194362491
ACH-000039,-0.09000239245518837
ACH-000040,-0.27777564611223066
ACH-000041,-0.1180846775287451
ACH-000042,-0.14868699264270435
ACH-000045,-0.1419189104816332
ACH-000047,-0.1959469441225284
ACH-000052,-0.046204497857793785
ACH-000053,-0.2031925674634628
ACH-000054,-0.14442861484049782
ACH-000055,-0.14596308104881114
ACH-000060,-0.1501385831819925
ACH-000067,-0.07624625224176168
ACH-000070,-0.20261789569613992
ACH-000075,0.09471527695408527
ACH-000078,-0.11196144960175863
ACH-000082,-0.37648011732669695
ACH-000085,-0.13421239892025869
ACH-000086,-0.12601515868416968
ACH-000087,0.04453347062987949
ACH-000092,-0.1366832123043113
ACH-000095,-0.09527883965341268
ACH-000097,-0.10110406934038538
ACH-000098,0.08901847988074947
ACH-000099,-0.09114738916657478
ACH-000108,-0.12934134808762374
ACH-000113,-0.1712406029703437
ACH-000116,-0.2798219505811037
ACH-000118,-0.10363346253785907
ACH-000120,-0.10030997454551667
ACH-000123,-0.14503196161224535
ACH-000127,-0.07560384396035018
ACH-000128,-0.10406209397085184
ACH-000132,-0.05067837849331388
ACH-000133,-0.28945976887526303
ACH-000137,-0.1863696659235238
ACH-000138,-0.02080347138306089
ACH-000142,-0.13964614389485785
ACH-000143,-0.11038205962371136
ACH-000146,-0.12962543441123947
ACH-000148,-0.10387044916011937
ACH-000150,-0.014776801828444543
ACH-000152,-0.13465480527570986
ACH-000153,-0.4067866623823203
ACH-000159,-0.021454054708467882
ACH-000160,0.02345779859631782
ACH-000163,-0.20022543190422004
ACH-000167,-0.08849742176377004
ACH-000168,-0.012418100124596402
ACH-000169,-0.184054041197064
ACH-000178,-0.06044267908975597
ACH-000183,0.059376158938523285
ACH-000188,-0.1050542581616076
ACH-000189,-0.3238057945923422
ACH-000190,-0.08118027549931428
ACH-000198,-0.16951696677389488
ACH-000203,-0.025582683145032974
ACH-000204,-0.19658290580343185
ACH-000206,-0.0569960879950759
ACH-000207,0.11462345460419796
ACH-000208,-0.4261262596843995
ACH-000210,-0.29255031143315263
ACH-000211,-0.13282054497651755
ACH-000215,-0.11491658057601538
ACH-000221,-0.18896191397625506
ACH-000222,-0.03327237308461902
ACH-000223,-0.06936417698389376
ACH-000226,-0.25940474459746715
ACH-000227,-0.18539194387558766
ACH-000228,-0.2816048936069745
ACH-000231,-0.2135634171549404
ACH-000232,0.001636220315501375
ACH-000233,-0.10439615935023903
ACH-000234,-0.14971784219281856
ACH-000235,-0.026171524296162024
ACH-000237,-0.09005828425159301
ACH-000238,-0.27704959815571445
ACH-000242,-0.6127861336425555
ACH-000243,-0.06607763023493231
ACH-000244,-0.12590363085770004
ACH-000246,-0.11634702336990348
ACH-000248,0.01013580122495243
ACH-000250,-0.10832050642022836
ACH-000251,-0.2621807724448962
ACH-000252,-0.08351604693115353
ACH-000253,-0.16420981026660447
ACH-000255,-0.2653691960392137
ACH-000256,-0.08306215012344988
ACH-000257,-0.18918010983255626
ACH-000258,-0.3315774941496607
ACH-000259,-0.13125269120151686
ACH-000260,-0.1058064203525276
ACH-000261,-0.10515091890848093
ACH-000262,-0.4795660940503
ACH-000263,0.0004013587148735959
ACH-000264,-0.13476640372022147
ACH-000265,0.0031646073318175034
ACH-000266,-0.1461509158147873
ACH-000272,-0.0848364563771641
ACH-000274,-0.14262271859977418
ACH-000277,-0.31027207536987644
ACH-000278,-0.018035560505045768
ACH-000279,-0.1328974219362183
ACH-000280,-0.06716882597275119
ACH-000281,-0.09282322324992057
ACH-000288,-0.01826238222972569
ACH-000291,-0.17667732268420644
ACH-000293,-0.04682569097065335
ACH-000294,-0.20689464344159192
ACH-000295,-0.0342239749307786
ACH-000296,-0.3345144565710028
ACH-000302,-0.0638941955514899
ACH-000304,-0.13106461429009522
ACH-000307,-0.07762254368637851
ACH-000308,-0.16857276447254513
ACH-000310,-0.08416660237929696
ACH-000311,-0.15799025620972545
ACH-000312,-0.11357260866316428
ACH-000315,-0.09834009346749874
ACH-000316,-0.26548654124831217
ACH-000317,0.033495937451332086
ACH-000318,0.02335293771467875
ACH-000319,-0.13620543388076467
ACH-000320,0.11954276123477588
ACH-000322,-0.0513851877812294
ACH-000323,-0.16433064565385916
ACH-000324,-0.1994449530248216
ACH-000329,-0.21369567195280986
ACH-000330,-0.008703649112214232
ACH-000331,-0.17538376652106186
ACH-000332,-0.14934925819073455
ACH-000334,-0.30968505034312205
ACH-000335,0.05568950991632541
ACH-000336,-0.00023291225331482481
ACH-000337,-0.14496100854757316
ACH-000338,0.14848848960458153
ACH-000339,-0.0952991328711329
ACH-000341,-0.43032270702170256
ACH-000348,-0.17516785664066492
ACH-000350,-0.2101808371117609
ACH-000352,0.09868013620569058
ACH-000356,-0.002381892124409089
ACH-000361,0.14289919513788074
ACH-000362,-0.08885151478847295
ACH-000363,-0.1348336433611679
ACH-000364,-0.04362587646861248
ACH-000365,-0.15372476194318632
ACH-000366,-0.21907339019474936
ACH-000368,-0.10832906333408354
ACH-000374,-0.030735308613594962
ACH-000375,-0.21452238498087287
ACH-000376,-0.15116941765876946
ACH-000381,-0.3072392184502485
ACH-000383,-0.10232599335756584
ACH-000387,-0.2361744665213244
ACH-000389,-0.1622124230205418
ACH-000390,-0.04212077217403178
ACH-000393,-0.17084155584063532
ACH-000395,-0.4523274533982679
ACH-000396,-0.2462067422186924
ACH-000397,0.03920918392095101
ACH-000401,0.059842023915199286
ACH-000402,-0.17213347746289065
ACH-000403,-0.19778974894553086
ACH-000404,-0.17316274092196168
ACH-000406,-0.131024419612285
ACH-000407,-0.1929203558391474
ACH-000408,-0.26819966942875045
ACH-000410,-0.0100098998841735
ACH-000411,-0.024021710880788444
ACH-000414,-0.1634347633557744
ACH-000415,0.01501172485936397
ACH-000416,-0.062404163835127424
ACH-000420,-0.19029506136870386
ACH-000421,-0.1199322382962524
ACH-000424,0.062038809631923424
ACH-000425,-0.30609069829917224
ACH-000426,-0.21857233688926367
ACH-000427,-0.16821723657780904
ACH-000433,-0.3007465958680481
ACH-000435,-0.4931970846455075
ACH-000436,-0.22426810812423045
ACH-000444,-0.019961715745849942
ACH-000445,-0.16058961049110648
ACH-000448,-0.14835617050000915
ACH-000450,0.07303691547364814
ACH-000452,-0.17157479190165228
ACH-000454,0.05220992933579113
ACH-000458,-0.14536921043620166
ACH-000459,-0.10067647758261154
ACH-000460,-0.2025959549727309
ACH-000461,-0.1722767635784477
ACH-000463,0.04788605511691936
ACH-000464,-0.10474345877800052
ACH-000466,-0.15479311129265674
ACH-000467,-0.15994642947801938
ACH-000468,0.0002970278180720417
ACH-000469,-0.21268599427853715
ACH-000470,-0.07913860126156247
ACH-000471,-0.17659022193521412
ACH-000472,-0.08794162266051125
ACH-000473,-0.3901536340577675
ACH-000475,-0.11160338275118914
ACH-000476,-0.19727883380392655
ACH-000477,-0.04821486907919457
ACH-000479,-0.11008246625112597
ACH-000480,-0.062103531224078135
ACH-000481,-0.05974155317301354
ACH-000483,-0.14110546404764793
ACH-000484,-0.19005269544635908
ACH-000485,-0.036960632455210085
ACH-000486,-0.08186715324524392
ACH-000487,-0.12791828172639486
ACH-000488,-0.04880232350853254
ACH-000490,-0.04092171116551682
ACH-000491,-0.09806093612933306
ACH-000495,0.17966408771633752
ACH-000496,-0.05792526037425216
ACH-000499,-0.1911073370600073
ACH-000500,0.21098166586935926
ACH-000502,-0.0601380504163313
ACH-000503,-0.04994415201400262
ACH-000505,-0.02496229320764094
ACH-000507,-0.20678493441252208
ACH-000510,-0.2050960435690332
ACH-000511,0.00021299861159579405
ACH-000512,-0.2337467009913461
ACH-000516,-0.16233875889431176
ACH-000517,-0.11196499811895427
ACH-000518,-0.1786426540761477
ACH-000520,-0.17676405501607906
ACH-000521,-0.3266928754831134
ACH-000522,-0.07445769424670823
ACH-000524,-0.17225995497640104
ACH-000527,-0.13909806120879767
ACH-000528,-0.059302303189378076
ACH-000537,-0.1450705142633688
ACH-000541,-0.0629709411536851
ACH-000542,-0.16424997627360455
ACH-000544,-0.1344974233719559
ACH-000545,-0.1570081225848481
ACH-000547,0.2077140027382744
ACH-000548,-0.17623924434672272
ACH-000549,-0.012056761580339206
ACH-000550,-0.0822359925145259
ACH-000552,-0.07145307419070879
ACH-000556,-0.12487198117454053
ACH-000557,-0.13610934735853047
ACH-000569,-0.03675152040420072
ACH-000570,-0.08239588111252215
ACH-000571,-0.10949868113505787
ACH-000573,-0.09267811713808327
ACH-000576,0.2917864431442124
ACH-000579,-0.11366809232198499
ACH-000580,0.0549896448335388
ACH-000584,0.008275791153083129
ACH-000585,0.027087880030988783
ACH-000588,-0.14174700197233264
ACH-000589,-0.25741372646607297
ACH-000591,-0.1660744949934441
ACH-000593,-0.13393867192582606
ACH-000600,-0.19957441813334886
ACH-000601,-0.14847854995830526
ACH-000605,-0.26954064470036004
ACH-000606,-0.029510331098229092
ACH-000608,-0.1319960638257039
ACH-000614,-0.2225640026536358
ACH-000616,-0.26215768883778184
ACH-000618,0.02250005888703211
ACH-000619,0.019612974236284667
ACH-000620,-0.1231330630890121
ACH-000621,-0.0637972685857775
ACH-000622,-0.09851020190767608
ACH-000623,-0.24645232435652575
ACH-000624,-0.0710621911321927
ACH-000627,-0.19656704337315128
ACH-000630,0.08897500872913057
ACH-000631,-0.6985665130222631
ACH-000632,-0.2735748122115637
ACH-000633,-0.1136451808627498
ACH-000637,0.001885455521418521
ACH-000638,0.006766695607684332
ACH-000646,-0.12090932303554687
ACH-000647,-0.0798301793647128
ACH-000648,0.0027324262247305107
ACH-000649,-0.15831559156143613
ACH-000651,-0.10252482242478866
ACH-000652,-0.0040981096078869655
ACH-000653,-0.26859242754217344
ACH-000657,-0.13524128400336688
ACH-000658,0.009632354290288069
ACH-000661,-0.11115705186479737
ACH-000662,-0.19044152282719576
ACH-000663,-0.22210281422792594
ACH-000665,-0.15133466425787018
ACH-000671,-0.1688813654807334
ACH-000672,0.017845663870406474
ACH-000673,-0.1343403829993624
ACH-000676,-0.01923650913315084
ACH-000677,-0.1653462128794539
ACH-000681,-0.1882189941383157
ACH-000683,-0.0100157055221261
ACH-000684,-0.17067124190436989
ACH-000688,-0.1637868468947892
ACH-000693,-0.07656119810148386
ACH-000694,-0.017178000891285444
ACH-000695,-0.02298511000635276
ACH-000696,0.029158903294392288
ACH-000697,0.0972193820828686
ACH-000699,-0.17515790650590302
ACH-000701,-0.11791574848104346
ACH-000706,0.011180376779977736
ACH-000711,-0.17629926526310408
ACH-000713,-0.2147623460098464
ACH-000714,-0.30438188058102805
ACH-000718,-0.2406855030060244
ACH-000720,-0.19640526239300768
ACH-000721,-0.29996449755591226
ACH-000724,0.024543495920349247
ACH-000725,0.1247956413021478
ACH-000732,-0.049343189191521385
ACH-000734,0.11779533154891175
ACH-000735,-0.13867226895034568
ACH-000736,-0.218942570587176
ACH-000738,-0.15021552524991325
ACH-000746,-0.2585098176035309
ACH-000747,-0.09864030379225304
ACH-000748,0.00564974182386545
ACH-000753,0.03826196362669046
ACH-000756,-0.1931543261735897
ACH-000757,-0.2381395387759868
ACH-000758,-0.2517683165003925
ACH-000760,-0.08507601903969869
ACH-000762,-0.09759160023959572
ACH-000763,-0.1271599065504364
ACH-000764,0.1141828538020487
ACH-000765,0.0127234134293022
ACH-000766,-0.18572535147675365
ACH-000767,-0.12108577326637532
ACH-000768,-0.2342020147096077
ACH-000769,-0.2341154204601192
ACH-000770,-0.20371307710047093
ACH-000771,-0.02959891951658505
ACH-000773,-0.19727766013546894
ACH-000776,-0.09275493634695604
ACH-000777,-0.06420890668784457
ACH-000778,-0.2079273299429285
ACH-000781,-0.06593695882671513
ACH-000782,-0.0573038639613861
ACH-000783,-0.11155325678172036
ACH-000784,-0.16937815850374696
ACH-000785,-0.17708704439491094
ACH-000787,-0.1102574635758962
ACH-000788,-0.1227902860200655
ACH-000791,-0.03718697598845465
ACH-000792,-0.1252880290088478
ACH-000794,-0.11883882321956378
ACH-000796,-0.07077988730787355
ACH-000798,-0.03914935087121718
ACH-000799,-0.25983140395331017
ACH-000800,-0.0495464124174368
ACH-000802,-0.09190386435699158
ACH-000804,-0.3377422473992853
ACH-000805,0.037542349104850437
ACH-000809,-0.15639811318953206
ACH-000810,-0.0964074561858578
ACH-000811,-0.14432481528447494
ACH-000817,-0.1687982458576609
ACH-000819,-0.02947411582503111
ACH-000820,0.017684952583279512
ACH-000821,-0.02508136976451649
ACH-000822,-0.24445163276037976
ACH-000823,0.0007475196708395416
ACH-000824,-0.044495179741323006
ACH-000827,-0.220859977093858
ACH-000829,-0.11512861016584533
ACH-000831,-0.15240583525859586
ACH-000832,0.11253818211306724
ACH-000833,-0.16428698577162612
ACH-000834,-0.3192587208133471
ACH-000835,0.02096162544928533
ACH-000836,-0.02808689386857056
ACH-000837,-0.2693993549721433
ACH-000838,-0.16014252538234874
ACH-000839,-0.18635239215682894
ACH-000840,-0.10567967004817867
ACH-000841,0.014155915787176569
ACH-000843,-0.07814539656358722
ACH-000846,-0.2005168310771635
ACH-000847,-0.13028432276119314
ACH-000848,-0.02722819954200968
ACH-000849,-0.068607915871578
ACH-000851,-0.14401101705988348
ACH-000855,-0.034076980069196385
ACH-000856,-0.2661893521651342
ACH-000858,-0.0018769202704033187
ACH-000859,-0.2460729809654524
ACH-000861,-0.0924992683747392
ACH-000862,-0.24259251630345816
ACH-000865,0.019484414124763202
ACH-000866,-0.11739394425751723
ACH-000867,-0.14880234674780962
ACH-000869,0.023035609691722237
ACH-000872,-0.09029147742915138
ACH-000873,0.06856797221761937
ACH-000876,-0.16445645039262585
ACH-000878,-0.1826818856071053
ACH-000880,-0.1428441539389302
ACH-000881,-0.0884228939253279
ACH-000882,-0.20744027944764346
ACH-000884,-0.21606783781746108
ACH-000885,-0.08087765833945687
ACH-000887,-0.052161710769795464
ACH-000889,-0.11951049827642288
ACH-000896,-0.009616560616487172
ACH-000898,-0.17929153852106816
ACH-000900,-0.09271539498430567
ACH-000901,-0.2124233131986035
ACH-000905,-0.212241523181291
ACH-000906,-0.0448722463358144
ACH-000907,-0.11890043622952355
ACH-000910,-0.07647386702311956
ACH-000911,-0.030589472308744856
ACH-000912,-0.10831977257478158
ACH-000913,-0.2002366166453572
ACH-000915,-0.18072618667020213
ACH-000916,0.035375562782657057
ACH-000917,-0.1507453177279968
ACH-000920,-0.03717808223563116
ACH-000921,-0.12790755879795926
ACH-000924,-0.08097313178860158
ACH-000926,-0.059463425063356924
ACH-000928,-0.10811771160822176
ACH-000929,-0.4078709066614962
ACH-000932,-0.2378697803217853
ACH-000935,-0.1234028452344598
ACH-000936,-0.058163638578584885
ACH-000937,-0.19274612778457886
ACH-000938,-0.04697912807851486
ACH-000939,-0.18362138384164514
ACH-000941,-0.10378866204207368
ACH-000943,-0.2271517420554973
ACH-000946,-0.1356761787617769
ACH-000947,-0.04588519326780501
ACH-000948,-0.04089170106364702
ACH-000950,-0.13513987954176748
ACH-000953,-0.2241553712378612
ACH-000954,-0.18700553436150816
ACH-000957,-0.043964359821974656
ACH-000958,0.08986487026206938
ACH-000960,-0.08429031056707535
