,MS4A8 (83661)
ACH-000004,-0.10570876288653386
ACH-000005,-0.4258671861638294
ACH-000007,-0.3524405083026028
ACH-000009,-0.05397838120845813
ACH-000011,-0.11177837583758198
ACH-000012,-0.2054246864838309
ACH-000013,-0.14084257457608407
ACH-000014,-0.00820249527632497
ACH-000015,-0.17177086577827289
ACH-000017,-0.30792588992417474
ACH-000018,-0.3056061103056985
ACH-000019,-0.24757617825187445
ACH-000021,-0.24283321742539815
ACH-000022,-0.0035223179045442937
ACH-000025,-0.21580279449200845
ACH-000028,-0.37913352757779
ACH-000030,-0.19665921112316595
ACH-000035,0.02442409115914277
ACH-000036,-0.2223357611451593
ACH-000037,-0.21774562045584636
ACH-000039,-0.17023531719161972
ACH-000040,-0.08430970974626892
ACH-000041,-0.119162255426739
ACH-000042,-0.2462926115322025
ACH-000045,-0.18508607305074706
ACH-000047,-0.2034854135737769
ACH-000052,-0.0628970112937323
ACH-000053,-0.12403780476543967
ACH-000054,-0.09682467545031737
ACH-000055,-0.21068275358510216
ACH-000060,-0.2871508441372165
ACH-000067,0.0197648307161258
ACH-000070,-0.3237233834993938
ACH-000075,-0.21645744774311207
ACH-000078,-0.2560271374855621
ACH-000082,-0.2556749163552317
ACH-000085,-0.25108655690486426
ACH-000086,-0.3085487861429615
ACH-000087,-0.2317296782724648
ACH-000092,-0.2363309027449462
ACH-000095,-0.12349600525474902
ACH-000097,-0.2535961304753777
ACH-000098,-0.17386788326738406
ACH-000099,-0.173607464240625
ACH-000108,-0.4282503081588874
ACH-000113,-0.11839559149303285
ACH-000116,-0.4618595856073091
ACH-000118,-0.4277591704325903
ACH-000120,-0.2246797773158692
ACH-000123,-0.2279806073524294
ACH-000127,-0.2520621893877085
ACH-000128,-0.3681632058508317
ACH-000132,-0.3339716235798626
ACH-000133,-0.14666362746567646
ACH-000137,-0.22669236218216346
ACH-000138,-0.2686358259259555
ACH-000142,-0.2439389596423774
ACH-000143,-0.1093719130402642
ACH-000146,-0.17635168111262367
ACH-000148,-0.26464859312242195
ACH-000150,-0.27617861403072724
ACH-000152,-0.22556828069889576
ACH-000153,-0.23243433774486166
ACH-000159,-0.3079185937709101
ACH-000160,-0.34115833716218946
ACH-000163,-0.30238872302921044
ACH-000167,0.2401442014885079
ACH-000168,-0.3607543445354385
ACH-000169,-0.16213843985787396
ACH-000178,-0.2477668239595341
ACH-000183,-0.20099544577969586
ACH-000188,-0.4313468901978116
ACH-000189,-0.3848097763331714
ACH-000190,0.09179915066538936
ACH-000198,-0.12529075931969866
ACH-000203,-0.38577331280051735
ACH-000204,-0.28753798300785777
ACH-000206,-0.16602680145977702
ACH-000207,-0.26399178259508943
ACH-000208,-0.18409882965099966
ACH-000210,0.16064001907700176
ACH-000211,-0.25789177395205914
ACH-000215,-0.07135150076876216
ACH-000221,-0.4144080432835504
ACH-000222,-0.12311223955985585
ACH-000223,-0.2189955045405189
ACH-000226,-0.13293458299567626
ACH-000227,-0.15297152767314165
ACH-000228,-0.28995096193459896
ACH-000231,-0.16059148952997815
ACH-000232,-0.21061206725071674
ACH-000233,-0.17184860949330996
ACH-000234,-0.07692388752166081
ACH-000235,-0.2347115785601017
ACH-000237,-0.17592451889330893
ACH-000238,-0.17968895808564536
ACH-000242,-0.3522220184813283
ACH-000243,-0.0578173400153713
ACH-000244,-0.066177747643001
ACH-000246,-0.2205757794360033
ACH-000248,-0.16412987455118624
ACH-000250,-0.07263153090151624
ACH-000251,-0.3180563631004047
ACH-000252,-0.37439660216428783
ACH-000253,-0.20508290267255935
ACH-000255,-0.2295918858277798
ACH-000256,-0.3012768726394023
ACH-000257,-0.23935603287380466
ACH-000258,-0.050030096095471606
ACH-000259,-0.1216789597262989
ACH-000260,-0.100867296831848
ACH-000261,-0.1842332506390326
ACH-000262,-0.2686957115521875
ACH-000263,-0.2332394587468437
ACH-000264,-0.2078527341272884
ACH-000265,-0.1559058703303487
ACH-000266,-0.13390343407859784
ACH-000272,-0.20070343388484804
ACH-000274,-0.10355166852583043
ACH-000277,-0.17344246145049802
ACH-000278,0.05797690418347867
ACH-000279,-0.061265663843048414
ACH-000280,-0.1253045357588984
ACH-000281,-0.07388699593735065
ACH-000288,-0.19973327632333174
ACH-000291,-0.06552296340643655
ACH-000293,-0.1812879044070388
ACH-000294,-0.22393046861448626
ACH-000295,-0.2885890611664649
ACH-000296,-0.20875618476992666
ACH-000302,-0.2496123747111708
ACH-000304,-0.26987963278623045
ACH-000307,-0.21489547465235972
ACH-000308,-0.3041443909318824
ACH-000310,-0.18925958973296803
ACH-000311,-0.18806874070304316
ACH-000312,-0.15862335625848584
ACH-000315,0.00993493411865279
ACH-000316,-0.20364389846492886
ACH-000317,-0.2257288280771615
ACH-000318,-0.3983748635119074
ACH-000319,-0.1817423331318139
ACH-000320,-0.025587752243347216
ACH-000322,-0.2367570761224255
ACH-000323,-0.04855800507544719
ACH-000324,-0.10695483097523284
ACH-000329,-0.0932644321340107
ACH-000330,-0.3195523101954142
ACH-000331,-0.18219683448936136
ACH-000332,-0.10423430375702047
ACH-000334,-0.21583916669964992
ACH-000335,-0.4127323008548328
ACH-000336,-0.4322185125033925
ACH-000337,-0.4106053268302877
ACH-000338,0.27168629874719624
ACH-000339,-0.1281078680840975
ACH-000341,-0.08724987765154045
ACH-000348,-0.046322176894663614
ACH-000350,-0.10119100428705873
ACH-000352,-0.12804778358873073
ACH-000356,-0.2574234510584231
ACH-000361,-0.16209672852636953
ACH-000362,-0.12722987740513655
ACH-000363,-0.27859314081213354
ACH-000364,-0.2484369476339582
ACH-000365,-0.35230005065260983
ACH-000366,-0.24997580233104305
ACH-000368,-0.27900320447536825
ACH-000374,-0.3812111366155997
ACH-000375,-0.1196698666537387
ACH-000376,-0.2396499266911088
ACH-000381,-0.3175567777111986
ACH-000383,-0.15547968800243284
ACH-000387,-0.13738411230703054
ACH-000389,-0.1372525555310676
ACH-000390,-0.2418146457269874
ACH-000393,-0.1994373430167938
ACH-000395,-0.3124168450796002
ACH-000396,-0.15913316413385942
ACH-000397,-0.367767349737763
ACH-000401,-0.3272751880528263
