,TP53TG3C (653550)
ACH-000004,-0.3150512558355507
ACH-000005,-0.0922219651340118
ACH-000007,-0.07697837477698631
ACH-000009,0.06903599284017585
ACH-000011,-0.43105798036445575
ACH-000012,-0.2680361573436149
ACH-000013,-0.1045347157186836
ACH-000014,-0.13459645517482913
ACH-000015,-0.3135892886619613
ACH-000017,-0.08091332813553223
ACH-000018,-0.2857002738316211
ACH-000019,-0.20250158944797608
ACH-000021,-0.049898887860430986
ACH-000022,-0.2487146544533101
ACH-000025,-0.2867482416701217
ACH-000028,-0.2342766193736849
ACH-000030,0.15826361571579456
ACH-000035,0.030208369849580537
ACH-000036,-0.2413025617246403
ACH-000037,-0.29007934502473903
ACH-000039,-0.25294458343318377
ACH-000040,-0.018943251147397498
ACH-000041,0.15559056096550974
ACH-000042,0.13425954918414248
ACH-000045,0.0044609356936818325
ACH-000047,-0.16868943062220276
ACH-000052,-0.2403337749908213
ACH-000053,0.10601488955238103
ACH-000054,-0.2095206714916664
ACH-000055,0.07535807472368163
ACH-000060,0.05050399743345276
ACH-000067,-0.09973444731062846
ACH-000070,-0.21147422542062008
ACH-000075,-0.1702263370802878
ACH-000078,-0.05754410260301415
ACH-000082,-0.14413580436320042
ACH-000085,-0.050072268142784114
ACH-000086,0.21116989589540155
ACH-000087,-0.0032373364942812
ACH-000092,-0.1257719551140011
ACH-000095,-0.023655147204124864
ACH-000097,-0.2461446745521632
ACH-000098,-0.2671626090809114
ACH-000099,-0.16407959219035026
ACH-000108,0.1529826910526591
ACH-000113,-0.11925555428358188
ACH-000116,0.02242641479390591
ACH-000118,-0.007490602973098046
ACH-000120,-0.1536117766122869
ACH-000123,-0.08234048434771213
ACH-000127,-0.3676023956992267
ACH-000128,-0.08437903874803436
ACH-000132,-0.3743484252722376
ACH-000133,-0.11729528843475755
ACH-000137,-0.3765466158292338
ACH-000138,-0.037819148402609394
ACH-000142,-0.2727818579591216
ACH-000143,-0.11743577067272445
ACH-000146,-0.006829672572179892
ACH-000148,-0.06816381414093924
ACH-000150,-0.26533617797374165
ACH-000152,0.00889500723317121
ACH-000153,-0.1980974080649035
ACH-000159,-0.3835190509073571
ACH-000160,0.2294769147108147
ACH-000163,-0.017317744948050353
ACH-000167,-0.15594732261016345
ACH-000168,-0.17595617780001285
ACH-000169,-0.059259666113509975
ACH-000178,-0.13873642905143085
ACH-000183,-0.11983395578007587
ACH-000188,0.059170768023767126
ACH-000189,0.12514427116950205
ACH-000190,-0.0613547085212597
ACH-000198,0.07757441949579304
ACH-000203,-0.07869248816834885
ACH-000204,-0.09174664499416968
ACH-000206,0.12393757223471735
ACH-000207,-0.12891090681532666
ACH-000208,-0.0974081972430278
ACH-000210,-0.021671198923019032
ACH-000211,-0.0869961670869089
ACH-000215,-0.161706325559903
ACH-000221,-0.3507593176282198
ACH-000222,-0.28365511142262073
ACH-000223,0.02237378064737324
ACH-000226,-0.11629213217507868
ACH-000227,-0.1287544670220114
ACH-000228,-0.03135779799769832
ACH-000231,-0.21540151024136064
ACH-000232,-0.1658834080916676
ACH-000233,-0.11312666823059438
ACH-000234,0.0040120399348915784
ACH-000235,-0.01150615816446095
ACH-000237,-0.2820001422308044
ACH-000238,0.1026510350500462
ACH-000242,-0.24640028537646305
ACH-000243,-0.33029318350669473
ACH-000244,-0.192862953214969
ACH-000246,-0.1842899168812304
