,ZFP69B (65243)
ACH-000266,-0.349187594360218
ACH-000272,-0.4541822426025364
ACH-000274,-0.5388511484604601
ACH-000277,-0.310222488315341
ACH-000278,-0.39388101384524543
ACH-000279,-0.4388388863581372
ACH-000280,-0.3667057712763068
ACH-000281,-0.2658281085303818
ACH-000288,-0.4118893599238885
ACH-000291,-0.30007885944889257
ACH-000293,-0.6029753271282198
ACH-000294,-0.6370767258331362
ACH-000295,-0.4621662249654897
ACH-000296,-0.2832287389319335
ACH-000302,-0.5299179621045296
ACH-000304,-0.3409189700463347
ACH-000307,-0.5927984663443604
ACH-000308,-0.3671496466874679
ACH-000310,-0.4861093790543266
ACH-000311,-0.26881556749706764
ACH-000312,-0.4868124481558228
ACH-000315,-0.4962975146485126
ACH-000316,-0.5718302157732132
ACH-000317,-0.5473754010991583
ACH-000318,-0.4215951798811857
ACH-000319,-0.33835193740735403
ACH-000320,-0.6182521503820998
ACH-000322,-0.5425646018523911
ACH-000323,-0.4413380553407261
ACH-000324,-0.40872682537654176
ACH-000329,-0.494948803380636
ACH-000330,-0.6054812873151629
ACH-000331,-0.4208962983263892
ACH-000332,-0.5154931061284518
ACH-000334,-0.4202910072804811
ACH-000335,-0.2599979061884209
ACH-000336,-0.3972171156539669
ACH-000337,-0.16732175402328148
ACH-000338,0.0979431123632614
ACH-000339,-0.41063972889646
ACH-000341,-0.4082991394838302
ACH-000348,-0.3708705180072604
ACH-000350,-0.4652127584795495
ACH-000352,-0.5962293915802789
ACH-000356,-0.5475313482532634
ACH-000361,-0.4792738163372968
ACH-000362,-0.3815634704539101
ACH-000363,-0.3702563419529911
ACH-000364,-0.5649699103364068
ACH-000365,-0.4617461633835291
ACH-000366,-0.3667688573376606
ACH-000368,-0.4649435097291191
ACH-000374,-0.5529782361037203
ACH-000375,-0.5656344627777952
ACH-000376,-0.4894296138830369
ACH-000381,-0.3669300207980345
ACH-000383,-0.4581315173427674
ACH-000387,-0.4863164458396748
ACH-000389,-0.5636541557695992
ACH-000390,-0.5227937025670466
ACH-000393,-0.3887074328434677
ACH-000395,-0.35659114974436845
ACH-000396,-0.3577346157307842
ACH-000397,-0.4478977654470349
ACH-000401,-0.18315493042100373
ACH-000402,-0.5798507302500796
ACH-000403,-0.5322226158576078
ACH-000404,-0.4574304420582078
ACH-000406,-0.4817596618856551
ACH-000407,-0.5644920697293185
ACH-000408,-0.525506676127634
ACH-000410,-0.4636674576875794
ACH-000411,-0.5418783047631316
ACH-000414,-0.3869611597563058
ACH-000415,-0.6615882301900461
ACH-000416,-0.3820134727922892
ACH-000420,-0.615060910333537
ACH-000421,-0.46773138804786496
ACH-000424,-0.5101922083020013
ACH-000425,-0.4820489062873375
ACH-000426,-0.352199345144924
ACH-000427,-0.5515739922796593
ACH-000433,-0.22703694212221925
ACH-000435,-0.5201496198305671
ACH-000436,-0.6791482490146682
ACH-000444,-0.4296815752450864
ACH-000445,-0.6613490011801543
ACH-000448,-0.4174186966806219
ACH-000450,-0.06884673994291082
ACH-000452,-0.423992461246634
ACH-000454,-0.6081301420677779
ACH-000458,-0.3437344407883239
ACH-000459,-0.3357989295203097
ACH-000460,-0.31381272563560875
ACH-000461,-0.6257961906659424
ACH-000463,-0.3837699165159054
ACH-000464,-0.4828018578345771
ACH-000466,-0.5849982946621749
ACH-000467,-0.2756225582786653
ACH-000468,-0.47742405058696896
ACH-000469,-0.5136410817061103
ACH-000470,-0.40877858602845424
ACH-000471,-0.3904504481703209
ACH-000472,-0.44961912171519
ACH-000473,-0.34245605949430896
ACH-000475,-0.4482406985600493
ACH-000476,-0.2739745083633889
ACH-000477,-0.27248100900815264
ACH-000479,-0.4200467992984365
ACH-000480,-0.5289704404575609
ACH-000481,-0.5135575748580983
ACH-000483,-0.4369790452841923
ACH-000484,-0.4921485855819747
ACH-000485,-0.3333005446701338
ACH-000486,-0.4793117735133415
ACH-000487,-0.3705575884909512
ACH-000488,-0.5777558269686616
ACH-000490,-0.37800842862562695
ACH-000491,-0.3160215802357363
ACH-000495,-0.4781432600262667
ACH-000496,-0.3245433411152372
ACH-000499,-0.2373304037941776
ACH-000500,-0.7260789434880398
ACH-000502,-0.35173983431251865
ACH-000503,-0.4664699739382098
ACH-000505,-0.4172832970684359
ACH-000507,-0.4795839179987461
ACH-000510,-0.462036769443744
ACH-000511,-0.41559442000356855
ACH-000512,-0.5806355397573615
ACH-000516,-0.34608012510399194
ACH-000517,-0.4280615369867928
ACH-000518,-0.4552129332871006
ACH-000520,-0.32951552903725345
ACH-000521,-0.440049318990369
ACH-000522,-0.4826135922404711
ACH-000524,-0.311861396051745
ACH-000527,-0.43103805291130665
ACH-000528,-0.4366859950103483
ACH-000537,-0.24750199663672925
ACH-000541,-0.4761806052127786
ACH-000542,-0.5157935508062297
ACH-000544,-0.4595429475519259
ACH-000545,-0.4287503887951904
ACH-000547,-0.3240573563239084
ACH-000548,-0.3996841743638192
ACH-000549,-0.2743912359102937
ACH-000550,-0.5634988962147803
ACH-000552,-0.5128749215098602
ACH-000556,-0.4423140792836959
ACH-000557,-0.499899375587639
ACH-000569,-0.4696903879916674
ACH-000570,-0.42137022140513736
ACH-000571,-0.3256254774963389
ACH-000573,-0.5690626916852703
ACH-000576,-0.4052613333878829
ACH-000579,-0.5651310353720821
ACH-000580,-0.4284075187509532
ACH-000584,-0.4124412064771123
ACH-000585,-0.7840214590632331
ACH-000588,-0.4061744089729089
ACH-000589,-0.3954746223360754
ACH-000591,-0.2539249932606901
ACH-000593,-0.4278986879183767
ACH-000600,-0.6018873739256555
ACH-000601,-0.4040502524837534
ACH-000605,-0.4226609532767773
ACH-000606,-0.4684437632954799
ACH-000608,-0.4553181944374233
ACH-000614,-0.36861087088408295
ACH-000616,-0.3068920908586683
ACH-000618,-0.2943300235203823
ACH-000619,-0.3538772075575612
ACH-000620,-0.4726356008656107
ACH-000621,-0.5911736523954639
ACH-000622,-0.6358927322604185
ACH-000623,-0.30101305696079605
ACH-000624,-0.471243535570517
ACH-000627,-0.477170811253353
ACH-000630,-0.9701988161108208
ACH-000631,-0.010886159512583328
ACH-000632,-0.4782150936423822
ACH-000633,-0.4981258808515801
ACH-000637,-0.3525968394826359
ACH-000638,-0.4316320335688669
ACH-000646,-0.5960250452734625
ACH-000647,-0.3373859662599284
ACH-000648,-0.3718831527385871
ACH-000649,-0.42598660512117903
ACH-000651,-0.5316655132610105
ACH-000652,-0.5610863929794023
ACH-000653,-0.426007807924174
ACH-000657,-0.3943391705940435
ACH-000658,-0.40791985134290004
ACH-000661,-0.31364680114654125
ACH-000662,-0.3433343407737706
ACH-000663,-0.4872525257546082
ACH-000665,-0.3545131934552865
ACH-000671,-0.408742019852219
ACH-000672,-0.6715579525457732
ACH-000673,-0.43242002285761133
ACH-000676,-0.5736446849403829
ACH-000677,-0.4848091392488008
ACH-000681,-0.4861888565686663
ACH-000683,-0.6108483321415626
ACH-000684,-0.3289624353226071
ACH-000688,-0.4631555354718366
ACH-000693,-0.5947216841794672
ACH-000694,-0.4801133638607583
ACH-000695,-0.4057746717279404
ACH-000696,-0.3874964501249261
ACH-000697,-0.4873224602171979
ACH-000699,-0.4380064943611003
ACH-000701,-0.5650045432195873
ACH-000706,-0.5594286805205821
ACH-000711,-0.3676845510644203
ACH-000713,-0.44803867574117984
ACH-000714,-0.11449072992473025
ACH-000718,-0.2480855130318127
ACH-000720,-0.3069010401609442
ACH-000721,-0.5101501368164421
ACH-000724,-0.4857783927007344
ACH-000725,-0.4803529796926738
ACH-000732,-0.41906907846888336
ACH-000734,-0.4126331000081578
ACH-000735,-0.6148733852975224
ACH-000736,-0.4730914033560228
ACH-000738,-0.3684723758306757
ACH-000746,-0.3744035343310173
ACH-000747,-0.4851357947426044
ACH-000748,-0.3841355393134146
ACH-000753,-0.34511548937483505
ACH-000756,-0.5274856595156915
ACH-000757,-0.5604219145332473
ACH-000758,-0.3558934249102565
ACH-000760,-0.5268856172839717
ACH-000762,-0.3325335256516643
ACH-000763,-0.4367377675997023
ACH-000764,-0.2687094552476069
ACH-000765,-0.524658031565901
ACH-000766,-0.3906506593586441
ACH-000767,-0.4491371513612766
ACH-000768,-0.30335447495304096
ACH-000769,-0.5108940092821896
ACH-000770,-0.31553872338595196
ACH-000771,-0.3955997706566322
ACH-000773,-0.3893510215074277
ACH-000776,-0.6160576535053803
ACH-000777,-0.6298777514360717
ACH-000778,-0.4262344963990852
ACH-000781,-0.431469540013317
ACH-000782,-0.3573585071339921
ACH-000783,-0.5209558470526904
ACH-000784,-0.5671567387740648
ACH-000785,-0.6402670444774214
ACH-000787,-0.5758621589265217
ACH-000788,-0.4446865964346131
ACH-000791,-0.5224337265441373
ACH-000792,-0.2870038323992967
ACH-000794,-0.3611663315258015
ACH-000796,-0.3620862673022909
ACH-000798,-0.403618984922717
ACH-000799,-0.5577988417897207
ACH-000800,-0.453923717468085
ACH-000802,-0.22266764110952786
ACH-000804,-0.24308579297916075
ACH-000805,-0.4722309143371859
ACH-000809,-0.33101496084163234
ACH-000810,-0.14457066427169252
ACH-000811,-0.4671492193894529
ACH-000817,-0.2915650175182856
ACH-000819,-0.4753063248124249
ACH-000820,-0.7768510778363624
ACH-000821,-0.5089268036712071
ACH-000822,-0.22708915135258306
ACH-000823,-0.5201586609792972
ACH-000824,-0.5750988943838359
ACH-000827,-0.4128910985410144
ACH-000829,-0.3882011028149716
ACH-000831,-0.7089940163905788
ACH-000832,-0.4600036655546274
ACH-000833,-0.24032384208838395
ACH-000834,-0.35206362282039555
ACH-000835,-0.36336638656926223
ACH-000836,-0.4973273239993478
ACH-000837,-0.3702905054698143
ACH-000838,-0.4347968509855579
ACH-000839,-0.4439647416063981
ACH-000840,-0.36793951743321707
ACH-000841,-0.302797669589294
ACH-000843,-0.3806108644671458
ACH-000846,-0.4947649683554516
ACH-000847,-0.6201724678067241
ACH-000848,-0.3165519428492286
ACH-000849,-0.5187485881130616
ACH-000851,-0.6209639085876636
ACH-000855,-0.39987333704677264
ACH-000856,-0.4978047391174462
ACH-000858,-0.3189484118061706
ACH-000859,-0.3458973688253659
ACH-000861,-0.4219518074421991
ACH-000862,-0.4689307849962475
ACH-000865,-0.3370506077573895
ACH-000866,-0.4300247280011842
ACH-000867,-0.5153944806547511
ACH-000869,-0.5294690591017429
ACH-000872,-0.5399302204588943
ACH-000873,-0.3398053406186249
ACH-000876,-0.5218517259915355
ACH-000878,-0.4060836694266828
ACH-000880,-0.42507537794200656
ACH-000881,-0.3764527391466482
ACH-000882,-0.4803753836415525
ACH-000884,-0.3822132204699252
ACH-000885,-0.4653251652405638
ACH-000887,-0.4650781156553885
ACH-000889,-0.5310505882880373
ACH-000896,-0.4370641585708748
ACH-000898,-0.4866384010074173
ACH-000900,-0.18411107641814156
ACH-000901,-0.4402015423290225
ACH-000905,-0.27428880837049663
ACH-000906,-0.4887394011202326
ACH-000907,-0.2886593493675658
ACH-000910,-0.4079536371873476
ACH-000911,-0.4532128122893005
ACH-000912,-0.5188747251886142
ACH-000913,-0.4998941383379029
ACH-000915,-0.37210839242266813
ACH-000916,-0.6727664266163775
ACH-000917,-0.4455828476628961
ACH-000920,-0.5939345850776788
ACH-000921,-0.42603220029284905
ACH-000924,-0.4641723672135958
ACH-000926,-0.3839262478151211
ACH-000928,-0.3661774518845944
ACH-000929,-0.35178376237985703
ACH-000932,-0.4198731110227247
ACH-000935,-0.395592770037188
ACH-000936,-0.3104841673520563
ACH-000937,-0.4737432713700582
ACH-000938,-0.33145753625589985
ACH-000939,-0.28521804584094296
ACH-000941,-0.5714014446545974
ACH-000943,-0.365922112649973
ACH-000946,-0.3936908749899981
ACH-000947,-0.4549788696978253
ACH-000948,-0.3323528690961673
ACH-000950,-0.25543330583967233
ACH-000953,-0.5295752195324941
ACH-000954,-0.6628683002537028
ACH-000957,-0.4838979238076028
ACH-000958,-0.4795434327417468
ACH-000960,-0.5401254919294184
ACH-000963,-0.3557336569517397
ACH-000968,-0.5192593270555828
ACH-000969,-0.39311152926072096
ACH-000972,-0.4426276003774953
ACH-000973,-0.2949603571751048
ACH-000974,-0.3689943416106576
ACH-000978,-0.6971285458061829
ACH-000984,-0.3837855835125957
ACH-000986,-0.5257797532418697
ACH-000988,-0.4308793084176261
ACH-000993,-0.4299555452195281
ACH-000994,-0.2998018066972611
ACH-000996,-0.5779186269551659
ACH-001001,-0.5131850625919651
ACH-001020,-0.4437253112477713
ACH-001028,-0.4891663083090475
ACH-001031,-0.4452401814329125
ACH-001038,-0.4171063985412626
ACH-001048,-0.3656180854421529
ACH-001050,-0.4985344498623658
ACH-001053,-0.5364982695631825
ACH-001054,-0.4100523848016754
ACH-001061,-0.480543790883121
ACH-001067,-0.4659799193049154
ACH-001075,-0.4042363191500232
ACH-001096,-0.4547085022245377
ACH-001111,-0.34941400043378
ACH-001119,-0.4554784381797795
ACH-001128,-0.4835815677026761
ACH-001134,-0.1123654858974952
ACH-001151,-0.4315829906706916
ACH-001163,-0.3781009410394495
ACH-001164,-0.3887303181858884
ACH-001183,-0.5126299673298861
ACH-001192,-0.32998326502896297
ACH-001193,-0.26874802087666405
ACH-001196,-0.5536526825002921
ACH-001197,-0.38634763108774894
ACH-001205,-0.5995376684595676
ACH-001211,-0.6157098803579456
ACH-001212,-0.2406452350059787
ACH-001228,-0.4366171618370491
ACH-001232,-0.410470266451933
ACH-001239,-0.462348929356433
ACH-001270,-0.3770200945128945
ACH-001274,-0.3799566500734531
ACH-001275,-0.3472027520428874
ACH-001277,-0.3625827070998682
ACH-001278,-0.7331889173039846
ACH-001280,-0.28164159036696323
ACH-001283,-0.4147172053269357
ACH-001289,-0.39872297297368414
ACH-001300,-0.4303733889902645
ACH-001301,-0.24724568376993106
ACH-001302,-0.232114424470692
ACH-001306,-0.3471251646683285
ACH-001318,-0.5055617014066773
ACH-001322,-0.3950819813149004
ACH-001328,-0.4537187354558873
ACH-001332,-0.3856401117981395
ACH-001336,-0.3432185550122188
ACH-001346,-0.3801606617613013
ACH-001353,-0.5273437038071819
ACH-001354,-0.2759418116760398
ACH-001367,-0.3000006376769557
ACH-001368,-0.496103672679423
ACH-001374,-0.5587756438918571
ACH-001377,-0.4508232774500928
ACH-001380,-0.4093196571868059
ACH-001391,-0.4057119774203127
ACH-001408,-0.34521717150010744
ACH-001430,-0.5034344215596153
ACH-001431,-0.3408636104341949
ACH-001450,-0.33923997791367605
ACH-001496,-0.4032961460792538
ACH-001500,-0.6289544189899015
ACH-001523,-0.5359586938004447
ACH-001532,-0.3706709938418523
ACH-001550,-0.4480836879851791
ACH-001552,-0.4936094433298234
ACH-001554,-0.5219905712182861
ACH-001654,-0.4062466932167228
ACH-001735,-0.5049666123873182
ACH-001736,-0.5452118848956143
ACH-001737,-0.296169658190748
ACH-001740,-0.3508752502228476
ACH-001745,-0.4794106672081197
ACH-001765,-0.4266523064909537
