,BCDIN3D (144233)
ACH-000361,-0.41162539137893095
ACH-000362,-0.1533522797885119
ACH-000363,-0.21920661031875
ACH-000364,-0.4242983472470136
ACH-000365,-0.4037204086011838
ACH-000366,-0.3516015834789394
ACH-000368,-0.4466475671991136
ACH-000374,-0.3183728274450651
ACH-000375,-0.16863709357547685
ACH-000376,-0.23772823658509915
ACH-000381,-0.014192358504915691
ACH-000383,-0.17831833340115832
ACH-000387,-0.4294947149181915
ACH-000389,-0.2928139486683271
ACH-000390,-0.06036129081171501
ACH-000393,-0.23415547331466385
ACH-000395,-0.1268419153684066
ACH-000396,-0.5105340082642157
ACH-000397,-0.21171835744928072
ACH-000401,-0.2026964706624629
ACH-000402,-0.5616807299456507
ACH-000403,-0.21253675365988767
ACH-000404,-0.4748481470420543
ACH-000406,-0.23246908933023455
ACH-000407,-0.37693613900904943
ACH-000408,-0.22884246935595265
ACH-000410,-0.1984315990372226
ACH-000411,-0.2873427026851615
ACH-000414,-0.3607212061627662
ACH-000415,-0.17642943053000404
ACH-000416,-0.2225077641501464
ACH-000420,-0.3311853575171405
ACH-000421,-0.3394462927900078
ACH-000424,-0.2625056226412738
ACH-000425,-0.329207597879451
ACH-000426,-0.3645418000582977
ACH-000427,-0.28525671515299617
ACH-000433,-0.2523726255591284
ACH-000435,0.1147903436358352
ACH-000436,-0.4601457266714379
ACH-000444,-0.3048729610181528
ACH-000445,-0.2576800001754303
ACH-000448,-0.2619123859365803
ACH-000450,-0.1373436605341476
ACH-000452,-0.344116106957155
ACH-000454,-0.4216235649254454
ACH-000458,-0.2695403672766644
ACH-000459,-0.19240839748258345
ACH-000460,-0.22434222088389968
ACH-000461,-0.3203161807624225
ACH-000463,-0.3442122931813963
ACH-000464,-0.38786977883410334
ACH-000466,-0.23705665339874696
ACH-000467,-0.2013301631662668
ACH-000468,-0.252274716528415
ACH-000469,-0.2593590527212464
ACH-000470,-0.2919048376265678
ACH-000471,-0.3332715644843459
ACH-000472,-0.420718400560688
ACH-000473,-0.2611760848407623
ACH-000475,-0.2840082146077871
ACH-000476,-0.3553359765584797
ACH-000477,0.011264180431555484
ACH-000479,-0.11728165582319156
ACH-000480,-0.32434069336837906
ACH-000481,-0.3213332151413396
ACH-000483,-0.35542476868795136
ACH-000484,-0.19890556232498285
ACH-000485,-0.32758316915373537
ACH-000486,-0.4302218080959352
ACH-000487,-0.325846311390553
ACH-000488,-0.2526592892431286
ACH-000490,-0.18786655028021731
ACH-000491,-0.21870537110268626
ACH-000495,-0.1706356479411123
ACH-000496,-0.36274162538543053
ACH-000499,-0.4163818026253347
ACH-000500,-0.4941609745515436
ACH-000502,-0.2876783737911198
ACH-000503,-0.03933327899485837
ACH-000505,-0.2620046659166521
ACH-000507,-0.32452445592111845
ACH-000510,-0.16790393569718826
ACH-000511,-0.26227999466092905
ACH-000512,-0.03642784173217231
ACH-000516,-0.39084914577641344
ACH-000517,-0.32626606912307066
ACH-000518,-0.2659882493148236
ACH-000520,-0.26923726878936954
ACH-000521,-0.08054904256050405
ACH-000522,-0.1781681007983753
ACH-000524,-0.22819511356721664
ACH-000527,-0.3305334633083461
ACH-000528,-0.3901124102394933
ACH-000537,-0.21329338038087128
ACH-000541,-0.4068179286187055
ACH-000542,-0.2816542476873672
ACH-000544,-0.18048442236333856
ACH-000545,-0.2658290238591872
ACH-000547,-0.2442308220120589
ACH-000548,-0.14786513898635856
ACH-000549,-0.3510896122569759
ACH-000550,-0.33540611282405425
ACH-000552,-0.1822545362438927
ACH-000556,-0.2828630616101256
ACH-000557,-0.1977187607653721
ACH-000569,-0.30111661070464
ACH-000570,-0.17653195575791522
ACH-000571,-0.21156392182142425
ACH-000573,-0.16053607519750085
ACH-000576,-0.2217577303316021
ACH-000579,-0.1592821485030373
ACH-000580,-0.1687223457189453
ACH-000584,-0.2546181711047741
ACH-000585,-0.36703121007729056
ACH-000588,-0.138569411074072
ACH-000589,-0.2903789526008678
ACH-000591,-0.3246664141130927
ACH-000593,-0.1696568435463559
ACH-000600,-0.3062071532309013
ACH-000601,-0.29329456069823484
ACH-000605,-0.303337756404021
ACH-000606,-0.3030541427004861
ACH-000608,-0.2634166971291604
ACH-000614,-0.4806048291131453
ACH-000616,-0.3256071767877907
ACH-000618,-0.2571446298454778
ACH-000619,-0.0857516318331977
ACH-000620,-0.438823625246228
ACH-000621,-0.291922479889894
ACH-000622,-0.2067883637370244
ACH-000623,-0.2873863819116613
ACH-000624,-0.35225926487174464
ACH-000627,-0.3019414765827962
ACH-000630,-0.2052856486946396
ACH-000631,0.15808350265672028
ACH-000632,-0.20626022879692246
ACH-000633,-0.3289151837185549
ACH-000637,-0.3217709733670609
ACH-000638,-0.30383802025980144
ACH-000646,-0.25543994496791045
ACH-000647,-0.3275003905471944
ACH-000648,-0.03459667280367837
ACH-000649,-0.22601277366081984
ACH-000651,-0.4114215003625851
ACH-000652,-0.11583037683842495
ACH-000653,-0.046078597514950734
ACH-000657,-0.2946036615802442
ACH-000658,-0.0647853841944304
ACH-000661,-0.05092669748063342
ACH-000662,-0.362458878259147
ACH-000663,-0.22803159521444066
ACH-000665,-0.30021736894250084
ACH-000671,-0.1886927581678347
ACH-000672,-0.3135704473968756
ACH-000673,-0.20890665015656248
ACH-000676,-0.3665283077963993
ACH-000677,-0.4020001164903664
ACH-000681,-0.4080526778125149
ACH-000683,-0.2433960162173583
ACH-000684,-0.2554842456178576
ACH-000688,-0.2152855581261904
ACH-000693,-0.16099873525815184
ACH-000694,-0.3433340087488046
ACH-000695,-0.309568549936841
ACH-000696,-0.3125613080029778
ACH-000697,-0.024767440262540286
ACH-000699,-0.29281996654936826
ACH-000701,-0.2906263144166348
ACH-000706,-0.1533768198225963
ACH-000711,-0.23009834711983695
ACH-000713,-0.18958686226914945
ACH-000714,-0.3053886821508927
ACH-000718,-0.3002880182842476
ACH-000720,-0.2045265719699476
ACH-000721,-0.1971008284866358
ACH-000724,-0.36852696556128506
ACH-000725,-0.2997640833119086
ACH-000732,-0.37251143394819947
ACH-000734,-0.2716890906000509
ACH-000735,-0.3066224649013267
ACH-000736,-0.23787922888688345
ACH-000738,-0.2572420268243272
ACH-000746,-0.3080177773893579
ACH-000747,-0.3615415149645892
ACH-000748,-0.3015311861441098
ACH-000753,-0.2879526691636407
ACH-000756,-0.33871817236357515
ACH-000757,-0.4441691313092314
ACH-000758,-0.3660893830279018
ACH-000760,-0.3414411295523921
ACH-000762,-0.2638876389193804
ACH-000763,-0.28367821657773595
ACH-000764,-0.3878468498294661
ACH-000765,-0.37812209841135896
ACH-000766,-0.3896884106484476
ACH-000767,-0.15585933208999658
ACH-000768,-0.23031677511254284
ACH-000769,-0.19065785381024644
ACH-000770,-0.3173260486915444
ACH-000771,-0.2890003490510052
ACH-000773,-0.1589957943152113
ACH-000776,-0.15343118596928113
ACH-000777,-0.34211593441631233
ACH-000778,-0.15873745757130184
ACH-000781,-0.2292246508458599
ACH-000782,-0.24889010958058705
ACH-000783,-0.3635163637103169
ACH-000784,-0.22142463277089827
ACH-000785,-0.3172510064071227
ACH-000787,-0.2981960006228341
ACH-000788,-0.2380179558159755
ACH-000791,-0.3920872717640732
ACH-000792,-0.3118284348696677
ACH-000794,-0.23956292535610696
ACH-000796,-0.2326860125601283
ACH-000798,-0.24252486360986236
ACH-000799,-0.3936166941062084
ACH-000800,-0.3454413347194552
ACH-000802,-0.06342633098494921
ACH-000804,-0.2799355816399238
ACH-000805,-0.2368452943547415
ACH-000809,-0.3750054322815582
ACH-000810,-0.12161335051696474
ACH-000811,-0.2400054143564423
ACH-000817,-0.2468609533974327
ACH-000819,-0.2612310257844491
ACH-000820,-0.6022573691530934
ACH-000821,-0.31654464257901505
ACH-000822,-0.312679059809265
ACH-000823,-0.3761112859427032
ACH-000824,-0.28386163085218563
ACH-000827,-0.33452604340977554
ACH-000829,-0.14937911854362326
ACH-000831,-0.2636730263374254
ACH-000832,-0.18845787711979206
ACH-000833,-0.5825729748529184
ACH-000834,-0.3143639597946572
ACH-000835,-0.2779836203077357
ACH-000836,-0.10407446110127977
ACH-000837,-0.16321147472089895
ACH-000838,-0.3145890034482955
ACH-000839,-0.2169501685801326
ACH-000840,-0.14212424755070552
ACH-000841,-0.4312899502457272
ACH-000843,-0.0842298491242557
ACH-000846,-0.4415057823117993
ACH-000847,-0.3280033014832429
ACH-000848,-0.33694012908829296
ACH-000849,-0.2810578344497007
ACH-000851,-0.5121078636170059
ACH-000855,-0.4516523889994544
ACH-000856,-0.07395588173965778
ACH-000858,-0.26821880640155604
ACH-000859,-0.4520974917759735
ACH-000861,-0.3580709991874708
ACH-000862,-0.18130072192080451
ACH-000865,-0.2927173431523118
ACH-000866,-0.3452855812707623
ACH-000867,-0.2396816122014777
ACH-000869,-0.33239963757631924
ACH-000872,-0.11436810945020845
ACH-000873,-0.41799747430377177
ACH-000876,-0.261984976881985
ACH-000878,-0.5910138062021216
ACH-000880,-0.16876074069309488
ACH-000881,-0.2374761223966573
ACH-000882,-0.3682348332667297
ACH-000884,-0.34412842758824136
ACH-000885,-0.18734175761915714
ACH-000887,-0.3378200215948949
ACH-000889,-0.2456779911411223
ACH-000896,-0.3299144300474826
ACH-000898,-0.13455347799999778
ACH-000900,-0.5997535146951541
ACH-000901,-0.3221747104447824
ACH-000905,-0.2893300209579053
ACH-000906,-0.3655044059141197
ACH-000907,-0.4057566729634997
ACH-000910,-0.16463234174948996
ACH-000911,-0.3010001644799156
ACH-000912,-0.3403499102394009
ACH-000913,-0.223809428315148
ACH-000915,-0.2866916677408212
ACH-000916,-0.4154623531874205
ACH-000917,-0.1217339061119468
ACH-000920,-0.5867158664849907
ACH-000921,-0.32835502609102085
ACH-000924,-0.1773092727150265
ACH-000926,-0.2163214446956732
ACH-000928,-0.17024004232423467
ACH-000929,-0.4785600332466131
ACH-000932,-0.3107150518001341
ACH-000935,-0.3869262032234552
ACH-000936,-0.13523046382527787
ACH-000937,-0.2991277191830785
ACH-000938,-0.23176663288404906
ACH-000939,-0.2692916350818149
ACH-000941,-0.29757539725814325
ACH-000943,-0.22578471186846355
ACH-000946,-0.3753289027722959
ACH-000947,-0.2477825057185299
ACH-000948,-0.23567619232831266
ACH-000950,-0.11717791963471512
ACH-000953,-0.26184451268111897
ACH-000954,0.0089756016686707
ACH-000957,-0.1295967755034574
ACH-000958,-0.2370508202440978
ACH-000960,-0.2530720681360761
ACH-000963,-0.302082256759464
ACH-000968,-0.2742990838807628
ACH-000969,-0.2922885298086577
ACH-000972,-0.115738008559977
ACH-000973,-0.2815286951169797
ACH-000974,-0.3478125555938966
ACH-000978,-0.4077615146657513
ACH-000984,-0.3773915784445358
ACH-000986,-0.11600406096544348
ACH-000988,-0.2792315212799513
ACH-000993,-0.44855143412135823
ACH-000994,-0.3330484772539269
ACH-000996,-0.1662969540548396
ACH-001001,-0.4333541894654117
ACH-001020,-0.19554378565960628
ACH-001028,-0.3293014937482879
ACH-001031,-0.2876931778323601
ACH-001038,-0.3456989829529273
ACH-001048,-0.33506878024601844
ACH-001050,-0.3659002399355
ACH-001053,-0.4395364174296901
ACH-001054,-0.28542647059154125
ACH-001061,-0.42536635254565824
ACH-001067,-0.3482037342665945
ACH-001075,-0.10331731905791663
ACH-001096,-0.19799072473837495
ACH-001111,-0.3378326665726289
ACH-001119,-0.16391018222518675
ACH-001128,-0.4873492366368558
ACH-001134,-0.2798638169268411
ACH-001151,-0.3355532939193042
ACH-001163,-0.4626650183124836
ACH-001164,-0.572835339503989
ACH-001183,-0.15266328779298666
ACH-001192,-0.13600506628976802
ACH-001193,-0.3996621732939211
ACH-001196,-0.4297763117300897
ACH-001197,-0.16210206940678518
ACH-001205,-0.27418899695935856
ACH-001211,-0.43094342371823535
ACH-001212,-0.22055852187029168
ACH-001228,-0.2321366580572767
ACH-001232,-0.26217666944250617
ACH-001239,-0.3665078912092191
ACH-001270,-0.03833398089536788
ACH-001274,-0.2365170791245503
ACH-001275,-0.3074033363560675
ACH-001277,-0.4020247826649576
ACH-001278,-0.2743701499959088
ACH-001280,-0.549567323069461
ACH-001283,-0.4388757215613596
ACH-001289,-0.4058894649429263
ACH-001300,-0.2290276931406201
ACH-001301,-0.18115594092954998
ACH-001302,-0.16549804310205415
ACH-001306,-0.2908230160597793
ACH-001318,-0.20902971306961834
ACH-001322,-0.2526159049541467
ACH-001328,-0.32150572368885005
ACH-001332,-0.30154957974264185
ACH-001336,-0.3764686690393709
ACH-001346,-0.4599959170951648
ACH-001353,-0.20909895407215293
ACH-001354,0.006829069398937707
ACH-001367,-0.2909014654818333
ACH-001368,-0.2680185902254741
ACH-001374,-0.038443505767822364
ACH-001377,-0.3744409020447285
ACH-001380,-0.3104652120921019
ACH-001391,-0.05180028236976263
ACH-001408,-0.3565320180451044
ACH-001430,-0.3938454990357628
ACH-001431,-0.1921757699135758
ACH-001450,-0.13811912076248695
ACH-001496,-0.29423497846805874
ACH-001500,-0.18265855362113964
ACH-001523,-0.2101881043006683
ACH-001532,-0.21741519784840366
ACH-001550,-0.3009611552852763
ACH-001552,-0.34589556909087604
ACH-001554,-0.2969476605555218
ACH-001654,-0.1924827515324832
ACH-001735,-0.23811562630791444
ACH-001736,-0.1584849188864959
ACH-001737,-0.38139455927490745
ACH-001740,-0.2866591775471191
ACH-001745,-0.08967122275724433
ACH-001765,-0.27347107524541203
