,RFC3 (5983)
ACH-000004,-1.3743513376354362
ACH-000005,-1.3595505380906994
ACH-000007,-1.2554219080416011
ACH-000009,-0.8731444117688542
ACH-000011,-1.3750796442017443
ACH-000012,-1.282974952365094
ACH-000013,-1.3930915531476618
ACH-000014,-1.0985883462850556
ACH-000015,-1.4562108877103364
ACH-000017,-1.2987964665768306
ACH-000018,-1.501631919273264
ACH-000019,-1.1205107463906034
ACH-000021,-1.3458167915097603
ACH-000022,-1.0699942987854805
ACH-000025,-1.323888390316405
ACH-000028,-1.2997887160022057
ACH-000030,-1.5228693629768024
ACH-000035,-1.3369498832761897
ACH-000036,-1.340501840726952
ACH-000037,-1.272078266975352
ACH-000039,-1.3079671099974186
ACH-000040,-1.2704875302027172
ACH-000041,-1.3987319109831426
ACH-000042,-1.2953281332050135
ACH-000045,-1.3101488758629545
ACH-000047,-1.346036571929702
ACH-000052,-1.2190047901639942
ACH-000053,-1.12483033890444
ACH-000054,-1.117945978634851
ACH-000055,-1.4151467069334722
ACH-000060,-1.4892763021604225
ACH-000067,-1.462714257343492
ACH-000070,-1.2758376069161403
ACH-000075,-1.2972215352250709
ACH-000078,-1.2031407217051608
ACH-000082,-1.1278960328818977
ACH-000085,-1.2428191237998207
ACH-000086,-1.3294814635005257
ACH-000087,-1.5026778860715524
ACH-000092,-1.1933719073733355
ACH-000095,-1.075703599889265
ACH-000097,-1.1944307145527353
ACH-000098,-1.2162384210528414
ACH-000099,-1.2093479538271763
ACH-000108,-1.2799980719545632
ACH-000113,-1.1861965264480474
ACH-000116,-1.2616589046249465
ACH-000118,-1.2085517489492767
ACH-000120,-1.2224514354576306
ACH-000123,-1.1751030080166165
ACH-000127,-1.4050324371685852
ACH-000128,-1.3714874734561235
ACH-000132,-1.1983917584468189
ACH-000133,-1.4744874025985333
ACH-000137,-1.637068669181786
ACH-000138,-1.3817292917017718
ACH-000142,-1.2638520066385142
ACH-000143,-1.5665355620708548
ACH-000146,-1.5307117688235243
ACH-000148,-1.6177134272066152
ACH-000150,-1.3833837676473226
ACH-000152,-1.380686991581666
ACH-000153,-1.4219272241257337
ACH-000159,-1.2004344268533451
ACH-000160,-1.1317388578195482
ACH-000163,-1.5203363721828782
ACH-000167,-1.6986980705248795
ACH-000168,-1.3737280378725545
ACH-000169,-1.4288956911194968
ACH-000178,-1.261660264671198
ACH-000183,-1.3537411650670494
ACH-000188,-1.1903592461895165
ACH-000189,-0.9311484924285248
ACH-000190,-1.3782326005749692
ACH-000198,-1.2311962889063397
ACH-000203,-1.7075640306691438
ACH-000204,-1.0683659667359142
ACH-000206,-1.3503533464596111
ACH-000207,-1.0578559200844029
ACH-000208,-1.4755894837227967
ACH-000210,-1.1848463408470442
ACH-000211,-1.3391829766975487
ACH-000215,-1.5895971805406561
ACH-000221,-1.4128633356488431
ACH-000222,-1.3720927548341173
ACH-000223,-1.4232431595738626
ACH-000226,-1.181737675742036
ACH-000227,-1.3960581648766284
ACH-000228,-1.5498914229861016
ACH-000231,-1.3742236211933427
ACH-000232,-1.254910866905807
ACH-000233,-1.2917810068789677
ACH-000234,-1.062892146210196
ACH-000235,-1.1271855819643022
ACH-000237,-1.3571188875595357
ACH-000238,-1.4763016541055602
ACH-000242,-1.2882767472364702
ACH-000243,-1.2567167898887286
ACH-000244,-1.1767209389244635
ACH-000246,-1.2945169690485359
ACH-000248,-1.2488895913498146
ACH-000250,-1.355398896253989
ACH-000251,-1.5845300005829572
ACH-000252,-1.1463563192581463
ACH-000253,-0.9362938972897388
ACH-000255,-1.248723274599838
ACH-000256,-1.2736614788951015
ACH-000257,-1.2641822670700815
ACH-000258,-1.0749828537629682
ACH-000259,-1.3291506102494872
ACH-000260,-1.315184006257946
ACH-000261,-1.3573169343329277
ACH-000262,-1.3636686797294848
ACH-000263,-1.3799870745430292
ACH-000264,-1.4554977250944274
ACH-000265,-1.3280248926568579
ACH-000266,-1.1452349066540597
ACH-000272,-1.1407338862637744
ACH-000274,-1.0471591180164892
ACH-000277,-1.0644717298686732
ACH-000278,-1.4347416098757058
ACH-000279,-1.004242739262453
ACH-000280,-1.0358527641454345
ACH-000281,-1.0262114754275775
ACH-000288,-1.51296628516927
ACH-000291,-1.2805272918958048
ACH-000293,-1.5819984960598832
ACH-000294,-1.2877852989297986
ACH-000295,-1.1641932259705874
ACH-000296,-1.395493625623882
ACH-000302,-1.5233852394081229
ACH-000304,-1.4527023684335505
ACH-000307,-1.3592169698297183
ACH-000308,-1.3930894391735005
ACH-000310,-1.2247962106620691
ACH-000311,-1.239071493330093
ACH-000312,-1.2579667536102759
ACH-000315,-1.2868763233393847
ACH-000316,-1.463796457174955
ACH-000317,-1.7147088270888358
ACH-000318,-1.2475507617686652
ACH-000319,-1.3436388282408356
ACH-000320,-1.3125372337426082
ACH-000322,-1.116330434839738
ACH-000323,-1.285434175427855
ACH-000324,-1.3994955040747152
ACH-000329,-1.1491399044471071
ACH-000330,-1.3020370116641409
ACH-000331,-1.4815870318223396
ACH-000332,-1.2658984209356643
ACH-000334,-1.1335351364982251
ACH-000335,-1.4062149028904212
ACH-000336,-1.1642969377595211
ACH-000337,-1.2362722186136217
ACH-000338,-1.1435195448441282
ACH-000339,-1.3380881722649731
ACH-000341,-1.4503091266919226
ACH-000348,-1.3757713668006408
ACH-000350,-0.8921567959761708
ACH-000352,-1.2931900897321909
ACH-000356,-1.184418733065384
ACH-000361,-1.275743847382793
ACH-000362,-1.0826268211964871
ACH-000363,-1.2159543295324375
ACH-000364,-1.1831005152485632
ACH-000365,-0.9951241841573129
ACH-000366,-1.384254146961681
ACH-000368,-1.35753501103885
ACH-000374,-1.4906915356968826
ACH-000375,-1.3600417798817517
ACH-000376,-1.4711634874188593
ACH-000381,-1.2841302499021916
ACH-000383,-1.0170137125042584
ACH-000387,-1.3053755110006269
ACH-000389,-1.712482598570544
ACH-000390,-1.1525969826504323
ACH-000393,-1.1122379097072823
ACH-000395,-1.00898397506379
ACH-000396,-1.3228281290208437
ACH-000397,-1.7175915600574714
ACH-000401,-1.3017172872721057
ACH-000402,-0.5944702416287366
ACH-000403,-0.9824121765913628
ACH-000404,-1.3408359784400978
ACH-000406,-1.3445830933812346
ACH-000407,-1.3052833324418212
ACH-000408,-1.414148250142895
ACH-000410,-1.3812266044168635
ACH-000411,-1.3465442525277165
ACH-000414,-1.3173149216289026
ACH-000415,-1.4696068599900889
ACH-000416,-1.1650636115070403
ACH-000420,-1.0287806155472363
ACH-000421,-1.251464194504019
ACH-000424,-1.3392761672504696
ACH-000425,-1.1856300762592102
ACH-000426,-1.5151921386122988
ACH-000427,-1.010931291247652
ACH-000433,-1.2041893876834435
ACH-000435,-1.3780454897967405
ACH-000436,-1.2532765072761365
ACH-000444,-1.4586285853301522
ACH-000445,-1.1337101677491297
ACH-000448,-1.1731128102525192
ACH-000450,-1.097636727318135
ACH-000452,-1.338070075760329
ACH-000454,-1.0158913022830804
ACH-000458,-1.3855832362505234
ACH-000459,-1.0777631656694444
ACH-000460,-1.2604448621823416
ACH-000461,-1.1766381973349829
ACH-000463,-1.401303331965
ACH-000464,-1.2586789511168983
ACH-000466,-1.2574616217577643
ACH-000467,-1.1757158803786916
ACH-000468,-1.132888498169927
ACH-000469,-1.329099306529396
ACH-000470,-0.8991804227356383
ACH-000471,-1.4061815090691108
ACH-000472,-1.0113079483834808
ACH-000473,-1.187721169812346
ACH-000475,-1.3126076000628233
ACH-000476,-1.2168885482974456
ACH-000477,-1.270699678239758
ACH-000479,-0.9513334352822016
ACH-000480,-1.2914688104758971
ACH-000481,-1.3560094668929064
ACH-000483,-1.3792214584940046
ACH-000484,-1.6455420066835644
ACH-000485,-0.9981085938237796
ACH-000486,-1.1680845571639955
ACH-000487,-1.5799132007674128
ACH-000488,-1.1550911645308846
ACH-000490,-1.1064642724029934
ACH-000491,-1.0768679352533452
ACH-000495,-1.4455941668722756
ACH-000496,-1.5631953385920037
ACH-000499,-1.4449417619826137
ACH-000500,-1.1282006428696478
ACH-000502,-1.2007555132424572
ACH-000503,-1.7805047999983843
ACH-000505,-1.2139394586355094
ACH-000507,-1.1061417528241941
ACH-000510,-1.3327887010544113
ACH-000511,-1.4398524419524314
ACH-000512,-1.3620149152895262
ACH-000516,-1.4931326353008283
ACH-000517,-1.454863153543596
ACH-000518,-1.2788350746757675
ACH-000520,-1.2256237037294668
ACH-000521,-1.6154899597318182
ACH-000522,-1.4242094500047924
ACH-000524,-1.077320414367628
ACH-000527,-1.361664860848827
ACH-000528,-1.389236970358803
ACH-000537,-1.1968453296792592
ACH-000541,-1.5271774226710897
ACH-000542,-1.4092814515681549
ACH-000544,-1.4231444239497335
ACH-000545,-1.2442761384817045
ACH-000547,-1.2370808726334146
ACH-000548,-1.2259090075866732
ACH-000549,-1.3760944128836932
ACH-000550,-1.303461401338541
ACH-000552,-1.127789701194848
ACH-000556,-1.4536886373511264
ACH-000557,-0.8609223641482612
ACH-000569,-1.1018906007874727
ACH-000570,-1.6094345662345824
ACH-000571,-1.0940411089901665
ACH-000573,-1.5025950202749387
ACH-000576,-1.2203788392278128
ACH-000579,-0.7374304239850762
ACH-000580,-1.4087735102434742
ACH-000584,-0.995477047354626
ACH-000585,-1.1428407301611667
ACH-000588,-1.4486198946858304
ACH-000589,-1.395778065913939
ACH-000591,-1.366738768429384
ACH-000593,-1.1591437231253765
ACH-000600,-1.3461600339197417
ACH-000601,-1.1576300226069431
ACH-000605,-1.3480404162522588
ACH-000606,-1.3435913876318584
ACH-000608,-0.9748202497954146
ACH-000614,-1.0777173851256212
ACH-000616,-1.5297264745392214
ACH-000618,-1.2661400940061929
ACH-000619,-1.1927260162758984
ACH-000620,-1.2076341766454932
ACH-000621,-1.5121621021307292
ACH-000622,-1.3895300488751603
ACH-000623,-1.3780560594399345
ACH-000624,-1.0776900432411662
ACH-000627,-1.0225139181677798
ACH-000630,-1.193688143208241
ACH-000631,-1.2750136445353653
ACH-000632,-1.3602161750778945
ACH-000633,-0.836334574083123
ACH-000637,-1.3332140761621196
ACH-000638,-1.316923682640074
ACH-000646,-0.7319358864821099
ACH-000647,-1.163751019845762
ACH-000648,-1.1329043986686504
ACH-000649,-1.5690225144891148
ACH-000651,-1.189093537843554
ACH-000652,-1.5072507464505394
ACH-000653,-1.1605096530495678
ACH-000657,-1.2128405530433275
ACH-000658,-1.3533360047451155
ACH-000661,-1.1971655002430908
ACH-000662,-0.7483207716676489
ACH-000663,-1.4657985974346908
ACH-000665,-1.3758627897853286
ACH-000671,-1.314254583981229
ACH-000672,-1.3490913917528318
ACH-000673,-1.2651212249905843
ACH-000676,-1.5414088038895837
ACH-000677,-0.7935811215650794
ACH-000681,-1.4514117446404715
ACH-000683,-1.1375494549158507
ACH-000684,-1.4801944431932672
ACH-000688,-1.3070407962412571
ACH-000693,-1.1442492838727352
ACH-000694,-1.1112577906692227
ACH-000695,-0.8161065230190493
ACH-000696,-1.2863060359327805
ACH-000697,-1.1747491253522768
ACH-000699,-1.3411666263152655
ACH-000701,-1.114924002256802
ACH-000706,-1.416753110283589
ACH-000711,-1.0654354644176396
ACH-000713,-1.3744560285953868
ACH-000714,-1.1081731935565051
ACH-000718,-1.0227379352443349
ACH-000720,-1.5734620622188755
ACH-000721,-1.3051405730183157
ACH-000724,-1.333986477448526
ACH-000725,-1.15387008868828
ACH-000732,-1.4427703725170504
ACH-000734,-1.3443615506151751
ACH-000735,-1.255613958507033
ACH-000736,-1.4617464342177895
ACH-000738,-1.3306697513804642
ACH-000746,-1.0600202334358515
ACH-000747,-1.1520120851472044
ACH-000748,-1.1975730980286037
ACH-000753,-1.3507116563262946
ACH-000756,-1.5748505656100698
ACH-000757,-1.0845531239012964
ACH-000758,-1.225566647296857
ACH-000760,-1.1607559999121573
ACH-000762,-1.2605668246580564
ACH-000763,-1.5547036951316715
ACH-000764,-1.3756992731480568
ACH-000765,-1.2419479368497914
ACH-000766,-1.2437288362518366
ACH-000767,-0.9720876263450808
ACH-000768,-1.4533989989137253
ACH-000769,-1.1645756608373523
ACH-000770,-1.2034810097380515
ACH-000771,-1.1552517653163779
ACH-000773,-1.1838103782272258
ACH-000776,-1.4839030792129664
ACH-000777,-1.2958337954538752
ACH-000778,-1.2079064558203003
ACH-000781,-1.3954429148749157
ACH-000782,-1.1090701393940872
ACH-000783,-1.1917393266516774
ACH-000784,-1.2165407722640655
ACH-000785,-1.2838857104266492
ACH-000787,-1.502000149743549
ACH-000788,-1.1624266553758482
ACH-000791,-1.2955760664316869
ACH-000792,-1.4702705598769903
ACH-000794,-1.3940928321238928
ACH-000796,-1.0307076679277154
ACH-000798,-1.2467708133759263
ACH-000799,-1.0485230473866844
ACH-000800,-1.5450923563894825
ACH-000802,-1.2347326541701658
ACH-000804,-1.2479234554168912
ACH-000805,-1.1784443697297242
ACH-000809,-1.150415987437354
ACH-000810,-1.270537578672251
ACH-000811,-1.2441091711982049
ACH-000817,-1.1886100142614038
ACH-000819,-1.370978432024324
ACH-000820,-1.2581335605875898
ACH-000821,-1.5838289338010982
ACH-000822,-1.0228162285270774
ACH-000823,-1.161363620024918
ACH-000824,-1.1093300548336258
ACH-000827,-1.4440199037401718
ACH-000829,-0.9858589397020217
ACH-000831,-1.3581449209174596
ACH-000832,-1.0215572373847528
ACH-000833,-1.295503935390795
ACH-000834,-1.4702884415323358
ACH-000835,-1.4230787760307848
ACH-000836,-1.361484871226306
ACH-000837,-1.2729069588318158
ACH-000838,-0.9332442761817716
ACH-000839,-1.027110528987793
ACH-000840,-1.2762154100425225
ACH-000841,-1.1402242604555983
ACH-000843,-1.614146444036645
ACH-000846,-1.1470421717547383
ACH-000847,-1.2577474756499323
ACH-000848,-1.2068833530662728
ACH-000849,-1.2911256979133556
ACH-000851,-1.2802897361229586
ACH-000855,-1.3404833667321183
ACH-000856,-1.0099951565839809
ACH-000858,-1.1990324947862523
ACH-000859,-1.5471413730724457
ACH-000861,-1.5628422077546409
ACH-000862,-1.2872914626622722
ACH-000865,-1.2404055865372583
ACH-000866,-1.3140179740882163
ACH-000867,-1.2368845203605048
ACH-000869,-1.150088989998816
ACH-000872,-1.4321275966546645
ACH-000873,-1.238453031248045
ACH-000876,-1.4460273802773331
ACH-000878,-1.7413314801858413
ACH-000880,-1.138939891311875
ACH-000881,-1.4089743886159647
ACH-000882,-1.1416343999483392
ACH-000884,-1.098675692299032
ACH-000885,-1.2317674988685732
ACH-000887,-1.0395369838534148
ACH-000889,-1.3517921050901331
ACH-000896,-1.5532602998338003
ACH-000898,-1.077310768244198
ACH-000900,-1.2444448614131616
ACH-000901,-1.4296725250079554
ACH-000905,-1.545268492996157
ACH-000906,-1.364552247313292
ACH-000907,-1.368920629247357
ACH-000910,-1.109920327829203
ACH-000911,-1.301840909408046
ACH-000912,-1.4642633675593006
ACH-000913,-1.400837085554761
ACH-000915,-1.1275061392804744
ACH-000916,-1.2098740877750362
ACH-000917,-1.1981869814707526
ACH-000920,-1.2147054777192257
ACH-000921,-1.4309899454286623
ACH-000924,-1.1518858571040835
ACH-000926,-1.0305349393760477
ACH-000928,-1.3852229753676348
ACH-000929,-1.3818879848458392
ACH-000932,-1.0159502503999889
