,NRARP (441478)
ACH-000243,-0.07764533207610268
ACH-000244,-0.27096090544058204
ACH-000246,-0.1692279395523685
ACH-000248,-0.06461181341882652
ACH-000250,-0.1863490412706144
ACH-000251,-0.0335678943305736
ACH-000252,-0.1868839804943935
ACH-000253,-0.15874381728091672
ACH-000255,-0.14235659068055556
ACH-000256,-0.1451489929438528
ACH-000257,-0.027377456276630102
ACH-000258,-0.23371929089431345
ACH-000259,-0.07123784165733711
ACH-000260,-0.19796085162610794
ACH-000261,-0.055181042054401115
ACH-000262,-0.216714234917414
ACH-000263,-0.25968527009417985
ACH-000264,-0.18852021895229407
ACH-000265,-0.172583169428633
ACH-000266,-0.1883701289199283
ACH-000272,-0.2496914028797159
ACH-000274,-0.12962812051046058
ACH-000277,-0.2602772362737906
ACH-000278,-0.14230979963031315
ACH-000279,-0.04379557957044573
ACH-000280,-0.1336213427824741
ACH-000281,-0.11426148803543446
ACH-000288,-0.023067947460717487
ACH-000291,-0.2226982059181336
ACH-000293,-0.17284164759359788
ACH-000294,-0.0795283279356387
ACH-000295,-0.17039066893152352
ACH-000296,-0.052994457479189634
ACH-000302,-0.16417290779351273
ACH-000304,-0.12126437781816406
ACH-000307,-0.1481792312001708
ACH-000308,-0.19840555161334866
ACH-000310,-0.2179441075580513
ACH-000311,-0.10879640044735453
ACH-000312,-0.11320330414484353
ACH-000315,-0.086122391412025
ACH-000316,-0.09354877692713803
ACH-000317,0.02262804915095249
ACH-000318,-0.1878593458528159
ACH-000319,0.011972811038756435
ACH-000320,-0.15581572713641378
ACH-000322,-0.10596196153405217
ACH-000323,-0.003349492054733138
ACH-000324,-0.1895986695618858
ACH-000329,-0.1366629121677589
ACH-000330,-0.29930836597410554
ACH-000331,-0.04010806365764805
ACH-000332,-0.09270472421036402
ACH-000334,-0.09403146290723008
ACH-000335,-0.04239576735410666
ACH-000336,0.03163634771443681
ACH-000337,-0.12080864201522433
ACH-000338,-0.5473073904062353
ACH-000339,-0.1154982667065648
ACH-000341,-0.033396695516730864
ACH-000348,-0.16548103489063953
ACH-000350,-0.13296033221828074
ACH-000352,-0.16021190969053375
ACH-000356,-0.2121247226931621
ACH-000361,-0.2490843876106174
ACH-000362,-0.03156650996986712
ACH-000363,-0.10604443985815626
ACH-000364,0.014216996688010585
ACH-000365,-0.0899472342725079
ACH-000366,-0.07853066154968262
ACH-000368,0.1073421469420284
ACH-000374,0.044274839744382996
ACH-000375,-0.2963051164761776
ACH-000376,-0.07243449531068899
ACH-000381,-0.08145587907247713
ACH-000383,-0.12026609079522575
ACH-000387,-0.1903455356134366
ACH-000389,-0.3059023290762708
ACH-000390,0.15692747380672295
ACH-000393,0.060506308230762584
ACH-000395,-0.3515368657043605
ACH-000396,0.2448482636126989
ACH-000397,-0.2931299345002321
ACH-000401,-0.16873309409417034
ACH-000402,0.05834061494218803
ACH-000403,-0.2005607019411614
ACH-000404,0.04785041756531273
ACH-000406,-0.06887111699576624
ACH-000407,-0.06518013154554418
ACH-000408,-0.03530953137656452
ACH-000410,-0.0515221749437724
ACH-000411,-0.14060672141591765
ACH-000414,-0.12456443600065326
ACH-000415,0.12833467892552602
ACH-000416,-0.0590716938281417
ACH-000420,-0.18908286862988435
ACH-000421,-0.1165286604208849
ACH-000424,-0.15691280750509864
ACH-000425,-0.08594211651844598
ACH-000426,-0.07564359976808302
ACH-000427,-0.26340452823415705
ACH-000433,-0.4222756011250911
ACH-000435,-0.5117858883598334
ACH-000436,-0.034461598219583466
ACH-000444,-0.020307946058065667
ACH-000445,-0.11036555586439706
ACH-000448,-0.15303182235775425
ACH-000450,-0.2960450961498581
ACH-000452,-0.025161572389406757
ACH-000454,-0.16069527603828393
ACH-000458,-0.08455248781852111
ACH-000459,-0.12093145947255116
ACH-000460,-0.14552764053089234
ACH-000461,-0.027178908927247444
ACH-000463,-0.24902271085277386
ACH-000464,-0.3025073603465316
ACH-000466,-0.16869939158638814
ACH-000467,-0.16421705633449968
ACH-000468,-0.04255921437167058
ACH-000469,-0.2647950948985925
ACH-000470,-0.11470670293351208
ACH-000471,-0.20444507852298188
ACH-000472,-0.0993502919806611
ACH-000473,-0.1299955482286083
ACH-000475,-0.18781102236590533
ACH-000476,-0.13413052227571318
ACH-000477,0.01545035905013979
ACH-000479,-0.3796976242980676
ACH-000480,-0.14309688816763985
ACH-000481,-0.08754020883311797
ACH-000483,-0.07167096387541264
ACH-000484,-0.2356780394149177
ACH-000485,-0.10809656808310328
ACH-000486,-0.0704822627428225
ACH-000487,-0.013820537053069088
ACH-000488,-0.0601947346098301
ACH-000490,-0.3528837344779199
ACH-000491,-0.12459948559329807
ACH-000495,-0.3204738858779215
ACH-000496,-0.09130924067099948
ACH-000499,0.045738961871312114
ACH-000500,0.009840568563949248
ACH-000502,-0.16825615176322842
ACH-000503,-0.38649905261497775
ACH-000505,-0.07795520289430287
ACH-000507,-0.1786989030130014
ACH-000510,-0.14621805052843248
ACH-000511,-0.21468764866972068
ACH-000512,-0.1528140006363297
ACH-000516,-0.13877786372234566
ACH-000517,-0.23163058792663785
ACH-000518,0.44593266010912297
ACH-000520,-0.10527593062786167
ACH-000521,-0.2772660817480794
ACH-000522,-0.11333930242566392
ACH-000524,-0.12753572203889382
ACH-000527,-0.16889574671111796
ACH-000528,-0.2411575064876323
ACH-000537,-0.17830174232341614
ACH-000541,0.09118039637337473
ACH-000542,-0.17797016951643208
ACH-000544,-0.15386260481262945
ACH-000545,-0.08287214055737137
ACH-000547,-0.15900945752547138
ACH-000548,-0.10680938909954256
ACH-000549,-0.0923347897936188
ACH-000550,-0.17135999718785966
ACH-000552,-0.058587166646887665
ACH-000556,-0.10727901402650493
ACH-000557,0.00618808031171535
ACH-000569,-0.03643540154906285
ACH-000570,-0.12403238657698536
ACH-000571,-0.18041636267036212
ACH-000573,-0.1121403915981458
ACH-000576,0.0279063344344234
ACH-000579,-0.10106626932787027
ACH-000580,-0.1742944351476261
ACH-000584,-0.13834464365325835
ACH-000585,-0.2807605853481587
ACH-000588,-0.1268702843733098
ACH-000589,-0.08849456563635287
ACH-000591,-0.1802193890809706
ACH-000593,-0.22229918792047054
ACH-000600,-0.1670354304882006
ACH-000601,-0.09996533311174276
ACH-000605,0.09770027643211047
ACH-000606,0.14178726246132742
ACH-000608,-0.1369603709471333
ACH-000614,-0.13491055861068868
ACH-000616,-0.07105281397969017
ACH-000618,0.039650775451157534
ACH-000619,-0.3758680952313913
ACH-000620,-0.06609780092025068
ACH-000621,-0.08603256056663912
ACH-000622,-0.17341176911446776
ACH-000623,-0.01610072911010351
ACH-000624,-0.1670391026211984
ACH-000627,-0.05765862943734956
ACH-000630,-0.10018906810687102
ACH-000631,-0.16851525477615928
ACH-000632,-0.10437335441818993
ACH-000633,-0.01494090059278659
ACH-000637,-0.13548270091303227
ACH-000638,0.005000169398395436
ACH-000646,0.1261848700751354
ACH-000647,-0.12429150885876827
ACH-000648,-0.14075087493603142
ACH-000649,-0.09410039906502113
ACH-000651,-0.07083956950514679
ACH-000652,-0.3234143154274188
ACH-000653,-0.04767701738412957
ACH-000657,-0.0706748762384577
ACH-000658,-0.026187513024320302
ACH-000661,-0.16763539531220456
ACH-000662,0.036162387617929684
ACH-000663,-0.12585304885269813
ACH-000665,-0.16605121305015155
ACH-000671,-0.05281552749032625
ACH-000672,-0.023001648369347986
ACH-000673,-0.22189527176127508
ACH-000676,-0.08723914206271775
ACH-000677,-0.08929885146474313
ACH-000681,-0.13105692859226994
ACH-000683,-0.2403551458517811
ACH-000684,-0.2098808542634421
ACH-000688,-0.1366630828892319
ACH-000693,0.002642758251995685
ACH-000694,-0.1384598042809952
ACH-000695,-0.2489046254630013
ACH-000696,-0.21791802047645076
ACH-000697,-0.09325215043826794
ACH-000699,-0.07754873452577843
ACH-000701,-0.08567129782179872
ACH-000706,-0.07215934264906723
ACH-000711,-0.15152291562882453
ACH-000713,-0.09605540344092743
ACH-000714,-0.06706816397976463
ACH-000718,-0.11486515355878653
ACH-000720,-0.11433726263680626
ACH-000721,-0.3067964497043002
ACH-000724,-0.037570637019486285
ACH-000725,0.16209027742176224
ACH-000732,-0.08027613745742661
ACH-000734,-0.12859378358275858
ACH-000735,-0.16856056136645733
ACH-000736,0.05302051863707679
ACH-000738,-0.02796530160022291
ACH-000746,0.03242529833658245
ACH-000747,-0.08425321290704756
ACH-000748,-0.11158971141357556
ACH-000753,-0.0973717805937557
ACH-000756,-0.10496793420072092
ACH-000757,0.024836042376255557
ACH-000758,-0.1712256579357391
ACH-000760,-0.05484830328268904
ACH-000762,0.07676375118557073
ACH-000763,-0.19776924768949106
ACH-000764,0.1502029391187729
ACH-000765,0.011046460604688555
ACH-000766,-0.029515422106646726
ACH-000767,-0.05300449312078445
ACH-000768,-0.13250750339202655
ACH-000769,-0.1527952355408892
ACH-000770,-0.23015565619736175
ACH-000771,-0.1316090436633502
ACH-000773,-0.0780139864752338
ACH-000776,-0.005222081629836812
ACH-000777,-0.16438088673102605
ACH-000778,-0.15438547319125426
ACH-000781,-0.1510943170923019
ACH-000782,-0.07738484678865667
ACH-000783,-0.1800878324035542
ACH-000784,-0.03379047777154926
ACH-000785,-0.1876461129939406
ACH-000787,-0.16876707411251735
ACH-000788,-0.19757473356873245
ACH-000791,-0.1899901283951267
ACH-000792,-0.0854969994144351
ACH-000794,-0.27580376805958584
ACH-000796,-0.1388884095756768
ACH-000798,0.0400301816969984
ACH-000799,0.00472955084693047
ACH-000800,-0.33661881164391944
ACH-000802,0.12951259327926173
ACH-000804,-0.14900226545137565
ACH-000805,-0.26789687092082515
ACH-000809,-0.24278881441905714
ACH-000810,-0.2288484616087726
ACH-000811,-0.1575775050259411
ACH-000817,0.0666908904381833
ACH-000819,-0.017197862985140762
ACH-000820,0.1505517747960584
ACH-000821,0.09881712487733653
ACH-000822,-0.12037396796762648
ACH-000823,-0.006319766244874555
ACH-000824,-0.2087611543726932
ACH-000827,-0.15307207416595958
ACH-000829,-0.032766735090996514
ACH-000831,-0.11508581563626087
ACH-000832,0.012487902449002124
ACH-000833,-0.1903307504195529
ACH-000834,-0.18673655861048236
ACH-000835,-0.19679318730244444
ACH-000836,-0.14263436814253228
ACH-000837,-0.041364508126377764
ACH-000838,-0.03250806770218136
ACH-000839,-0.38395797133490783
ACH-000840,-0.1652142232331862
ACH-000841,0.019854534757696614
ACH-000843,0.13183303704963767
ACH-000846,0.1418688156162957
ACH-000847,-0.025073021955511032
ACH-000848,-0.2831790326649691
ACH-000849,-0.1443135059738646
ACH-000851,-0.14054117515875975
ACH-000855,-0.0030595383311059388
ACH-000856,-0.19141174763521684
ACH-000858,-0.12000159612286933
ACH-000859,0.04419850006840829
ACH-000861,-0.0010014291518457288
ACH-000862,-0.14863806848350414
ACH-000865,-0.12056991464019765
ACH-000866,-0.11132819124682078
ACH-000867,-0.07423926546111521
ACH-000869,-0.03596422233378535
ACH-000872,-0.4511439552516538
ACH-000873,-0.03783246451818215
ACH-000876,-0.055274431924308
ACH-000878,-0.22615358844901026
ACH-000880,-0.1834885444560822
ACH-000881,-0.10737447822563477
ACH-000882,-0.002809764410006232
ACH-000884,-0.037682941349427616
ACH-000885,-0.16457628450403725
ACH-000887,-0.14261442726626858
ACH-000889,-0.19613197533227772
ACH-000896,0.018901583060120963
ACH-000898,-0.17753127852893474
ACH-000900,-0.04894823605149547
ACH-000901,-0.16531276189859614
ACH-000905,-0.07996364916355808
ACH-000906,-0.16458536874608087
ACH-000907,-0.15435817940234955
ACH-000910,-0.3905869840449209
ACH-000911,-0.2648338743483239
ACH-000912,-0.1754798217814114
ACH-000913,-0.10924269843053698
ACH-000915,-0.23033754004120136
ACH-000916,-0.16321757836567727
ACH-000917,-0.13108828051719876
ACH-000920,0.06485026804503495
ACH-000921,-0.31540811572815397
ACH-000924,-0.07437825712309669
ACH-000926,-0.18665148491995165
ACH-000928,-0.2880561055235128
ACH-000929,-0.1995500406276527
ACH-000932,-0.05795353976157482
ACH-000935,-0.18945291321272228
ACH-000936,-0.09798989873602272
ACH-000937,-0.23702483341144875
ACH-000938,-0.10200173864291558
ACH-000939,-0.2371095718927552
ACH-000941,-0.03930080333013422
ACH-000943,-0.14359393347924745
ACH-000946,0.011702064900694626
ACH-000947,-0.09635335908627744
ACH-000948,-0.10369360984491556
ACH-000950,-0.04293345119390257
ACH-000953,0.2430144932572544
ACH-000954,-0.3196142255636911
ACH-000957,0.16934666050347125
ACH-000958,-0.10298433985073016
ACH-000960,-0.051517432517390944
ACH-000963,0.07859348025739027
ACH-000968,-0.13114973499913832
ACH-000969,-0.06284862042130157
ACH-000972,-0.27299205136668864
ACH-000973,-0.17249730742371291
ACH-000974,-0.08604684775604718
ACH-000978,-0.014630534542677603
ACH-000984,-0.21185803073349774
ACH-000986,-0.038964577240530034
ACH-000988,-0.12875499703047927
ACH-000993,-0.2677346614494272
ACH-000994,-0.10815345334454902
ACH-000996,-0.1917891821695996
ACH-001001,-0.0045872203469259935
ACH-001020,-0.0016831220161587493
ACH-001028,-0.10334830179005526
ACH-001031,-0.1459571256474201
ACH-001038,-0.1711332895298621
ACH-001048,-0.09159963677035587
ACH-001050,-0.018615276933334358
ACH-001053,-0.3383262450084768
ACH-001054,-0.0442921812715192
ACH-001061,-0.08862422554129082
ACH-001067,-0.018516639422977363
ACH-001075,0.07044015238107719
ACH-001096,-0.20017657640380265
ACH-001111,-0.017654157069040704
ACH-001119,-0.27110770876235457
ACH-001128,-0.22086084558809094
ACH-001134,0.0740220076375412
ACH-001151,-0.1424847790556404
ACH-001163,-0.0793973609515574
ACH-001164,0.2823728371692153
ACH-001183,-0.1996538473094196
ACH-001192,-0.21803944410847784
ACH-001193,-0.14594633021866585
ACH-001196,-0.1641167310171306
ACH-001197,-0.13195855947458573
ACH-001205,-0.08686326357380894
ACH-001211,0.09183221092267772
ACH-001212,0.021440755799784432
ACH-001228,-0.026474258916745375
ACH-001232,-0.22425201438061934
ACH-001239,-0.20284042442225814
ACH-001270,-0.3215836127067105
ACH-001274,-0.22145619823524768
ACH-001275,-0.11411889466988047
ACH-001277,0.060415478829388636
ACH-001278,-0.10659313783836938
ACH-001280,-0.08986799324385886
ACH-001283,-0.04689897463263914
ACH-001289,-0.20129467162556305
ACH-001300,-0.19036237760626964
ACH-001301,-0.08240473860815183
ACH-001302,-0.21834953999312573
ACH-001306,-0.1940119560079224
ACH-001318,-0.053489311210532464
ACH-001322,-0.06055875770286535
ACH-001328,-0.13636176514328985
ACH-001332,-0.4955009286815114
ACH-001336,-0.03380257909609683
ACH-001346,-0.11412132869878365
ACH-001353,-0.3242956799395376
ACH-001354,-0.14948544319988882
ACH-001367,-0.4102079578159055
ACH-001368,-0.10381042802687054
ACH-001374,0.12769479534711853
ACH-001377,-0.0910517404946314
ACH-001380,-0.10026190503957497
ACH-001391,-0.1227258677557225
ACH-001408,-0.19287699517801474
ACH-001430,-0.025035877653359937
ACH-001431,-0.11642565655228912
ACH-001450,-0.14071713401097322
ACH-001496,-0.10489956313000254
ACH-001500,-0.3624946119687682
ACH-001523,-0.5134443340120444
ACH-001532,-0.0417056427844081
ACH-001550,-0.058747514223938986
ACH-001552,-0.059858398772372236
ACH-001554,-0.12102943541091575
ACH-001654,-0.10651978034642023
ACH-001735,-0.0906557820187884
ACH-001736,-0.1900021227002944
ACH-001737,-0.5628215564736323
ACH-001740,-0.08514511796220778
ACH-001745,-0.20371521205348112
ACH-001765,-0.1501627248145181
