,CHRNB3 (1142)
ACH-000004,0.14705259816019495
ACH-000005,0.4964620069099557
ACH-000007,0.0553517063141632
ACH-000009,0.0638618110172764
ACH-000011,-0.028520263297797374
ACH-000012,0.145491333212387
ACH-000013,0.1448258278811806
ACH-000014,-0.08614461712500147
ACH-000015,0.0037355201804376366
ACH-000017,0.10420130424047844
ACH-000018,0.18217649534409444
ACH-000019,0.11954602130341213
ACH-000021,0.2289280232921569
ACH-000022,-0.10435189363857736
ACH-000025,-0.07866251013088651
ACH-000028,0.1711332264731855
ACH-000030,0.127984559759771
ACH-000035,-0.0010870246477940608
ACH-000036,0.08720734118085613
ACH-000037,-0.095354303329371
ACH-000039,0.20051527929991494
ACH-000040,0.2303748043354654
ACH-000041,-0.007098827372890502
ACH-000042,0.013419021317852579
ACH-000045,0.08490542169386238
ACH-000047,0.17341972005781112
ACH-000052,0.3069101382321779
ACH-000053,0.06280075132208067
ACH-000054,0.1032671835164737
ACH-000055,0.18053736218256694
ACH-000060,-0.07703100462947163
ACH-000067,0.15646051676039904
ACH-000070,0.0432729461755726
ACH-000075,0.023989628392419197
ACH-000078,0.12975257494666848
ACH-000082,0.07500150880712142
ACH-000085,0.22489171007233466
ACH-000086,0.17535305862154196
ACH-000087,0.10332018444209624
ACH-000092,0.08480692996432235
ACH-000095,0.175492277465607
ACH-000097,0.0659222715370518
ACH-000098,0.14322065376099505
ACH-000099,0.14199869148067226
ACH-000108,0.13415364136076124
ACH-000113,0.04225952305529228
ACH-000116,-0.17178800357642554
ACH-000118,-0.0044315298625711525
ACH-000120,-0.028142049024769446
ACH-000123,0.042189458669196565
ACH-000127,0.11085497235282554
ACH-000128,0.0807926405248181
ACH-000132,0.06119391012909577
ACH-000133,0.0745034002010512
ACH-000137,0.004639242018584822
ACH-000138,0.11852540224822335
ACH-000142,0.17961957662564715
ACH-000143,0.06138331773179043
ACH-000146,0.15073582490595475
ACH-000148,0.07770227280404175
ACH-000150,0.03594230272025273
ACH-000152,0.19446377935673975
ACH-000153,0.021011656956460928
ACH-000159,0.19027455497430626
ACH-000160,0.180263818133876
ACH-000163,0.03914761305715952
ACH-000167,-0.18702845292249426
ACH-000168,-0.015135458011549741
ACH-000169,0.18052835171130527
ACH-000178,0.07314204012231391
ACH-000183,0.14818831986452205
ACH-000188,-0.07294183346090996
ACH-000189,-0.11962591177562555
ACH-000190,0.18433448662836815
ACH-000198,0.13313951924656414
ACH-000203,0.3090259628593364
ACH-000204,0.18152725002381226
ACH-000206,-0.14499722392716236
ACH-000207,0.0827867922538728
ACH-000208,0.18419604764538133
ACH-000210,0.07184975270494115
ACH-000211,0.02054373417994465
ACH-000215,0.14342967528215264
ACH-000221,0.04434665815592734
ACH-000222,0.0716138392392698
ACH-000223,0.04314767354293804
ACH-000226,0.09560695810006924
ACH-000227,0.016929394622574197
ACH-000228,-0.07604511145404567
ACH-000231,0.14788434284628302
