,VMP1 (81671)
ACH-000004,-0.8176489016370851
ACH-000005,-0.4364513061854864
ACH-000007,-0.5527916775373772
ACH-000009,-0.7764441996331262
ACH-000011,-0.6237790987763798
ACH-000012,-0.7774087275455362
ACH-000013,-0.6597817658149759
ACH-000014,-0.895959810450589
ACH-000015,-0.7702566691249813
ACH-000017,-0.9568320246322456
ACH-000018,-0.7971267488919329
ACH-000019,-0.6252369662284551
ACH-000021,-0.34864076479861145
ACH-000022,-0.7705518886807468
ACH-000025,-0.5874960766112624
ACH-000028,-0.6377639953505966
ACH-000030,-0.6915823596722687
ACH-000035,-0.8196400647834392
ACH-000036,-0.7667170528546559
ACH-000037,-1.019334255812929
ACH-000039,-0.6017463179020512
ACH-000040,-0.8053658861751041
ACH-000041,-0.737490202659399
ACH-000042,-0.4687674729699401
ACH-000045,-0.6023336490775655
ACH-000047,-0.9320831357963748
ACH-000052,-0.909922731406453
ACH-000053,-0.7103202836536917
ACH-000054,-0.7190491810568613
ACH-000055,-0.7090118530504229
ACH-000060,-0.5059773001758711
ACH-000067,-0.6317164304190773
ACH-000070,-0.7585034114638911
ACH-000075,-0.8268879877038778
ACH-000078,-0.7154305954530267
ACH-000082,-0.6683676624285526
ACH-000085,-0.480398132117191
ACH-000086,-0.9131956179049426
ACH-000087,-0.6952057402351801
ACH-000092,-0.8599994805411966
ACH-000095,-0.6917480667682344
ACH-000097,-0.7116066517831899
ACH-000098,-0.7026271840882794
ACH-000099,-0.4113173697751448
ACH-000108,-0.6471137205563794
ACH-000113,-0.6164596945087673
ACH-000116,-0.7067827090393652
ACH-000118,-0.8579196427466685
ACH-000120,-0.6791847341964471
ACH-000123,-0.941781309694324
ACH-000127,-0.8117885717959241
ACH-000128,-0.7125597338958783
ACH-000132,-0.7350430912689353
ACH-000133,-0.8508718405549679
ACH-000137,-0.7259908618553161
ACH-000138,-0.5630072535292753
ACH-000142,-0.5240085139967304
ACH-000143,-0.9860726653319749
ACH-000146,-0.33344034132723405
ACH-000148,-0.8803269784228682
ACH-000150,-0.835124500733969
ACH-000152,-1.0776722696907064
ACH-000153,-0.8368848018710728
ACH-000159,-0.555351424442984
ACH-000160,-0.7343531098178743
ACH-000163,-0.7503121272525441
ACH-000167,-0.9574858172809684
