,HTR3D (200909)
ACH-000004,0.0277375044691124
ACH-000005,0.14585470014028004
ACH-000007,-0.07383434106420927
ACH-000009,-0.13212329829494815
ACH-000011,-0.1559127163772556
ACH-000012,0.013124786377982207
ACH-000013,-0.03439557613406441
ACH-000014,-0.02548707304431586
ACH-000015,-0.02939373691373296
ACH-000017,-0.07636577484430457
ACH-000018,-0.18115487363245988
ACH-000019,0.0563835293087963
ACH-000021,0.0010955405345621084
ACH-000022,-0.16095138978909684
ACH-000025,-0.06075163734049581
ACH-000028,-0.15299501990766476
ACH-000030,-0.07205574099384103
ACH-000035,-0.013474248067050934
ACH-000036,-0.19591297056282414
ACH-000037,-0.036727350728493466
ACH-000039,-0.14112831417381036
ACH-000040,-0.10171307020939127
ACH-000041,-0.13430843705717527
ACH-000042,-0.10164196550161532
ACH-000045,-0.2545745663078285
ACH-000047,-0.21423568903947332
ACH-000052,-0.009091839263733857
ACH-000053,-0.07258364377912226
ACH-000054,-0.18738210330123975
ACH-000055,-0.02050650912153829
ACH-000060,-0.09560960564245476
ACH-000067,0.015741265168716427
ACH-000070,0.0905809742928246
ACH-000075,-0.011698491495509479
ACH-000078,-0.08408780121599314
ACH-000082,0.01482509422403476
ACH-000085,0.01672243782171806
ACH-000086,-0.03300401942450832
ACH-000087,-0.059302858703900375
ACH-000092,-0.16927546597186252
ACH-000095,-0.15028306946857048
ACH-000097,-0.15441802020522208
ACH-000098,0.04125955784721518
ACH-000099,-0.028544289904116213
ACH-000108,-0.23581442282472675
ACH-000113,-0.18350246139973805
ACH-000116,-0.05940517263193456
ACH-000118,-0.10038254595332577
ACH-000120,-0.06695749186357651
ACH-000123,-0.08825997161462662
ACH-000127,-0.05483882661999633
ACH-000128,-0.17428124074930568
ACH-000132,-0.033459101811269924
ACH-000133,-0.11912874678337168
ACH-000137,0.02762552205065669
ACH-000138,-0.19491918219724144
ACH-000142,-0.03705361158789329
ACH-000143,0.061452838193611636
ACH-000146,-0.05053636537113335
ACH-000148,-0.1757448733107894
ACH-000150,-0.1175991118234693
ACH-000152,0.044019987987611066
ACH-000153,-0.2080377923857164
ACH-000159,-0.16359166993550622
ACH-000160,-0.17915838849450533
ACH-000163,-0.020972902787500414
ACH-000167,0.15958358472901407
ACH-000168,-0.11781138287648962
ACH-000169,-0.06294308216928046
ACH-000178,0.034823109053868755
ACH-000183,-0.0474688945865922
ACH-000188,0.03663574108430473
ACH-000189,-0.18710516088993284
ACH-000190,-0.03594451750000943
ACH-000198,-0.10445792355437744
ACH-000203,-0.3011215664338928
ACH-000204,0.0010451764998927146
ACH-000206,-0.13086180129177374
ACH-000207,-0.009491770992865495
ACH-000208,-0.2253658443756765
ACH-000210,-0.227514268303726
ACH-000211,-0.053360531311866896
ACH-000215,-0.11152316492219404
ACH-000221,0.05214329847987308
ACH-000222,0.0806397015209983
ACH-000223,-0.1324445811355069
