,TNFAIP2 (7127)
ACH-000004,0.17832437371974127
ACH-000005,-0.13995878412781795
ACH-000007,-0.02065011903991693
ACH-000009,0.06422939970346928
ACH-000011,-0.039486399372561334
ACH-000012,0.06154653627658738
ACH-000013,0.1041635199606777
ACH-000014,0.030851301162198263
ACH-000015,0.07972398556738887
ACH-000017,-0.02322283827457141
ACH-000018,0.08556882382094262
ACH-000019,0.023562080686010484
ACH-000021,-0.02861622748625864
ACH-000022,0.13096508417737976
ACH-000025,0.043971675070672005
ACH-000028,-0.11015746793267593
ACH-000030,0.18378754752473286
ACH-000035,0.1401359412846923
ACH-000036,0.035139350867399305
ACH-000037,0.07667583548863775
ACH-000039,-0.028554035373298276
ACH-000040,0.08238606476157613
ACH-000041,0.12623023392364596
ACH-000042,0.03635993648111786
ACH-000045,0.04492439140728289
ACH-000047,-0.0609616917679494
ACH-000052,0.1367695230590908
ACH-000053,0.08216813998775027
ACH-000054,0.0009796273512326034
ACH-000055,-0.011009098598375506
ACH-000060,-0.02114148185669086
ACH-000067,0.015231481862343013
ACH-000070,0.08202007038194907
ACH-000075,0.03127925524314984
ACH-000078,0.06116713018145741
ACH-000082,-0.015568404772726812
ACH-000085,-0.20375291736024392
ACH-000086,0.027761896100635897
ACH-000087,0.09025229649787113
ACH-000092,0.07045480105413901
ACH-000095,-0.00035067457964006266
ACH-000097,0.028142557804376186
ACH-000098,0.03448253097904876
ACH-000099,0.0741878820090954
ACH-000108,-0.09356273294760267
ACH-000113,0.1060836383981936
ACH-000116,0.051307786188384816
ACH-000118,0.1337611582078913
ACH-000120,-0.023313209648406514
ACH-000123,-0.022312295856171702
ACH-000127,0.028096992655508184
ACH-000128,0.15354484810558214
ACH-000132,0.018227299603968853
ACH-000133,0.04855014566634724
ACH-000137,-0.07643580129664106
ACH-000138,0.11585070998503914
ACH-000142,0.06395290398632078
ACH-000143,0.13392793411551834
ACH-000146,0.0712280556745242
ACH-000148,0.02458426523066415
ACH-000150,0.20631618279658967
ACH-000152,0.14750405530156702
ACH-000153,0.20321429900682594
ACH-000159,0.06687817896091477
ACH-000160,-0.08138919768107877
ACH-000163,-0.08062424025199877
ACH-000167,0.03736736932905106
ACH-000168,-0.06201959932842471
ACH-000169,0.10452593713438628
ACH-000178,0.14852516593879844
ACH-000183,0.002844197069644056
ACH-000188,0.05491643577499398
ACH-000189,0.2369930625776266
ACH-000190,-0.0979478446573546
ACH-000198,0.10440344950549607
ACH-000203,-0.08769565696493692
ACH-000204,0.056765756636328116
ACH-000206,-0.004898392303777277
ACH-000207,-0.03126593278530037
ACH-000208,0.4160796215476554
ACH-000210,-0.0255614346950977
ACH-000211,-0.023983048634771385
ACH-000215,0.06904690977771336
ACH-000221,0.03242332689757151
ACH-000222,-0.058759673062465274
ACH-000223,0.1001179279406206
ACH-000226,-0.07055148218591896
ACH-000227,0.31626208665381883
ACH-000228,0.16890191037286725
ACH-000231,0.07233406080494376
ACH-000232,0.05057667911213315
ACH-000233,0.042092143116042965
ACH-000234,0.13672712291023975
ACH-000235,-0.007981094739009709
ACH-000237,0.007982976021035499
ACH-000238,-0.1544632633640758
ACH-000242,-0.3788825222597011
ACH-000243,0.04093859902279291
ACH-000244,-0.08808241218706597
ACH-000246,0.021105487697038613
ACH-000248,0.2065440960394659
ACH-000250,0.0760470836897082
ACH-000251,0.012446244964203018
ACH-000252,0.008784270615547412
ACH-000253,0.10508745387285078
