,FETUB (26998)
ACH-000468,-0.1903657178487953
ACH-000469,-0.3188745159167893
ACH-000470,-0.2252359296033284
ACH-000471,-0.1884764246876114
ACH-000472,-0.2248788862102805
ACH-000473,-0.13298687240632173
ACH-000475,-0.3061383482980932
ACH-000476,-0.1239704532785984
ACH-000477,-0.26022599016622194
ACH-000479,-0.4087958343404115
ACH-000480,-0.3031193636228861
ACH-000481,-0.2591923509164484
ACH-000483,-0.22851266298543105
ACH-000484,-0.0920817986101243
ACH-000485,-0.3123236238325334
ACH-000486,-0.24185999093720045
ACH-000487,-0.17555438014272956
ACH-000488,-0.219267327240553
ACH-000490,-0.2809925343695166
ACH-000491,-0.27427733706984275
ACH-000495,-0.32092570882890903
ACH-000496,-0.2577526640238605
ACH-000499,-0.00690931351045965
ACH-000500,-0.4789531952418858
ACH-000502,-0.2755305283812531
ACH-000503,-0.24645422750123994
ACH-000505,-0.1892136304892594
ACH-000507,-0.2372824391928265
ACH-000510,-0.21853707796788796
ACH-000511,-0.2658711364436481
ACH-000512,-0.3038321666979513
ACH-000516,-0.2330608114949201
ACH-000517,-0.3181338495505277
ACH-000518,-0.22407806573408431
ACH-000520,-0.2899974896907316
ACH-000521,-0.26269700238743043
ACH-000522,-0.3028616828473419
ACH-000524,-0.387876769839768
ACH-000527,-0.18850021996107388
ACH-000528,-0.22511439158957453
ACH-000537,-0.2598099415824507
ACH-000541,-0.3976494045513808
ACH-000542,-0.3040388728165222
ACH-000544,-0.4493967959704933
ACH-000545,-0.3394315025653941
ACH-000547,-0.2199219828948369
ACH-000548,-0.331485418273594
ACH-000549,-0.2797757592650286
ACH-000550,-0.3304080256919936
ACH-000552,-0.3501478277571347
ACH-000556,-0.2067719532372638
ACH-000557,-0.10242602971259178
ACH-000569,-0.17760354245590454
ACH-000570,-0.2158771427947163
ACH-000571,-0.28885446767181505
ACH-000573,-0.2752266710695888
ACH-000576,-0.19552351174547294
ACH-000579,-0.21834568601513146
ACH-000580,-0.3834583768551581
ACH-000584,-0.2926832783183928
ACH-000585,-0.4995956474432546
ACH-000588,-0.4292053607470971
ACH-000589,-0.1224912169507402
ACH-000591,-0.12042835172360356
ACH-000593,-0.3179457317728649
ACH-000600,-0.3468065234223151
ACH-000601,-0.27163726527778104
ACH-000605,-0.271829851716526
ACH-000606,-0.16170633704625947
ACH-000608,-0.27676920817995865
ACH-000614,-0.2387827650941082
ACH-000616,-0.32499583770867724
ACH-000618,-0.3015325704887272
ACH-000619,-0.2743025240471761
ACH-000620,-0.16532500191347585
ACH-000621,-0.20341185352926391
ACH-000622,-0.4226830277156324
ACH-000623,-0.15030891614116204
ACH-000624,-0.2761957417909283
ACH-000627,-0.2902746479687349
ACH-000630,-0.34604586299124607
ACH-000631,-0.5027415123116706
ACH-000632,-0.32494795878799304
ACH-000633,-0.30404855326926594
ACH-000637,-0.07154701000378616
ACH-000638,-0.18540355816143933
ACH-000646,-0.42138086102176336
ACH-000647,-0.1689126813304035
ACH-000648,-0.273573199044936
ACH-000649,-0.2659108670005761
ACH-000651,-0.2427432638241959
ACH-000652,-0.39797927582857867
ACH-000653,-0.23034624280128665
ACH-000657,-0.3515096195903276
ACH-000658,-0.13134763386504528
ACH-000661,-0.409254733933329
ACH-000662,-0.26828536902933736
ACH-000663,-0.2341742481238557
ACH-000665,-0.16832820038227544
ACH-000671,-0.17777850252699964
ACH-000672,-0.03613749923506731
ACH-000673,-0.2669188141600147
ACH-000676,-0.20567613648985514
ACH-000677,-0.1508605452070494
ACH-000681,-0.2777787492739465
ACH-000683,-0.2290890962858661
ACH-000684,-0.4742376793817891
ACH-000688,-0.2367156195404441
ACH-000693,-0.2970297728115072
ACH-000694,-0.24524642356853865
ACH-000695,-0.12482674131896908
ACH-000696,-0.3426518827142589
ACH-000697,-0.2544186207585851
ACH-000699,-0.34306997657268723
ACH-000701,-0.4014815541967048
ACH-000706,-0.2321358277059113
ACH-000711,-0.20921163379498367
ACH-000713,-0.31915839019670045
ACH-000714,-0.31698208432314273
ACH-000718,-0.3614891157383508
ACH-000720,-0.16849980363691755
ACH-000721,-0.14510557371181626
ACH-000724,-0.288191394243589
ACH-000725,-0.15988713285180195
ACH-000732,-0.20973026991392885
ACH-000734,-0.1617014184875877
ACH-000735,-0.3671762394704728
ACH-000736,-0.16722880182128388
ACH-000738,-0.1923011761819753
ACH-000746,-0.2571195767587557
ACH-000747,-0.3116980223888907
ACH-000748,-0.2449035108633937
ACH-000753,-0.23140174831586785
ACH-000756,-0.058306156367238286
ACH-000757,-0.2732331592351475
ACH-000758,-0.17004035076765886
ACH-000760,-0.2430331537453117
ACH-000762,-0.1900273685782036
ACH-000763,-0.4963246487371819
ACH-000764,-0.09106050267741048
ACH-000765,-0.17583525154433324
ACH-000766,-0.24622583578064286
ACH-000767,-0.3426875011732596
ACH-000768,-0.2961239218327085
ACH-000769,-0.28513074736290545
ACH-000770,-0.2416131461616152
ACH-000771,-0.3460653901133553
ACH-000773,-0.3358059572851872
ACH-000776,-0.2932502513295627
ACH-000777,-0.2690885613722913
ACH-000778,-0.3437469981417691
ACH-000781,-0.3671431762337776
ACH-000782,-0.1886998750591609
ACH-000783,-0.2905079566868945
ACH-000784,-0.3072320860320676
ACH-000785,-0.3103241466107385
ACH-000787,-0.1896144562553815
ACH-000788,-0.24201995058454545
ACH-000791,-0.2752290337360245
ACH-000792,-0.15458545854063094
ACH-000794,-0.1670949765917977
ACH-000796,-0.2345262579462281
ACH-000798,-0.20719095772159968
ACH-000799,-0.4735152087436304
ACH-000800,-0.25676081752983965
ACH-000802,-0.2771264586587299
ACH-000804,-0.29437278726982746
ACH-000805,-0.20589329052389985
ACH-000809,-0.1455397193833721
ACH-000810,-0.29554242371585265
ACH-000811,-0.27514509605694715
ACH-000817,-0.3754158303007859
ACH-000819,-0.24350627274242195
ACH-000820,-0.2500892637017059
ACH-000821,-0.4237833840163849
ACH-000822,-0.22224087229084066
ACH-000823,-0.28761371486129217
ACH-000824,-0.2373918262158059
ACH-000827,-0.29620188930619923
ACH-000829,-0.2632567107653362
ACH-000831,-0.3246160007668827
ACH-000832,-0.1960171211069504
ACH-000833,-0.06615357211614549
ACH-000834,-0.1313333795951697
ACH-000835,-0.3631496887677258
ACH-000836,-0.26475236738175684
ACH-000837,-0.2615497954616166
ACH-000838,-0.22450138468203698
ACH-000839,-0.30585912053506
ACH-000840,-0.20788996003554824
ACH-000841,-0.0746339989465816
ACH-000843,-0.28851139314438745
ACH-000846,-0.25999988670096713
ACH-000847,-0.13710387150641018
ACH-000848,-0.0724708579791086
ACH-000849,-0.309343007071563
ACH-000851,-0.1944793463705938
ACH-000855,-0.1171114107741043
ACH-000856,-0.13976956140299054
ACH-000858,-0.10059580506296736
ACH-000859,-0.24431674673166276
ACH-000861,-0.31205463481556445
ACH-000862,-0.3048620639572973
ACH-000865,-0.21202452783200185
ACH-000866,-0.3441271812598359
ACH-000867,-0.2899229578046434
ACH-000869,-0.3127057189933174
ACH-000872,-0.2430349263234163
ACH-000873,-0.15908866523142268
ACH-000876,-0.18855409220940356
ACH-000878,-0.2511362112574677
ACH-000880,-0.4000553220113081
ACH-000881,-0.2354624952925601
ACH-000882,-0.4413091834154616
ACH-000884,-0.235728099228016
ACH-000885,-0.24395545276932296
ACH-000887,-0.2620627765982854
ACH-000889,-0.2696738393453021
ACH-000896,-0.10053574554073473
ACH-000898,-0.2606095288442146
ACH-000900,-0.26043144786210176
ACH-000901,-0.2596702489581218
ACH-000905,-0.20110497713953385
ACH-000906,-0.23782863958922099
ACH-000907,-0.2996643910035793
ACH-000910,-0.2303840098115799
ACH-000911,-0.2497443335676215
ACH-000912,-0.27952732961261223
ACH-000913,-0.28763188276804635
ACH-000915,-0.2976243960681828
ACH-000916,-0.40584751191241897
ACH-000917,-0.10340399357882446
ACH-000920,-0.2105616799499987
ACH-000921,-0.23153750611230814
ACH-000924,-0.21825908834973795
ACH-000926,-0.36365834207995945
ACH-000928,-0.12657413806278126
ACH-000929,-0.3480704027655269
ACH-000932,-0.15136605805381553
ACH-000935,-0.4001048714431335
ACH-000936,-0.2065224287452158
ACH-000937,-0.2702503824263156
ACH-000938,-0.22520585012555525
ACH-000939,-0.07818205774954226
ACH-000941,-0.15396689982625886
ACH-000943,-0.24224758264777602
ACH-000946,-0.2725196230117871
ACH-000947,-0.2764979051679657
ACH-000948,-0.1361768489190574
ACH-000950,0.002475885599669561
ACH-000953,-0.3038297093522322
ACH-000954,-0.1551768727398229
ACH-000957,-0.3140335002816059
ACH-000958,-0.1731275936094157
ACH-000960,-0.2903863378444652
ACH-000963,-0.29192595200753085
ACH-000968,-0.1899789797899361
ACH-000969,-0.3435405874450189
ACH-000972,-0.2112275748885761
ACH-000973,-0.28200757863211684
ACH-000974,-0.4430143420493578
ACH-000978,-0.2502584674955253
ACH-000984,-0.1584955762822115
ACH-000986,-0.17288896481282606
ACH-000988,-0.28412391145907645
ACH-000993,-0.34167348496176586
ACH-000994,-0.27528976146731804
ACH-000996,-0.33944925841280515
ACH-001001,-0.31493132115749795
ACH-001020,0.0218303897238157
ACH-001028,-0.2757479938730678
ACH-001031,-0.2594419159171792
ACH-001038,-0.2657415289503973
ACH-001048,-0.26553890191582463
ACH-001050,-0.278440339096275
ACH-001053,-0.2693113544049752
ACH-001054,-0.2169484620010944
ACH-001061,-0.17041935972847785
ACH-001067,-0.316902876038594
ACH-001075,-0.2426858576157281
ACH-001096,-0.33500479679687595
ACH-001111,-0.07494463220255987
ACH-001119,-0.258441509522066
ACH-001128,-0.31810472636164744
ACH-001134,-0.15622959470030287
ACH-001151,-0.19455569103941428
ACH-001163,-0.2521622526635546
ACH-001164,-0.12025171491751185
ACH-001183,-0.21882853244390071
ACH-001192,-0.1799178936102199
ACH-001193,-0.28248599084547954
ACH-001196,-0.5402607843919774
ACH-001197,-0.22314878419128384
ACH-001205,-0.4117622918268478
ACH-001211,-0.2996468082792071
ACH-001212,-0.03240084773603493
ACH-001228,-0.29552130113866115
ACH-001232,-0.19322048270130374
ACH-001239,-0.4481255989582941
ACH-001270,-0.4365694966000504
ACH-001274,-0.4173091671359721
ACH-001275,-0.3600648656472747
ACH-001277,-0.03646661266036371
ACH-001278,-0.09002324220348748
ACH-001280,-0.16518974878503373
ACH-001283,-0.18621091947209364
ACH-001289,-0.35006201049215324
ACH-001300,-0.4030860189968744
ACH-001301,-0.4926252460195507
ACH-001302,-0.473358768973856
ACH-001306,-0.21266489607491101
ACH-001318,-0.17267550102880644
ACH-001322,-0.33868723596919825
ACH-001328,-0.33437692543348146
ACH-001332,-0.1402304119867613
ACH-001336,-0.1901911263578909
ACH-001346,-0.24870166594793444
ACH-001353,-0.2745942793344306
ACH-001354,-0.07326179783151672
ACH-001367,0.04590986125134877
ACH-001368,-0.2794575221082396
ACH-001374,-0.3306326473082217
ACH-001377,-0.1590346948571839
ACH-001380,-0.2989430607934667
ACH-001391,-0.1825229089590848
ACH-001408,-0.4395520896345324
ACH-001430,-0.5372990035129339
ACH-001431,-0.3668575952608466
ACH-001450,-0.2867340868173786
ACH-001496,-0.08848990139161328
ACH-001500,-0.2692241237564798
ACH-001523,-0.3061585839257267
ACH-001532,-0.3996971563488917
ACH-001550,-0.3866818537242088
ACH-001552,-0.27054866091083873
ACH-001554,-0.3018119165735035
ACH-001654,-0.24357864836600185
ACH-001735,-0.19558220778249055
ACH-001736,-0.16788573155532174
ACH-001737,-0.2637763397612521
ACH-001740,-0.15327099111484552
ACH-001745,-0.2223874332327859
ACH-001765,-0.3064799750517383
