,TMEM59L (25789)
ACH-000425,0.008820195402010088
ACH-000426,-0.16515289898234392
ACH-000427,-0.227576127550457
ACH-000433,-0.061624153649128086
ACH-000435,-0.1712088462560746
ACH-000436,-0.13025398490554022
ACH-000444,-0.07439346038955788
ACH-000445,-0.266793517102444
ACH-000448,-0.14948336543333782
ACH-000450,0.035311652504472116
ACH-000452,-0.20513819064446728
ACH-000454,-0.19139928544560625
ACH-000458,0.040588996791264105
ACH-000459,0.10146831407314463
ACH-000460,-0.05288616584658906
ACH-000461,-0.12816514518484026
ACH-000463,-0.2273699730732689
ACH-000464,0.05060599362907621
ACH-000466,-0.105035430396255
ACH-000467,-0.023366465274298653
ACH-000468,-0.2039639596346385
ACH-000469,-0.07182734010691531
ACH-000470,-0.252672724701332
ACH-000471,-0.18859376830185667
ACH-000472,-0.1796363221350254
ACH-000473,-0.12383321920453084
ACH-000475,-0.11210991006477722
ACH-000476,-0.2524279619274255
ACH-000477,-0.21958462347369945
ACH-000479,-0.32770855886538697
ACH-000480,-0.17636843660196438
ACH-000481,-0.38038049335961
ACH-000483,-0.15782215625912285
ACH-000484,-0.2273881538202949
ACH-000485,-0.12050967492451765
ACH-000486,-0.1542371807547938
ACH-000487,-0.14014406733490362
ACH-000488,-0.17062763885471025
ACH-000490,-0.26633538454595324
ACH-000491,-0.17503035930378313
ACH-000495,0.026650032910599742
ACH-000496,-0.33343462897908954
ACH-000499,-0.2155143101984792
ACH-000500,-0.1690115085632211
ACH-000502,-0.20212807012375927
ACH-000503,-0.11991129497707155
ACH-000505,-0.1969911963634229
ACH-000507,-0.1785003454199291
ACH-000510,-0.1778582154736934
ACH-000511,-0.17313546876744684
ACH-000512,-0.049520935259087566
ACH-000516,-0.1500809382723729
ACH-000517,-0.17340913329924684
ACH-000518,-0.2192842461602543
ACH-000520,-0.23758437947474695
ACH-000521,-0.05679879338953432
ACH-000522,-0.30117738125602145
ACH-000524,-0.248828014683201
ACH-000527,-0.18938516287807625
ACH-000528,-0.09917277814975628
ACH-000537,-0.08214360076868725
ACH-000541,-0.05021953996564702
ACH-000542,-0.1467651982074432
ACH-000544,-0.11538687609960477
ACH-000545,-0.2485565718975013
ACH-000547,-0.4038105991097314
ACH-000548,-0.15457835830509736
ACH-000549,-0.1831328837368532
ACH-000550,-0.03872949727623369
ACH-000552,-0.15110844606646062
ACH-000556,-0.24175305719079926
ACH-000557,-0.17157992752815232
ACH-000569,-0.3554463041864109
ACH-000570,-0.07678847227681976
ACH-000571,-0.10135232169242546
ACH-000573,-0.1179590635301672
ACH-000576,-0.3076499322423441
ACH-000579,0.014627792516087272
ACH-000580,-0.2754437881311938
ACH-000584,-0.20060733355907454
ACH-000585,-0.22571195471437144
ACH-000588,-0.2819359658087169
ACH-000589,-0.04227492310865524
ACH-000591,-0.15747717490284593
ACH-000593,-0.1623746875136702
ACH-000600,-0.11323911499051467
ACH-000601,-0.16137404648045445
ACH-000605,-0.18174900011938308
ACH-000606,-0.16889894728205956
ACH-000608,-0.06399031030523455
ACH-000614,0.004569701575385076
ACH-000616,-0.08230980218062453
ACH-000618,-0.2642255554612458
ACH-000619,-0.11008251606744364
ACH-000620,-0.09253243691005957
ACH-000621,-0.22282215534067015
ACH-000622,-0.06824176625025619
ACH-000623,-0.0697628336237912
ACH-000624,-0.18899238031574025
ACH-000627,-0.11369023849617114
ACH-000630,-0.2416560107333225
ACH-000631,-0.334031675071151
ACH-000632,-0.13678033652207125
ACH-000633,-0.11279665618075595
ACH-000637,-0.2613163131481556
ACH-000638,-0.1513502706657623
ACH-000646,-0.21695327813919807
ACH-000647,-0.15768353446830108
ACH-000648,-0.2031404265158744
ACH-000649,-0.11560887293147724
ACH-000651,-0.25870919127882275
ACH-000652,-0.09016464712093457
ACH-000653,-0.2854533673399951
ACH-000657,-0.18947306978613185
ACH-000658,-0.18488511329530208
ACH-000661,-0.1418088385529272
ACH-000662,-0.15291129803725811
ACH-000663,-0.21217445161893586
ACH-000665,-0.2335590476449296
ACH-000671,-0.0996669164762194
ACH-000672,-0.3959987702136717
ACH-000673,-0.12015017247590873
ACH-000676,-0.2174509067367507
ACH-000677,-0.18769985953853136
ACH-000681,-0.030187590507058812
ACH-000683,-0.2113439536038718
ACH-000684,0.2608735197403111
ACH-000688,-0.1531068605172856
ACH-000693,-0.24447117002662996
ACH-000694,-0.4783649882830631
ACH-000695,-0.07195908965476819
ACH-000696,-0.2834389215562708
ACH-000697,-0.008456876810453373
ACH-000699,-0.11449976880854325
ACH-000701,-0.2316039225829129
ACH-000706,-0.043807305284103926
ACH-000711,-0.14354842744870508
ACH-000713,-0.1494399231247815
ACH-000714,-0.027924814989242267
ACH-000718,0.12035658807913735
ACH-000720,-0.06762803918174072
ACH-000721,-0.2461183048019541
ACH-000724,-0.15673536911786795
ACH-000725,-0.2381604589515283
ACH-000732,-0.34551352813365066
ACH-000734,-0.3047089358950319
ACH-000735,-0.08817794328790424
ACH-000736,-0.18050518105214294
ACH-000738,-0.1827346885105234
ACH-000746,-0.1744583822885625
ACH-000747,-0.19410854667642705
ACH-000748,-0.07636759243750857
ACH-000753,-0.20627305169371216
ACH-000756,-0.28306627149501257
ACH-000757,-0.10828469064900713
ACH-000758,-0.08935678948113501
ACH-000760,-0.12252455104232142
ACH-000762,-0.05899037808115343
ACH-000763,-0.24227236335960475
ACH-000764,-0.3721457300668293
ACH-000765,-0.12577684448306287
ACH-000766,-0.23930126498787044
ACH-000767,-0.14390870968802588
ACH-000768,-0.07697846050973482
ACH-000769,-0.08632506958235459
ACH-000770,-0.1886446714470812
ACH-000771,-0.16494314617280428
ACH-000773,-0.07487234942245181
ACH-000776,-0.2322303237090948
ACH-000777,-0.02580686330469266
ACH-000778,-0.11811392282776255
ACH-000781,-0.21245935613140826
ACH-000782,0.019660612999961788
ACH-000783,-0.2447888817152091
ACH-000784,-0.1356550648175603
ACH-000785,-0.1735033923131053
ACH-000787,-0.032701399355870166
ACH-000788,-0.043560156766839775
ACH-000791,-0.10528649057637626
ACH-000792,-0.1898432478791512
ACH-000794,-0.1444011993978296
ACH-000796,-0.14664495183231308
ACH-000798,-0.27159725042457705
ACH-000799,-0.3679613377181007
ACH-000800,-0.13181113196178046
ACH-000802,-0.24367278037265164
ACH-000804,-0.16062096098935116
ACH-000805,-0.1842071791182784
ACH-000809,-0.03442848533757143
ACH-000810,-0.18012571682516834
ACH-000811,-0.10883671408658414
ACH-000817,-0.21589807927558788
ACH-000819,-0.14773431949274993
ACH-000820,-0.3940951221785096
ACH-000821,0.05008998933789088
ACH-000822,-0.14657093581433686
ACH-000823,-0.18959337290921247
ACH-000824,-0.45652405693236003
ACH-000827,-0.15032007365370526
ACH-000829,0.08621891467893454
ACH-000831,-0.21133965155360804
ACH-000832,-0.2373687012945681
ACH-000833,-0.02251378200813418
ACH-000834,-0.09393392998477984
ACH-000835,0.02149250016285099
ACH-000836,-0.11395915182645695
ACH-000837,-0.1807838319575188
ACH-000838,-0.07255703208486171
ACH-000839,-0.05613215871378918
ACH-000840,-0.4204153319199219
ACH-000841,-0.032125860971633426
ACH-000843,-0.12931586964714606
ACH-000846,-0.10839530507553967
ACH-000847,-0.10655621681313286
ACH-000848,-0.1166008311676432
ACH-000849,-0.03940962882825373
ACH-000851,-0.16723048024592305
ACH-000855,-0.0003799896808306475
ACH-000856,-0.18368758285225764
ACH-000858,-0.1372279379993996
ACH-000859,-0.0626512681162579
ACH-000861,-0.1900104180834055
ACH-000862,0.01958086963630084
ACH-000865,-0.13945368568445424
ACH-000866,-0.05298737873855852
ACH-000867,-0.17135961128603672
ACH-000869,-0.21916707196666596
ACH-000872,-0.23264990553677115
ACH-000873,-0.13454532132624913
ACH-000876,-0.1674466427929076
ACH-000878,0.0020335478249273887
ACH-000880,-0.09798354001887913
ACH-000881,-0.09800823368840117
ACH-000882,-0.12710496180464587
ACH-000884,0.016659629531460458
ACH-000885,-0.13723038738993906
ACH-000887,-0.2255872162730699
ACH-000889,-0.12265747820213305
ACH-000896,-0.07561352113776729
ACH-000898,-0.2864599031381362
ACH-000900,-0.09112923095122867
ACH-000901,-0.07998524604792312
ACH-000905,-0.13266685603257666
ACH-000906,-0.21705972451902356
ACH-000907,0.04210941119655657
ACH-000910,0.0034625761039248637
ACH-000911,-0.1228996904767783
ACH-000912,-0.1479770058053984
ACH-000913,-0.08086559085479829
ACH-000915,-0.17992100369578345
ACH-000916,-0.1025191508479568
ACH-000917,-0.18313617992416115
ACH-000920,0.058473779461643026
ACH-000921,-0.06857365972847396
ACH-000924,-0.15172503522075986
ACH-000926,-0.209296676333077
ACH-000928,-0.1134377267645058
ACH-000929,0.025549037938411897
ACH-000932,-0.21314820733376574
ACH-000935,-0.012424001655415188
ACH-000936,-0.07899726532960764
ACH-000937,-0.18822743799002334
ACH-000938,-0.11215937603870016
ACH-000939,-0.07251664461229483
ACH-000941,-0.34974813471538474
ACH-000943,-0.11940699426732394
ACH-000946,-0.1822685371596328
ACH-000947,-0.056607647772009835
ACH-000948,-0.3482981590743097
ACH-000950,-0.12150947953833027
ACH-000953,-0.10141362771855812
ACH-000954,-0.062315067339415865
ACH-000957,-0.08002192118500842
ACH-000958,-0.15398218525174528
ACH-000960,-0.09242606552136663
ACH-000963,-0.09123920722915232
ACH-000968,-0.28056721177597144
ACH-000969,-0.17024137519931468
ACH-000972,-0.1732550451162601
ACH-000973,-0.03631491896498595
ACH-000974,-0.27089981390864
ACH-000978,-0.2394487719929144
ACH-000984,-0.1153534369118291
ACH-000986,-0.16875000987992614
ACH-000988,-0.17011344471019685
ACH-000993,-0.18350971703648045
ACH-000994,0.040153927253304085
ACH-000996,6.122137873029848e-06
ACH-001001,-0.0805374531964137
ACH-001020,-0.1416171945068472
ACH-001028,-0.19545725356318133
ACH-001031,0.5639518832599477
ACH-001038,-0.2208026324868226
ACH-001048,-0.10290321533407518
ACH-001050,-0.20075629388486144
ACH-001053,-0.057678189371396724
ACH-001054,-0.4112333108418336
ACH-001061,-0.1763456076589633
ACH-001067,-0.17502557150006404
ACH-001075,-0.15245250762982038
ACH-001096,-0.1587749403624563
ACH-001111,-0.1207073678090779
ACH-001119,0.05469976044924082
ACH-001128,-0.27630655668960197
ACH-001134,-0.09299303785967493
ACH-001151,-0.1720849851124849
ACH-001163,-0.05936014329366163
ACH-001164,-0.03971486651399833
ACH-001183,0.08411087235174186
ACH-001192,-0.18491524859844316
ACH-001193,-0.35982054040478073
ACH-001196,-0.06901451617482368
ACH-001197,-0.018262027813856392
ACH-001205,-0.04385938553098652
ACH-001211,-0.1016215989349136
ACH-001212,-0.3939672463069221
ACH-001228,-0.0992653203152266
ACH-001232,-0.12866678087469233
ACH-001239,-0.05868329692283539
ACH-001270,0.08061286850201449
ACH-001274,-0.2395733189024912
ACH-001275,-0.17586146465633196
ACH-001277,-0.20738121639894772
ACH-001278,-0.012355042049469377
ACH-001280,-0.006115971073984109
ACH-001283,-0.166712318642066
ACH-001289,-0.08865728416183981
ACH-001300,-0.11810201269461106
ACH-001301,0.03743531659807197
ACH-001302,-0.009018519313189505
ACH-001306,-0.1546652865331554
ACH-001318,-0.22507251737175885
ACH-001322,-0.3758754696762266
ACH-001328,-0.13698748192705584
ACH-001332,-0.15921029659865246
ACH-001336,-0.08128811483901352
ACH-001346,-0.11472322429497844
ACH-001353,-0.1446685538696957
ACH-001354,0.06912708914613455
ACH-001367,-0.25473961146046714
ACH-001368,-0.1477794205414867
ACH-001374,-0.06616318926081766
ACH-001377,-0.29543246051688143
ACH-001380,-0.23502410432020945
ACH-001391,-0.2743131407198875
ACH-001408,-0.1132430977539612
ACH-001430,-0.2963190362596408
ACH-001431,-0.18650966207948969
ACH-001450,-0.1519399896155861
ACH-001496,0.019883232077463595
ACH-001500,-0.10945705931650787
ACH-001523,-0.07057787668702725
ACH-001532,-0.1803165143596236
ACH-001550,-0.4267708855802228
ACH-001552,-0.09424371789150753
ACH-001554,-0.26607913963899416
ACH-001654,-0.2246015843286835
ACH-001735,-0.14545661666711282
ACH-001736,-0.12285674557786327
ACH-001737,-0.02028390795557156
ACH-001740,-0.1084976556526595
ACH-001745,-0.11372039961376612
ACH-001765,-0.18192073852738444
