,SEZ6L (23544)
ACH-000004,0.14212034735537193
ACH-000005,0.46764758103456805
ACH-000007,0.029839340739841583
ACH-000009,0.2080837383461931
ACH-000011,0.33824550024287714
ACH-000012,0.22085321107080425
ACH-000013,0.18978592013428985
ACH-000014,0.1090141207106023
ACH-000015,0.14655310571948452
ACH-000017,0.17043181288304166
ACH-000018,0.1882060582287171
ACH-000019,0.14552657814569336
ACH-000021,0.1202133003436718
ACH-000022,0.15862760896577868
ACH-000025,0.07751738624970098
ACH-000028,-0.04044981499048241
ACH-000030,0.2271616866232708
ACH-000035,0.02511337507535613
ACH-000036,0.13867948942351732
ACH-000037,0.13242154938882233
ACH-000039,0.1853712139003368
ACH-000040,0.20095239793220285
ACH-000041,0.1294702953040887
ACH-000042,-0.12625051425185
ACH-000045,0.3573426893581004
ACH-000047,0.24810797915109026
ACH-000052,0.14101441075874946
ACH-000053,0.21182832763899365
ACH-000054,0.24463564117073666
ACH-000055,0.3029865771384094
ACH-000060,0.01589170073391456
ACH-000067,0.12367309498234423
ACH-000070,-0.07147217472285909
ACH-000075,0.30653598143067345
ACH-000078,0.3631148307534247
ACH-000082,0.25278543305280343
ACH-000085,0.2825866312340531
ACH-000086,0.3788476398871837
ACH-000087,0.19199491805765886
ACH-000092,0.24516635759672284
ACH-000095,0.2844494815292554
ACH-000097,0.13428948685198505
ACH-000098,0.08575679797394514
ACH-000099,0.2024481329414155
ACH-000108,0.14754590654649571
ACH-000113,0.061747101537724475
ACH-000116,0.33048017209367875
ACH-000118,0.2087666718233377
ACH-000120,0.2113614725634156
ACH-000123,0.21259872367408014
ACH-000127,0.23885313407472236
ACH-000128,0.10645362194346036
ACH-000132,0.08152782054758698
ACH-000133,0.1833938239860124
ACH-000137,0.1947480256342299
ACH-000138,0.2449446968885048
ACH-000142,0.13246079097711028
ACH-000143,0.27740881552844565
ACH-000146,0.16984344502916046
ACH-000148,0.28943205735396804
ACH-000150,0.2613528394200005
ACH-000152,0.2007895575490834
ACH-000153,0.1727576778808506
ACH-000159,0.2366272531564907
ACH-000160,0.23386247089027398
ACH-000163,0.31864284969653434
ACH-000167,0.221147928208582
ACH-000168,0.4037057803170227
ACH-000169,0.1962364905444492
ACH-000178,0.21268579713726327
ACH-000183,0.03998534950926155
ACH-000188,0.24225076232653514
ACH-000189,0.22407895219802476
ACH-000190,0.21865527306736815
ACH-000198,0.14493646714144826
ACH-000203,-0.1155839672782949
ACH-000204,0.13217065195267438
ACH-000206,0.2090701447803828
ACH-000207,0.2361763255609803
ACH-000208,-0.014653141525631222
ACH-000210,0.12359246804143252
ACH-000211,0.18061727547190876
ACH-000215,0.2726390446677737
ACH-000221,0.061796380906656276
ACH-000222,0.21258640932735912
ACH-000223,0.22028117503307745
ACH-000226,0.1704470764171432
ACH-000227,0.4260467115403222
ACH-000228,0.20521939375428472
ACH-000231,0.1414710504630425
ACH-000232,0.20705676692186456
ACH-000233,0.1804287715158152
ACH-000234,0.3059514317560673
ACH-000235,0.16868011050344206
ACH-000237,0.06313460702835523
ACH-000238,0.2647989295375554
ACH-000242,0.09862253832036316
ACH-000243,0.1660970521876765
ACH-000244,0.2513442428055001
ACH-000246,0.1749859933307788
ACH-000248,0.16853348194303724
ACH-000250,0.2944041755285149
ACH-000251,0.2622531564054523
ACH-000252,0.17797536354855184
ACH-000253,0.2058250647389028
ACH-000255,-0.014492033721278216
ACH-000256,0.28372651336965016
ACH-000257,0.2634080271413704
ACH-000258,0.1098111148764326
ACH-000259,0.26888906867505463
ACH-000260,0.017913350136530663
ACH-000261,0.1576597697884677
ACH-000262,0.2942938671708593
