,MRE11A (4361)
ACH-000204,-0.4888856211288853
ACH-000206,-0.4990649186693491
ACH-000207,-0.6894036575352107
ACH-000208,-0.6525126101498432
ACH-000210,-0.3512062461953539
ACH-000211,-0.5375625938458202
ACH-000215,-0.5270338242024979
ACH-000221,-0.3661071001858229
ACH-000222,-0.2957373098083982
ACH-000223,-0.4899848075445544
ACH-000226,-0.4152405174095379
ACH-000227,-0.5135360243686696
ACH-000228,-0.5655268707840294
ACH-000231,-0.8294168819905218
ACH-000232,-0.7270451435270371
ACH-000233,-0.6563670039543436
ACH-000234,-0.3849475428849225
ACH-000235,-0.3617500940374221
ACH-000237,-0.6729857902290527
ACH-000238,-0.68566839082385
ACH-000242,-0.494170367297149
ACH-000243,-0.5931860145457118
ACH-000244,-0.364762728072928
ACH-000246,-0.5228630875959512
ACH-000248,-0.5169272019534247
ACH-000250,-0.4676425163384098
ACH-000251,-0.7415477518364928
ACH-000252,-0.3818568414399096
ACH-000253,-0.21300503758276326
ACH-000255,-0.7182136588005975
ACH-000256,-0.4386346241455547
ACH-000257,-0.12486950989830573
ACH-000258,-0.4408036362594822
ACH-000259,-0.4823073357919963
ACH-000260,-0.7540955323564463
ACH-000261,-0.6133318122149048
ACH-000262,-0.4701356420312629
ACH-000263,-0.16947036828682824
ACH-000264,-0.23725593959796235
ACH-000265,-0.6258763171428299
ACH-000266,-0.4966109624430282
ACH-000272,-0.28427204968961345
ACH-000274,-0.3154545514382727
ACH-000277,-0.310067788368432
ACH-000278,-0.6265406236494053
ACH-000279,-0.7487255304078365
ACH-000280,-0.3659016004509679
ACH-000281,-0.6493378663621568
ACH-000288,-0.555009937426735
ACH-000291,-0.3454835669633561
ACH-000293,-0.5839568824046683
ACH-000294,-0.30500557325856426
ACH-000295,-0.4177373877156961
ACH-000296,-0.5057450568709536
ACH-000302,-0.2067070349200608
ACH-000304,-0.5056003499467494
ACH-000307,-0.39256861470355536
ACH-000308,-0.279562710871518
ACH-000310,-0.27333470786076064
ACH-000311,-0.4113557540491568
ACH-000312,-0.32719584179986605
ACH-000315,-0.23623004769446224
ACH-000316,-0.7887185281548823
ACH-000317,-0.7792095206187869
ACH-000318,-0.557966557550335
ACH-000319,-0.43292633551012255
ACH-000320,-0.6671167854652164
ACH-000322,-0.4285518772339305
ACH-000323,-0.6786976339542724
ACH-000324,-0.6484985281030099
ACH-000329,-0.3186590196031133
ACH-000330,-0.5976857596724302
ACH-000331,-0.8321896160737342
ACH-000332,-0.3705065149781127
ACH-000334,-0.27393430474676994
ACH-000335,-0.9326745037767544
ACH-000336,-0.1444402478998616
ACH-000337,-0.6764059660977216
ACH-000338,0.0665926687772201
ACH-000339,-0.5261323566752728
ACH-000341,-0.5278708033785274
ACH-000348,-0.4872363618411955
ACH-000350,-0.3281906189110749
ACH-000352,-0.2354284719619404
ACH-000356,-0.3254024929203983
ACH-000361,-0.3983392826551021
ACH-000362,-0.3778384620503022
ACH-000363,-0.04226134119354635
ACH-000364,-0.6146190623221373
ACH-000365,-0.3760336768814389
ACH-000366,-0.39080316844613855
ACH-000368,-0.6307132022071651
ACH-000374,-0.89225678560842
ACH-000375,-0.5686409943323851
ACH-000376,-0.5005621978949959
ACH-000381,-0.5162853877057048
ACH-000383,-0.17606655201541144
ACH-000387,-0.27009903189852275
ACH-000389,-0.600829397273037
ACH-000390,-0.2965750135281762
ACH-000393,-0.4642629030491542
ACH-000395,-0.2607165154134967
ACH-000396,-0.5540258599241551
ACH-000397,-0.5236500585850901
ACH-000401,-0.4323608585377625
ACH-000402,-0.2256066611988723
ACH-000403,-0.1851240146471602
ACH-000404,-0.5336052982588764
ACH-000406,-0.4271724482042581
ACH-000407,-0.6787204421114346
ACH-000408,-0.9136267017370132
ACH-000410,-0.616243708519703
ACH-000411,-0.5758189430185677
ACH-000414,-0.2981052211294514
ACH-000415,-0.6106255056746335
ACH-000416,-0.46583255643238203
ACH-000420,-0.5040142504759949
ACH-000421,-0.22471236347630436
ACH-000424,-0.6345698835442373
ACH-000425,-0.2890497314347599
ACH-000426,-0.20369369718236588
ACH-000427,-0.4672114386724204
ACH-000433,-0.5125918538102769
ACH-000435,-0.5240331733748673
ACH-000436,-0.13395735150870008
ACH-000444,-0.6326933321689537
ACH-000445,-0.781995200840571
ACH-000448,-0.5047137199956534
ACH-000450,-0.3860031671932328
ACH-000452,-0.6546676313424376
ACH-000454,-0.7249673776618923
ACH-000458,-0.6067822112154987
ACH-000459,-0.6304861238784608
ACH-000460,-0.6478522810409442
ACH-000461,-0.7526795547703166
ACH-000463,-0.6269788897954491
ACH-000464,-0.5986766819434836
ACH-000466,-0.5339009549651789
ACH-000467,-0.6309244443429011
ACH-000468,-0.4540251163570522
ACH-000469,-0.6090439535865447
ACH-000470,-0.5288638277276431
ACH-000471,-0.6959862827999811
ACH-000472,-0.376023753134308
ACH-000473,-0.4818492659019079
ACH-000475,-0.3636486695626626
ACH-000476,-0.16751134019189565
ACH-000477,-0.427972052190748
ACH-000479,-0.4343116491726655
ACH-000480,-0.4526210640113969
ACH-000481,-0.31546082981743484
ACH-000483,-0.4310317712002256
ACH-000484,-0.5616316408148738
ACH-000485,-0.4357048559756827
ACH-000486,-0.7303093303463509
ACH-000487,-0.2752727336138818
ACH-000488,-0.6146506395334779
ACH-000490,-0.6193408079843478
ACH-000491,-0.19634367790467905
ACH-000495,-0.4008809292394753
ACH-000496,-0.6785171892569087
ACH-000499,-0.7771379488247435
ACH-000500,-0.5129929946554552
ACH-000502,-0.5721502397174278
ACH-000503,-0.373273109328293
ACH-000505,-0.5187355236533774
ACH-000507,-0.4505420000385952
ACH-000510,-0.3323046444997988
ACH-000511,-0.6349509113627559
ACH-000512,-0.4587991564925542
ACH-000516,-0.24577185249295286
ACH-000517,-0.2313559622412523
ACH-000518,-0.4998299048402652
ACH-000520,-0.4850112840094557
ACH-000521,-0.4647605389150867
ACH-000522,-0.5469785332812567
ACH-000524,-0.11495446053560054
ACH-000527,-0.5059736374789444
ACH-000528,-0.4946104984742976
ACH-000537,-0.8382890339618331
ACH-000541,-0.2057479476681071
ACH-000542,-0.5199338039607051
ACH-000544,-0.6901358683676044
ACH-000545,-0.7511715704243932
ACH-000547,-0.3689587502152422
ACH-000548,-0.5745345625872798
ACH-000549,-0.7618748068198353
ACH-000550,-0.6035551479245886
ACH-000552,-0.5662466460357181
ACH-000556,-0.31556863352817865
ACH-000557,-0.04927237989667058
ACH-000569,-0.2828135112187828
ACH-000570,-0.6178829279959389
ACH-000571,-0.3683765091597891
ACH-000573,-0.6066956169990405
ACH-000576,-0.3140214031662517
ACH-000579,-0.3925521750353465
ACH-000580,-0.5511867044966837
ACH-000584,-0.463815851345996
ACH-000585,-0.5935504239375456
ACH-000588,-0.4080656850317811
ACH-000589,-0.27408385827662585
ACH-000591,-0.6176159730222409
ACH-000593,-0.4300654322960542
ACH-000600,-0.24953638198662975
ACH-000601,-0.6519111056364232
ACH-000605,-0.5401415690064655
ACH-000606,-0.7093142731126858
ACH-000608,-0.25465976813609
ACH-000614,-0.3329985755067125
ACH-000616,-0.5558344925821976
ACH-000618,-0.5586662323061743
ACH-000619,-0.7363172402954831
ACH-000620,-0.2104872790132024
ACH-000621,-0.35981225822285345
ACH-000622,-0.33978861487800444
ACH-000623,-0.5988248255708782
ACH-000624,-0.4212162806118103
ACH-000627,-0.6176880772413024
ACH-000630,-0.7923941187106404
ACH-000631,-0.7059279935460501
ACH-000632,-0.7531767613536084
ACH-000633,-0.1622121431764505
ACH-000637,-0.4439764352284419
ACH-000638,-0.4582811137708074
ACH-000646,-0.4391537565131933
ACH-000647,-0.4938784895586634
ACH-000648,-0.5211119959971383
ACH-000649,-0.6194999779203048
ACH-000651,-0.5397604168134512
ACH-000652,-0.3686815769862474
ACH-000653,-0.16235445194883366
ACH-000657,-0.4659502808666277
ACH-000658,-0.2883424024063082
ACH-000661,-0.4843072602245155
ACH-000662,-0.4376455328400802
ACH-000663,-0.33072511361668205
ACH-000665,-0.7471818316955795
ACH-000671,-0.4227317243436509
ACH-000672,-0.9060250958107136
ACH-000673,-0.5428537060380476
ACH-000676,-0.6397945253734454
ACH-000677,-0.24608400225936464
ACH-000681,-0.40910875643892
ACH-000683,-0.44427200216408497
ACH-000684,-0.5586594832526256
ACH-000688,-0.5510200359833181
ACH-000693,-0.6552120453688833
ACH-000694,-0.6853371386488565
ACH-000695,-0.03000957403158673
ACH-000696,-0.6849230047138347
ACH-000697,-0.43580711204831535
ACH-000699,-0.5855535555110628
ACH-000701,-0.4497844861983772
ACH-000706,-0.2311918615067239
ACH-000711,-0.6495845721559323
ACH-000713,-0.4663371779663456
ACH-000714,-0.38683534030276456
ACH-000718,-0.4846258560603
ACH-000720,-0.4628030388220751
ACH-000721,-0.6607107948443157
ACH-000724,-0.3937415018679283
ACH-000725,-0.31384619706702943
ACH-000732,-0.6387888631331069
ACH-000734,-0.5986578040379458
ACH-000735,-0.7091586450474694
ACH-000736,-0.3472455049235647
ACH-000738,-0.601924806695577
ACH-000746,-0.0546391495129575
ACH-000747,-0.5948699184518915
ACH-000748,-1.1370933961666068
ACH-000753,-0.6003310647552778
ACH-000756,-0.5385570908346823
ACH-000757,-0.4879395983645025
ACH-000758,-0.4172678426847971
ACH-000760,-0.2909013208929325
ACH-000762,-0.4540955307700426
ACH-000763,-0.2696064489812916
ACH-000764,-0.6003462951493529
ACH-000765,-0.7825608574117812
ACH-000766,-0.1485203594008957
ACH-000767,-0.06906783960829409
ACH-000768,-0.5958174703567235
ACH-000769,-0.5413999706200765
ACH-000770,-0.4888431249670362
ACH-000771,-0.6742527016470682
ACH-000773,-0.3896068175600215
ACH-000776,-0.5264342482868044
ACH-000777,-0.8679646937801313
ACH-000778,-0.555511942122256
ACH-000781,-0.5298868225174987
ACH-000782,-0.4081800219995781
ACH-000783,-0.3819824102414204
ACH-000784,-0.4728255044094332
ACH-000785,-0.2970388133488539
ACH-000787,-0.6160968680829991
ACH-000788,-0.7908910638291164
ACH-000791,-0.20400855142154145
ACH-000792,-0.5691568397372312
ACH-000794,-0.865801751015133
ACH-000796,-0.8092210412118853
ACH-000798,-0.4183800036939849
ACH-000799,-0.4496625458351224
ACH-000800,-0.5057951164483643
ACH-000802,-0.7015867601191539
ACH-000804,-0.35853209066833985
ACH-000805,-0.4959523806159067
ACH-000809,-0.669057366135031
ACH-000810,-0.8271152049097146
ACH-000811,-0.3655061202056636
ACH-000817,-0.4633082235812231
ACH-000819,-0.5891255702528453
ACH-000820,-0.5409639812474366
ACH-000821,-0.3164557629216562
ACH-000822,-0.27658750564805035
ACH-000823,-0.4846433728863821
ACH-000824,-0.5265418437733911
ACH-000827,-0.4911812044546294
ACH-000829,-0.4153790684135171
ACH-000831,-0.396686151417224
ACH-000832,-0.7190921275912101
ACH-000833,-0.44698766260568057
ACH-000834,-0.5005160295308219
ACH-000835,-0.5984699235062465
ACH-000836,-0.6693459036193963
ACH-000837,-0.4348333129256768
ACH-000838,-0.4367629840110597
ACH-000839,-0.7601705206237118
ACH-000840,-0.2259566093801415
ACH-000841,-0.3063528811088912
ACH-000843,-0.7185316746798761
ACH-000846,-0.6777480978775072
ACH-000847,-0.6080393573641276
ACH-000848,-0.2988720252782955
ACH-000849,-0.7085667881558639
ACH-000851,-0.3818710240622503
ACH-000855,-0.5590902101242995
ACH-000856,-0.5154319110508152
ACH-000858,-0.6858882859721149
ACH-000859,-0.7661897937453003
ACH-000861,-0.5469622013036062
ACH-000862,-0.3914226331292472
ACH-000865,-0.6121428705997483
ACH-000866,-0.7912089073477709
ACH-000867,-0.15912354607152
ACH-000869,-0.3247998714755436
ACH-000872,-0.7227453488388387
ACH-000873,-0.6754826611520988
ACH-000876,-0.2930868308394041
ACH-000878,-0.8578289262733855
ACH-000880,-0.4737585001505248
ACH-000881,-0.5191226428841589
ACH-000882,-0.6896904430621466
ACH-000884,-0.4632866523529324
ACH-000885,-0.25854067395539343
ACH-000887,-0.7034661039803457
ACH-000889,-0.4033598330312324
ACH-000896,-0.5024577918693637
ACH-000898,-0.07912339917730549
ACH-000900,-0.3966997455762582
ACH-000901,-0.6998943826056535
ACH-000905,-0.4452854754577755
ACH-000906,-0.8514695806359441
ACH-000907,-0.6471115196278179
ACH-000910,-0.2913748510374622
ACH-000911,-0.5632271005365526
ACH-000912,-0.6088946513788557
ACH-000913,-0.3697128191962962
ACH-000915,-0.4181501838917063
ACH-000916,-0.7915164364460668
ACH-000917,-0.5121691894491214
ACH-000920,-0.6681093547939048
ACH-000921,-0.6669664904336167
ACH-000924,-0.3182823322863674
ACH-000926,-0.38669638001233614
ACH-000928,-0.3851625753281929
ACH-000929,-0.6450497818415832
ACH-000932,-0.36032760749436016
ACH-000935,-0.3365998073231289
ACH-000936,-0.437710872817165
ACH-000937,-0.5681732312169703
ACH-000938,-0.4030643049637597
ACH-000939,-0.5361848362928467
ACH-000941,-0.5042998114023893
ACH-000943,-0.7396397754400039
ACH-000946,-0.6221395056939565
ACH-000947,-0.5090732914796126
ACH-000948,-0.3441337054920526
ACH-000950,-0.4352822240048037
ACH-000953,-0.5907618457069455
ACH-000954,-0.6196949180201375
ACH-000957,-0.7108958130782904
ACH-000958,-0.6278397759590795
ACH-000960,-0.6694735867790821
ACH-000963,-0.5577553275071392
ACH-000968,-0.5464093278807821
ACH-000969,-0.3978623160646793
ACH-000972,-0.6020761844252582
ACH-000973,-0.8115300964530376
ACH-000974,-0.5632242898153527
ACH-000978,-0.6296854755152302
ACH-000984,-0.5251934287173354
ACH-000986,-0.5918479352682563
ACH-000988,-0.7505403404109526
ACH-000993,-0.32986672424514163
ACH-000994,-0.3813377824428443
ACH-000996,-0.4881851336055385
ACH-001001,-0.7070860662639006
ACH-001020,-0.6558052186421253
ACH-001028,-0.7527981722607038
ACH-001031,-0.35808301189122793
ACH-001038,-0.3092481100925075
ACH-001048,-0.591618771649069
ACH-001050,-0.3556345423911554
ACH-001053,-0.38065336824183865
ACH-001054,-0.6247086932018902
ACH-001061,-0.8340638598167712
ACH-001067,-0.3126106748969655
ACH-001075,-0.4505367394302087
ACH-001096,-0.7196718196213259
ACH-001111,-0.238861520135642
ACH-001119,-0.4375246098745987
ACH-001128,-0.45020528978939056
ACH-001134,-0.4191591399692509
ACH-001151,-0.4425454863888554
ACH-001163,-0.2444506572191092
ACH-001164,-0.3738912326758057
ACH-001183,-0.6282666361033028
ACH-001192,-0.7452763756233601
ACH-001193,-0.3898864839249411
ACH-001196,-0.536339711706594
ACH-001197,-0.4319295114986267
ACH-001205,-0.5518865902699219
ACH-001211,-0.5227120426329582
ACH-001212,-0.2853799518572085
ACH-001228,-0.3224576349512919
ACH-001232,-1.0026626643843413
ACH-001239,-0.29197774176701097
ACH-001270,-0.9482224176327604
ACH-001274,-0.5861262193612053
ACH-001275,-0.2439797008213329
ACH-001277,-0.4749013798666995
ACH-001278,-0.2973084190361593
ACH-001280,-0.3888123287631279
ACH-001283,-0.6190384031263458
ACH-001289,-0.22633404088844866
ACH-001300,-0.4459847993445482
ACH-001301,-0.4712089798011598
ACH-001302,-0.5779809912066463
ACH-001306,-0.6699820033389657
ACH-001318,-0.38277958966773706
ACH-001322,-0.6651657278537332
ACH-001328,-0.6101129738658845
ACH-001332,-0.7690543627731419
ACH-001336,-0.8048884971157251
ACH-001346,-0.4517288420694486
ACH-001353,-0.3851295743679318
ACH-001354,-0.5234910719616169
ACH-001367,-0.6780050498447786
ACH-001368,-0.3049907110366218
ACH-001374,-0.7393349456256384
ACH-001377,-0.40889294360974654
ACH-001380,-0.4120868927926771
ACH-001391,-0.35662185406772423
ACH-001408,-0.5157996043368529
ACH-001430,-0.6988677228832251
ACH-001431,-0.6576592246551405
ACH-001450,-0.4905904643603996
ACH-001496,-0.5534874475032568
ACH-001500,-0.4424134847295423
ACH-001523,-0.5926264240153756
ACH-001532,-0.2706371500125433
ACH-001550,-0.4909769434121136
ACH-001552,-0.4566151642567278
ACH-001554,-0.5232013003119701
ACH-001654,-0.5625820447211214
ACH-001735,-0.37295562046814
ACH-001736,-0.4648108097310138
ACH-001737,-0.4081521814796252
ACH-001740,-0.5829471145388709
ACH-001745,-0.4085041130807393
ACH-001765,-0.5558808312293472
