,MIOS (54468)
ACH-000004,-1.0116767572884002
ACH-000005,-1.2872219770266535
ACH-000007,-0.4438529073496819
ACH-000009,-0.3191744510249152
ACH-000011,-0.3505129514026325
ACH-000012,-0.2696448714458465
ACH-000013,-0.7457646542906453
ACH-000014,-0.5236283301572494
ACH-000015,-0.7642986968910849
ACH-000017,-0.7069638344191045
ACH-000018,-0.7297929239807883
ACH-000019,-0.4517738902540056
ACH-000021,-0.4696138042482838
ACH-000022,-0.4328155076894435
ACH-000025,-0.2826603011066776
ACH-000028,-0.2799911057056471
ACH-000030,-0.5848155177792888
ACH-000035,-0.5728905745645775
ACH-000036,-0.29225912567230283
ACH-000037,-0.5848920180915256
ACH-000039,-0.7798716523572378
ACH-000040,-0.2233876194182547
ACH-000041,-1.0115906261584593
ACH-000042,-0.4699735523522153
ACH-000045,-0.5704372550119757
ACH-000047,-0.3742926466323517
ACH-000052,-0.5625231237749061
ACH-000053,-0.9709312660754236
ACH-000054,-0.579022242165378
ACH-000055,-0.7214799654246307
ACH-000060,-0.2790587357146172
ACH-000067,-0.19926976032344595
ACH-000070,-0.7297011748211869
ACH-000075,-0.22156843570155094
ACH-000078,-0.3576886287711621
ACH-000082,-0.9406093864653576
ACH-000085,-0.3540035434641766
ACH-000086,-0.4529277158304682
ACH-000087,-0.7825220209103706
ACH-000092,-0.5945765766050931
ACH-000095,-0.6058081827891347
ACH-000097,-0.6632339747691479
ACH-000098,-0.31040682952027604
ACH-000099,-0.4631684358238694
ACH-000108,-0.5098483810454135
ACH-000113,-0.642372479365679
ACH-000116,-0.7268662520566029
ACH-000118,-0.14494626035524566
ACH-000120,-0.22534578871677086
ACH-000123,-0.3260701923810412
ACH-000127,-0.4200384311144763
ACH-000128,-0.7432652643588427
ACH-000132,-0.5489938405992698
ACH-000133,-0.3459462835193054
ACH-000137,-0.6876166898882219
ACH-000138,-1.0168810068642895
ACH-000142,-0.6292861229036558
ACH-000143,-0.7957254500477778
ACH-000146,-0.7001526447077397
ACH-000148,-0.3915543723824271
ACH-000150,-0.5825078620468925
ACH-000152,-0.4348816294871593
ACH-000153,-0.7986380335394955
ACH-000159,-0.8450245742699599
ACH-000160,-0.4907393111994278
ACH-000163,-0.35685183033199985
ACH-000167,-1.279570233948686
ACH-000168,-0.3164637784742904
ACH-000169,-0.5742423047973936
ACH-000178,-0.6521193594598718
ACH-000183,-0.5623750465964822
ACH-000188,-0.4709726227807329
ACH-000189,-0.8508438451184787
ACH-000190,-0.6959809879823715
ACH-000198,-0.756263856560525
ACH-000203,-0.17239677719882654
ACH-000204,-0.21954933106836044
ACH-000206,-0.7514929095742583
ACH-000207,-0.6327786058710283
ACH-000208,-0.2715776829880181
ACH-000210,-0.3858502266317566
ACH-000211,-0.6093615037224046
ACH-000215,-0.2290874134424977
ACH-000221,-0.21266339715505608
ACH-000222,-0.6959950775277831
ACH-000223,-0.4130218984683464
ACH-000226,-0.5218613403792732
ACH-000227,-0.3257329374048781
ACH-000228,-0.3184948385686313
ACH-000231,-0.6229338106275347
ACH-000232,-0.7873958922665464
ACH-000233,-0.5965710140127115
ACH-000234,-0.4823654767513804
ACH-000235,-0.3732815182939069
ACH-000237,-0.6554237818052828
ACH-000238,-0.5628031899078991
ACH-000242,-0.5409076545007707
ACH-000243,-0.5235947139814185
ACH-000244,-0.5970865786485947
ACH-000246,-0.4379663219689035
ACH-000248,-0.3297388700616202
ACH-000250,-0.14143713411388464
ACH-000251,-0.37711717255564586
ACH-000252,-0.34280349993033765
ACH-000253,-0.6770257315785605
ACH-000255,-0.4704138946824649
ACH-000256,-0.6827144787735884
ACH-000257,-0.4518967971425805
ACH-000258,-0.5054542610100685
ACH-000259,-0.13952531171399246
ACH-000260,-0.5266450101837086
ACH-000261,-0.4748172688802518
ACH-000262,-0.38891936384528003
ACH-000263,-0.833398425799878
ACH-000264,-0.4641786559546648
ACH-000265,-0.33050612608752583
ACH-000266,-0.5726957943126071
ACH-000272,-0.6234298508853329
ACH-000274,-0.3145621535895389
ACH-000277,-0.45409160454142294
ACH-000278,-0.4035451735840708
ACH-000279,-0.9914264693327868
ACH-000280,-0.6312333094177666
ACH-000281,-0.5735634667493256
ACH-000288,-0.5733150521935749
ACH-000291,-0.26003243980237145
ACH-000293,-0.3461049770004003
ACH-000294,-0.2504163192426846
ACH-000295,-0.2266458741181639
ACH-000296,-0.3127741977414408
ACH-000302,-0.6355312271218205
ACH-000304,-0.6911451965444261
ACH-000307,-0.7540998982055277
ACH-000308,-0.6450726271785517
ACH-000310,-0.4284355172525208
ACH-000311,-0.3084718566953468
ACH-000312,-0.6309998902998873
ACH-000315,-0.6922466860913173
ACH-000316,-0.27461185770048074
ACH-000317,-0.4498850776870755
ACH-000318,-0.2295502115686392
ACH-000319,-0.2336268134953883
ACH-000320,-0.7505978240082598
ACH-000322,-0.6336362912942419
ACH-000323,-0.4973704085225848
ACH-000324,-0.5147594721626608
ACH-000329,-0.3755695490244931
ACH-000330,-0.9609777121138298
ACH-000331,-0.8457194739533416
ACH-000332,-0.4219264822250163
ACH-000334,-0.9331290630578356
ACH-000335,-0.245635577523242
ACH-000336,-0.6205912383482364
ACH-000337,-0.7111144033222733
ACH-000338,-0.6824042744057239
ACH-000339,-0.3918194536646731
ACH-000341,-0.4213450757003953
ACH-000348,-0.5459021460142099
ACH-000350,-0.28675524262783936
ACH-000352,-0.5118547074840017
ACH-000356,-0.2654317627167541
ACH-000361,-0.4387554835115461
ACH-000362,-0.6048762132797754
ACH-000363,-0.8457609940883438
ACH-000364,-0.5197651604109993
ACH-000365,-0.7262148061808057
ACH-000366,-0.1771153665211475
ACH-000368,-0.5992753183875703
ACH-000374,-0.473437916478859
ACH-000375,-0.5236318618570802
ACH-000376,-0.4927656405647313
ACH-000381,-0.40264632596269
ACH-000383,-0.2942549509866477
ACH-000387,-0.7244300492055618
ACH-000389,-0.19747367806344174
ACH-000390,-0.5218003235546005
ACH-000393,-0.7303345290828905
ACH-000395,-0.6904458768463015
ACH-000396,-0.5208550808468108
ACH-000397,-0.3423042852146525
ACH-000401,-0.4175396894499385
ACH-000402,-0.5204278158711343
ACH-000403,-0.358424362555722
ACH-000404,-0.3457096581032945
ACH-000406,-0.6123853492823829
ACH-000407,-0.5645973965809001
ACH-000408,-0.3114199839963636
ACH-000410,-0.3179528373395478
ACH-000411,-0.4611972286869004
ACH-000414,-0.5540600459950742
ACH-000415,-0.8159017671933599
ACH-000416,-0.3133391634717149
ACH-000420,-0.6519244749038572
ACH-000421,-0.6494178816649397
ACH-000424,-0.5435135948656552
ACH-000425,-0.4516285423920648
ACH-000426,-0.7315756315816166
ACH-000427,-0.4606223695773922
ACH-000433,-0.764547251910742
ACH-000435,-0.5833813700290029
ACH-000436,-0.6116258393168764
ACH-000444,-0.5881346254967109
ACH-000445,-0.27295287203070673
ACH-000448,-0.5068827913617622
ACH-000450,-0.2342376545976557
ACH-000452,-0.28902908714203
ACH-000454,-0.5288132204906311
ACH-000458,-0.6485254697066514
ACH-000459,-0.3450488101092897
ACH-000460,-0.7333884951153827
ACH-000461,-0.6396466552860575
ACH-000463,-0.6506497415381549
ACH-000464,-0.6470650216117261
ACH-000466,-0.5671467722405538
ACH-000467,-0.6789684726581176
ACH-000468,-0.4459925394650821
ACH-000469,-0.5146786807983553
ACH-000470,-0.221294760319998
ACH-000471,-0.1630645675048604
ACH-000472,-0.4829221306975563
ACH-000473,-1.0125423691572206
ACH-000475,-0.4100804675339041
ACH-000476,-0.5584873393135712
ACH-000477,-0.29614355963173783
ACH-000479,-0.3624470318265582
ACH-000480,-0.11233732534023357
ACH-000481,-0.4982608066235717
ACH-000483,-0.31666539411434463
ACH-000484,-0.45061388625124393
ACH-000485,-0.3677456634112965
ACH-000486,-0.5700809198727195
ACH-000487,-1.0497407496365687
ACH-000488,-0.6779268795784099
ACH-000490,-0.7652324686776447
ACH-000491,-0.4634258774209609
ACH-000495,-0.28255292843260904
ACH-000496,-0.7817106734758341
ACH-000499,-0.7347994579041197
ACH-000500,-0.6495803514559301
ACH-000502,-0.3748627540972463
ACH-000503,-0.2615668191707265
ACH-000505,-0.6707111491458504
ACH-000507,-0.6067640575868266
ACH-000510,-0.5619945900431189
ACH-000511,-0.6164557028266628
ACH-000512,-0.898962030514866
ACH-000516,-0.3689526800282733
ACH-000517,-0.1848007156671964
ACH-000518,-0.6358872150721018
ACH-000520,-0.2487429194814366
ACH-000521,-0.8189960533369828
ACH-000522,-1.0831235218612738
ACH-000524,-0.5318159452092408
ACH-000527,-0.41122845655484586
ACH-000528,-0.5138639014012131
ACH-000537,-0.25309180362595923
ACH-000541,-0.3356932045054828
ACH-000542,-0.9720513783933976
ACH-000544,-0.7255547014925205
ACH-000545,-0.7450688901667297
ACH-000547,-0.3802632742978961
ACH-000548,-0.34283918870233937
ACH-000549,-0.6631193118761791
ACH-000550,-0.8742477937503007
ACH-000552,-0.7937613245181724
ACH-000556,-0.547560160815965
ACH-000557,-0.33517937132585657
ACH-000569,-0.30480609270005954
ACH-000570,-0.18464588249156494
ACH-000571,-0.5202136478923438
ACH-000573,-0.651692314392104
ACH-000576,-0.5394613874085314
ACH-000579,-0.247815753105518
ACH-000580,-0.26719783145501724
ACH-000584,-0.5777295037661527
ACH-000585,-0.4502663156202141
ACH-000588,-0.9364801685888032
ACH-000589,-0.3401212285126241
ACH-000591,-0.4764248729702778
ACH-000593,-0.9226661955000264
ACH-000600,-0.3591595250561699
ACH-000601,-0.2263892112329685
ACH-000605,-0.4727446054308488
ACH-000606,-0.4086163393444025
ACH-000608,-0.4071656266143612
ACH-000614,-0.7089894799905969
ACH-000616,-0.477160705420904
ACH-000618,-0.6107658928376012
ACH-000619,-0.5886560722036994
ACH-000620,-0.5888403568113445
ACH-000621,-0.5378378041162368
ACH-000622,-0.3268170278187705
ACH-000623,-0.327913418901814
ACH-000624,-0.2148924186813385
ACH-000627,-0.3259976463408795
ACH-000630,-0.7057759249280091
ACH-000631,-0.5016785557011495
ACH-000632,-0.5297504684645427
ACH-000633,-0.21868278269487615
ACH-000637,-0.2995854043446847
ACH-000638,-0.5688001291851997
ACH-000646,-0.7961730285906122
ACH-000647,-0.3846147168455713
ACH-000648,-0.6321050591168813
ACH-000649,-0.6981073346097416
ACH-000651,-0.36363035015807205
ACH-000652,-0.8674931344429194
ACH-000653,-0.4724244561977585
ACH-000657,-0.6231837885908267
ACH-000658,-0.9124599707627662
ACH-000661,-0.2319633797420419
ACH-000662,-0.4902794401945422
ACH-000663,-0.6083453317323985
ACH-000665,-0.22717272259828564
ACH-000671,-0.1907727082542342
ACH-000672,-0.7474732691426659
ACH-000673,-0.5923783224595749
ACH-000676,-0.35539675568563805
ACH-000677,-0.5434849113928171
ACH-000681,-0.5403181266104328
ACH-000683,-0.4548263471829377
ACH-000684,-0.7577693145739868
ACH-000688,-0.4203988282535714
ACH-000693,-0.26608436883441755
ACH-000694,-0.5564239250531324
ACH-000695,-0.14738103038988834
ACH-000696,-0.3477671550832382
ACH-000697,-0.28143726220829657
ACH-000699,-0.3415805470710417
ACH-000701,-0.4618194238070471
ACH-000706,-0.6026714311226689
ACH-000711,-0.4353965251937156
ACH-000713,-0.4957673578369632
ACH-000714,-0.6192742418045653
ACH-000718,-0.4461201454591078
ACH-000720,-0.3924012146181838
ACH-000721,-0.8553291366021119
ACH-000724,-0.5407396301321549
ACH-000725,-0.5438665881107556
ACH-000732,-0.4786050177064477
ACH-000734,-0.5583591840261487
ACH-000735,-0.5963037459579631
ACH-000736,0.052375024946658064
ACH-000738,-0.11931942593942516
ACH-000746,-0.24290327749267485
ACH-000747,-0.5345150445172321
ACH-000748,-0.5487231780537641
ACH-000753,-0.5213209054277272
ACH-000756,-0.1368449814088111
ACH-000757,-0.4209036435458213
ACH-000758,-0.0970255609337587
ACH-000760,-0.36694833856560416
ACH-000762,-0.6724320122351615
ACH-000763,-0.4688081293932848
ACH-000764,-0.4881050957410567
ACH-000765,-0.4838068070460585
ACH-000766,-0.5849982373270542
ACH-000767,-0.7254058201966496
ACH-000768,-0.4209870294982612
ACH-000769,-0.654113023853997
ACH-000770,-0.8033239182874833
ACH-000771,-0.5170335944794929
ACH-000773,-0.5579848723159656
ACH-000776,-0.5635835050904826
ACH-000777,-0.5831150892807773
ACH-000778,-0.5966060981780473
ACH-000781,-0.58716786737311
ACH-000782,-0.7351679131165804
ACH-000783,-0.3591700185636537
ACH-000784,-0.25331599181243764
ACH-000785,-0.6019595055805492
ACH-000787,-0.2301613200835313
ACH-000788,-0.4246211370908686
ACH-000791,-0.4692382634894707
ACH-000792,-0.4464198926082499
ACH-000794,-0.2439577876793221
ACH-000796,-0.17712854772249406
ACH-000798,-0.40519586581408507
ACH-000799,-0.4570822002852282
ACH-000800,-0.6321098444461314
ACH-000802,-0.4946709408072402
ACH-000804,-0.4087557150037645
ACH-000805,-0.2780268933160338
ACH-000809,-0.5457071299113111
ACH-000810,-0.4668018429154658
ACH-000811,-0.8393247405539266
ACH-000817,-0.7137795104686149
ACH-000819,-0.6789342975011922
ACH-000820,-0.4497984476636368
ACH-000821,-0.2902709575418035
ACH-000822,-0.16372429333775138
ACH-000823,-0.5154388536097164
ACH-000824,-0.4999683347962644
ACH-000827,-0.2879981708116358
ACH-000829,-0.618673783354551
ACH-000831,-0.13056990696629145
ACH-000832,-0.2803013261810771
ACH-000833,-0.649175998824298
ACH-000834,-0.6225931563626099
ACH-000835,-1.1457299326746349
ACH-000836,-0.17306380922121192
ACH-000837,-0.5158297518756806
ACH-000838,-0.958402010558985
ACH-000839,-0.4985765522467176
ACH-000840,-0.4408568017790195
ACH-000841,-0.8290004490742534
ACH-000843,-0.6788794653417487
ACH-000846,-0.4877758636004844
ACH-000847,-0.8048124412118393
ACH-000848,-0.572197850434911
ACH-000849,-0.3073958556144751
ACH-000851,-0.6779512921285749
ACH-000855,-0.7186211615002529
ACH-000856,-0.20883129779297047
ACH-000858,-0.08438526308827941
ACH-000859,-0.4914606857792938
ACH-000861,-0.4262247058990581
ACH-000862,-0.6717194324535996
ACH-000865,-0.5356881611267573
ACH-000866,-0.558191160983744
ACH-000867,-0.5527143148443759
ACH-000869,-0.8822781144160086
ACH-000872,-0.7482268667393993
ACH-000873,-0.6217516358213818
ACH-000876,-0.7126502413346466
ACH-000878,-0.3919100832931378
ACH-000880,-0.010268850038026113
ACH-000881,-0.3013365192421283
ACH-000882,-0.3969376074453051
ACH-000884,-0.4201090379094133
ACH-000885,-0.5113390776231241
ACH-000887,-0.3704607644768358
ACH-000889,-0.19980395661894465
ACH-000896,-0.4095931680949849
ACH-000898,-0.2273242483616249
ACH-000900,-0.6482723988949226
ACH-000901,-0.6168695426694437
ACH-000905,-0.6189716976833679
ACH-000906,-0.7394380255915931
ACH-000907,-0.5799724072570658
