,MIOS (54468)
ACH-000910,-0.4931334292031779
ACH-000911,-0.28420237316680336
ACH-000912,-0.2921386285956027
ACH-000913,-0.4770455753661613
ACH-000915,-0.5767878420556654
ACH-000916,-0.6174318266769951
ACH-000917,-0.245700707143749
ACH-000920,-0.5936687938723013
ACH-000921,-0.21190187471599106
ACH-000924,-0.5031447090605038
ACH-000926,-0.4872055932785109
ACH-000928,-0.4514026207649452
ACH-000929,-0.5818379735854174
ACH-000932,-0.33846228736936645
ACH-000935,-0.2865402190082457
ACH-000936,-0.8300661441371714
ACH-000937,-0.8093284667332633
ACH-000938,-0.6735816241730097
ACH-000939,-0.307340096875343
ACH-000941,-0.735696414512157
ACH-000943,-0.13802197811992384
ACH-000946,-0.2422150019459696
ACH-000947,-0.3850090978760179
ACH-000948,-0.5238009913776688
ACH-000950,-0.6856990753343741
ACH-000953,-0.5165295727672451
ACH-000954,-0.33852936671725564
ACH-000957,-0.5259033709108443
ACH-000958,-0.2821528855881579
ACH-000960,-0.6056730430544272
ACH-000963,-0.480309085398509
ACH-000968,-0.2662039799991401
ACH-000969,-0.8042799265457218
ACH-000972,-0.3942862046768922
ACH-000973,-0.3188562880088404
ACH-000974,-0.24700021219914864
ACH-000978,-0.3440926307414779
ACH-000984,-0.28506064958508903
ACH-000986,-0.2931535429051809
ACH-000988,-0.3331540333898625
ACH-000993,-0.29450234037865225
ACH-000994,-0.5089055519683879
ACH-000996,-0.4466506026353835
ACH-001001,-0.30705963174945045
ACH-001020,-0.458279538897616
ACH-001028,-0.5030669272938559
ACH-001031,-0.2555953645664856
ACH-001038,-0.6463537528405242
ACH-001048,-0.651598790035993
ACH-001050,-0.7340336498681075
ACH-001053,-0.6334395823268192
ACH-001054,-0.5667517803087301
ACH-001061,-0.6204106908665423
ACH-001067,-0.5700266717086461
ACH-001075,-0.32858845296274153
ACH-001096,-0.6128707612610808
ACH-001111,-0.6236559288967499
ACH-001119,-0.7199435914615412
ACH-001128,-0.4019081706557488
ACH-001134,-0.24330823011098526
ACH-001151,-0.324812429286259
ACH-001163,-0.6206896133091192
ACH-001164,-0.5395396310121703
ACH-001183,-0.8595910347002339
ACH-001192,-0.6936999700114542
ACH-001193,-0.4420199660846381
ACH-001196,-0.3646086075111266
ACH-001197,-0.833294763233748
ACH-001205,-0.723128998148278
ACH-001211,-0.29941490097445195
ACH-001212,-0.4377253283831115
ACH-001228,-0.4276537278423606
ACH-001232,-0.0910654318000064
ACH-001239,-0.3380121614109404
ACH-001270,-0.2439930229559496
ACH-001274,-0.3447222897057204
ACH-001275,-0.3703881133911684
ACH-001277,-0.5738558476997507
ACH-001278,-0.7770219907139164
ACH-001280,-0.4417848919826911
ACH-001283,-0.6520377207569988
ACH-001289,-0.0852639625877497
ACH-001300,-0.4533786772323232
ACH-001301,-0.3482232765481965
ACH-001302,-0.07302347565509021
ACH-001306,-0.8371104460336867
ACH-001318,-0.19000365810986275
ACH-001322,-0.5717700553075766
ACH-001328,-0.700859179258119
ACH-001332,-0.2968386012635179
ACH-001336,-0.7023869027035278
ACH-001346,-0.5557286728792574
ACH-001353,-0.3799159351200563
ACH-001354,-0.3495494176356463
ACH-001367,0.12270624244058405
ACH-001368,-0.9750179910778364
ACH-001374,-0.4967241950003444
ACH-001377,-0.0689223790379351
ACH-001380,-0.5030011273496828
ACH-001391,-0.6680305539547935
ACH-001408,-0.7314477457044505
ACH-001430,-0.4117267289300901
ACH-001431,-0.2812021090439332
ACH-001450,-0.7380114596011295
ACH-001496,-0.7532150927293233
ACH-001500,-0.6066048040679536
ACH-001523,-0.611137125505682
ACH-001532,-0.6143592251379526
ACH-001550,-0.5751732467799106
ACH-001552,-0.35033483158030393
ACH-001554,-0.4071613220123452
ACH-001654,-0.7220409621241917
ACH-001735,-0.8039813345719413
ACH-001736,-0.7395898753391474
ACH-001737,-0.19355122945116796
ACH-001740,-0.6345150033726978
ACH-001745,-0.6757551825196332
ACH-001765,-0.5277666114258817
