,ST6GALNAC6 (30815)
ACH-000004,-0.21372496808151648
ACH-000005,0.2636943401638297
ACH-000007,-0.09565652561228602
ACH-000009,-0.31618287918744203
ACH-000011,-0.03529427889848942
ACH-000012,-0.18890737390814952
ACH-000013,-0.24253219295623404
ACH-000014,-0.2214153223821988
ACH-000015,-0.06977611268976006
ACH-000017,0.014132281921137788
ACH-000018,0.14739629279546215
ACH-000019,0.08757674964807886
ACH-000021,-0.10523475947534937
ACH-000022,-0.18725225302370768
ACH-000025,-0.038703477880678
ACH-000028,0.1012770319459102
ACH-000030,-0.17782854368694032
ACH-000035,-0.20187462161771572
ACH-000036,-0.08676199752442845
ACH-000037,-0.049923309998739965
ACH-000039,-0.28829261720793004
ACH-000040,-0.05359583309677951
ACH-000041,0.04202709513934025
ACH-000042,-0.16072225802210952
ACH-000045,0.08681439486912115
ACH-000047,-0.10105644720632964
ACH-000052,-0.12064181407439435
ACH-000053,-0.14480089255486586
ACH-000054,-0.1803670274047391
ACH-000055,-0.12042239342533848
ACH-000060,-0.04696034282514423
ACH-000067,-0.19602285819861487
ACH-000070,-0.11646410873213847
ACH-000075,-0.2044336098986182
ACH-000078,-0.16375810690891413
ACH-000082,-0.06440915343006241
ACH-000085,-0.35040675621153283
ACH-000086,-0.27980315154588803
ACH-000087,-0.28549094383792994
ACH-000092,-0.07113337048878644
ACH-000095,-0.16841249143455486
ACH-000097,-0.0435915620908976
ACH-000098,-0.007315099607489149
ACH-000099,0.014526803613864787
ACH-000108,-0.23536328206276835
ACH-000113,-0.3310881875718783
ACH-000116,-0.01436308268183195
ACH-000118,-0.12114083004126115
ACH-000120,-0.16085205413602147
ACH-000123,-0.0730999938605172
ACH-000127,-0.10821358983339416
ACH-000128,-0.2254214033565689
ACH-000132,-0.1577083653333551
ACH-000133,-0.12650599259445036
ACH-000137,-0.09648923501112007
ACH-000138,-0.12300006874685465
ACH-000142,-0.1565942403432492
ACH-000143,0.052892478383259146
ACH-000146,-0.2478213868868453
ACH-000148,-0.1335105804091288
ACH-000150,-0.2780510951123178
ACH-000152,-0.15743917295613807
ACH-000153,-0.11111297132457792
ACH-000159,-0.13233871211575218
ACH-000160,-0.13783569948279606
ACH-000163,-0.2413615485909151
ACH-000167,0.023409411344322586
ACH-000168,-0.11149542381216113
ACH-000169,-0.20541651130477895
ACH-000178,-0.04660668776341123
ACH-000183,-0.09428987742557214
ACH-000188,-0.027213582214199644
ACH-000189,-0.02466581023191798
ACH-000190,0.06311284674846396
ACH-000198,-0.16539046970278026
ACH-000203,0.6274177848902299
ACH-000204,-0.13117333966588554
ACH-000206,0.04487176646170325
ACH-000207,-0.14878712009756628
ACH-000208,-0.04883155445829651
ACH-000210,-0.06955020117081727
ACH-000211,-0.10493094203924756
ACH-000215,-0.13067247210713615
ACH-000221,-0.18697103426531705
ACH-000222,-0.3571499145557637
ACH-000223,-0.17654430174578162
ACH-000226,-0.0737803069670224
ACH-000227,-0.14738687880845866
ACH-000228,-0.02956301323066188
ACH-000231,-0.08850534222726701
ACH-000232,0.01578201256573224
ACH-000233,0.05352581244841796
ACH-000234,-0.17494678314706744
ACH-000235,-0.11527642366924007
ACH-000237,-0.1939335248310616
ACH-000238,-0.3041707783927589
ACH-000242,-0.3595692729550829
ACH-000243,0.043170162649825435
ACH-000244,-0.059540173805334065
ACH-000246,-0.151839074067049
ACH-000248,-0.08099619168005535
ACH-000250,-0.1367766419108104
ACH-000251,-0.17108306767165968
ACH-000252,-0.2078027593308067
ACH-000253,-0.31803483721964554
ACH-000255,-0.13681055029095626
ACH-000256,-0.08901508855883024
ACH-000257,0.01900217084500577
ACH-000258,-0.08191091673047153
ACH-000259,-0.10136809886525666
ACH-000260,-0.03970810549474469
ACH-000261,-0.13724603935718702
ACH-000262,-0.12529725362926464
ACH-000263,-0.2468772565856253
ACH-000264,-0.05740762290586065
ACH-000265,-0.01893486763418233
ACH-000266,-0.07853783081568598
ACH-000272,-0.0012402615924704953
ACH-000274,-0.2224689172470044
ACH-000277,-0.20734394289423527
ACH-000278,-0.06960301781001578
ACH-000279,-0.07476423466548314
ACH-000280,0.17995668430083586
ACH-000281,-0.040599905864759166
ACH-000288,0.03531510052771721
ACH-000291,0.004130924345613605
ACH-000293,-0.11659370373467925
ACH-000294,-0.3186545014221248
ACH-000295,0.1188229539122883
ACH-000296,-0.17743999032320634
ACH-000302,-0.123480049410574
ACH-000304,-0.2458109610854468
ACH-000307,-0.16540330819248106
ACH-000308,-0.016832427620098192
ACH-000310,-0.11969865570488393
ACH-000311,-0.13510125433050707
ACH-000312,0.08678495429683476
ACH-000315,-0.26431014513349504
ACH-000316,-0.14188201300690362
ACH-000317,-0.024690282619465792
ACH-000318,-0.07972549914021157
ACH-000319,0.002224503221510013
ACH-000320,-0.2849846046211453
ACH-000322,-0.2769658321949447
ACH-000323,-0.16096214243921153
ACH-000324,-0.20977793509528536
ACH-000329,-0.08405306808962222
ACH-000330,0.008858326971170512
ACH-000331,-0.19472724430911686
ACH-000332,-0.10815489073851453
ACH-000334,-0.17231915143374432
ACH-000335,-0.32795140294015473
ACH-000336,-0.229000269090656
ACH-000337,-0.09772198621624842
ACH-000338,-0.8562556713992936
ACH-000339,-0.1045172119714214
ACH-000341,0.1373368749776878
ACH-000348,-0.12222749623825566
ACH-000350,-0.07550089406563643
ACH-000352,-0.09950553388110807
ACH-000356,-0.19649026845010573
ACH-000361,-0.07611304301557176
ACH-000362,-0.11139650790421812
ACH-000363,-0.08736266481509916
ACH-000364,-0.14147572053630336
ACH-000365,0.05645738101301145
ACH-000366,-0.19215696455459155
ACH-000368,-0.2754117432019512
ACH-000374,-0.026646791490169974
ACH-000375,-0.11461888879483137
ACH-000376,-0.04426060720650805
ACH-000381,-0.07173196111379293
ACH-000383,-0.1291915931020047
ACH-000387,-0.10266488894746703
ACH-000389,-0.018562437522687956
ACH-000390,-0.058865667224750874
ACH-000393,-0.13420395330080734
ACH-000395,-0.27112545668872834
ACH-000396,0.02034072789028863
ACH-000397,0.06695116700330135
ACH-000401,-0.05400105106509621
ACH-000402,-0.12172870598177135
ACH-000403,-0.020971557248542855
ACH-000404,-0.22342739223923466
ACH-000406,-0.09283759223464026
ACH-000407,-0.237882239978897
ACH-000408,-0.01860422922677624
ACH-000410,0.0012129483714220415
ACH-000411,-0.11051758023224226
ACH-000414,0.04977691436627353
ACH-000415,-0.0678133896188756
ACH-000416,-0.2454933707753212
ACH-000420,-0.07862623244046538
ACH-000421,-0.06804809277494563
ACH-000424,-0.0918757802495422
ACH-000425,-0.005222552027792188
ACH-000426,-0.1213595994352994
ACH-000427,0.046740714446976604
ACH-000433,0.2020229399794481
ACH-000435,0.2022626393351456
ACH-000436,-0.17314250144057192
ACH-000444,-0.05811885637743011
ACH-000445,0.00561559441868017
ACH-000448,0.005778713186357095
ACH-000450,-0.004293555224525762
ACH-000452,0.03475779997573936
ACH-000454,-0.012366656731871064
ACH-000458,0.029856450382365767
ACH-000459,-0.05424372320403425
ACH-000460,-0.19147577909555816
ACH-000461,-0.2666227480937135
ACH-000463,-0.055351251658509536
ACH-000464,-0.012245724882680884
ACH-000466,-0.1020795749145898
ACH-000467,-0.12106164951582765
ACH-000468,-0.058821757486790714
ACH-000469,-0.21571782693679287
ACH-000470,-0.11601372292992568
ACH-000471,0.001694455750077842
ACH-000472,-0.06679289578631817
ACH-000473,-0.008083016970020777
ACH-000475,-0.102721396523262
ACH-000476,-0.218942452787644
ACH-000477,-0.037168188189160185
ACH-000479,-0.1221243091902497
ACH-000480,-0.1506751499795129
ACH-000481,-0.17686282960784094
ACH-000483,0.10396473207838296
ACH-000484,-0.018825329243044208
ACH-000485,-0.20232630180776584
ACH-000486,-0.004370438838964822
ACH-000487,-0.09438736775329262
ACH-000488,-0.06798358307484202
ACH-000490,-0.17744136215187564
ACH-000491,-0.19335339420173844
ACH-000495,-0.2551304372894772
ACH-000496,0.02684239113226754
ACH-000499,-0.310193611318343
ACH-000500,0.07353159436767863
ACH-000502,-0.07510209362344446
ACH-000503,-0.2358213467249842
ACH-000505,-0.06567580307690614
ACH-000507,-0.05727556797251385
ACH-000510,-0.09517643123325427
ACH-000511,-0.08013897388919651
ACH-000512,-0.12494002300563667
ACH-000516,-0.1945213728172336
ACH-000517,-0.14648569326828853
ACH-000518,0.05534295832380785
ACH-000520,-0.0926349297476274
ACH-000521,-0.11584683823441315
ACH-000522,-0.10057491384134147
ACH-000524,-0.14272536320637105
ACH-000527,-0.07980047484670098
ACH-000528,-0.04726591906145556
ACH-000537,-0.03940353610610363
ACH-000541,-0.21595850256260093
ACH-000542,-0.05854173678813361
ACH-000544,-0.019139062701941642
ACH-000545,-0.03343676004418292
ACH-000547,0.1625242434119263
ACH-000548,-0.12400407079904485
ACH-000549,-0.04409288242698644
ACH-000550,-0.14929661716022208
ACH-000552,-0.20304103315063807
ACH-000556,-0.21216208773652945
ACH-000557,-0.1353546507413168
ACH-000569,-0.013492210792153151
ACH-000570,-0.15788705517664853
ACH-000571,-0.12179901337697145
ACH-000573,-0.043742498752891004
ACH-000576,-0.014227095850316509
ACH-000579,-0.15935004622439455
ACH-000580,-0.050606229483135735
ACH-000584,-0.21323123974356525
ACH-000585,0.012316868455975506
ACH-000588,-0.1095887109812823
ACH-000589,0.005815411824495582
ACH-000591,-0.044556528773393736
ACH-000593,-0.37503452128841946
ACH-000600,-0.09694783950558236
ACH-000601,-0.01104392558301288
ACH-000605,-0.16712562430932873
ACH-000606,-0.13168370908602353
ACH-000608,-0.2218411468410139
ACH-000614,-0.18078032115206336
ACH-000616,-0.040022233909906495
ACH-000618,-0.051267095878913115
ACH-000619,0.06986424563114323
ACH-000620,-0.06605623832765185
ACH-000621,-0.07196982798149815
ACH-000622,-0.2831570204032957
ACH-000623,-0.027216589232693083
ACH-000624,-0.07051023541496422
ACH-000627,-0.12474779513151288
ACH-000630,-0.1272948470126886
ACH-000631,-0.11820027063718268
ACH-000632,-0.020389991701004057
ACH-000633,-0.05098490327559931
ACH-000637,-0.0853027598209382
ACH-000638,-0.18732836793504715
ACH-000646,0.14422519758763647
ACH-000647,-0.024809456552523187
ACH-000648,-0.07471895800384243
ACH-000649,-0.04575342196631689
ACH-000651,-0.11877031813292685
ACH-000652,-0.2519648130827366
ACH-000653,-0.18817680067150688
ACH-000657,-0.04830178448329669
ACH-000658,-0.21710743261305926
ACH-000661,0.021954726948455083
ACH-000662,-0.40645917146928695
ACH-000663,-0.19087244571726705
ACH-000665,-0.04992860394636673
ACH-000671,0.019641810504407786
ACH-000672,0.01920048098606888
ACH-000673,-0.136856331548995
ACH-000676,-0.04598553084069132
ACH-000677,-0.05386517796223739
ACH-000681,-0.15011361172458534
ACH-000683,-0.11740871304231468
ACH-000684,0.1404077644526861
ACH-000688,-0.1975113912995864
ACH-000693,0.04303901979107078
ACH-000694,-0.12086907549418352
ACH-000695,-0.01733455035056575
ACH-000696,-0.02194127654739193
ACH-000697,0.11571718380988658
ACH-000699,-0.03635402520035982
ACH-000701,-0.05908297918752008
ACH-000706,-0.08197965777261414
ACH-000711,-0.13999206661535984
ACH-000713,-0.3688181183398526
ACH-000714,-0.06344622760931083
ACH-000718,-0.19942873095569424
ACH-000720,-0.12669844426018806
ACH-000721,-0.07749039837472274
ACH-000724,-0.4084187146082908
ACH-000725,-0.05966597560934224
ACH-000732,-0.07539144061865577
ACH-000734,-0.11724054293622742
ACH-000735,-0.17979457956513933
ACH-000736,0.014081961954493162
ACH-000738,-0.0366352412952999
ACH-000746,-0.08335456573393825
ACH-000747,-0.2500715702629919
ACH-000748,-0.17285890135596518
ACH-000753,-0.061197183658513815
ACH-000756,0.05795949034814885
ACH-000757,-0.2421269906194725
ACH-000758,-0.09877879852122673
ACH-000760,-0.20039738627747547
ACH-000762,0.13933369430099068
ACH-000763,-0.15877323969972285
ACH-000764,-0.053002223775264916
ACH-000765,-0.11171070092090936
ACH-000766,-0.05070154820863308
ACH-000767,-0.0977049845821631
ACH-000768,0.007634172986354427
ACH-000769,-0.2616653723120541
