,IKBKB (3551)
ACH-000004,-0.0999494457653905
ACH-000005,-0.009359646928772477
ACH-000007,0.11639101781137605
ACH-000009,-0.1217193198007333
ACH-000011,-0.20859510876637616
ACH-000012,-0.16932805734269785
ACH-000013,-0.2270874686124324
ACH-000014,-0.19463031168390274
ACH-000015,0.035745559161996884
ACH-000017,-0.015300137630612838
ACH-000018,0.041562917770072906
ACH-000019,-0.002377121697777614
ACH-000021,-0.13844076846097267
ACH-000022,-0.14151655472686014
ACH-000025,-0.2943813546229029
ACH-000028,-0.12099282030427108
ACH-000030,-0.156635567157971
ACH-000035,-0.16410836250514374
ACH-000036,-0.17946563037732527
ACH-000037,-0.2908321152658109
ACH-000039,-0.125419423393152
ACH-000040,-0.10002194436794748
ACH-000041,-0.07946389860028177
ACH-000042,-0.2319007787587466
ACH-000045,0.053758994302923656
ACH-000047,0.010640175990964078
ACH-000052,-0.059915121231648924
ACH-000053,-0.4317525395921825
ACH-000054,-0.0143824765469802
ACH-000055,-0.07160344715980192
ACH-000060,-0.2858701538093336
ACH-000067,-0.09821042330798847
ACH-000070,-0.06721228168642976
ACH-000075,-0.047836592904973683
ACH-000078,-0.02939938388097918
ACH-000082,-0.031108369691439663
ACH-000085,0.12892175782191562
ACH-000086,-0.08129448897751344
ACH-000087,-0.12744072458558708
ACH-000092,-0.09733280068171232
ACH-000095,0.07835337388906108
ACH-000097,-0.010497120784848657
ACH-000098,-0.14629866913500564
ACH-000099,-0.07306485065957362
ACH-000108,-0.03905724722564013
ACH-000113,-0.06237956480108488
ACH-000116,-0.21050287483501406
ACH-000118,0.019329300967199432
ACH-000120,-0.23760102139098235
ACH-000123,-0.0808796803122844
ACH-000127,-0.05825371710032055
ACH-000128,-0.013786166783048785
ACH-000132,-0.13671732062366
ACH-000133,-0.16974823683195833
ACH-000137,-0.217125317802768
ACH-000138,-0.015929017248927518
ACH-000142,-0.18288070398044906
ACH-000143,-0.1786559560971162
ACH-000146,-0.08557155883879787
ACH-000148,-0.054839870637319016
ACH-000150,-0.0784711690856729
ACH-000152,-0.3243422767812234
ACH-000153,-0.5070746462292679
ACH-000159,-0.2290903307926678
ACH-000160,-0.15399218710050072
ACH-000163,-0.30754699458764323
ACH-000167,-0.4805658658413785
ACH-000168,-0.04474916852144155
ACH-000169,-0.11725445403619895
ACH-000178,-0.09406132431595626
ACH-000183,-0.5842064952168768
ACH-000188,-0.1342377838032593
ACH-000189,-0.19516391348987525
ACH-000190,0.06911372266393241
ACH-000198,0.06670854420594352
ACH-000203,0.20278571210633692
ACH-000204,-0.4390879109584548
ACH-000206,-0.7821802765457724
ACH-000207,-0.0040612921064337604
ACH-000208,-0.035856742573482064
ACH-000210,0.10273018070121608
ACH-000211,-0.10134516705833686
ACH-000215,-0.11067336672307658
ACH-000221,-0.07033719712951317
