,AUTS2 (26053)
ACH-000004,-0.25375844842746226
ACH-000005,-0.2337725287755014
ACH-000007,-0.10718207295548833
ACH-000009,0.06175380738065714
ACH-000011,-0.10354282757765228
ACH-000012,0.059625559489903536
ACH-000013,-0.013202062094470536
ACH-000014,-0.17368960404368955
ACH-000015,-0.014002599329253157
ACH-000017,0.054647541321001934
ACH-000018,0.09824541307343343
ACH-000019,-0.14218236597346418
ACH-000021,-0.22030563481891413
ACH-000022,-0.1039395087457116
ACH-000025,-0.16830174560425298
ACH-000028,-0.13830877285457185
ACH-000030,0.026763755019718703
ACH-000035,-0.14068481450918308
ACH-000036,-0.020440096394148996
ACH-000037,0.0695842288309245
ACH-000039,0.1375668410356179
ACH-000040,-0.2362314254192724
ACH-000041,-0.16810291578553568
ACH-000042,-0.1747848202624451
ACH-000045,0.09067990600522542
ACH-000047,0.07872129241875953
ACH-000052,0.0060534347228665885
ACH-000053,0.1114697605422695
ACH-000054,-0.0722390512916936
ACH-000055,-0.2630387815060917
ACH-000060,-0.2480945876874572
ACH-000067,-0.1375639627836657
ACH-000070,-0.302649822422412
ACH-000075,-0.22398057825532694
ACH-000078,-0.08067815271041044
ACH-000082,-0.18077374669347396
ACH-000085,-0.011868699620873606
ACH-000086,-0.0021949290631603077
ACH-000087,-0.04766004410857168
ACH-000092,-0.1451290955564464
ACH-000095,-0.1346719145534976
ACH-000097,-0.17180002765370908
ACH-000098,-0.23760506510523854
ACH-000099,-0.18335279551883976
ACH-000108,-0.0840877344412355
ACH-000113,-0.14217444516681949
ACH-000116,0.0038257922326153148
ACH-000118,-0.23235730432302645
ACH-000120,0.10849109141424296
ACH-000123,-0.0804031229242846
ACH-000127,-0.07660213222691313
ACH-000128,-0.2359958436509696
ACH-000132,-0.1319266031665704
ACH-000133,-0.02342109807256958
ACH-000137,-0.06093833428798533
ACH-000138,-0.007428114484037712
ACH-000142,-0.06862533568953844
ACH-000143,0.07630114750035974
ACH-000146,0.03040822052088428
ACH-000148,-0.18713409142028992
ACH-000150,-0.01564535008195564
ACH-000152,-0.2009309411660852
ACH-000153,-0.13368745270047466
ACH-000159,-0.2047165992895278
ACH-000160,-0.07476200751408972
ACH-000163,0.13341428780948428
ACH-000167,-0.051571358508507685
ACH-000168,0.06979633679242635
ACH-000169,-0.18015042075550686
ACH-000178,-0.20708744723027847
ACH-000183,-0.16620424098676118
ACH-000188,-0.1928575875657216
ACH-000189,-0.21496385615063068
ACH-000190,-0.03804628289945325
ACH-000198,-0.1600966960510635
ACH-000203,-0.3396848616360397
ACH-000204,-0.1883545653155461
ACH-000206,-0.13298336302273905
ACH-000207,-0.10113164012157616
ACH-000208,0.22707385690999105
ACH-000210,-0.2517213993499893
ACH-000211,-0.19120579504025328
ACH-000215,-0.095348224003627
ACH-000221,-0.22032847113103615
ACH-000222,-0.13450468192974133
ACH-000223,0.001189814046466119
ACH-000226,-0.19615732590675386
ACH-000227,-0.30803813764243704
ACH-000228,-0.010426644116080564
ACH-000231,-0.04670936490487912
ACH-000232,-0.15761903886846584
ACH-000233,-0.038078305980818
ACH-000234,-0.2044456685707956
ACH-000235,-0.11399433327292102
ACH-000237,-0.17355854702796586
ACH-000238,-0.011763278871299972
ACH-000242,-0.3837960662006883
ACH-000243,-0.10240721209719372
ACH-000244,0.0005130989688243795
ACH-000246,-0.1793022506508575
ACH-000248,0.12259904651729435
ACH-000250,-0.10141675520374974
ACH-000251,-0.2467926024075953
ACH-000252,-0.2630156039676509
ACH-000253,-0.0626627304303185
ACH-000255,-0.18508757087340552
ACH-000256,-0.02311485723070065
ACH-000257,-0.20424861710263328
ACH-000258,-0.2814741810443148
ACH-000259,-0.15045208661537302
ACH-000260,-0.0019446848668179587
ACH-000261,-0.1277736117598516
ACH-000262,-0.14850871054900086
ACH-000263,0.298704220274374
ACH-000264,-0.11002082272689948
ACH-000265,-0.0932134948617182
ACH-000266,-0.18032206763419106
ACH-000272,-0.21347539029556625
ACH-000274,-0.17799418669320427
ACH-000277,-0.0577747705848571
ACH-000278,-0.15716614637851628
ACH-000279,-0.06712310258007696
ACH-000280,-0.10066661406656534
ACH-000281,-0.13155239852888598
ACH-000288,-0.13888072628805898
ACH-000291,-0.039851330171773336
ACH-000293,-0.19829313396931256
ACH-000294,-0.010337685841692664
ACH-000295,0.11056162397040548
ACH-000296,-0.13369251940451113
ACH-000302,-0.1614822651749323
ACH-000304,-0.4915714755802475
ACH-000307,-0.15356836773347962
ACH-000308,-0.2324268566510952
ACH-000310,-0.3306940633291869
ACH-000311,0.002419969179916195
ACH-000312,-0.17030434243344336
ACH-000315,-0.17711958265946454
ACH-000316,-0.012400230130605913
ACH-000317,-0.4047559169130523
ACH-000318,-0.11392401044749105
ACH-000319,-0.26398593060820463
ACH-000320,-0.14724967084093846
ACH-000322,-0.02671495762477066
ACH-000323,-0.09797924316276972
ACH-000324,-0.1279195910643504
ACH-000329,-0.026718492984878398
ACH-000330,0.09011505897833356
ACH-000331,-0.2473214273169407
ACH-000332,-0.15089828775500816
ACH-000334,-0.058246295521622325
ACH-000335,-0.0006207062950108095
