,SGCD (6444)
ACH-000004,-0.0035467941242895173
ACH-000005,0.12391920894903735
ACH-000007,0.21926124152827425
ACH-000009,0.05990602926255354
ACH-000011,0.16518830991960154
ACH-000012,0.09698437320145492
ACH-000013,0.1728645377111785
ACH-000014,0.14200481422198685
ACH-000015,0.16052505119285362
ACH-000017,0.1867198508383368
ACH-000018,0.19459182524665675
ACH-000019,0.10713223429618578
ACH-000021,0.17920727463657768
ACH-000022,0.12926252285444667
ACH-000025,0.2562345232181778
ACH-000028,0.10253157071250928
ACH-000030,0.12489022049589855
ACH-000035,0.2307912103503673
ACH-000036,0.08843946988251182
ACH-000037,0.042883794644695085
ACH-000039,0.1776237127046947
ACH-000040,0.02969299084605447
ACH-000041,0.2413982137855764
ACH-000042,0.16860267663286607
ACH-000045,0.2918069867034325
ACH-000047,0.14670562969259518
ACH-000052,0.12202754911798586
ACH-000053,0.04262455882282407
ACH-000054,0.13846142764132294
ACH-000055,0.21533150762360675
ACH-000060,0.07206942980598231
ACH-000067,0.1808089148063687
ACH-000070,0.17324564280901608
ACH-000075,0.05851939557790895
ACH-000078,0.1880348304307
ACH-000082,0.19857131349433016
ACH-000085,0.08635367212444305
ACH-000086,0.1826478749552214
ACH-000087,0.06143015504791111
ACH-000092,0.13084033293443656
ACH-000095,0.1147454074884914
ACH-000097,0.19094331806146747
ACH-000098,0.18095205480232654
ACH-000099,0.0651682067454493
ACH-000108,0.17512147673849573
ACH-000113,0.16953054246353502
ACH-000116,-0.029065356528674938
ACH-000118,0.20191902919534413
ACH-000120,0.14190276577951633
ACH-000123,0.11797745477617635
ACH-000127,0.00862829412947406
ACH-000128,0.08060482782725767
ACH-000132,0.10481086183326704
ACH-000133,0.15657598926273414
ACH-000137,0.19460777017653366
ACH-000138,0.11346214721506695
ACH-000142,0.3525072364968816
ACH-000143,0.11559941193329645
ACH-000146,0.12963121734043154
ACH-000148,0.08709017499028891
ACH-000150,0.11178605140241653
ACH-000152,0.04683997094306347
ACH-000153,0.20051685881471812
ACH-000159,0.16682460496715956
ACH-000160,0.2609737992413662
ACH-000163,0.1208706718105411
ACH-000167,0.03907346508877112
ACH-000168,-0.12251619143463027
ACH-000169,0.028461149326687613
ACH-000178,0.10934875811179108
ACH-000183,0.11238452025201376
ACH-000188,0.0906784366689467
ACH-000189,0.11515429344847584
ACH-000190,-0.1224495221061579
ACH-000198,0.11563427121866493
ACH-000203,0.22614248664638575
ACH-000204,0.04266927691516891
ACH-000206,0.08024153920722889
ACH-000207,0.08615161439892605
ACH-000208,0.11786006036995735
ACH-000210,-0.06381533100207386
ACH-000211,0.1486033068036135
ACH-000215,0.1696470979971885
ACH-000221,0.1926968337627445
ACH-000222,0.2473997008889324
ACH-000223,0.1899145123171162
ACH-000226,0.09122186603427257
ACH-000227,0.1277577674876838
ACH-000228,0.22253142273955787
ACH-000231,0.20780180719878397
ACH-000232,-0.02305546539721713
ACH-000233,0.11013976545958856
ACH-000234,0.18873658945517868
ACH-000235,0.18293388642196895
ACH-000237,0.09708107627797828
ACH-000238,0.08750612458016041
ACH-000242,0.29226315191454044
ACH-000243,0.12747745655831655
ACH-000244,0.07586202052695933
ACH-000246,-0.01657651300706046
ACH-000248,0.14632429169383931
ACH-000250,0.15068897459844194
ACH-000251,0.06270110114928969
ACH-000252,-0.00044989563790123185
ACH-000253,0.14694924763498768
ACH-000255,0.10887693090397484
ACH-000256,0.12731875750267022
ACH-000257,-0.11031582427550474
ACH-000258,-0.0681103429982296
ACH-000259,0.05399073918336316
ACH-000260,0.08517923560822399
ACH-000261,0.07646967289965488
ACH-000262,0.22119775995982785
ACH-000263,0.06203270964933606
ACH-000264,0.09645576213242214
ACH-000265,0.1927160617731716
ACH-000266,0.11220185801656946
