,TCEB3CL (728929)
ACH-000188,-0.4853817288014332
ACH-000189,-0.8112389352283412
ACH-000190,-0.7962965540514259
ACH-000198,-0.5128093489036599
ACH-000203,-0.8291471222645279
ACH-000204,-0.5843691524944398
ACH-000206,-0.4745717976108606
ACH-000207,-0.2390186190740441
ACH-000208,-0.3691640607314112
ACH-000210,-0.4064276561032242
ACH-000211,-0.6892453240547022
ACH-000215,-0.658339745366363
ACH-000221,-0.6050914253919717
ACH-000222,-0.6365759473915884
ACH-000223,-0.5811528068810128
ACH-000226,-0.3913885475598674
ACH-000227,-0.4067379402474832
ACH-000228,-0.5114120687649164
ACH-000231,-0.36602743208071786
ACH-000232,-0.4578226313581323
ACH-000233,-0.5388714737331166
ACH-000234,-0.5523398044866741
ACH-000235,-0.5331326455413575
ACH-000237,-0.5969194982846043
ACH-000238,-0.6739523613080328
ACH-000242,-0.7790561186567821
ACH-000243,-0.387025846774462
ACH-000244,-0.7893472029886622
ACH-000246,-0.4746091114176142
ACH-000248,-0.5007801914409231
ACH-000250,-0.5382054252402505
ACH-000251,-0.4161503886935257
ACH-000252,-0.4433601112226416
ACH-000253,-0.3613853318738669
ACH-000255,-0.4930942885012995
ACH-000256,-0.5551343159126539
ACH-000257,-0.5647523868538017
ACH-000258,-0.7447898869925733
ACH-000259,-0.5727922868730431
ACH-000260,-0.544615160681306
ACH-000261,-0.6008184901855097
ACH-000262,-0.5598485629764014
ACH-000263,-0.5026437349321384
ACH-000264,-0.3862122161099213
ACH-000265,-0.4286217318523345
ACH-000266,-0.6345771858694665
ACH-000272,-0.38852993743773423
ACH-000274,-0.5053710500698614
ACH-000277,-0.3754048588493814
ACH-000278,-0.4181416193206832
ACH-000279,-0.4483695756173339
ACH-000280,-0.67981655213973
ACH-000281,-0.3568870340734042
ACH-000288,-0.4515735338321749
ACH-000291,-0.6439610663074621
ACH-000293,-0.1685764499222729
ACH-000294,-0.4905833876900522
ACH-000295,-0.7838470029259872
ACH-000296,-0.5452043976242994
ACH-000302,-0.5661874469156875
ACH-000304,-0.6594719556146512
ACH-000307,-0.5356227237586947
ACH-000308,-0.6325297954623441
ACH-000310,-0.534356114034864
ACH-000311,-0.6349686652578072
ACH-000312,-0.3434581152364642
ACH-000315,-0.4776848400675186
ACH-000316,-0.5704802562391729
ACH-000317,-0.4715740773797078
ACH-000318,-0.5540386971549313
ACH-000319,-0.4030867224944987
ACH-000320,-0.6154776635220199
ACH-000322,-0.4699838503665466
ACH-000323,-0.6188354369335021
ACH-000324,-0.6681758576578972
ACH-000329,-0.4322780408279254
ACH-000330,-0.7304920869653725
ACH-000331,-0.4493173173221229
ACH-000332,-0.5260508520778165
ACH-000334,-0.2638233050037354
ACH-000335,-0.583560762529843
ACH-000336,-0.4392488219513295
ACH-000337,-0.8495790160269988
ACH-000338,-0.5719789700811918
ACH-000339,-0.437902896504068
ACH-000341,-0.5694394282686198
ACH-000348,-0.572882262502498
ACH-000350,-0.5938790215296359
ACH-000352,-0.4812669962485556
ACH-000356,-0.6472718775337449
ACH-000361,-0.5397311911311181
ACH-000362,-0.30468777896728805
ACH-000363,-0.5864727482900224
ACH-000364,-0.6187360497819087
ACH-000365,-0.35432621910205797
ACH-000366,-0.4693583083363579
ACH-000368,-0.4464887165995383
ACH-000374,-0.40753318141748496
ACH-000375,-0.660956472771666
ACH-000376,-0.5096310478041084
ACH-000381,-0.5216837986141113
ACH-000383,-0.5942789399545163
ACH-000387,-0.3939962390406432
ACH-000389,-0.6945463569744321
ACH-000390,-0.5787190405461567
ACH-000393,-0.5024958220115091
ACH-000395,-0.5306980675192974
ACH-000396,-0.838128620577555
ACH-000397,-0.5624893925608498
ACH-000401,-0.6020939737925064
ACH-000402,-0.38391271028165
ACH-000403,-0.5564878152415098
ACH-000404,-0.658555446126753
ACH-000406,-0.5079135878249674
ACH-000407,-0.5801839410187715
ACH-000408,-0.2932112369747428
ACH-000410,-0.5364442336221529
ACH-000411,-0.7486966149975006
ACH-000414,-0.6867598230547599
ACH-000415,-0.464970310342368
ACH-000416,-0.5779464824979748
ACH-000420,-0.5699307223291874
ACH-000421,-0.6350748672879113
ACH-000424,-0.5180609757503892
ACH-000425,-0.6400016843501738
ACH-000426,-0.3729690228931229
ACH-000427,-0.4707291438635913
ACH-000433,-0.6402876107531816
ACH-000435,-0.305794325587853
ACH-000436,-0.8131559640857821
ACH-000444,-0.3447147819409139
ACH-000445,-0.6689658556877406
ACH-000448,-0.467157633268488
ACH-000450,-0.7322595816143979
ACH-000452,-0.5287123191127673
ACH-000454,-0.41767439259591743
ACH-000458,-0.5014129337958071
ACH-000459,-0.6598474434477578
ACH-000460,-0.4413159480908388
ACH-000461,-0.5358144955330473
ACH-000463,-0.7092245093921171
ACH-000464,-0.3857954241722297
ACH-000466,-0.5857321258663563
ACH-000467,-0.5671999032939142
ACH-000468,-0.5462130381358581
ACH-000469,-0.4886518941443319
ACH-000470,-0.5760770809452012
ACH-000471,-0.5562252974036263
ACH-000472,-0.608305856903271
ACH-000473,-0.5135561729161376
ACH-000475,-0.6120991513220582
ACH-000476,-0.6226968646782476
ACH-000477,-0.6719806353668958
ACH-000479,-0.362863155918016
ACH-000480,-0.3650996792763571
ACH-000481,-0.4167863065583968
ACH-000483,-0.5135798087314015
ACH-000484,-0.5877391700806383
ACH-000485,-0.3673594105735672
ACH-000486,-0.29815285013336634
ACH-000487,-0.4078914181405652
ACH-000488,-0.4099795312884516
ACH-000490,-0.5753926490880459
ACH-000491,-0.4168964510381831
ACH-000495,-0.3682267060290655
ACH-000496,-0.37164499061830814
ACH-000499,-0.5977818746496784
ACH-000500,-0.18173809475202085
ACH-000502,-0.4710836031274836
ACH-000503,-0.7408069377799329
ACH-000505,-0.6823140712079512
ACH-000507,-0.738592876973419
ACH-000510,-0.4742091394630482
ACH-000511,-0.4426466526775497
ACH-000512,-0.3525878487107545
ACH-000516,-0.5328915039513258
ACH-000517,-0.6068096102820276
ACH-000518,-0.4381938965775012
ACH-000520,-0.7012830498783805
ACH-000521,-0.544314021381956
ACH-000522,-0.5448198345632915
ACH-000524,-0.4678016766098917
ACH-000527,-0.4675967501012842
ACH-000528,-0.479256619486966
ACH-000537,-0.2265941611108073
ACH-000541,-0.5255248045844084
ACH-000542,-0.5559881310096455
ACH-000544,-0.5650588339982245
ACH-000545,-0.5594930924292937
ACH-000547,-0.7366479318351865
ACH-000548,-0.6132569913277374
ACH-000549,-0.4296306380889421
ACH-000550,-0.4215990338773472
ACH-000552,-0.4830343224827898
ACH-000556,-0.5035288768692934
ACH-000557,-0.4241937576756196
ACH-000569,-0.4946581539621507
ACH-000570,-0.4163484325161441
ACH-000571,-0.5337384877203689
ACH-000573,-0.7015474500739849
ACH-000576,-0.4987493863603915
ACH-000579,-0.9625518168030484
ACH-000580,-0.809251344884817
ACH-000584,-0.4868968865197661
ACH-000585,-0.5583639289623714
ACH-000588,-0.3439630776799574
ACH-000589,-0.5351829011551266
ACH-000591,-0.5625114204235828
ACH-000593,-0.5528557538926162
ACH-000600,-0.6722676486509909
ACH-000601,-0.4057147421295849
ACH-000605,-0.5812485499260857
ACH-000606,-0.6059558331579605
ACH-000608,-0.5642825194762656
ACH-000614,-0.6401401850097985
ACH-000616,-0.4969499292270112
ACH-000618,-0.6155438073548911
ACH-000619,-0.6318602762847997
ACH-000620,-0.5119009597380183
ACH-000621,-0.6339182465729247
ACH-000622,-0.5656629196400444
ACH-000623,-0.4693768400039538
ACH-000624,-0.5868790591312095
ACH-000627,-0.567734673559473
ACH-000630,-0.4214171849682043
ACH-000631,-0.5441522207880944
ACH-000632,-0.3659320501538527
ACH-000633,-0.42024686579569803
ACH-000637,-0.7199187083137257
ACH-000638,-0.5766615807365779
ACH-000646,-0.3008438711898885
ACH-000647,-0.5978232167663141
ACH-000648,-0.9176643970384224
ACH-000649,-0.498590831653036
ACH-000651,-0.4228162751134221
ACH-000652,-0.6289235634231853
ACH-000653,-0.4398426010306757
ACH-000657,-0.5602547777175335
ACH-000658,-0.3889157803615916
ACH-000661,-0.6042037815964427
ACH-000662,-0.32042607757604497
ACH-000663,-0.4826495669006569
ACH-000665,-0.4919519207904772
ACH-000671,-0.4230432587583479
ACH-000672,-0.47000701115585797
ACH-000673,-0.6151110036154084
ACH-000676,-0.4902633393163128
ACH-000677,-0.5839106392206905
ACH-000681,-0.5850650922097413
ACH-000683,-0.4187821541278953
ACH-000684,-0.7509507914947976
ACH-000688,-0.2622524485220715
ACH-000693,-0.4666429802544816
ACH-000694,-0.4861283250352196
ACH-000695,-0.6242176685190185
ACH-000696,-0.5698511209692939
ACH-000697,-0.4938765918495927
ACH-000699,-0.7645554970413465
ACH-000701,-0.5823440043043636
ACH-000706,-0.6887745120484307
ACH-000711,-0.5693529867766469
ACH-000713,-0.3294556270595082
ACH-000714,-0.565108788312792
ACH-000718,-0.5523422074903546
ACH-000720,-0.533363961342039
ACH-000721,-0.270745221068505
ACH-000724,-0.6447108206084301
ACH-000725,-0.5753996956308933
ACH-000732,-0.6723402043590304
ACH-000734,-0.4886028104115708
ACH-000735,-0.6954844230895546
ACH-000736,-0.5366044560253854
ACH-000738,-0.3251037358553611
ACH-000746,-0.48088041987193897
ACH-000747,-0.32001566244641944
ACH-000748,-0.5472630957520214
ACH-000753,-0.2521022163215473
ACH-000756,-0.5169770856479169
ACH-000757,-0.433046048405602
ACH-000758,-0.4919058273282456
ACH-000760,-0.4492971169782613
ACH-000762,-0.8958991377326563
ACH-000763,-0.4322672811561766
ACH-000764,-0.3198261590832273
ACH-000765,-0.5438912387894675
ACH-000766,-0.5309962372728562
ACH-000767,-0.4986362848537188
ACH-000768,-0.5186473576809865
ACH-000769,-0.519963296585543
ACH-000770,-0.4880488034893773
ACH-000771,-0.4892557509690806
ACH-000773,-0.5415225701450556
ACH-000776,-0.534549739680927
ACH-000777,-0.4201367179538179
ACH-000778,-0.63853435123706
ACH-000781,-0.5205133908752195
ACH-000782,-0.5738878283321805
ACH-000783,-0.38144956626547866
ACH-000784,-0.4453255516170605
ACH-000785,-0.538513998954192
ACH-000787,-0.6539103923302834
ACH-000788,-0.5372447432277754
ACH-000791,-0.4790489607181865
ACH-000792,-0.5590274209756658
ACH-000794,-0.5415552144965106
ACH-000796,-0.4424839117754004
ACH-000798,-0.4168124396633557
ACH-000799,-0.6585719614149725
ACH-000800,-0.5595562725460961
ACH-000802,-0.5040416284609214
ACH-000804,-0.653435943476399
ACH-000805,-0.7637066890706868
ACH-000809,-0.4830357747148597
ACH-000810,-0.6352137620760081
ACH-000811,-0.4160847004345346
ACH-000817,-0.4230704672279007
ACH-000819,-0.6232819212209949
ACH-000820,-0.5857689033891461
ACH-000821,-0.7731072575164885
ACH-000822,-0.4763778523784491
ACH-000823,-0.4783909390919165
ACH-000824,-0.4875410657073097
ACH-000827,-0.6429284325017793
ACH-000829,-0.4219093338426389
ACH-000831,-0.3372395423474013
ACH-000832,-0.3463496477241847
ACH-000833,-0.6678697501014098
ACH-000834,-0.6376248334579943
ACH-000835,-0.4325096771610604
ACH-000836,-0.4734328591144874
ACH-000837,-0.4449812934184008
ACH-000838,-0.5983045351987603
ACH-000839,-0.5276316991735909
ACH-000840,-0.5219178280008908
ACH-000841,-0.4556729276490116
ACH-000843,-0.4865686277829949
ACH-000846,-0.44561836737536586
ACH-000847,-0.352009480355774
ACH-000848,-0.5381651957275924
ACH-000849,-0.5823017718225137
ACH-000851,-0.37419264317086
ACH-000855,-0.4328076386202153
ACH-000856,-0.7502184463808138
ACH-000858,-0.5180117536431025
ACH-000859,-0.3540351674036405
ACH-000861,-0.7148933907880215
ACH-000862,-0.4564660970890917
ACH-000865,-0.49574073755118897
ACH-000866,-0.4807308745842692
ACH-000867,-0.33912001205909603
ACH-000869,-0.4765674813747846
ACH-000872,-0.4555557751008426
ACH-000873,-0.4023410358721877
ACH-000876,-0.520972310019035
ACH-000878,-0.5889898223168814
ACH-000880,-0.5220508757632698
ACH-000881,-0.5924873064073973
ACH-000882,-0.622277490067711
ACH-000884,-0.5860501148765281
ACH-000885,-0.6896601881700438
ACH-000887,-0.5506350275716337
ACH-000889,-0.3184860748090653
ACH-000896,-0.5670995164574523
ACH-000898,-0.5085679543015019
ACH-000900,-0.34859615377703673
ACH-000901,-0.6182247861119996
ACH-000905,-0.4452203026089461
ACH-000906,-0.5057357558962935
ACH-000907,-0.4760567584350333
ACH-000910,-0.4406209050036447
ACH-000911,-0.41018989590548177
ACH-000912,-0.44255428029645294
ACH-000913,-0.460853438798462
ACH-000915,-0.5555134195396031
ACH-000916,-0.4858156208145489
ACH-000917,-0.4602210300128579
ACH-000920,-0.18234627849770887
ACH-000921,-0.5080615121113389
ACH-000924,-0.38129990927118496
ACH-000926,-0.4665011399952033
ACH-000928,-0.6052596045374902
ACH-000929,-0.6560989572832041
ACH-000932,-0.4635002498717089
ACH-000935,-0.7739720348601776
ACH-000936,-0.469827075301852
ACH-000937,-0.4140566377421169
ACH-000938,-0.7297551571826979
ACH-000939,-0.7539421482210474
ACH-000941,-0.35859900373195597
ACH-000943,-0.4877239277148664
ACH-000946,-0.3963308308053427
ACH-000947,-0.4515002685526576
ACH-000948,-0.4527217191479755
ACH-000950,-0.6547357080043753
ACH-000953,-0.4580499227978
ACH-000954,-0.31844732752247945
ACH-000957,-0.4664763863513451
ACH-000958,-0.4226068085776049
ACH-000960,-0.6518627815709884
ACH-000963,-0.4452919557009609
ACH-000968,-0.5544868669048366
ACH-000969,-0.4005991951521071
ACH-000972,-0.6948298870408842
ACH-000973,-0.6331402804387256
ACH-000974,-0.3577543559364744
ACH-000978,-0.3330803862003377
ACH-000984,-0.5134237173883419
ACH-000986,-0.4857436164496517
ACH-000988,-0.3296735531781977
ACH-000993,-0.4726126682554742
ACH-000994,-0.4403940103932074
ACH-000996,-0.4241048120326044
ACH-001001,-0.44562509502554376
ACH-001020,-0.3430592151180396
ACH-001028,-0.4220756505126637
ACH-001031,-0.7480901308090606
ACH-001038,-0.5981483824521577
ACH-001048,-0.4619745431575199
ACH-001050,-0.4582752154091788
ACH-001053,-0.7959991863091908
ACH-001054,-0.4740868310357091
ACH-001061,-0.480871597023984
ACH-001067,-0.7043932236453493
ACH-001075,-0.6323251991204475
ACH-001096,-0.3812796074485214
ACH-001111,-0.4009537315270705
ACH-001119,-0.5502909056607317
ACH-001128,-0.7847472974860379
ACH-001134,-0.6842415389773792
ACH-001151,-0.6738030678115293
ACH-001163,-0.4748099565395359
ACH-001164,-0.6529584493012579
ACH-001183,-0.2875657096355279
ACH-001192,-0.4106362261763933
ACH-001193,-0.7058829298113968
ACH-001196,-0.6521946404331654
ACH-001197,-0.6172707782195554
ACH-001205,-0.7768540321518913
ACH-001211,-0.7099640459061111
ACH-001212,-0.7477798986578511
ACH-001228,-0.3517365667922646
ACH-001232,-0.36773382730696796
ACH-001239,-0.3689498924055973
ACH-001270,-0.2442429988612729
ACH-001274,-0.5642223344936276
ACH-001275,-0.31792576257025706
ACH-001277,-0.4531729167423029
ACH-001278,-0.7116221435628672
ACH-001280,-0.9916818299339748
ACH-001283,-0.4489212520354157
ACH-001289,-0.4143922580983987
ACH-001300,-0.5189809287696422
ACH-001301,-0.6076007376479292
ACH-001302,-0.8203700756674636
ACH-001306,-0.37880749831194604
ACH-001318,-0.3662864299651252
ACH-001322,-0.5703695128348285
ACH-001328,-0.5670825201224794
ACH-001332,-0.3463843088352335
ACH-001336,-0.5799620864596662
ACH-001346,-0.5232870753871397
ACH-001353,-0.5938254840512981
ACH-001354,-0.6771973847058634
ACH-001367,-0.3044614770686966
ACH-001368,-0.4796414499692978
ACH-001374,-0.34884529604683145
ACH-001377,-0.5828600489595859
ACH-001380,-0.6155631206336449
ACH-001391,-0.36566759391618464
ACH-001408,-0.43259821075249627
ACH-001430,-0.42087246950212026
ACH-001431,-0.6282756604447716
ACH-001450,-0.49488004602920505
ACH-001496,-0.5888614124117991
ACH-001500,-0.3621516450579215
ACH-001523,-0.6200726627642423
ACH-001532,-0.4682885574560409
ACH-001550,-0.3801921066522856
ACH-001552,-0.5496902951023375
ACH-001554,-0.5355604393117152
ACH-001654,-0.49710339167911105
ACH-001735,-0.3739564888559178
ACH-001736,-0.5727809654361219
ACH-001737,-0.3894345668149493
ACH-001740,-0.6483533802518107
ACH-001745,-0.5404985222876575
ACH-001765,-0.6374923723936478
