,NPY (4852)
ACH-000004,0.101210679564774
ACH-000005,-0.01648161167675819
ACH-000007,-0.03549865427455942
ACH-000009,-0.0654621552961969
ACH-000011,-0.21856819488189735
ACH-000012,-0.12833498091515394
ACH-000013,-0.07080740002777462
ACH-000014,-0.18382119936941127
ACH-000015,-0.020762556799553515
ACH-000017,-0.10747064734496024
ACH-000018,-0.16876006081293085
ACH-000019,-0.007147148663218843
ACH-000021,-0.11204355631204783
ACH-000022,-0.14604301019006188
ACH-000025,-0.09035125161023687
ACH-000028,-0.1773893600718669
ACH-000030,-0.09553532846811397
ACH-000035,-0.21463865373051472
ACH-000036,0.06294237822241837
ACH-000037,-0.07551428854091946
ACH-000039,-0.15530167427021496
ACH-000040,-0.11114119078040928
ACH-000041,-0.05845573369445833
ACH-000042,-0.22459972713597745
ACH-000045,-0.017626308464949374
ACH-000047,-0.16501342688291618
ACH-000052,-0.06581808860486016
ACH-000053,-0.08398726017451086
ACH-000054,-0.1979560724463411
ACH-000055,0.02156178103124283
ACH-000060,-0.11729119045060946
ACH-000067,-0.1710675607696069
ACH-000070,-0.00821172054399317
ACH-000075,-0.09094163476226193
ACH-000078,-0.205440511074665
ACH-000082,-0.05938853201540106
ACH-000085,-0.4454541716478184
ACH-000086,-0.027867339944921788
ACH-000087,-0.06410398709289819
ACH-000092,0.06698448132879936
ACH-000095,-0.062054847480656226
ACH-000097,-0.057866153541650436
ACH-000098,-0.12552791984324133
ACH-000099,-0.23238199927101455
ACH-000108,-0.20806657993332567
ACH-000113,-0.09528206959803852
ACH-000116,-0.10671452730442628
ACH-000118,-0.008849473358295869
ACH-000120,-0.16887108037677834
ACH-000123,-0.05024822415061882
ACH-000127,-0.118359503340437
ACH-000128,-0.33299803481168155
ACH-000132,0.07543472005810131
ACH-000133,-0.13212142029853582
ACH-000137,-0.31917009005818103
ACH-000138,-0.15106066185392128
ACH-000142,-0.16996214217428618
ACH-000143,-0.14889626480286827
ACH-000146,-0.14784572172595115
ACH-000148,-0.029833947202079675
ACH-000150,-0.0654312625598488
ACH-000152,-0.1050779893180724
ACH-000153,-0.1046575744045228
ACH-000159,-0.13294727887527413
ACH-000160,-0.16774061886459038
ACH-000163,0.057189878327884004
ACH-000167,-0.12840690337050234
ACH-000168,-0.056247663433132734
ACH-000169,-0.04967995052501397
ACH-000178,-0.1976526888295176
ACH-000183,-0.16455643772750592
ACH-000188,-0.1341588522851896
ACH-000189,-0.025807730542141145
ACH-000190,-0.10551562844445217
ACH-000198,-0.17622063422466305
ACH-000203,-0.2082464856750176
ACH-000204,-0.03932976358558768
ACH-000206,-0.18102814722687585
ACH-000207,-0.0718131128788697
ACH-000208,-0.08415620457140564
ACH-000210,-0.11466275880608935
ACH-000211,-0.1914003965500535
ACH-000215,-0.046133780955082165
ACH-000221,-0.13076050316419846
ACH-000222,0.0011325070398750569
ACH-000223,-0.0798708087407757
ACH-000226,-0.0520662045192137
ACH-000227,-0.029559978481855986
ACH-000228,-0.1771523752759147
ACH-000231,-0.13890021683993525
ACH-000232,-0.11315819638553558
ACH-000233,-0.1841579491225261
ACH-000234,-0.16660674557700325
ACH-000235,-0.03587986879629571
ACH-000237,-0.18637643104983026
ACH-000238,-0.12617235600494406
ACH-000242,-0.17083265286396498
ACH-000243,-0.039862359618610496
ACH-000244,-0.05105238298261524
ACH-000246,-0.042306065117295996
ACH-000248,-0.2156003844436048
ACH-000250,-0.16282646554802907
ACH-000251,0.1533229490886293
ACH-000252,-0.11069435999077472
ACH-000253,-0.12872210733260786
ACH-000255,0.02058846043006366
ACH-000256,0.008177699882451088
ACH-000257,-0.02001918467015835
ACH-000258,-0.17825993080035746
ACH-000259,-0.11492943425832625
ACH-000260,-0.03330546229282775
ACH-000261,-0.09537007656643008
ACH-000262,0.0045501136040394605
ACH-000263,-0.04415624995404688
ACH-000264,-0.09837741567221066
ACH-000265,-0.08505133401866015
ACH-000266,-0.16459797228821274
ACH-000272,-0.10411120871533952
