,CLPTM1 (1209)
ACH-000004,-0.2295361359739665
ACH-000005,-0.3515770369096867
ACH-000007,-0.2801672515451505
ACH-000009,-0.3029644636863292
ACH-000011,-0.18577584632377164
ACH-000012,-0.08525365327924014
ACH-000013,-0.26019556072742744
ACH-000014,0.13309594038098044
ACH-000015,-0.2640319561997814
ACH-000017,-0.15594555635075005
ACH-000018,-0.05734223351355822
ACH-000019,-0.18701371268750094
ACH-000021,-0.04820529859399848
ACH-000022,-0.2911671623742547
ACH-000025,-0.19307196720810055
ACH-000028,-0.2357200020501155
ACH-000030,-0.1513609770868406
ACH-000035,-0.1700666492717436
ACH-000036,-0.12842721612075067
ACH-000037,-0.0677573957729713
ACH-000039,-0.10402750964657066
ACH-000040,-0.08087379457450096
ACH-000041,-0.08113524895617724
ACH-000042,-0.12970146968252633
ACH-000045,0.20565393832151416
ACH-000047,-0.10814230625199728
ACH-000052,-0.09404399338743684
ACH-000053,-0.3439760219128098
ACH-000054,-0.23261390095458456
ACH-000055,-0.14120720524229582
ACH-000060,-0.18958142531612526
ACH-000067,0.05579169189685503
ACH-000070,-0.1610267747360345
ACH-000075,-0.1285019508865994
ACH-000078,-0.04520505041023524
ACH-000082,-0.16445594347388606
ACH-000085,-0.15422244505488975
ACH-000086,-0.29959962428003484
ACH-000087,-0.13993106470394368
ACH-000092,-0.2252622916908876
ACH-000095,-0.1373801327781449
ACH-000097,-0.13711236027717075
ACH-000098,-0.15709820922721707
ACH-000099,-0.2696603880815769
ACH-000108,-0.2978032367939821
ACH-000113,0.16858554097298042
ACH-000116,0.005453775378269563
ACH-000118,-0.0536986870861158
ACH-000120,-0.2338790726669596
ACH-000123,-0.20864990163282607
ACH-000127,-0.17088517833339342
ACH-000128,-0.07287796651627981
ACH-000132,-0.1336285595825141
ACH-000133,-0.21527126879216849
ACH-000137,-0.1405319855069928
ACH-000138,-0.09240146089520457
ACH-000142,-0.24943634052015315
ACH-000143,0.008622775109143698
ACH-000146,-0.061783999978470276
ACH-000148,-0.1635223797583358
ACH-000150,-0.0655731073348088
ACH-000152,-0.18695998495854785
ACH-000153,-0.13678313408036816
ACH-000159,-0.2383208477444151
ACH-000160,-0.13286215266053975
ACH-000163,0.002407791222772248
ACH-000167,-0.3736028775002243
ACH-000168,-0.1218720155431069
ACH-000169,-0.27593542268233434
ACH-000178,-0.22801180466924306
ACH-000183,-0.21947350293007836
ACH-000188,-0.041946039727893625
ACH-000189,-0.4350715563763953
ACH-000190,-0.2937052232313273
ACH-000198,-0.12537141445254166
ACH-000203,-0.3076765181841196
ACH-000204,-0.3352706780826179
ACH-000206,-0.3337265535877388
ACH-000207,-0.03074159722552845
ACH-000208,-0.2495885933755682
ACH-000210,-0.4083417634494035
ACH-000211,-0.1789914841371115
ACH-000215,-0.1681289049735118
ACH-000221,-0.1869742984039518
ACH-000222,-0.1860221741623289
ACH-000223,-0.14371075713546913
ACH-000226,-0.1970748299460192
ACH-000227,-0.15871836015734664
ACH-000228,-0.31916169028291963
ACH-000231,-0.13655740311237718
ACH-000232,-0.08744295634204054
ACH-000233,-0.1928633794994628
ACH-000234,-0.12746827296367771
ACH-000235,-0.1614475613547117
ACH-000237,-0.2880614662633919
ACH-000238,0.0787834260085426
ACH-000242,-0.17503941443971432
ACH-000243,-0.2180848749184998
ACH-000244,-0.1551643161712255
ACH-000246,-0.2616661741846065
ACH-000248,-0.3436520871258838
ACH-000250,-0.22435190950867945
ACH-000251,-0.3737437493703481
ACH-000252,-0.33406645418913866
ACH-000253,-0.18314882853507064
ACH-000255,-0.2884884924234244
ACH-000256,-0.19430993085664586
ACH-000257,-0.3030547185489657
ACH-000258,0.08164308301054962
ACH-000259,-0.03396056779053073
ACH-000260,-0.12778140454261486
ACH-000261,-0.193451091675299
ACH-000262,-0.04150770798176474
ACH-000263,-0.24972650870815766
ACH-000264,-0.097396686347933
ACH-000265,-0.06937292470208606
ACH-000266,-0.27334450481505185
ACH-000272,-0.12392857771634372
ACH-000274,-0.14462828586068074
ACH-000277,-0.12688261060252087
ACH-000278,-0.29463299577640273
ACH-000279,-0.04326646141296785
ACH-000280,-0.22831143001085566
ACH-000281,-0.11748984479188125
ACH-000288,-0.07491488780905048
ACH-000291,-0.2828229969328556
ACH-000293,-0.2161248869265675
ACH-000294,0.036364661092452136
ACH-000295,-0.0202125658057567
ACH-000296,-0.3486421985153769
ACH-000302,-0.473727224711655
ACH-000304,-0.4812885603477671
ACH-000307,-0.12668801303208807
ACH-000308,-0.2523575434553679
ACH-000310,-0.2545367828190549
ACH-000311,-0.2901741946138311
ACH-000312,-0.15906606460146872
ACH-000315,-0.10830507744624757
ACH-000316,-0.05204609096086765
ACH-000317,0.11588022953727332
ACH-000318,-0.4561855148413195
ACH-000319,-0.318483155260012
ACH-000320,-0.2054557902126049
ACH-000322,0.06974160543376827
ACH-000323,-0.26862025595516137
ACH-000324,-0.2102471964730933
ACH-000329,-0.010974036540932972
ACH-000330,-0.02612840103670095
ACH-000331,-0.09487333694952177
ACH-000332,-0.18286498492714395
ACH-000334,-0.022896452616435456
ACH-000335,-0.17266004539222712
ACH-000336,-0.2258387220793494
ACH-000337,-0.2264552878710441
ACH-000338,-0.131834219975427
ACH-000339,-0.12147897955363902
ACH-000341,-0.13105116466787184
ACH-000348,-0.19137647782514175
ACH-000350,-0.14074810071705365
ACH-000352,-0.10425412934566668
ACH-000356,-0.053669470232068715
ACH-000361,0.04256387134650332
ACH-000362,-0.02081697937725034
ACH-000363,-0.07095413041963182
ACH-000364,0.05617920146305883
ACH-000365,-0.16126527954976547
ACH-000366,-0.20086381521663332
ACH-000368,-0.17798830786439265
ACH-000374,-0.12308800195845525
ACH-000375,-0.22882530440194004
ACH-000376,-0.12430583293167642
ACH-000381,-0.30796423292232283
ACH-000383,-0.15032000460240846
ACH-000387,-0.0987623983076897
ACH-000389,-0.2343217785664008
ACH-000390,-0.03709407898954899
ACH-000393,-0.15228335556694175
ACH-000395,-0.35877445496057503
ACH-000396,-0.29547779859591805
ACH-000397,-0.1043855343986292
ACH-000401,-0.15505331221789212
ACH-000402,0.1919865047940319
ACH-000403,-0.1459136947174588
ACH-000404,0.13335212208101602
ACH-000406,-0.152522431628771
ACH-000407,-0.1904674781339684
ACH-000408,-0.14826286961365973
ACH-000410,-0.0704642791361445
ACH-000411,-0.22650775815403146
ACH-000414,-0.17852486802388395
ACH-000415,-0.16608221671670956
ACH-000416,-0.21870627689821376
ACH-000420,-0.058910205440266074
ACH-000421,-0.13303255264513852
ACH-000424,-0.03269473530416564
ACH-000425,-0.058129991201433376
