,DRAP1 (10589)
ACH-000294,-0.8092494314313207
ACH-000295,-0.7904275139721595
ACH-000296,-0.26462429861210995
ACH-000302,-0.23978911024672164
ACH-000304,-0.4304103686224143
ACH-000307,-0.5706734270144546
ACH-000308,-0.403669809462876
ACH-000310,-0.36591560136473256
ACH-000311,-0.42569463224784254
ACH-000312,-0.40848776563854855
ACH-000315,-0.5462944083983945
ACH-000316,-0.7487515212880784
ACH-000317,-0.9529628160058088
ACH-000318,-0.7018089249078274
ACH-000319,-0.3648628408351951
ACH-000320,-0.2846319316936453
ACH-000322,-0.5277741831417669
ACH-000323,-0.3189234972694358
ACH-000324,-0.3961965167445082
ACH-000329,-0.06865984050912878
ACH-000330,-0.5375270188141049
ACH-000331,-0.6890180889860797
ACH-000332,-0.5494561869877793
ACH-000334,-0.5352667839488956
ACH-000335,-0.22651032564954005
ACH-000336,-0.5612756467302299
ACH-000337,-0.3648377859528036
ACH-000338,-0.4636781463636998
ACH-000339,-0.4289582348109503
ACH-000341,-0.5072854102226668
ACH-000348,-0.3786173410001466
ACH-000350,-0.46991485185011
ACH-000352,-0.4253222328238636
ACH-000356,-0.4013695794699443
ACH-000361,0.14635501237790352
ACH-000362,-0.6867037931887845
ACH-000363,-0.33903780491715346
ACH-000364,-0.6044884909708016
ACH-000365,-0.644149946662346
ACH-000366,-0.3926048357515207
ACH-000368,-0.5863611219324084
ACH-000374,-0.681328348159291
ACH-000375,-0.35196680268188546
ACH-000376,-0.6414431998980618
ACH-000381,-0.5197682198775235
ACH-000383,-0.5150989171985645
ACH-000387,-0.2724586409866225
ACH-000389,-0.2497045871685201
ACH-000390,-0.3802099314780397
ACH-000393,-0.08492895327716482
ACH-000395,-0.95633935676364
ACH-000396,-0.3029642367394092
ACH-000397,-0.6884681257038099
ACH-000401,-0.3087428871033476
ACH-000402,-0.4931170103707069
ACH-000403,-0.3968858699234972
ACH-000404,-0.6629298345250985
ACH-000406,-0.5651561552619412
ACH-000407,-0.3945006964935671
ACH-000408,-0.5211019854315038
ACH-000410,-0.5197900304020725
ACH-000411,-0.5250338453511568
ACH-000414,-0.5437467538416889
ACH-000415,-0.5935708180451791
ACH-000416,-0.4108135627877833
ACH-000420,-0.3607586060845104
ACH-000421,-0.5791884930321491
ACH-000424,-0.31315696161748696
ACH-000425,-0.4802192285487368
ACH-000426,-0.9339623495259533
ACH-000427,-0.3239566930307892
ACH-000433,-0.4706864031092289
ACH-000435,-0.6839616369649179
ACH-000436,-0.685878976180075
ACH-000444,-0.3629248751150174
ACH-000445,-0.5993435334213113
ACH-000448,-0.3901997706611935
ACH-000450,-0.5671340727994225
ACH-000452,-0.5983942176054674
ACH-000454,-0.6119639500216755
ACH-000458,-0.5699233122118348
ACH-000459,-0.32144016935477426
ACH-000460,-0.6466512428284634
ACH-000461,-0.5055523607642954
ACH-000463,-0.3948423541411613
ACH-000464,-0.5943042080174169
ACH-000466,-0.5899756897669655
ACH-000467,-0.36487352017186414
ACH-000468,-0.6305308811991303
ACH-000469,-0.07426353696373189
ACH-000470,-0.5773510376040727
ACH-000471,-0.8672160539347228
ACH-000472,-0.5854417357190171
ACH-000473,-0.3868380528803507
ACH-000475,-0.28850749775613965
ACH-000476,-0.5185905532109052
ACH-000477,-0.6453959695167739
ACH-000479,-1.1932133469337098
ACH-000480,-0.5267244564312117
ACH-000481,-0.40989660903971387
ACH-000483,-0.3019102307583858
ACH-000484,-0.5073530566840347
ACH-000485,-0.6295910045948551
ACH-000486,-0.67995162123346
ACH-000487,-0.19091316557061827
ACH-000488,-0.298401012961416
ACH-000490,-0.5667770692432718
ACH-000491,-0.589192197203416
ACH-000495,-0.4638493642410507
ACH-000496,-0.4495445688859235
ACH-000499,-0.6614348990320627
ACH-000500,-0.7937458957394565
ACH-000502,-0.3189307910653291
ACH-000503,-0.7497974440860913
ACH-000505,-0.4419369884662006
ACH-000507,-0.36155512097772
ACH-000510,-0.5960626816381124
ACH-000511,-0.4684219535093879
ACH-000512,-0.7379439707604261
ACH-000516,-0.4184538664364872
ACH-000517,-0.340662869181293
ACH-000518,-0.7032023866322435
ACH-000520,-0.4363549666910119
ACH-000521,-0.3912206259647804
ACH-000522,-0.3598381085792449
ACH-000524,-0.16053231901209694
ACH-000527,-0.4309797376943215
ACH-000528,-0.5773957731715614
ACH-000537,-0.5031191352112705
ACH-000541,-0.3261299134302594
ACH-000542,-0.30022363384940154
ACH-000544,-0.7070619805933496
ACH-000545,-0.5812369884376951
ACH-000547,-0.7800106015815349
ACH-000548,-0.3713066878236394
ACH-000549,-0.41700733061226203
ACH-000550,-0.34973278087918785
ACH-000552,-0.4904778254906268
ACH-000556,-0.4848205664993411
ACH-000557,-0.3908448005819475
ACH-000569,-0.4255919005619265
ACH-000570,-0.5878371639873067
ACH-000571,-0.3212908543603013
ACH-000573,-0.08108098973181965
ACH-000576,-0.7639699050246535
ACH-000579,-0.3873439742941212
ACH-000580,-0.3559099600611699
ACH-000584,-0.3685315468119461
ACH-000585,-0.4329650383731111
ACH-000588,-0.9402866513342776
ACH-000589,-0.255486151565945
ACH-000591,-0.4026958954720001
ACH-000593,-0.3155118831397643
ACH-000600,-0.3396974184072424
ACH-000601,-0.3774329879240246
ACH-000605,-0.32826318265871324
ACH-000606,-0.4527076358524221
ACH-000608,-0.3754620430234911
ACH-000614,-0.6624850519332509
ACH-000616,-0.5849539208202494
ACH-000618,-0.4415266705259133
ACH-000619,-0.5776725052991449
ACH-000620,-0.4918898526630959
ACH-000621,-0.2061251965761136
ACH-000622,-0.5794685708803761
ACH-000623,-0.5569627302429903
ACH-000624,-0.37232413874394543
ACH-000627,-0.3816284347221428
ACH-000630,-0.4795382929289444
ACH-000631,-0.11581314223452867
ACH-000632,-0.5506895514883827
ACH-000633,-0.2076544030308261
ACH-000637,-0.3506002745719456
ACH-000638,-0.6414446278173954
ACH-000646,-0.500004625085463
ACH-000647,-0.3613758097575627
ACH-000648,-0.6415283021097676
ACH-000649,-0.4373489565159342
ACH-000651,-0.1473423312128527
ACH-000652,-0.7903764525524111
ACH-000653,-0.7597665573038047
ACH-000657,-0.3890903516399341
ACH-000658,-0.6308395653904699
ACH-000661,-0.676167048121347
ACH-000662,-0.09002207311368489
ACH-000663,-0.2605428008462968
ACH-000665,-0.5874882533556116
ACH-000671,0.1623677184815901
ACH-000672,-0.7092636721137187
ACH-000673,-0.3918607145310991
ACH-000676,-0.7013232968762568
ACH-000677,-0.4920530184567186
ACH-000681,-0.10352791973875447
ACH-000683,-0.6185408902073402
ACH-000684,-0.5460482468590531
ACH-000688,-0.3375949411561825
ACH-000693,-0.24776378892891696
ACH-000694,-0.4267484541350231
ACH-000695,-0.2683942195044072
ACH-000696,-0.2437706829070123
ACH-000697,-0.5289299998649469
ACH-000699,-0.2952612882015249
ACH-000701,-0.6388478582426856
ACH-000706,-0.38462364450282893
ACH-000711,-0.4320967224442962
ACH-000713,-0.7679434150449518
ACH-000714,-0.41998452598607455
ACH-000718,-0.7147846720796378
ACH-000720,-0.18581864235683
ACH-000721,-0.595319548244574
ACH-000724,-0.12898148648661767
ACH-000725,-0.487241630963648
ACH-000732,-0.3530451383617996
ACH-000734,-0.3779013045876588
ACH-000735,-0.6947067397874148
ACH-000736,-0.37892263791145775
ACH-000738,-0.389839667368971
ACH-000746,-0.2398973135077889
ACH-000747,-0.5460867834382193
ACH-000748,-0.3788383119947237
ACH-000753,-0.5896641525241901
ACH-000756,-0.3932064057289972
ACH-000757,-0.5562542008015537
ACH-000758,-0.4083413849173862
ACH-000760,-0.7995417582823621
ACH-000762,-0.9008978147030622
ACH-000763,-0.7226231174698253
ACH-000764,-0.4544094907165389
ACH-000765,-0.6334259281152503
ACH-000766,-0.4437487329187593
ACH-000767,-0.2547308604848605
ACH-000768,-0.5698503600764387
ACH-000769,-0.7955830648650383
ACH-000770,-0.5047210827929074
ACH-000771,-0.7471678007835089
ACH-000773,0.14335872252672244
ACH-000776,-0.4093207557259992
ACH-000777,-0.6882574767497573
ACH-000778,-0.6073217973541222
ACH-000781,-0.4516655551768293
ACH-000782,-0.33303882456606865
ACH-000783,-0.3648843107228744
ACH-000784,-0.5436653289590956
ACH-000785,-0.4125974094034826
ACH-000787,-0.3677094010579133
ACH-000788,-0.4881930221693057
ACH-000791,-0.4814130381822478
ACH-000792,-0.4642072807943273
ACH-000794,-0.6061600214192829
ACH-000796,-0.5076170701888914
ACH-000798,-0.590771530240003
ACH-000799,-0.2838817807351262
ACH-000800,-0.2412796125209315
ACH-000802,-0.4494236357627644
ACH-000804,-0.5350313980009997
ACH-000805,-0.6323692980966407
ACH-000809,-0.5601048294904756
ACH-000810,-1.0794304833805228
ACH-000811,-0.4361563930678457
ACH-000817,-0.6432993507297254
ACH-000819,-0.400229959738274
ACH-000820,-0.2759614623213888
ACH-000821,-0.31027555930756784
ACH-000822,-0.5350784772916742
ACH-000823,-0.5510967171886558
ACH-000824,-0.3416313056377855
ACH-000827,-0.40073640591377496
ACH-000829,-0.5269829671742347
ACH-000831,-0.3512683138876353
ACH-000832,-0.484468999028707
ACH-000833,-0.17399963496756032
ACH-000834,-0.7356552249900992
ACH-000835,-0.4455446521396424
ACH-000836,-0.6421935604940707
ACH-000837,-0.2393914028908285
ACH-000838,-0.7265819513836534
ACH-000839,-0.6778914728765892
ACH-000840,-0.2378746371445989
ACH-000841,-0.4600181963350547
ACH-000843,-0.6824712710439134
ACH-000846,-0.3653655412000274
ACH-000847,-0.4594744798692661
ACH-000848,-0.5327349487064358
ACH-000849,-0.2614285649100608
ACH-000851,-0.2617218614526817
ACH-000855,-0.2886447424812794
ACH-000856,-0.665113792976886
ACH-000858,-0.6359694210786755
ACH-000859,-0.4544907406495491
ACH-000861,-0.532656592624884
ACH-000862,-0.2352942585306681
ACH-000865,-0.496926407924916
ACH-000866,-0.34988959055066066
ACH-000867,-0.3394434865350905
ACH-000869,-0.5178249873762267
ACH-000872,-0.5742709981183327
ACH-000873,-0.4682194209925836
ACH-000876,-0.3833758111735209
ACH-000878,-0.4706177076737909
ACH-000880,-0.443752156538684
ACH-000881,-0.3465174104621101
ACH-000882,-0.6405300036683714
ACH-000884,-0.5164064269682495
ACH-000885,-0.3757399989754374
ACH-000887,-0.376360309976037
ACH-000889,-0.8435766165516713
ACH-000896,-0.35245220847514225
ACH-000898,0.06714267500903093
ACH-000900,-0.4991799194354967
ACH-000901,-0.6922991380919801
ACH-000905,-0.4475715050594282
ACH-000906,-0.4773295151637488
ACH-000907,-0.31555338601058325
ACH-000910,-0.4694527505288466
ACH-000911,-0.4774774316105813
ACH-000912,-0.7125510278625039
ACH-000913,-0.6375105810541077
ACH-000915,-0.6075064520957109
ACH-000916,-0.6420344801492044
ACH-000917,-0.3514464957597057
ACH-000920,-0.2613552740399823
ACH-000921,-0.6153546359755155
ACH-000924,0.14846047292778752
ACH-000926,-0.2806044889969489
ACH-000928,-0.14945316933720126
ACH-000929,-0.6211732560023948
ACH-000932,-0.3323558923149707
ACH-000935,-0.4670519162447895
ACH-000936,-0.3502227306622063
ACH-000937,-0.07654133959637874
ACH-000938,-0.6542158102617184
ACH-000939,-0.5266172455452567
ACH-000941,-0.24751500293105205
ACH-000943,-0.5694524114441715
ACH-000946,-0.1844743892201081
ACH-000947,-0.3320521523265567
ACH-000948,-0.5041794276288389
ACH-000950,-0.4934303566503907
ACH-000953,-0.5393390372762911
ACH-000954,-0.27884485861345937
ACH-000957,-0.3669480906104035
ACH-000958,-0.4467541386077508
ACH-000960,-0.0932026915700478
ACH-000963,-0.5791931833583229
ACH-000968,-0.4666027698609351
ACH-000969,-0.34794896026266425
ACH-000972,-0.3701256445769432
ACH-000973,-0.3266869650921508
ACH-000974,-0.20609673067103776
ACH-000978,-0.306223229382838
ACH-000984,-0.5061450453010095
ACH-000986,-0.4648212280168398
ACH-000988,-0.2345414234235031
ACH-000993,-0.6855746507147198
ACH-000994,-0.43938431452952814
ACH-000996,-0.6809617487834395
ACH-001001,-0.1676671253556783
ACH-001020,-0.5441154197125194
ACH-001028,-0.1430806605658557
ACH-001031,-0.6808994849467894
ACH-001038,-0.3685314193513669
ACH-001048,-0.4615308784420784
ACH-001050,-0.4717071768459729
ACH-001053,-0.3886534761642053
ACH-001054,-0.4644863202225442
ACH-001061,-0.7573482330262354
ACH-001067,-0.5254509561166852
ACH-001075,-0.2047530971392376
ACH-001096,0.0494387500383008
ACH-001111,-0.7411191829087395
ACH-001119,-0.3143134595574131
ACH-001128,-0.3651599274601643
ACH-001134,-0.3228249254364075
ACH-001151,-0.3517165171040602
ACH-001163,-0.4339405262117861
ACH-001164,-0.5266382130877026
ACH-001183,-0.4550784690202046
ACH-001192,-0.08609477158826476
ACH-001193,-0.1781697640022765
ACH-001196,-0.37440457754009104
ACH-001197,-0.3532407157464797
ACH-001205,-0.4803483169848792
ACH-001211,-0.2417445014624755
ACH-001212,-0.2913031169785539
ACH-001228,-0.5036295295591603
ACH-001232,-0.5738071720673764
ACH-001239,-0.5742871981693433
ACH-001270,-0.3036938111362859
ACH-001274,-0.4434251656424563
ACH-001275,-0.7836005206599631
ACH-001277,-0.4833444900355665
ACH-001278,-0.31592054690208304
ACH-001280,-0.166871618832671
ACH-001283,-0.6797818183627131
ACH-001289,-0.3750989053830431
ACH-001300,-0.46164909051121
ACH-001301,-0.5834301178150222
ACH-001302,-0.2362405855751739
ACH-001306,-0.5730675316856061
ACH-001318,-0.3139956511390725
ACH-001322,-0.15696442743023226
ACH-001328,-0.42325204225742974
ACH-001332,-0.4969174413777623
ACH-001336,-0.3983935295331896
ACH-001346,-0.7391392968808211
ACH-001353,-0.6793378683889824
ACH-001354,-0.28968724679440183
ACH-001367,-0.3450361408810206
ACH-001368,-0.19184010347571384
ACH-001374,-0.01979831033506249
ACH-001377,-0.4065073652392203
ACH-001380,-0.19390625583394494
ACH-001391,-0.5447076465254592
ACH-001408,-0.7548352554670462
ACH-001430,-0.3609972675960963
ACH-001431,-0.4144695112250363
ACH-001450,-0.4791722936739321
ACH-001496,-0.4841631043592638
ACH-001500,-0.3912230421720127
ACH-001523,-0.5510939826508647
ACH-001532,-0.3849515976527432
ACH-001550,-0.37675655223833576
ACH-001552,-0.1778766588827822
ACH-001554,-0.4529462036589838
ACH-001654,-0.5941148069262365
ACH-001735,-0.3144898554955928
ACH-001736,-0.723196127704636
ACH-001737,-0.018127272060924158
ACH-001740,-0.2896898005602553
ACH-001745,-0.24662486762556896
ACH-001765,-0.16001602713587718
