,NCBP1 (4686)
ACH-000004,-1.3418718533031346
ACH-000005,-1.0011914975862748
ACH-000007,-0.9636302770404062
ACH-000009,-1.0293038640307073
ACH-000011,-0.8761596173788844
ACH-000012,-0.7001687214228
ACH-000013,-1.023028621234888
ACH-000014,-0.9478804573597396
ACH-000015,-1.1795134598395005
ACH-000017,-0.7972972940288101
ACH-000018,-1.0860579009146347
ACH-000019,-0.8281886692462971
ACH-000021,-1.1223186271218222
ACH-000022,-0.7633468070415856
ACH-000025,-0.9221556914989102
ACH-000028,-0.7463296842821177
ACH-000030,-1.0787832349569852
ACH-000035,-1.1718776555927608
ACH-000036,-1.0582606810508286
ACH-000037,-1.2442194693989943
ACH-000039,-0.7261874208366336
ACH-000040,-0.9599886941168624
ACH-000041,-1.142835517877209
ACH-000042,-1.0639136957201627
ACH-000045,-1.0391686737462489
ACH-000047,-1.0144771980727318
ACH-000052,-0.9699105478984096
ACH-000053,-1.0049633797552266
ACH-000054,-1.0070871858931874
ACH-000055,-0.9994935530824172
ACH-000060,-1.175522194936211
ACH-000067,-0.9452886219593428
ACH-000070,-0.8923579623073011
ACH-000075,-0.8787417511484958
ACH-000078,-0.9774649863311384
ACH-000082,-1.0700226562035164
ACH-000085,-0.9481595332146978
ACH-000086,-1.1430872601076412
ACH-000087,-1.0657275086427966
ACH-000092,-1.084698031703614
ACH-000095,-1.0947706497973988
ACH-000097,-0.8534738219654214
ACH-000098,-0.9952411425225244
ACH-000099,-0.9781742757180644
ACH-000108,-1.1783397983792254
ACH-000113,-1.0222137635110409
ACH-000116,-0.8485079945776131
ACH-000118,-0.9695431617639862
ACH-000120,-0.8645225190499047
ACH-000123,-0.95807854659543
ACH-000127,-0.9726596101012324
ACH-000128,-0.9789685953407712
ACH-000132,-0.9021411971504609
ACH-000133,-0.9756939745438225
ACH-000137,-1.2563476925630297
ACH-000138,-1.0431479908262626
ACH-000142,-0.8918498778159866
ACH-000143,-1.0578816907453374
ACH-000146,-0.8550566010537756
ACH-000148,-1.09273922735914
ACH-000150,-0.7365477749980663
ACH-000152,-0.9800848100712636
ACH-000153,-0.8745348389133936
ACH-000159,-1.0319746864705588
ACH-000160,-0.6333541802043539
ACH-000163,-0.9312571883471192
ACH-000167,0.9407012009010638
ACH-000168,-1.0317678082779338
ACH-000169,-0.9686261133604344
ACH-000178,-1.0109683167318215
ACH-000183,-1.2168473585252986
ACH-000188,-0.6904836443866418
ACH-000189,-0.8824944590677898
ACH-000190,-0.791765335607495
ACH-000198,-1.283706717127228
ACH-000203,-1.1496070710521555
ACH-000204,-1.2323318256513978
ACH-000206,-1.1874875241647314
ACH-000207,-0.9533482062923708
ACH-000208,-0.9331048337272884
ACH-000210,-1.3617341113073549
ACH-000211,-0.8109265978482085
ACH-000215,-0.9568710527030116
ACH-000221,-1.193404243632949
ACH-000222,-1.0078718945937637
ACH-000223,-0.9516472932305522
ACH-000226,-1.059152055884054
ACH-000227,-0.6906826627996147
ACH-000228,-1.1110648149685014
ACH-000231,-0.8018432272108876
ACH-000232,-0.8688605381196846
ACH-000233,-1.1028279002422854
ACH-000234,-0.6937822734955532
ACH-000235,-1.096281603027901
ACH-000237,-1.080126971984383
ACH-000238,-1.090827623027133
ACH-000242,-0.8547009697281147
ACH-000243,-0.8519785048078142
ACH-000244,-0.7627361943401372
ACH-000246,-1.0020626786317537
ACH-000248,-0.8823256725181656
ACH-000250,-1.1001668574655101
ACH-000251,-0.9390901036110686
ACH-000252,-1.1624277296386891
ACH-000253,-0.8807263686273009
ACH-000255,-0.9871225992154852
ACH-000256,-1.111432575370031
ACH-000257,-1.1855005056936836
ACH-000258,-0.8200784850544215
ACH-000259,-1.2081835288486125
ACH-000260,-0.9097947625267536
ACH-000261,-1.0617894579568348
ACH-000262,-0.8307942386441214
ACH-000263,-1.1441557437958247
ACH-000264,-1.088058427336736
ACH-000265,-0.8210557613343955
ACH-000266,-0.9870795195991848
ACH-000272,-0.8962084170710052
ACH-000274,-0.8077006922834402
ACH-000277,-0.7776884971486043
ACH-000278,-1.1259802981541265
ACH-000279,-0.8419223286087891
ACH-000280,-1.0348963088355172
ACH-000281,-0.9168371206803364
ACH-000288,-0.7947250921806787
ACH-000291,-0.872798209645808
ACH-000293,-1.0224699272178044
ACH-000294,-1.2081536256511751
ACH-000295,-1.33915153248468
ACH-000296,-0.7397085844277688
ACH-000302,-0.8599586655032968
ACH-000304,-0.9524906830461748
ACH-000307,-0.8521046179401106
ACH-000308,-1.0849939637546673
ACH-000310,-0.8754132183561872
ACH-000311,-0.9897980074339556
ACH-000312,-0.9260450103188771
ACH-000315,-1.296798982200212
ACH-000316,-1.031432408281245
ACH-000317,-0.8920634438292766
ACH-000318,-1.0763525458394474
ACH-000319,-1.0636221052907158
ACH-000320,-0.922459397824131
ACH-000322,-1.1134210679317675
ACH-000323,-1.1334047805323382
ACH-000324,-1.019498923037828
ACH-000329,-1.0088515334534975
ACH-000330,-0.8740662410186525
ACH-000331,-0.9489139485241668
ACH-000332,-0.8082720498295494
ACH-000334,-1.104068054905246
ACH-000335,-1.0287360371834118
ACH-000336,-0.9204007251973942
ACH-000337,-1.1436174245245172
ACH-000338,-0.8588303601270526
ACH-000339,-1.1830026774937477
ACH-000341,-0.9021265371889492
ACH-000348,-0.9064880764497008
ACH-000350,-0.871851340117687
ACH-000352,-0.994772581937538
ACH-000356,-1.2930646665782652
ACH-000361,-1.0910434152963695
ACH-000362,-1.1140332768047367
ACH-000363,-1.087138143747922
ACH-000364,-1.1416232548696008
ACH-000365,-1.1550300570737315
ACH-000366,-1.0368792118865942
ACH-000368,-0.9285392348862664
ACH-000374,-1.057191101288117
ACH-000375,-0.7383449285850668
ACH-000376,-0.8372361149086051
ACH-000381,-1.0237020642324308
