,FOXH1 (8928)
ACH-000004,0.14419069736592535
ACH-000005,0.0929068731620986
ACH-000007,0.01755088859794655
ACH-000009,0.1143115006070926
ACH-000011,-0.015651443062694278
ACH-000012,0.10212263732115144
ACH-000013,0.05935929606747349
ACH-000014,0.10376306687103294
ACH-000015,0.14335923736256953
ACH-000017,-0.13269338848291534
ACH-000018,0.09487050575451453
ACH-000019,0.0309626513029146
ACH-000021,0.05079682244751993
ACH-000022,0.06294749069512152
ACH-000025,-0.0037583659808321243
ACH-000028,0.16296821895810276
ACH-000030,0.02791555407758416
ACH-000035,0.1253243656522391
ACH-000036,-0.12770461233567065
ACH-000037,-0.07269999123891609
ACH-000039,0.0013783428239433554
ACH-000040,-0.13974587223771032
ACH-000041,-0.05638563752117405
ACH-000042,-0.015500297492747271
ACH-000045,-0.11364015053983692
ACH-000047,0.1069978453757093
ACH-000052,0.11061658202338333
ACH-000053,-0.042884445669889325
ACH-000054,-0.10467366283527303
ACH-000055,0.20097698064255207
ACH-000060,-0.0725451166860542
ACH-000067,0.13855738121026226
ACH-000070,0.14550023591112896
ACH-000075,-0.06915247293599369
ACH-000078,-0.10395309515306801
ACH-000082,-0.007487310329855124
ACH-000085,-0.09512268791721427
ACH-000086,0.12638308130698764
ACH-000087,-0.05741742244739977
ACH-000092,-0.13435830971782675
ACH-000095,0.16980059895760025
ACH-000097,-0.03708837954712981
ACH-000098,0.0380937844715603
ACH-000099,-0.011183286418532066
ACH-000108,-0.11037127049208426
ACH-000113,0.11076425229260646
ACH-000116,0.07686435997472463
ACH-000118,0.017233087999573043
ACH-000120,-0.02369126054060605
ACH-000123,-0.0019162469902061726
ACH-000127,0.006644888475905537
ACH-000128,-0.02123851605019364
ACH-000132,0.028587532394336264
ACH-000133,0.051911403026839865
ACH-000137,0.06592311448187807
ACH-000138,0.0610087726580297
ACH-000142,0.033467958787715336
ACH-000143,0.013272440048525685
ACH-000146,-0.004987294780093673
ACH-000148,0.019789811649889414
ACH-000150,-0.24342245505058024
ACH-000152,0.08955787474563047
ACH-000153,0.32731089581318296
ACH-000159,0.05881282555440996
ACH-000160,0.21460547025830487
ACH-000163,-0.036058811666098034
ACH-000167,-0.07044229310396527
ACH-000168,0.031740657564072114
ACH-000169,-0.00023375258887144707
ACH-000178,-0.20515464588134802
ACH-000183,0.09332768642745866
ACH-000188,-0.00725585189157842
ACH-000189,-0.08430314464226682
ACH-000190,0.14760100543684712
ACH-000198,0.06821025785553941
ACH-000203,-0.046390445077149615
ACH-000204,0.10428023372193268
ACH-000206,0.17455350588200014
ACH-000207,-0.16247786324713873
ACH-000208,-0.0837659162123699
ACH-000210,0.10655148564466234
ACH-000211,0.051138133045942336
ACH-000215,0.00806618146957836
ACH-000221,0.122640633947553
ACH-000222,-0.0974415394528124
ACH-000223,-0.1035222292584794
ACH-000226,0.10204346465475546
ACH-000227,0.030728143021269468
ACH-000228,0.1046615797473366
ACH-000231,-0.02404994326400555
ACH-000232,0.03859851257783578
ACH-000233,0.09229620298758608
ACH-000234,-0.19704246513416868
ACH-000235,0.015315374185947332
ACH-000237,0.012326850193864586
ACH-000238,0.03603074639210373
ACH-000242,0.05737344851377755
ACH-000243,-0.02659341829229861
ACH-000244,-0.07091265347651897
ACH-000246,-0.03127887370950006
