,CNTLN (54875)
ACH-000004,-0.5228226125463813
ACH-000005,-0.3135474193097305
ACH-000007,-0.05184977538346132
ACH-000009,-0.0220999782081097
ACH-000011,0.002820763095763796
ACH-000012,0.017618760849492078
ACH-000013,0.054791987146838486
ACH-000014,-0.002015052530646223
ACH-000015,-0.09819641326817648
ACH-000017,0.12739792945364062
ACH-000018,0.05228862360643709
ACH-000019,-0.15512075758857688
ACH-000021,0.002619488389203818
ACH-000022,-0.054317789925250326
ACH-000025,-0.1631382771464809
ACH-000028,-0.013848817356677605
ACH-000030,0.0026056289471185928
ACH-000035,0.011360636741234716
ACH-000036,-0.0978447848410314
ACH-000037,-0.08984628335383141
ACH-000039,0.07231287260894219
ACH-000040,0.10690898806910336
ACH-000041,0.013147364532700555
ACH-000042,-0.07746750159492176
ACH-000045,0.05973909599402026
ACH-000047,-0.09925223091082874
ACH-000052,-0.005875532097017035
ACH-000053,0.033838377287948564
ACH-000054,-0.06352693974376708
ACH-000055,0.022979800846220214
ACH-000060,0.09030275217649246
ACH-000067,-0.08797714177858641
ACH-000070,-0.009461502155746194
ACH-000075,0.08014762513245886
ACH-000078,-0.12554538269582993
ACH-000082,-0.028739727437533013
ACH-000085,-0.14957513870598196
ACH-000086,-0.08704589712144982
ACH-000087,-0.1867775433248409
ACH-000092,0.03820606658386986
ACH-000095,-0.04863926209033352
ACH-000097,0.07144843982346931
ACH-000098,0.1372403402099038
ACH-000099,-0.006848128854326243
ACH-000108,-0.06622744315958304
ACH-000113,-0.04715094210919883
ACH-000116,0.1055992455985756
ACH-000118,-0.008798159527934944
ACH-000120,-0.14835281600548378
ACH-000123,0.028750457597714694
ACH-000127,-0.02440538150572404
ACH-000128,0.03806161378474617
ACH-000132,-0.06443137618208172
ACH-000133,0.06818293940515986
ACH-000137,-0.10910727392352176
ACH-000138,-0.13481585826230094
ACH-000142,0.19177702319681167
ACH-000143,0.10222845762093463
ACH-000146,0.008550525423670373
ACH-000148,-0.07426759895617242
ACH-000150,-0.09356923130042252
ACH-000152,0.008512976403962686
ACH-000153,-0.41964445201192535
ACH-000159,0.011160848908758524
ACH-000160,0.11691389857248345
ACH-000163,0.1189316632438468
ACH-000167,-0.07787474333584371
ACH-000168,0.05012728771750362
ACH-000169,-0.07490018128219605
ACH-000178,-0.006169149701041214
ACH-000183,0.03222249057593032
ACH-000188,-0.09183036976143076
ACH-000189,-0.17076360496039725
ACH-000190,-0.037511107076739186
ACH-000198,-0.15451528515900595
ACH-000203,0.22187750152324284
ACH-000204,0.044191666666456735
ACH-000206,0.13242234442003148
ACH-000207,0.05329728571112094
ACH-000208,-0.12958447818784452
ACH-000210,0.18483507661903195
ACH-000211,-0.07633542907802285
ACH-000215,-0.11661434341867125
ACH-000221,-0.20369159007975807
ACH-000222,0.17362181652516315
ACH-000223,-0.0020360260559457587
ACH-000226,-0.007009442957420693
ACH-000227,-0.08051844356685313
ACH-000228,-0.13870151711683448
ACH-000231,-0.004963006445003439
ACH-000232,-0.08462679493983621
ACH-000233,0.022963241007116362
ACH-000234,-0.03631391834026373
ACH-000235,-0.0008411833093044253
ACH-000237,-0.09078255057283208
ACH-000238,0.03638569542434854
ACH-000242,-0.1569289215823975
ACH-000243,-0.057772940166233085
ACH-000244,0.057751131321672075
ACH-000246,0.05097473043507083
ACH-000248,-0.04026384974686454
ACH-000250,0.021370536731159025
ACH-000251,-0.011523082486787965
ACH-000252,-0.005345752196655102
ACH-000253,0.07352130295444065
ACH-000255,-0.04041152097007754
ACH-000256,0.030528139004758637
ACH-000257,-0.09951756141865688
ACH-000258,-0.054278214140811534
ACH-000259,-0.044806157265398286
ACH-000260,0.01827827188617253
ACH-000261,-0.05401175744068023
ACH-000262,-0.05532669886373795
ACH-000263,-0.006399965480344197
ACH-000264,0.05063732751593128
ACH-000265,-0.25869922896714537
ACH-000266,-0.049483561827803266
ACH-000272,0.004961514545198418
ACH-000274,-0.03855750860969949
ACH-000277,0.08599806407674572
ACH-000278,0.08345793517359908
ACH-000279,-0.046005793115549413
ACH-000280,-0.021741016473074245
ACH-000281,0.09584738167077744
ACH-000288,0.049004456533155466
ACH-000291,-0.14897637436212088
ACH-000293,0.042021006785708435
ACH-000294,0.004939934783395955
ACH-000295,0.009196366159249812
ACH-000296,0.17766251356471294
ACH-000302,0.023305837879348812
ACH-000304,0.06546539429090982
ACH-000307,-0.017585174169263376
ACH-000308,-0.07076471123699911
ACH-000310,-0.11682666151814587
ACH-000311,0.07143924223529473
ACH-000312,-0.04589548408139986
ACH-000315,0.13971458744022425
