,PPP2R4 (5524)
ACH-000004,-0.7570361602698777
ACH-000005,-0.5473283699943334
ACH-000007,-0.8767544510552174
ACH-000009,-0.9832610208189059
ACH-000011,-0.7534087532089837
ACH-000012,-1.136957363159789
ACH-000013,-0.8919672006198222
ACH-000014,-0.9626829372824598
ACH-000015,-0.8273157524371505
ACH-000017,-0.7359193314024937
ACH-000018,-1.0812920206233902
ACH-000019,-0.7158508585712338
ACH-000021,-0.8150355342561307
ACH-000022,-0.8540773152083825
ACH-000025,-0.8442948715575187
ACH-000028,-0.6441822631232632
ACH-000030,-0.5567345633181133
ACH-000035,-0.6122456923858884
ACH-000036,-0.7956778338670161
ACH-000037,-0.5538609542035616
ACH-000039,-0.08634281610750838
ACH-000040,-0.5380067440828158
ACH-000041,-0.9825875295839964
ACH-000042,-0.8503932811672543
ACH-000045,-0.7227652722951812
ACH-000047,-0.7048002841986418
ACH-000052,-0.9662304558485793
ACH-000053,-0.6475669885543399
ACH-000054,-0.7272336132916328
ACH-000055,-1.0578489255378858
ACH-000060,-0.5025610509793239
ACH-000067,-0.7266975981310654
ACH-000070,-1.0011535771328597
ACH-000075,-0.5364520726717061
ACH-000078,-0.6518372770536773
ACH-000082,-0.5426897975761376
ACH-000085,-0.972290778068697
ACH-000086,-0.8236238882743424
ACH-000087,-0.5019051657658877
ACH-000092,-0.6151799108210582
ACH-000095,-0.5155703346174129
ACH-000097,-0.6926488219710379
ACH-000098,-0.18946438401880647
ACH-000099,-0.8218247924577977
ACH-000108,-0.7505854000556248
ACH-000113,-0.8411103871322303
ACH-000116,-0.7194049433716455
ACH-000118,-0.8180964498680016
ACH-000120,-0.5813239003088786
ACH-000123,-0.5707690730473314
ACH-000127,-0.7601039896160593
ACH-000128,-0.7165845795348832
ACH-000132,-0.6770650760381974
ACH-000133,-0.828484305791412
ACH-000137,-0.639662850110198
ACH-000138,-0.8884182903062525
ACH-000142,-0.7922294679404589
ACH-000143,-0.6010958945961163
ACH-000146,-0.6523423498840787
ACH-000148,-0.7686927519249956
ACH-000150,-0.6518844649860015
ACH-000152,-0.6615936061664689
ACH-000153,-0.6904571595467
ACH-000159,-0.6881065886990426
ACH-000160,-0.6726600101357065
ACH-000163,-0.9338230171866154
ACH-000167,-0.28730832200519923
ACH-000168,-0.8492232016590472
ACH-000169,-0.5935289376488019
ACH-000178,-0.7895103775757752
ACH-000183,-0.5526248071694506
ACH-000188,-0.8344500118807325
ACH-000189,-0.9714669358576437
ACH-000190,-1.1312467889811295
ACH-000198,-0.8798579894367022
ACH-000203,-0.35397199014506553
ACH-000204,-0.8177420137546529
ACH-000206,-0.3902281029758343
ACH-000207,-0.8075888366229698
ACH-000208,-1.1234537776764515
ACH-000210,-0.5841882692392825
ACH-000211,-0.4337366818671363
ACH-000215,-0.9264222639027052
ACH-000221,-0.5864523814418133
ACH-000222,-1.1358744002555765
ACH-000223,-0.8694929480926981
ACH-000226,-0.7657634262212409
ACH-000227,-0.6720952045066994
ACH-000228,-0.846323775286352
ACH-000231,-0.5345625375619282
ACH-000232,-0.9395817898945248
ACH-000233,-1.00429669656582
ACH-000234,-0.8622491065932387
