,EEF1G (1937)
ACH-000516,-0.8790479238505865
ACH-000517,-0.8552246283629704
ACH-000518,-0.7348288841497373
ACH-000520,-0.6754578198647895
ACH-000521,-0.74925275147431
ACH-000522,-0.7934509108275795
ACH-000524,-0.8415026052348037
ACH-000527,-0.9695072183205804
ACH-000528,-0.9099611604073938
ACH-000537,-0.9038213498742346
ACH-000541,-0.29231289043183195
ACH-000542,-0.7978268968201258
ACH-000544,-0.8127046667764831
ACH-000545,-0.9891974819482002
ACH-000547,-0.9362556054113108
ACH-000548,-0.8020764704184853
ACH-000549,-0.8455020825041129
ACH-000550,-0.7992839651280322
ACH-000552,-0.7471364959222611
ACH-000556,-0.6712040098757787
ACH-000557,-0.6374168430270116
ACH-000569,-0.465752170620928
ACH-000570,-0.9061980994754888
ACH-000571,-0.6856854756345084
ACH-000573,-0.7867918306891648
ACH-000576,-0.6044340064835365
ACH-000579,-0.705737507270592
ACH-000580,-0.6625082756925933
ACH-000584,-0.7053486135491359
ACH-000585,-0.7892383416535176
ACH-000588,-0.7020812597556755
ACH-000589,-0.7523317083658231
ACH-000591,-0.7318132289322309
ACH-000593,-0.9691880463605116
ACH-000600,-0.8183786254582027
ACH-000601,-0.7945410697339221
ACH-000605,-1.1144595395855663
ACH-000606,-1.09471696736799
ACH-000608,-0.5521838577289745
ACH-000614,-0.6188438954376506
ACH-000616,-0.5727713702389393
ACH-000618,-0.9723103049587828
ACH-000619,-0.8951436609307839
ACH-000620,-0.5044376414224616
ACH-000621,-0.6906184775169397
ACH-000622,-0.7961763370989359
ACH-000623,-0.8149716304238325
ACH-000624,-0.7638259719694092
ACH-000627,-0.7894390618899253
ACH-000630,-0.9029650027179864
ACH-000631,-0.8490472630454884
ACH-000632,-0.9579955142068262
ACH-000633,-0.675414108835547
ACH-000637,-0.9088318961642152
ACH-000638,-0.6700007941880015
ACH-000646,-0.6437832672805743
ACH-000647,-0.8835200838474961
ACH-000648,-1.0488225347285522
ACH-000649,-0.7865302787537621
ACH-000651,-0.7471247531035518
ACH-000652,-0.6775958256959567
ACH-000653,-0.7078205826353361
ACH-000657,-0.8448467364313266
ACH-000658,-0.6284830464267008
ACH-000661,-1.0386914394012583
ACH-000662,-0.2876135915708488
ACH-000663,-0.8705441602439858
ACH-000665,-1.033799099565976
ACH-000671,-0.851822505459612
ACH-000672,-0.7108383903447493
ACH-000673,-0.7073996012417797
ACH-000676,-0.5873352461221351
ACH-000677,-0.6489219915353891
ACH-000681,-0.8117660008580453
ACH-000683,-0.9434054902949649
ACH-000684,-0.8036514348472513
ACH-000688,-0.7347486952185686
ACH-000693,-0.8383246929902815
ACH-000694,-0.8100585562559759
ACH-000695,-0.3329431761745922
ACH-000696,-0.8383654672030381
ACH-000697,-0.4886294798366519
ACH-000699,-0.7061470555214019
ACH-000701,-0.7632333457994832
ACH-000706,-0.6768876998658009
ACH-000711,-0.7507361069677836
ACH-000713,-0.7941297245601371
ACH-000714,-0.7450994113888344
ACH-000718,-0.6977698016907891
ACH-000720,-0.9333220616825016
ACH-000721,-0.8248944401863265
ACH-000724,-1.0532589805271158
ACH-000725,-0.5456563807682605
ACH-000732,-1.1297515724598697
ACH-000734,-0.7176709925927518
ACH-000735,-0.8433265110484411
ACH-000736,-0.7773828911456907
ACH-000738,-0.772647856048871
ACH-000746,-0.8604043313370471
ACH-000747,-0.8991000325899668
ACH-000748,-1.0041518431748608
ACH-000753,-0.8321451247250706
ACH-000756,-0.8296923282329641
ACH-000757,-0.741720708205484
ACH-000758,-1.0354385503487558
ACH-000760,-0.8855567369446672
ACH-000762,-1.0334547056211991
ACH-000763,-0.4737398973454099
ACH-000764,-0.6755076063304499
ACH-000765,-0.6712362394119202
ACH-000766,-0.7123767008629031
ACH-000767,-0.6538320173693327
ACH-000768,-0.8916785433991614
ACH-000769,-0.7092239954291736
ACH-000770,-0.6797394024869162
ACH-000771,-0.9107873493564452
ACH-000773,-0.6961407954634599
ACH-000776,-0.6851829055245184
ACH-000777,-0.8259840204428757
ACH-000778,-0.6783993578079903
ACH-000781,-0.8891199762981701
ACH-000782,-0.8970355765605232
ACH-000783,-0.6525537922059471
ACH-000784,-0.7885856953333329
ACH-000785,-0.8189844964593072
ACH-000787,-0.8072516657620217
ACH-000788,-0.7399293748586241
ACH-000791,-0.8239349630513898
ACH-000792,-0.8560341926244258
ACH-000794,-0.8268248411709529
ACH-000796,-0.7293298613433871
ACH-000798,-0.6436912666423438
ACH-000799,-0.7409694379861228
ACH-000800,-1.0762053090193469
ACH-000802,-0.8102703122522068
ACH-000804,-0.9444128558652748
ACH-000805,-0.6838182195752833
ACH-000809,-0.6656755361498908
ACH-000810,-1.0921419361445537
ACH-000811,-0.7822555771029751
ACH-000817,-0.6971748719592151
ACH-000819,-0.7089609836702573
ACH-000820,-0.9673263378562548
ACH-000821,-0.6362954536629732
ACH-000822,-0.6375731677244135
ACH-000823,-0.8967003241588445
ACH-000824,-0.8491421906093152
ACH-000827,-0.9444202665968676
ACH-000829,-0.6996401434553152
ACH-000831,-0.6819373249549331
ACH-000832,-0.7499631081286642
ACH-000833,-0.8465527008067146
ACH-000834,-0.9812707367194494
ACH-000835,-0.8133437855985955
ACH-000836,-0.820230197024481
ACH-000837,-0.8244039220125101
ACH-000838,-0.8516591419871811
ACH-000839,-0.7064290103522356
ACH-000840,-1.0748135100710159
ACH-000841,-0.7052025082281888
ACH-000843,-0.9994585251886268
ACH-000846,-0.9380682770760932
ACH-000847,-0.896735226883212
ACH-000848,-0.8410131631887421
ACH-000849,-0.7323995086991961
ACH-000851,-0.8133005516431758
ACH-000855,-0.8120811683063343
ACH-000856,-0.6844210714363943
ACH-000858,-0.8596084319422542
ACH-000859,-0.9655643115475112
ACH-000861,-0.93180516912005
ACH-000862,-0.6333515518394444
ACH-000865,-0.9199523530514276
ACH-000866,-0.7491736462985523
ACH-000867,-0.7993023909847073
ACH-000869,-0.7241317338618948
ACH-000872,-1.1190150046445395
ACH-000873,-0.9413514921485644
ACH-000876,-0.5790881334990021
ACH-000878,-0.9216974975091642
ACH-000880,-0.7533854093263567
ACH-000881,-1.1409609273826369
ACH-000882,-0.8071524212859266
ACH-000884,-0.856251998244883
ACH-000885,-0.7199126307835303
ACH-000887,-0.8585564013769652
ACH-000889,-0.6900579791622298
ACH-000896,-0.8899023577139521
ACH-000898,-0.8655969755765031
ACH-000900,-0.7778145990728791
ACH-000901,-0.8701399213730525
ACH-000905,-0.8211048184525067
ACH-000906,-0.8932712185967329
ACH-000907,-0.601376119849321
ACH-000910,-0.7219489544366137
ACH-000911,-0.5633359586761656
ACH-000912,-0.8322864211906588
ACH-000913,-0.9118105601049304
ACH-000915,-0.7862310162082612
ACH-000916,-0.4508451740251146
ACH-000917,-0.6222421191946401
ACH-000920,-0.5207160186341198
ACH-000921,-0.5998225478213388
ACH-000924,-0.6512690266810223
ACH-000926,-0.9143472184840328
ACH-000928,-0.8502542166428125
ACH-000929,-0.8808112814381562
ACH-000932,-0.7382954158285703
ACH-000935,-0.6867054308064212
ACH-000936,-0.6665712224520255
ACH-000937,-0.8439669714338737
ACH-000938,-0.8138786902252423
ACH-000939,-0.7637727700422092
ACH-000941,-0.8549600130842029
ACH-000943,-0.9169725592549997
ACH-000946,-0.8611146650438499
ACH-000947,-0.8080300282430638
ACH-000948,-0.7258968031472638
ACH-000950,-1.0179358390788538
ACH-000953,-0.76159117647787
ACH-000954,-0.7859605468624773
ACH-000957,-0.6622280788449065
ACH-000958,-0.8543503908094999
ACH-000960,-0.6404790223205085
ACH-000963,-0.705572396928441
ACH-000968,-0.958596319370106
ACH-000969,-0.9197342005871568
ACH-000972,-0.6504090797353184
ACH-000973,-0.7258316356591193
ACH-000974,-0.6336573024326816
ACH-000978,-0.9218484187853082
ACH-000984,-0.8806027795043639
ACH-000986,-0.6821042323670023
ACH-000988,-1.0329634978340834
ACH-000993,-0.9155068940168906
ACH-000994,-0.8824235820778975
ACH-000996,-0.7953875354748
ACH-001001,-0.8407731068886916
ACH-001020,-0.9191147225767832
ACH-001028,-0.7952806399405531
ACH-001031,-0.7370971299525759
ACH-001038,-0.8907204300463291
ACH-001048,-0.7190965026671076
ACH-001050,-0.9484951892322728
ACH-001053,-0.7230100950627701
ACH-001054,-0.7865868152478483
ACH-001061,-0.7251160268003388
ACH-001067,-0.7217719017359122
ACH-001075,-0.7842731649601336
ACH-001096,-0.8582925818106635
ACH-001111,-0.5855445191809544
ACH-001119,-0.6474428314746746
ACH-001128,-0.5285322174536065
ACH-001134,-0.8990488569383897
ACH-001151,-0.6815125689306748
ACH-001163,-0.9863951501530606
ACH-001164,-0.9475238788333964
ACH-001183,-0.7270409613644624
ACH-001192,-0.6895797921165218
ACH-001193,-1.4176574950887242
ACH-001196,-0.9553349810537496
ACH-001197,-0.8084966915457498
ACH-001205,-0.7458061286212009
ACH-001211,-0.8333065743383641
ACH-001212,-0.7468204415308066
ACH-001228,-0.9005501126158644
ACH-001232,-1.034292516164168
ACH-001239,-0.7458487328728498
ACH-001270,-0.881649505903673
ACH-001274,-0.9103309526412032
ACH-001275,-0.7558906944792202
ACH-001277,-0.7536693500888326
ACH-001278,-0.9198057151469036
ACH-001280,-0.8776131025071573
ACH-001283,-1.157727872781032
ACH-001289,-0.8358858102270675
ACH-001300,-0.803644271692985
ACH-001301,-0.7770613562348103
ACH-001302,-0.9127320369395764
ACH-001306,-0.8866306412261633
ACH-001318,-1.0354220835212196
ACH-001322,-0.8675310659637401
ACH-001328,-0.8870682030554033
ACH-001332,-1.1963685372996784
ACH-001336,-0.8285572908457706
ACH-001346,-0.7929646973536361
ACH-001353,-0.7779666553848741
ACH-001354,-1.0071049481505825
ACH-001367,-0.6047980433937831
ACH-001368,-0.7773393712160462
ACH-001374,-0.7683419708651467
ACH-001377,-0.7936250813625223
ACH-001380,-0.7534372486748114
ACH-001391,-0.9497204824352252
ACH-001408,-1.0908428665335759
ACH-001430,-0.4393263333754702
ACH-001431,-0.9059691425488428
ACH-001450,-0.6315378919548269
ACH-001496,-0.970469366646522
ACH-001500,-0.6571658041938743
ACH-001523,-0.7788714492416399
ACH-001532,-0.7503616444079547
ACH-001550,-0.8158766546424171
ACH-001552,-0.8523153038699025
ACH-001554,-0.7623881554603228
ACH-001654,-0.8276956283651857
ACH-001735,-0.6752008620783205
ACH-001736,-0.6829303719651861
ACH-001737,-0.6197019423335524
ACH-001740,-1.039587099569028
ACH-001745,-0.8572067845710357
ACH-001765,-0.7495820159036372
