,PLAG1 (5324)
ACH-000004,0.006280953989541185
ACH-000005,-0.04688973177642575
ACH-000007,-0.0058646164317220474
ACH-000009,0.1714210071621488
ACH-000011,0.037344056657296426
ACH-000012,0.0760829386405117
ACH-000013,0.19256711220249206
ACH-000014,0.11458741393851145
ACH-000015,0.1054237188192317
ACH-000017,0.11656217066536866
ACH-000018,0.11827784482108905
ACH-000019,0.1002453349111558
ACH-000021,0.16732588665423184
ACH-000022,0.03492676433700306
ACH-000025,0.17915672989826015
ACH-000028,0.2218996692120629
ACH-000030,0.10979222380712116
ACH-000035,-0.1265638993455594
ACH-000036,0.19497208122580725
ACH-000037,0.2202375079877532
ACH-000039,-0.00032897616222873845
ACH-000040,0.19403331095059656
ACH-000041,0.16647709495227414
ACH-000042,0.13274806564943892
ACH-000045,0.17519272038592915
ACH-000047,-0.02617312863408744
ACH-000052,0.03267508401156048
ACH-000053,0.14222825088758462
ACH-000054,0.14582311983496613
ACH-000055,0.3603763603847488
ACH-000060,0.2074417934825571
ACH-000067,0.17184086524232647
ACH-000070,0.1875081480840315
ACH-000075,0.20058552916654415
ACH-000078,0.2394198085187003
ACH-000082,0.1262678526901719
ACH-000085,0.08360260172195001
ACH-000086,0.12807321109158784
ACH-000087,0.4061014085999175
ACH-000092,0.11114420666217073
ACH-000095,0.2571249285724439
ACH-000097,0.1101302310338894
ACH-000098,0.1259366925097206
ACH-000099,0.16413035176881058
ACH-000108,0.1659736234306108
ACH-000113,0.04759732990167955
ACH-000116,0.08746983902671432
ACH-000118,0.13887399525354086
ACH-000120,0.2382328050480777
ACH-000123,0.049701023614199265
ACH-000127,-0.047787874847555
ACH-000128,0.03829992010505688
ACH-000132,0.08688995095264862
ACH-000133,0.18148357279466587
ACH-000137,0.3403048296187437
ACH-000138,0.2026611545151915
ACH-000142,0.05530290798875349
ACH-000143,0.16807229513293864
ACH-000146,0.0742427510177537
ACH-000148,0.1923150266648306
ACH-000150,0.002321418548349073
ACH-000152,0.014161869115629638
ACH-000153,0.11770536220462716
ACH-000159,-0.00024245603941871224
ACH-000160,0.03258864912438681
ACH-000163,0.14851671287335388
ACH-000167,0.11025367453383383
ACH-000168,-0.1164878876237408
ACH-000169,-0.07733498375559415
ACH-000178,0.1463482903019836
ACH-000183,-0.0010846811181548404
ACH-000188,0.13328477260350366
ACH-000189,0.17170359868890733
ACH-000190,0.15176426996035572
ACH-000198,0.06968532071511405
ACH-000203,0.1360155907779485
ACH-000204,0.2772798839488487
ACH-000206,0.37059337059542863
ACH-000207,0.196751570931832
ACH-000208,-0.05898257379581465
ACH-000210,-0.13723300217999446
ACH-000211,0.1981048154039054
ACH-000215,0.13013806152014226
ACH-000221,0.1547742975846976
ACH-000222,0.19537071405711948
ACH-000223,0.10942956654917273
ACH-000226,-0.029813728515784763
ACH-000227,-0.009239643117952136
ACH-000228,0.07295204102990188
ACH-000231,0.1874805203711705
ACH-000232,0.1368389005032402
ACH-000233,0.09944567528075043
ACH-000234,0.24320963094346476
