,TXN (7295)
ACH-000450,-1.3056389916228064
ACH-000452,-1.001630745492814
ACH-000454,-1.1277396535962445
ACH-000458,-1.0235123884611466
ACH-000459,-0.6717118495360718
ACH-000460,-1.1957457512729963
ACH-000461,-1.0144149360122272
ACH-000463,-0.9953838010786412
ACH-000464,-0.9079510111202692
ACH-000466,-0.8443279041380665
ACH-000467,-1.3448369533046256
ACH-000468,-1.0936109948656758
ACH-000469,-1.0513897569728927
ACH-000470,-1.1438642627048483
ACH-000471,-1.0754116920950514
ACH-000472,-1.1092357738581882
ACH-000473,-1.1987454067816432
ACH-000475,-0.7346906221211373
ACH-000476,-1.257529951373981
ACH-000477,-1.6851766087586308
ACH-000479,-0.9006489956532653
ACH-000480,-1.2996941693747204
ACH-000481,-0.84482823754002
ACH-000483,-1.084459503150517
ACH-000484,-0.7717133244521694
ACH-000485,-1.109780932931047
ACH-000486,-1.1623011194111252
ACH-000487,-1.0739106939827892
ACH-000488,-0.8348594447871762
ACH-000490,-0.9041372022886148
ACH-000491,-1.2037671314158116
ACH-000495,-1.197857752458224
ACH-000496,-1.1830820297499625
ACH-000499,-1.1652522610239695
ACH-000500,-0.9986027877209188
ACH-000502,-1.0036800725805388
ACH-000503,-0.5976935076478022
ACH-000505,-1.2433570118904835
ACH-000507,-1.1428721338676722
ACH-000510,-1.1059981664030905
ACH-000511,-1.0230903792446684
ACH-000512,-0.9913379289682972
ACH-000516,-0.8911878990091308
ACH-000517,-1.2318492050011045
ACH-000518,-0.9177170325274956
ACH-000520,-1.1715305387320682
ACH-000521,-1.2345382207181657
ACH-000522,-1.2738119935773202
ACH-000524,-1.0703603045424137
ACH-000527,-1.1268066931631873
ACH-000528,-1.1579169458296463
ACH-000537,-1.172320662866306
ACH-000541,-1.1170938460534543
ACH-000542,-0.8535473325806868
ACH-000544,-0.9359041799169234
ACH-000545,-0.8797129434561397
ACH-000547,-1.0324327185728468
ACH-000548,-1.0704618501687686
ACH-000549,-1.2656739292984562
ACH-000550,-1.1610885084981986
ACH-000552,-1.2469179859885595
ACH-000556,-0.8988592342577653
ACH-000557,-0.8090018532207789
ACH-000569,-0.9359035445049442
ACH-000570,-1.2502238307546834
ACH-000571,-0.8918834319560982
ACH-000573,-1.11878983718299
ACH-000576,-1.0973772106378097
ACH-000579,-1.4292824065337637
ACH-000580,-1.4234863025614533
ACH-000584,-1.286117472730255
ACH-000585,-1.2535239079376344
ACH-000588,-1.2271032947383078
ACH-000589,-0.997290785968553
ACH-000591,-0.9637524179987792
ACH-000593,-0.9724373409251958
ACH-000600,-0.9131153701395122
ACH-000601,-0.9916428185180745
ACH-000605,-0.8947857475285341
ACH-000606,-0.9334865427842299
ACH-000608,-1.1476740140889392
ACH-000614,-1.4054647224507657
ACH-000616,-1.233320729659361
ACH-000618,-0.7621763916175183
ACH-000619,-0.987367429275388
ACH-000620,-1.1944129682487592
ACH-000621,-1.0437535856390454
ACH-000622,-0.7718786140914714
ACH-000623,-1.0911767011370537
ACH-000624,-1.2056889742897794
ACH-000627,-1.0967520483375834
ACH-000630,-0.9694599258565992
ACH-000631,-1.225090399289973
ACH-000632,-1.2190349781678598
ACH-000633,-1.009229577582778
ACH-000637,-0.9211284090471854
ACH-000638,-0.9938409166411812
ACH-000646,-0.8206809902066163
ACH-000647,-1.224353426383874
ACH-000648,-1.1138031342803494
ACH-000649,-0.9310023638167492
ACH-000651,-1.3531613513258074
ACH-000652,-1.0981788117278868
ACH-000653,-1.1351914488640855
ACH-000657,-1.1499114636448808
ACH-000658,-1.0636419045921444
ACH-000661,-1.6989914149734284
ACH-000662,-1.2539323547461625
ACH-000663,-1.1724240113590167
ACH-000665,-1.4005719588578205
ACH-000671,-1.5266541555151592
ACH-000672,-1.4637151000345767
ACH-000673,-1.1750367381852806
ACH-000676,-1.4117050898391432
ACH-000677,-0.7512500771920143
ACH-000681,-1.082569574467341
ACH-000683,-0.7765844322676057
ACH-000684,-1.3171625218167975
ACH-000688,-0.9930405560796444
ACH-000693,-0.8287869767599966
ACH-000694,-0.9879453658994
ACH-000695,-0.9503081441862412
ACH-000696,-1.2524423743418067
ACH-000697,-1.0951074846962958
ACH-000699,-1.1407108590143706
ACH-000701,-0.562191930975439
ACH-000706,-1.3691070951995985
ACH-000711,-1.128681423025868
ACH-000713,-1.2064246806173105
ACH-000714,-1.0826308223517656
ACH-000718,-1.0809265147247864
ACH-000720,-1.2126290843551388
ACH-000721,-0.8171338819161478
ACH-000724,-0.8746567605319623
ACH-000725,-0.9122575186181776
ACH-000732,-0.8992499381544904
ACH-000734,-1.0798995823051285
ACH-000735,-1.0020548266535332
ACH-000736,-1.318165352169799
ACH-000738,-1.047133699060728
ACH-000746,-1.1288695368740744
ACH-000747,-1.1652447682303777
ACH-000748,-1.0937269913677412
ACH-000753,-1.1736018920761155
ACH-000756,-1.2857464468161772
ACH-000757,-1.4357595745407934
ACH-000758,-1.0425222429685892
ACH-000760,-1.3694422045119543
ACH-000762,-0.9209525298270804
ACH-000763,-0.963828225728596
ACH-000764,-0.9863380146469444
ACH-000765,-1.681729011917808
ACH-000766,-0.8952051877390993
ACH-000767,-1.239716829640277
ACH-000768,-1.1340786941750656
ACH-000769,-0.9192313994744372
ACH-000770,-1.0166437269580408
ACH-000771,-0.9771287729724998
ACH-000773,-1.0337060126960642
ACH-000776,-0.8312655678277734
ACH-000777,-1.006347548108386
ACH-000778,-0.6731073879081958
ACH-000781,-1.0106501162342183
ACH-000782,-0.9699943594745154
ACH-000783,-0.999296751414544
ACH-000784,-0.6872936929033646
ACH-000785,-0.8057609619549408
ACH-000787,-1.1296675473727489
ACH-000788,-1.232242807593107
ACH-000791,-1.0136473362468392
ACH-000792,-0.8493649208142733
ACH-000794,-0.8903977647260279
ACH-000796,-1.3241041370617892
ACH-000798,-1.0146130860280964
ACH-000799,-1.3173668513829746
ACH-000800,-1.2572124668110918
ACH-000802,-1.0500451066010872
ACH-000804,-0.8138330794627917
ACH-000805,-1.0947725451223944
ACH-000809,-1.0115860873676743
ACH-000810,-1.9125148377159296
ACH-000811,-0.7902643971478345
ACH-000817,-1.1502870705172044
ACH-000819,-1.1822184615035212
ACH-000820,-1.1298578296327475
ACH-000821,-1.323319861480816
ACH-000822,-1.4027706946514082
ACH-000823,-1.0368514944945584
ACH-000824,-1.1375674159815523
ACH-000827,-1.3116580973386904
ACH-000829,-0.8845129150371123
ACH-000831,-1.2429719315009675
ACH-000832,-1.046819687685318
ACH-000833,-1.366877130977204
ACH-000834,-0.9752653039083112
ACH-000835,-1.2455233273430562
ACH-000836,-1.1500732243605585
ACH-000837,-1.152219827960569
ACH-000838,-0.9866941360425108
ACH-000839,-0.9635561864303024
ACH-000840,-1.331326840865836
ACH-000841,-1.0859660204920258
ACH-000843,-1.0835800512459095
ACH-000846,-1.2417346360583201
ACH-000847,-1.1158041576804216
ACH-000848,-1.094021950283415
ACH-000849,-1.140567523036863
ACH-000851,-1.1401309625168552
ACH-000855,-1.2510056008417068
ACH-000856,-1.0994371216810244
ACH-000858,-0.963717564850038
ACH-000859,-1.0300885829216675
ACH-000861,-1.1751125196508634
ACH-000862,-0.8755957274676669
ACH-000865,-0.9513126556881272
ACH-000866,-1.0145018584246328
ACH-000867,-1.1565778695947346
ACH-000869,-1.2784122078139428
ACH-000872,-1.4960861699621752
ACH-000873,-1.0025101278660091
ACH-000876,-0.8106231621857921
ACH-000878,-1.0007931684755758
ACH-000880,-1.184774120708903
ACH-000881,-1.334390177496908
ACH-000882,-1.3028270603306389
ACH-000884,-1.4125452022089482
ACH-000885,-1.0388879489820546
ACH-000887,-1.0201711988164197
ACH-000889,-1.07947044905805
ACH-000896,-1.265683506992353
ACH-000898,-0.9818885110987504
ACH-000900,-1.119385461679086
ACH-000901,-1.3870234135007833
ACH-000905,-1.030142415375784
ACH-000906,-1.108590330828488
ACH-000907,-1.4682236527903882
ACH-000910,-1.092765603012842
ACH-000911,-1.0638029825615969
ACH-000912,-1.011916140064102
ACH-000913,-1.1006378641090784
ACH-000915,-1.1579947127651775
ACH-000916,-1.0811777931343467
ACH-000917,-1.131336435906679
ACH-000920,-1.0838915622502674
ACH-000921,-1.2552542130763449
ACH-000924,-0.6622431849466853
ACH-000926,-1.1835845434474048
ACH-000928,-0.910219700549823
ACH-000929,-1.1609132475275763
ACH-000932,-0.8813619944027928
ACH-000935,-1.1764338188022616
ACH-000936,-1.071643583930608
ACH-000937,-1.2688564439003347
ACH-000938,-1.2031211693459674
ACH-000939,-1.0948296766118335
ACH-000941,-1.1202601724770145
ACH-000943,-0.8584408530448928
ACH-000946,-1.1351201180041477
ACH-000947,-1.2431093082434708
ACH-000948,-1.2836196177506929
ACH-000950,-1.3420085524395395
ACH-000953,-1.2003408673995453
ACH-000954,-0.9617636188316406
ACH-000957,-0.902365654906288
ACH-000958,-1.2316453367933304
ACH-000960,-1.1792432791020515
ACH-000963,-0.8657650557905697
ACH-000968,-1.3501618936940365
ACH-000969,-0.9581460152047352
ACH-000972,-1.2150538186493205
ACH-000973,-1.1854022445172931
ACH-000974,-1.1457476373054156
ACH-000978,-1.00130945462128
ACH-000984,-1.2189617363020735
ACH-000986,-1.0279078439077969
ACH-000988,-1.179180884151276
ACH-000993,-1.1981557275581258
ACH-000994,-1.0462358334908868
ACH-000996,-1.295045620355072
ACH-001001,-1.2164218924505643
ACH-001020,-1.2291593780555432
ACH-001028,-1.2782282935781744
ACH-001031,-1.0232626746893676
ACH-001038,-1.1666419307471376
ACH-001048,-1.0135047759956275
ACH-001050,-0.8840475463381547
ACH-001053,-1.3889215439880316
ACH-001054,-1.043127440984658
ACH-001061,-1.0962670720172742
ACH-001067,-1.1531423359029223
ACH-001075,-0.9271355952322722
ACH-001096,-1.1238405734659842
ACH-001111,-1.203445398855666
ACH-001119,-1.3644817276955452
ACH-001128,-0.9522476571426544
ACH-001134,-0.9534558351150552
ACH-001151,-1.206365891904963
ACH-001163,-1.0455127612320756
ACH-001164,-1.100683434067832
ACH-001183,-1.3123682263203875
ACH-001192,-0.912059480097197
ACH-001193,-1.149833125863333
ACH-001196,-1.0011130875140364
ACH-001197,-1.0668002591939043
ACH-001205,-1.0117196549510417
ACH-001211,-1.0088831397369622
ACH-001212,-0.9783143931502196
ACH-001228,-0.8209979333247234
ACH-001232,-1.0121363438856723
ACH-001239,-1.3520695188277612
ACH-001270,-1.2720938154787282
ACH-001274,-1.0688920957150938
ACH-001275,-0.8414460988195528
ACH-001277,-1.05812105071673
ACH-001278,-1.0966150798827925
ACH-001280,-1.029024797376077
ACH-001283,-1.165443169372269
ACH-001289,-0.8348071921966049
ACH-001300,-1.1193154289347902
ACH-001301,-1.22637187778852
ACH-001302,-1.2951804172545718
ACH-001306,-1.074176817736304
ACH-001318,-1.10209653230741
ACH-001322,-1.2627928179351693
ACH-001328,-1.0497775995381688
ACH-001332,-1.3866880020229846
ACH-001336,-1.1025953269071984
ACH-001346,-0.7605685178288988
ACH-001353,-1.075235649610234
ACH-001354,-1.5397454636857717
ACH-001367,-1.0876678585053978
ACH-001368,-1.1816380175040622
ACH-001374,-1.2214212402196607
ACH-001377,-1.0583377760638504
ACH-001380,-1.1298211302573542
ACH-001391,-1.0258900736517875
ACH-001408,-1.080842492694216
ACH-001430,-1.0752559864334943
ACH-001431,-1.0195796875649488
ACH-001450,-0.9181511098498414
ACH-001496,-1.2829336559813578
ACH-001500,-1.011115836743135
ACH-001523,-0.9175812451231276
ACH-001532,-1.0006308367624208
ACH-001550,-0.871057786336563
ACH-001552,-0.9283063084680482
ACH-001554,-1.0961910600999063
ACH-001654,-1.1340156776824912
ACH-001735,-1.1442475764418043
ACH-001736,-1.1483027585367485
ACH-001737,-0.907461760606997
ACH-001740,-1.3792309980509627
ACH-001745,-1.2498634663452564
ACH-001765,-1.0570350035611595
