,CORO2A (7464)
ACH-000004,-0.017559860400683643
ACH-000005,-0.15401824982560214
ACH-000007,-0.2434880640704361
ACH-000009,-0.22848854717834005
ACH-000011,-0.0599334523189841
ACH-000012,0.11622225971600955
ACH-000013,-0.015392062466927987
ACH-000014,0.0622266923694683
ACH-000015,-0.03279593795910162
ACH-000017,0.0018448531359075426
ACH-000018,-0.05109301588630028
ACH-000019,0.009468715910490469
ACH-000021,-0.017158228876432355
ACH-000022,-0.08539812692258443
ACH-000025,-0.045049861226502216
ACH-000028,-0.24505706033027266
ACH-000030,-0.02617053703852241
ACH-000035,-0.2129791083316794
ACH-000036,-0.10543681372793083
ACH-000037,-0.07630488485566116
ACH-000039,-0.3302191031402561
ACH-000040,-0.196812196794296
ACH-000041,-0.1973810008616085
ACH-000042,-0.20068180149196427
ACH-000045,-0.12895553151666198
ACH-000047,-0.2606733700763197
ACH-000052,0.12059262326536928
ACH-000053,0.026381862577110102
ACH-000054,-0.17612584340938364
ACH-000055,-0.1999038155618153
ACH-000060,0.012902040867108305
ACH-000067,-0.10327496090086713
ACH-000070,-0.03123911665459512
ACH-000075,-0.08190601386222908
ACH-000078,-0.17072118202879974
ACH-000082,-0.0920299934561769
ACH-000085,-0.2958995340180446
ACH-000086,0.01982953224694709
ACH-000087,-0.22082812879935126
ACH-000092,-0.0348145230514669
ACH-000095,-0.1322547498941684
ACH-000097,-0.12126607083988687
ACH-000098,-0.0790609142812797
ACH-000099,-0.0021864422372421945
ACH-000108,-0.11383097086150568
ACH-000113,0.02040751644861197
ACH-000116,0.028383650871239438
ACH-000118,-0.20696813835963926
ACH-000120,-0.20494460849010088
ACH-000123,-0.05240579014949728
ACH-000127,-0.026966755729055
ACH-000128,-0.024399808952572582
ACH-000132,-0.042525947557062314
ACH-000133,-0.0656374692870321
ACH-000137,-0.2030564144710416
ACH-000138,0.06613206815631123
ACH-000142,-0.13959390510154804
ACH-000143,-0.15930799697013176
ACH-000146,0.03373745283532631
ACH-000148,0.012921454514807322
ACH-000150,-0.1452453017717734
ACH-000152,0.0659991067483837
ACH-000153,-0.10114802279752058
ACH-000159,-0.19653196686595756
ACH-000160,0.26669685537589155
ACH-000163,-0.09728968991964412
ACH-000167,0.9015685542134004
ACH-000168,-0.07766917140953898
ACH-000169,-0.1265985353560158
ACH-000178,-0.03208376966977178
ACH-000183,-0.05139857195646825
ACH-000188,-0.14853897274437686
ACH-000189,-0.1100798815728644
ACH-000190,0.3434720502935329
ACH-000198,-0.1508035506281253
ACH-000203,0.0961991046060751
ACH-000204,-0.2138250984194757
ACH-000206,-0.028081877014832998
ACH-000207,-0.14483139775076365
ACH-000208,-0.3049181093557421
ACH-000210,-0.10973773490781093
ACH-000211,-0.031333837152431064
ACH-000215,-0.15265984440111666
ACH-000221,-0.02217229597353871
ACH-000222,0.05772240177518415
ACH-000223,-0.11450373035760802
ACH-000226,-0.05606831293005897
ACH-000227,-0.1675686338418647
ACH-000228,-0.11431603389783952
ACH-000231,-0.06567107083452824
ACH-000232,-0.09963343472224602
ACH-000233,-0.14435771705400013
ACH-000234,-0.016612659177227547
ACH-000235,-0.06663004853344406
ACH-000237,-0.08219211802439656
ACH-000238,-0.3090224754710065
ACH-000242,-0.3098431296052277
ACH-000243,0.07037412672886885
ACH-000244,0.3361269420783056
ACH-000246,-0.1482942543032526
ACH-000248,-0.022323020343049827
ACH-000250,-0.15988150492895642
ACH-000251,0.15431353835652206
ACH-000252,0.02048841352173509
ACH-000253,-0.09370273218025887
ACH-000255,-0.14291982630951944
ACH-000256,-0.15281853032426354
ACH-000257,-0.10828368090474333
ACH-000258,-0.1933667690483704
ACH-000259,0.010570799727053229
ACH-000260,-0.1040813478490337
ACH-000261,-0.06760755221821924
ACH-000262,0.11700770714248222
ACH-000263,-0.3736788101960138
ACH-000264,-0.06006415662648796
ACH-000265,0.02656902672347659
ACH-000266,-0.12770158156033895
ACH-000272,-0.05715280661712899
ACH-000274,-0.17584111366638186
ACH-000277,0.01853869355258704
ACH-000278,-0.09653062849682996
ACH-000279,0.15570383722060732
ACH-000280,-0.24254335530812526
ACH-000281,-0.17441426550818406
ACH-000288,-0.06446800618305304
ACH-000291,0.0077756715398964674
ACH-000293,-0.13554528755861509
ACH-000294,-0.08559496068312948
ACH-000295,-0.10279502084726053
ACH-000296,-0.053494665545031385
ACH-000302,-0.0567707760108577
ACH-000304,-0.08372415082251655
ACH-000307,0.007388118086081193
ACH-000308,-0.1213115970334015
ACH-000310,-0.1166141280579307
ACH-000311,-0.033300933834471635
ACH-000312,-0.12087907221926199
ACH-000315,-0.14438093124933474
ACH-000316,0.14986724967340145
ACH-000317,-0.17306579029798652
ACH-000318,-0.01401110995657874
ACH-000319,-0.19648554269962373
ACH-000320,0.08224794252538123
ACH-000322,0.007515560965601817
ACH-000323,-0.09989108894391573
ACH-000324,-0.11851238513067773
ACH-000329,0.029446996082974557
ACH-000330,-0.13880467657769124
ACH-000331,-0.1534223663072614
ACH-000332,0.07483959368364082
ACH-000334,0.1843726144491776
ACH-000335,-0.15608188359602726
ACH-000336,-0.33254492308933714
ACH-000337,-0.21778398549983968
ACH-000338,0.6788266030865238
ACH-000339,0.060413320199575286
ACH-000341,0.010132333501855427
ACH-000348,-0.21871452765126312
ACH-000350,-0.13514895957297965
ACH-000352,-0.09132213608031872
ACH-000356,-0.29574715452596745
ACH-000361,-0.030828640438227493
ACH-000362,-0.10803390432432017
ACH-000363,-0.19013408280662966
ACH-000364,-0.16580045883395528
ACH-000365,0.051093008787937065
ACH-000366,-0.028170737117190738
ACH-000368,-0.09017864349187656
ACH-000374,-0.179956600379121
ACH-000375,-0.023580891967997016
ACH-000376,-0.13237628225119327
ACH-000381,-0.1097974357022267
ACH-000383,0.07484992165783137
ACH-000387,-0.14922772819030564
ACH-000389,-0.024182799026631476
ACH-000390,-0.3743866793890568
ACH-000393,-0.2673352513857414
ACH-000395,-0.002424649998134948
ACH-000396,-0.0056335409908127975
ACH-000397,-0.1314656979537889
ACH-000401,-0.10261017645035587
ACH-000402,-0.07958109452739172
ACH-000403,-0.11791364151625673
ACH-000404,0.3363171583268602
ACH-000406,0.023002842384133557
ACH-000407,-0.12582314552590926
ACH-000408,-0.24355927519968565
ACH-000410,-0.011881177421174465
ACH-000411,-0.16691791391637467
ACH-000414,-0.04046354162791805
ACH-000415,-0.05800466277599351
ACH-000416,-0.13464081118541074
ACH-000420,-0.010087552925057868
ACH-000421,-0.05137631346912006
ACH-000424,-0.012105750693726438
ACH-000425,0.11285209563391592
ACH-000426,-0.2312444853990923
ACH-000427,-0.13204471664363046
ACH-000433,-0.19771513637951352
ACH-000435,-0.33529836110906025
ACH-000436,0.019799252611935
ACH-000444,-0.05182330320417177
ACH-000445,0.1295772986577575
ACH-000448,-0.07378281933232915
ACH-000450,-0.0690349266104989
ACH-000452,-0.12972778043867575
ACH-000454,-0.18429753796593165
ACH-000458,-0.12175918309498597
ACH-000459,-0.02186265413851178
ACH-000460,-0.17490710293423636
ACH-000461,-0.06259962139082283
ACH-000463,-0.0438626862546261
ACH-000464,-0.15940533410117366
ACH-000466,-0.16435774196206912
ACH-000467,0.009862206986364369
ACH-000468,0.007232289088893217
ACH-000469,0.05902689460716435
ACH-000470,-0.11301511514046507
ACH-000471,0.0014742447405662802
ACH-000472,-0.060009276586125114
ACH-000473,-0.11487145578771127
ACH-000475,-0.15963084000493294
ACH-000476,-0.15770300624502293
ACH-000477,-0.2535859116173117
ACH-000479,-0.11024205044649284
ACH-000480,-0.03958396508516261
ACH-000481,-0.10450981048449587
ACH-000483,0.04316868214155602
ACH-000484,0.026525124713435603
ACH-000485,-0.06515590579117768
ACH-000486,-0.0718978697910087
ACH-000487,-0.06821409663092769
ACH-000488,-0.3078008984859746
ACH-000490,-0.2344862127498612
ACH-000491,-0.18553816111612076
ACH-000495,0.15996577379460525
ACH-000496,-0.11019142250669584
ACH-000499,-0.028316398777907432
ACH-000500,-0.04119149412482912
ACH-000502,-0.011073633869113716
ACH-000503,0.016248254163471785
ACH-000505,0.010780251356198787
ACH-000507,-0.17755946484814786
ACH-000510,-0.08721294315805443
ACH-000511,-0.12807402388595152
ACH-000512,-0.1083097240818801
ACH-000516,-0.2318354516762708
ACH-000517,-0.14344040752359322
ACH-000518,-0.003492395248015009
ACH-000520,-0.09835820528846337
ACH-000521,-0.10931529959051056
ACH-000522,0.012359634660017618
ACH-000524,-0.1500807420143504
ACH-000527,0.00994340033328195
ACH-000528,-0.06997054997573422
ACH-000537,-0.025975642144565804
ACH-000541,-0.3866487967618974
ACH-000542,-0.02011227743640968
ACH-000544,-0.2377135012707955
ACH-000545,-0.16773424301277998
ACH-000547,-0.4815577726383277
ACH-000548,-0.15237831296985754
ACH-000549,-0.14372540329913375
ACH-000550,-0.07621539229160801
ACH-000552,-0.0963064997547826
ACH-000556,-0.2726894229657911
ACH-000557,-0.03623499038124341
ACH-000569,-0.039408132107088496
ACH-000570,0.002072250065076026
ACH-000571,-0.018734694554620075
ACH-000573,-0.15255522456827142
ACH-000576,-0.22197538989156335
ACH-000579,0.12924210840722192
ACH-000580,0.08272878324325493
ACH-000584,-0.02565678279221329
ACH-000585,-0.06633301679433239
ACH-000588,-0.11063780071630297
ACH-000589,-0.07656176403895447
ACH-000591,-0.1963314708883701
ACH-000593,-0.024496780423772128
ACH-000600,-0.2313693779127644
ACH-000601,0.002980510839990498
ACH-000605,-0.04092054381971748
ACH-000606,-0.16694841821245476
ACH-000608,-0.08728091195843905
ACH-000614,-0.21469496951640607
ACH-000616,-0.02706936851802899
ACH-000618,-0.2531870639998301
ACH-000619,-0.4276977796996443
ACH-000620,0.14138307723645646
ACH-000621,-0.056941796901229524
ACH-000622,-0.2471788271814592
ACH-000623,0.06451298475430282
ACH-000624,-0.16016834138528152
ACH-000627,0.0008426704648772246
ACH-000630,-0.048301920784418764
ACH-000631,-0.18574767656887994
ACH-000632,-0.03347600163605341
ACH-000633,0.026247995811290854
ACH-000637,-0.00954350674221012
ACH-000638,-0.24198890561588196
ACH-000646,0.0074971640681416015
ACH-000647,-0.02937326696026017
ACH-000648,-0.036507344337180926
ACH-000649,-0.03913050161594568
ACH-000651,-0.15622080048421802
ACH-000652,-0.18011316874412314
ACH-000653,-0.41034574489883535
ACH-000657,0.032120135880739684
ACH-000658,-0.14613771189546246
ACH-000661,-0.025091084458081805
ACH-000662,-0.17788175520773564
ACH-000663,-0.10531216817244933
ACH-000665,-0.16073658217563866
ACH-000671,-0.2364692633799917
ACH-000672,-0.4934329003039616
ACH-000673,-0.18282259847996887
ACH-000676,-0.048152363863932866
ACH-000677,-0.011669529202098098
ACH-000681,-0.025124193949631148
ACH-000683,-0.20951293471654595
ACH-000684,0.23111179240778784
