,AKR1D1 (6718)
ACH-000004,-0.20264490458019052
ACH-000005,-0.00790238620326057
ACH-000007,0.045727920241065666
ACH-000009,0.016863169089377954
ACH-000011,-0.06034453245009691
ACH-000012,0.04115575334242782
ACH-000013,0.07783913858229279
ACH-000014,-0.2360730732244653
ACH-000015,-0.031797577315110064
ACH-000017,0.03702242340898163
ACH-000018,-0.014291012745332432
ACH-000019,0.17546462840703306
ACH-000021,-0.2365654828154393
ACH-000022,0.04355235487050405
ACH-000025,0.07010233434394568
ACH-000028,-0.050856485091335266
ACH-000030,0.04892571406045405
ACH-000035,-0.12599110773451788
ACH-000036,0.06311078452988372
ACH-000037,-0.2054573058050908
ACH-000039,-0.08272400133761891
ACH-000040,0.05929331396091165
ACH-000041,-0.14311792981169294
ACH-000042,0.08114627464105764
ACH-000045,-0.1335370083683307
ACH-000047,0.07940895138893668
ACH-000052,-0.1479241102258107
ACH-000053,-0.08737371506602044
ACH-000054,-0.08196002431973334
ACH-000055,-0.08930278285711545
ACH-000060,-0.011641928851300977
ACH-000067,0.0197092667548741
ACH-000070,0.15771132432795082
ACH-000075,0.17839982928629194
ACH-000078,-0.14022213833859504
ACH-000082,-0.004553134418333897
ACH-000085,0.032554999318232324
ACH-000086,0.026050367376819143
ACH-000087,-0.06121032314573924
ACH-000092,0.02961581180325949
ACH-000095,0.0019067039352780144
ACH-000097,-0.08032954959274291
ACH-000098,-0.029465619040218414
ACH-000099,-0.07502078987675975
ACH-000108,0.038290537255563147
ACH-000113,0.14502009073447938
ACH-000116,0.010686977092626691
ACH-000118,-0.034075415427640074
ACH-000120,0.05264052913620191
ACH-000123,-0.12953312253102753
ACH-000127,0.004144061423845468
ACH-000128,-0.018114449178575208
ACH-000132,-0.10676766761680956
ACH-000133,-0.03097332725845849
ACH-000137,0.04064609703453061
ACH-000138,-0.0488842699419688
ACH-000142,0.06004670048279478
ACH-000143,-0.06387637161852226
ACH-000146,-0.005725425084964988
ACH-000148,-0.07891047303887908
ACH-000150,0.07132065191328622
ACH-000152,-0.02777213871097828
ACH-000153,0.13456100759610826
ACH-000159,0.03952150477233613
ACH-000160,0.12382469872190932
ACH-000163,-0.0999523634008396
ACH-000167,-0.22560487314464026
