,CRKL (1399)
ACH-000183,-0.4173146327868507
ACH-000188,-1.0184559858563142
ACH-000189,-0.9019702102306228
ACH-000190,-0.3305200653672099
ACH-000198,-0.8481611874250283
ACH-000203,-0.4500596219475344
ACH-000204,-0.3429918431050865
ACH-000206,-0.4060448500300513
ACH-000207,-0.4709589931108522
ACH-000208,-0.3800443001747616
ACH-000210,-0.3017353030492456
ACH-000211,-0.14988273028712595
ACH-000215,-0.6347964947627984
ACH-000221,-0.38469634494069466
ACH-000222,-0.7837512960575733
ACH-000223,-0.5615098379419396
ACH-000226,-0.3108630527538193
ACH-000227,-0.3957137984846669
ACH-000228,-0.3111432687117776
ACH-000231,-0.7489987403064619
ACH-000232,-1.1310073851427558
ACH-000233,-0.24933581841658084
ACH-000234,-1.2110064218529852
ACH-000235,-0.7783136103061333
ACH-000237,-0.3852006178008339
ACH-000238,-0.4635245694515299
ACH-000242,-1.1840290236397033
ACH-000243,-1.2541191122064623
ACH-000244,-1.0018769591001822
ACH-000246,-0.5769946328916227
ACH-000248,-0.6463714590708903
ACH-000250,-0.8266900017248424
ACH-000251,-0.958687450940507
ACH-000252,-1.089922390023872
ACH-000253,-0.22192194836553505
ACH-000255,-0.6739119128464018
ACH-000256,-0.8750085084524354
ACH-000257,-0.8088176046249598
ACH-000258,0.20075072618878245
ACH-000259,-0.7214018781339002
ACH-000260,-0.8548417557408124
ACH-000261,-0.4966336114597282
ACH-000262,-0.7995555166666923
ACH-000263,-0.15024390141528202
ACH-000264,-0.2981631802191035
ACH-000265,-0.5599139156000817
ACH-000266,-1.0748070046886191
ACH-000272,-0.3281269206203388
ACH-000274,-0.9805414177890313
ACH-000277,-0.3536769995801242
ACH-000278,-0.8511252554458065
ACH-000279,-0.4621311523643565
ACH-000280,-1.0787296783145053
ACH-000281,-1.1358112680199486
ACH-000288,-0.6426400626349398
ACH-000291,-0.5340113397221494
ACH-000293,-0.326687774652473
ACH-000294,-0.029367613826927545
ACH-000295,-0.19992939411849345
ACH-000296,-1.0118086920623848
ACH-000302,-0.5984913035337216
ACH-000304,-1.22849553842266
ACH-000307,-0.6530358855472138
ACH-000308,-0.5618746057320843
ACH-000310,-0.3458384497302809
ACH-000311,-0.4947984605015305
ACH-000312,-0.7697131469588085
ACH-000315,-0.17353092999272218
ACH-000316,-1.1699748146993978
ACH-000317,-0.197440699485748
ACH-000318,-1.0546852524842742
ACH-000319,-0.6802598955079945
ACH-000320,-0.9109659501902204
ACH-000322,-0.7502387703108444
ACH-000323,-0.328962120022172
ACH-000324,-0.7035533724195174
ACH-000329,-0.7731299527693042
ACH-000330,-0.8042007378136699
ACH-000331,-1.037931319162953
ACH-000332,-1.08948869382042
ACH-000334,-0.20707572746497546
ACH-000335,-0.7390264252550071
ACH-000336,-0.3673989593842918
ACH-000337,-0.4546734542031703
ACH-000338,-0.4004305162160549
ACH-000339,-0.781597215219578
ACH-000341,-0.39557305760870987
ACH-000348,-0.632832572774597
ACH-000350,-0.14517279396361715
ACH-000352,-0.4063377280143667
ACH-000356,-0.3818980993444208
ACH-000361,-0.6368234897813494
ACH-000362,-0.5261391351981978
ACH-000363,-0.07874821265787299
ACH-000364,-0.9973219335517556
ACH-000365,-0.3533195744815601
ACH-000366,-0.4696458087431531
ACH-000368,-0.7166338966423229
ACH-000374,-0.5574830167702887
ACH-000375,-0.860423949596613
ACH-000376,-0.5604925551842674
ACH-000381,-0.7720054248569242
ACH-000383,-0.7281471161998235
ACH-000387,-0.19138310877537332
ACH-000389,-0.9345687941090732
ACH-000390,-0.3756026848694155
ACH-000393,-0.5256243846726739
ACH-000395,-1.1357921602131236
ACH-000396,-0.5374840345614744
ACH-000397,-0.4123979437832828
ACH-000401,-1.0707837657356714
ACH-000402,-0.34466703259049736
ACH-000403,-1.027441734733562
ACH-000404,-0.9484305006529746
ACH-000406,-0.08052403520908544
ACH-000407,-1.2132644528301584
ACH-000408,-1.3251569049510152
ACH-000410,-0.4030217868800529
ACH-000411,-0.4160473508275856
ACH-000414,-0.542213093160625
ACH-000415,-0.6724958072264713
ACH-000416,-0.6165740366633607
ACH-000420,-0.7035122129231215
ACH-000421,-1.0634152936171073
ACH-000424,-0.7314063438195981
ACH-000425,-1.2146665659628946
ACH-000426,-0.3501701443401076
ACH-000427,-0.5425826820059363
ACH-000433,-0.9480880909026264
ACH-000435,-0.2948976193204541
ACH-000436,-0.4407218440378438
ACH-000444,-0.8622608529923612
ACH-000445,-0.9911955104528024
ACH-000448,-0.397137904731752
ACH-000450,-1.2439082744547592
ACH-000452,-0.9333998307712588
ACH-000454,-1.5924981694044578
ACH-000458,-1.1430462519603628
ACH-000459,-1.2575972903775103
ACH-000460,-0.6717347194568746
ACH-000461,-0.5101455323394887
ACH-000463,-0.32726216365619976
ACH-000464,-0.6961518328179952
ACH-000466,-0.8012190747599388
ACH-000467,-0.6766154251088068
ACH-000468,-1.1175252946878638
ACH-000469,-0.9900319208447044
ACH-000470,-0.6248594555564722
ACH-000471,-0.9601599803837164
ACH-000472,-0.6898833850768922
ACH-000473,-0.6279410244303028
ACH-000475,-0.4235103232129953
ACH-000476,-0.6402478468054177
ACH-000477,-1.2949079607930734
ACH-000479,-0.8173582733663325
ACH-000480,-0.3800696556404084
ACH-000481,-0.35945784605221626
ACH-000483,-1.9270612203664623
ACH-000484,0.36420303527854014
ACH-000485,-0.5958504798881776
ACH-000486,-0.9005410788306947
ACH-000487,-0.993207091132144
ACH-000488,-1.0675952209901236
ACH-000490,-1.2362400114518093
ACH-000491,-0.17148207654356615
ACH-000495,-0.3028543622936221
ACH-000496,-1.046970619410101
ACH-000499,-0.28713273479317003
ACH-000500,-1.24145761292065
ACH-000502,-1.275125640380833
ACH-000503,-0.8013568143039722
ACH-000505,-0.5086767316164114
ACH-000507,-0.541602882271805
ACH-000510,-0.5760666358172316
ACH-000511,-0.7202755643343812
ACH-000512,-0.08309556254901725
ACH-000516,-0.810703191953733
ACH-000517,-1.359997054329406
ACH-000518,-1.529845098591434
ACH-000520,-0.6936340963148779
ACH-000521,-0.8900338197080702
ACH-000522,-0.7129835102079155
ACH-000524,-0.4630419572934286
ACH-000527,-0.9715055578212209
ACH-000528,-0.8860286474546609
ACH-000537,-1.370484391223672
ACH-000541,-0.5863088309107278
ACH-000542,-0.5951680020003239
ACH-000544,-1.1684008749118662
ACH-000545,-0.903685396759674
ACH-000547,-1.5009755594909095
ACH-000548,-1.260477949245967
ACH-000549,-0.6928565580313841
ACH-000550,-1.0731962817274947
ACH-000552,-1.2566343230837227
ACH-000556,-0.6077815648627028
ACH-000557,0.05897695998235989
ACH-000569,-0.2974713956383697
ACH-000570,-0.7439577002138391
ACH-000571,-0.6999942504625047
ACH-000573,-0.3157939594630683
ACH-000576,-0.2974016535857413
ACH-000579,-0.4615312181395103
ACH-000580,-0.8625011662301871
ACH-000584,-0.8007553053994031
ACH-000585,-1.3675942654634896
ACH-000588,-0.1503418341187166
ACH-000589,-0.6111600826782122
ACH-000591,-1.059327049473226
ACH-000593,-1.0786676228329828
ACH-000600,-0.8413982638361676
ACH-000601,-0.7843800514442979
ACH-000605,-0.7203946462423569
ACH-000606,-0.5526039557710803
ACH-000608,-0.2408584153825247
ACH-000614,-0.9024426737687912
ACH-000616,-0.9240262259269408
ACH-000618,-0.6518698105215606
ACH-000619,-1.1848736149386991
ACH-000620,-1.050509077002542
ACH-000621,-0.7425295614143389
ACH-000622,-0.5923929090164151
ACH-000623,-0.2440779643833845
ACH-000624,-0.940102045165652
ACH-000627,-0.3473417364580645
ACH-000630,-0.8390293454484666
ACH-000631,-0.8337461558716117
ACH-000632,-1.0444682423563028
ACH-000633,-0.3131125048244032
ACH-000637,-0.6771319313873916
ACH-000638,-0.542950781586544
ACH-000646,-0.9147628392516102
ACH-000647,-0.2525933036973683
ACH-000648,-1.032679191279822
ACH-000649,-0.7919293485897031
ACH-000651,-0.5568794305057321
ACH-000652,-0.8055152051327811
ACH-000653,-0.2076110361716724
ACH-000657,-1.1668160066228606
ACH-000658,-0.0008988656622733328
ACH-000661,-0.6124499693313229
ACH-000662,-0.6649974592413477
ACH-000663,-1.5628162153554657
ACH-000665,-0.6260540768969711
ACH-000671,-0.6855735889607084
ACH-000672,-0.9788873682966988
ACH-000673,-0.6766770342866087
ACH-000676,-0.16557569515780904
ACH-000677,-0.7022649531780749
ACH-000681,-0.7356686275879544
ACH-000683,0.0071211443931421545
ACH-000684,-1.1511436936057882
ACH-000688,-1.1501297911093071
ACH-000693,-0.4802690431153889
ACH-000694,-0.6380629858156894
ACH-000695,-0.3572621157530374
ACH-000696,-0.4129990030934196
ACH-000697,-0.4698172931795928
ACH-000699,-0.21908620065422346
ACH-000701,-0.6615405579210057
ACH-000706,-0.9374041744080904
ACH-000711,-0.7335178095806661
ACH-000713,-0.8747977359833358
ACH-000714,-0.48620668828225394
ACH-000718,-0.8097767304192491
ACH-000720,-1.06803299323098
ACH-000721,-0.7730871060616294
ACH-000724,-1.5062388534833533
ACH-000725,-0.06387590558783407
ACH-000732,-0.7086457816780618
ACH-000734,-0.5173315164684865
ACH-000735,-1.1023045561878109
ACH-000736,-0.6853336499432314
ACH-000738,-0.7982659328554261
ACH-000746,0.058791184216802676
ACH-000747,-0.8416520552259302
ACH-000748,-0.4999469858227821
ACH-000753,-0.2731995844918612
ACH-000756,-0.6733756629878421
ACH-000757,-0.487969968326605
ACH-000758,-0.8079464990394674
ACH-000760,-0.2068770108697533
ACH-000762,-0.5776757207343611
ACH-000763,-0.37002373832302543
ACH-000764,-0.7135888125329103
ACH-000765,-0.3378944695199524
ACH-000766,-0.9476588586238076
ACH-000767,-0.12221125377237455
ACH-000768,-1.1091663634664295
ACH-000769,-0.487002081456864
ACH-000770,-0.3855598141729661
ACH-000771,-1.0148152429684958
ACH-000773,-0.23388546626321616
ACH-000776,-1.3649867972609109
ACH-000777,-1.3446483067813702
ACH-000778,-0.7784877411884975
ACH-000781,-0.3525398566826633
ACH-000782,-0.3769398594603179
ACH-000783,-0.4748591466644652
ACH-000784,-0.5712645802344918
ACH-000785,-0.3702723296503047
ACH-000787,-0.9607492979548242
ACH-000788,-0.5043813547393992
ACH-000791,-0.4758176302325494
ACH-000792,-0.5439588381614243
ACH-000794,-0.8573937023715239
ACH-000796,-0.4009965888586733
ACH-000798,-0.5480042883523205
ACH-000799,-1.1004110451985103
ACH-000800,-0.3490972144139915
ACH-000802,-1.2846131508291547
ACH-000804,-0.4821353652480604
ACH-000805,-0.7461999831313894
ACH-000809,-1.2259023454365408
ACH-000810,-0.5832502983540699
ACH-000811,-0.7255126585713825
ACH-000817,-0.4265057602002361
ACH-000819,-0.6504712973430908
ACH-000820,-0.7835137202643064
ACH-000821,-0.04368686410488044
ACH-000822,-0.1876133825722273
ACH-000823,-0.4149103558289669
ACH-000824,-0.8079480653313212
ACH-000827,-0.7938103876740411
ACH-000829,-0.4711428648771342
ACH-000831,-0.4112500615355441
ACH-000832,-0.9720005949523932
ACH-000833,-0.6251399112275069
ACH-000834,-0.7878927544181118
ACH-000835,-0.986610332148679
ACH-000836,-1.2396175068295758
ACH-000837,-0.8600100555565079
ACH-000838,-0.18241735719495267
ACH-000839,-0.9924930288569944
ACH-000840,-0.7938784370995715
ACH-000841,-0.6439772742002835
ACH-000843,-1.3541864955356668
ACH-000846,-0.4587820609160822
ACH-000847,-0.7703598515208113
ACH-000848,-0.3347109514160678
ACH-000849,-0.548461067417534
ACH-000851,-1.0025543839155702
ACH-000855,-0.2373281201699739
ACH-000856,-1.124779465075029
ACH-000858,-0.0683057034609578
ACH-000859,-0.8643534036792626
ACH-000861,-0.9214865472063808
ACH-000862,-0.6356445597125029
ACH-000865,-0.7302087392893528
ACH-000866,-0.5175778607266118
ACH-000867,-0.3070445399432249
ACH-000869,-0.4411702323527637
ACH-000872,-1.0043232844857968
ACH-000873,-1.2894329798984898
ACH-000876,-0.7760944310106312
ACH-000878,-0.5496226132596584
ACH-000880,-1.014606945416357
ACH-000881,-0.8700797576133367
ACH-000882,-0.3109785607761085
ACH-000884,-0.6127086084947679
ACH-000885,-1.156674018876222
ACH-000887,-0.8094717774906608
ACH-000889,-0.4738636007113399
ACH-000896,-0.7426755546995989
ACH-000898,-0.26068450688605377
ACH-000900,-0.3137725704748873
ACH-000901,-0.5439672630615182
ACH-000905,-1.2472137872061853
ACH-000906,-0.5245935673450904
ACH-000907,-1.0385723823649171
ACH-000910,-0.0421969000033813
ACH-000911,-0.3232211983313256
ACH-000912,-1.18617830787518
ACH-000913,-0.409228380179068
ACH-000915,-1.0097940125774658
ACH-000916,-0.6610462360126822
ACH-000917,-0.5439821627662995
ACH-000920,-0.4768813912261405
ACH-000921,-1.0323123026254957
ACH-000924,-0.6224136299124382
ACH-000926,-0.35396071130708034
ACH-000928,-0.8444701564792524
ACH-000929,-0.3100004628509642
ACH-000932,-0.3649763541261255
ACH-000935,-0.4963498396137066
ACH-000936,-0.9313840975132788
ACH-000937,-0.3396205244338579
ACH-000938,-0.4187614784516617
ACH-000939,-1.141706645970764
ACH-000941,-0.15747916038227555
ACH-000943,-0.7443036310074476
ACH-000946,-0.2597239830691937
ACH-000947,-0.2688177986385312
ACH-000948,-0.8901554165705
ACH-000950,-0.8583476342687849
ACH-000953,-0.4083530663683718
ACH-000954,-0.5946428470257857
ACH-000957,-0.8384146939474493
ACH-000958,-0.4922052291384643
ACH-000960,-0.4107697479333581
ACH-000963,-0.107378831786617
ACH-000968,-0.9248145479008172
ACH-000969,-0.15444777145591104
ACH-000972,-0.06941815940469681
ACH-000973,-0.5963280700610031
ACH-000974,-0.3985575374700921
ACH-000978,-0.6718865614075887
ACH-000984,0.04411566838664716
ACH-000986,-0.7527318787526509
ACH-000988,-1.3331711053664377
ACH-000993,-0.26651697534884233
ACH-000994,-1.1330191135522014
ACH-000996,-0.24511024628772496
ACH-001001,-0.4687162205573761
ACH-001020,-0.9249581728288944
ACH-001028,-0.1216321701160565
ACH-001031,-0.3847389096445253
ACH-001038,-0.14088125381981764
ACH-001048,-0.942128929713259
ACH-001050,-1.2471700263779812
ACH-001053,-0.4978557025300106
ACH-001054,-0.5260115369890338
ACH-001061,-0.814567432969962
ACH-001067,-0.8379968226192788
ACH-001075,-0.3046820665609851
ACH-001096,-1.0551256092761423
ACH-001111,-0.7706133530992236
ACH-001119,-0.4975838639143453
ACH-001128,-1.1747158398249524
ACH-001134,-0.27050715109073803
ACH-001151,-1.2664238207813052
ACH-001163,-0.4439739237774423
ACH-001164,-0.4953969376688647
ACH-001183,-0.7812776797681428
ACH-001192,-0.4872662795618568
ACH-001193,-0.29879487430345164
ACH-001196,-0.6315797568168071
ACH-001197,-0.2769595433180213
ACH-001205,-0.7140454155473471
ACH-001211,-0.6675253609390049
ACH-001212,-0.8331425582155518
ACH-001228,-0.2856364765238961
ACH-001232,-0.6203529244900647
ACH-001239,-0.7544334188430962
ACH-001270,-1.1880102500322147
ACH-001274,-0.8120222807959755
ACH-001275,-0.8896887826532116
ACH-001277,-0.5379345247664395
ACH-001278,-0.8579652612573488
ACH-001280,-0.3086167166462737
ACH-001283,-0.8551987532919609
ACH-001289,-0.4024022211200149
ACH-001300,-0.4522417227388073
ACH-001301,-0.9313149154102194
ACH-001302,-0.454524127121272
ACH-001306,-0.7955123657436514
ACH-001318,-0.2831379319143659
ACH-001322,-1.0320125032193102
ACH-001328,-1.2519462017560439
ACH-001332,-0.5331029128146905
ACH-001336,-0.5152917591494564
ACH-001346,-0.9048678492361106
ACH-001353,-0.6340619004844327
ACH-001354,-0.6031746921206604
ACH-001367,-0.6865205199728212
ACH-001368,-0.2564350831789725
ACH-001374,-0.26741739778907003
ACH-001377,-0.33484266915160155
ACH-001380,-0.5703519663777298
ACH-001391,-0.7685263073071142
ACH-001408,-1.242843487863634
ACH-001430,-0.3943577175516437
ACH-001431,-0.6116717931731441
ACH-001450,-0.3364057948907209
ACH-001496,-0.3637730740607211
ACH-001500,-0.7966735493928975
ACH-001523,-0.9573524194154897
ACH-001532,-0.4726827229795098
ACH-001550,-0.43329838729544257
ACH-001552,-0.7266128453952424
ACH-001554,-0.4963701835550109
ACH-001654,-0.7522541033399416
ACH-001735,-0.4104941155590112
ACH-001736,-0.5126319688618005
ACH-001737,-0.7974055034076303
ACH-001740,-0.3440222160804968
ACH-001745,-0.5506720042332695
ACH-001765,-0.3478672540160362
