,CAPNS2 (84290)
ACH-000004,0.03387082824912229
ACH-000005,0.1883277240604239
ACH-000007,0.1827398827142304
ACH-000009,0.03375539613838471
ACH-000011,0.004215635989155643
ACH-000012,0.058960685484924086
ACH-000013,0.03674284444973477
ACH-000014,-0.10638995392251388
ACH-000015,0.1421893805584723
ACH-000017,0.13867911516856093
ACH-000018,0.08569196367896938
ACH-000019,0.15548190103329146
ACH-000021,0.034075335623436016
ACH-000022,0.08204377855315358
ACH-000025,-0.10046656102937797
ACH-000028,0.25184285684657115
ACH-000030,-0.008721619705702103
ACH-000035,-0.18899312657171266
ACH-000036,0.09858062222019587
ACH-000037,-0.03414935214258725
ACH-000039,0.017825420209369048
ACH-000040,0.12052981461034973
ACH-000041,-0.002347217082392441
ACH-000042,0.1200689621926706
ACH-000045,0.1352301833251934
ACH-000047,0.08348990584033937
ACH-000052,0.09641091450903012
ACH-000053,-0.010113406151749127
ACH-000054,0.1445723233734849
ACH-000055,-0.015095954045107584
ACH-000060,-0.02334956305328421
ACH-000067,0.14029899907680102
ACH-000070,0.1163848773976751
ACH-000075,0.11346168261725573
ACH-000078,-0.00846189901188953
ACH-000082,-0.02266297201607834
ACH-000085,0.17718661828640378
ACH-000086,0.020575457868758282
ACH-000087,-0.1137631585909896
ACH-000092,0.1072893238606318
ACH-000095,0.0078030172679410155
ACH-000097,-0.04228514107054468
ACH-000098,-0.03631240403981791
ACH-000099,0.07057266344381485
ACH-000108,0.05641117551623478
ACH-000113,0.15073230605853527
ACH-000116,0.019117932064628456
ACH-000118,0.05930585840028312
ACH-000120,-0.004651093361943676
ACH-000123,0.08461671890276272
ACH-000127,0.07110041674116348
ACH-000128,0.2307253404131416
ACH-000132,-0.04377843128201739
ACH-000133,0.11416149832789922
ACH-000137,0.11943507261741808
ACH-000138,0.06234535172550714
ACH-000142,0.13299048372509473
ACH-000143,-0.04130033578504886
ACH-000146,0.01153427589406522
ACH-000148,0.111338108392218
