,JMJD6 (23210)
ACH-000004,-0.3523628403414258
ACH-000005,-1.0160044313845062
ACH-000007,-0.26279887562841725
ACH-000009,-0.3375622412581221
ACH-000011,-0.5588713705824627
ACH-000012,-0.5265502171744665
ACH-000013,-0.3514399869731587
ACH-000014,-0.33208978091688823
ACH-000015,-0.5179228469988284
ACH-000017,-0.8191521589380976
ACH-000018,-0.4705837014736428
ACH-000019,-0.7435417293974032
ACH-000021,-0.3792055733204121
ACH-000022,-0.2502145296930601
ACH-000025,-0.4415032703821981
ACH-000028,-0.6285119616192809
ACH-000030,-0.7118952638389915
ACH-000035,-0.10733570254532618
ACH-000036,-0.22904765659965146
ACH-000037,-0.44590703731469705
ACH-000039,-0.5293506819018954
ACH-000040,-0.40445502727715504
ACH-000041,-0.33406448734530364
ACH-000042,-0.5831043265757325
ACH-000045,-0.1717772026790833
ACH-000047,-0.4780045115629276
ACH-000052,-0.4888081666260624
ACH-000053,-0.6030560023485976
ACH-000054,-0.13572513171367526
ACH-000055,-0.6391714404603277
ACH-000060,-0.6471944075446951
ACH-000067,-0.4933689176287279
ACH-000070,-0.3642651551335103
ACH-000075,-0.335204113038278
ACH-000078,-0.4270210899142352
ACH-000082,-0.3217822465478867
ACH-000085,-0.3651139254063322
ACH-000086,-0.3574923973821703
ACH-000087,-0.4728481712816838
ACH-000092,-0.4978286789608164
ACH-000095,-0.13622086539396344
ACH-000097,-0.5588158633619174
ACH-000098,-0.5295140991213876
ACH-000099,-0.3649538697363803
ACH-000108,-0.6916300120840962
ACH-000113,-0.8656707729346106
ACH-000116,-0.6246417289131985
ACH-000118,-0.16273725008709766
ACH-000120,-0.4844773169932395
ACH-000123,-0.3379274530819785
ACH-000127,-0.6369745062534202
ACH-000128,-0.08136137889946105
ACH-000132,-0.588731525101946
ACH-000133,-0.33952194191998875
ACH-000137,-0.4035615295689214
ACH-000138,-0.4323413082867921
ACH-000142,-0.4888292382074759
ACH-000143,-0.9490206507188124
ACH-000146,-0.08875531061421273
ACH-000148,-0.33684343830058033
ACH-000150,-0.5153316393524077
ACH-000152,-0.623760330551865
ACH-000153,-0.22384715164700014
ACH-000159,-0.40986525759922604
ACH-000160,-0.3195492396329005
ACH-000163,-0.1593129834191013
ACH-000167,-0.2694310834995927
ACH-000168,-0.3878986328360212
ACH-000169,-0.5560995622021118
ACH-000178,-0.4903119563531019
ACH-000183,-0.37549045671682896
ACH-000188,-0.43302371989769295
ACH-000189,-0.4832601475487522
ACH-000190,-0.4532261291653357
ACH-000198,-0.6702038772749062
ACH-000203,-0.4667046942192638
ACH-000204,-0.22266208854578529
ACH-000206,-0.3613390981664345
ACH-000207,-0.6816176002742406
ACH-000208,-0.4718514791703545
ACH-000210,-0.4384858253849656
ACH-000211,-0.3467141610667115
ACH-000215,-0.2863227824690836
ACH-000221,-0.40410241528994173
ACH-000222,-0.3521138076656772
ACH-000223,-0.4088474796821034
ACH-000226,-0.6926554805983649
ACH-000227,-0.4592472234697503
ACH-000228,-0.3921582117689809
ACH-000231,-0.8730062019126646
ACH-000232,-0.27967534154288204
ACH-000233,-0.6890302152539121
ACH-000234,-0.45017779477286746
ACH-000235,-0.5377658301381391
ACH-000237,-0.3991339078115843
ACH-000238,-0.40864714090942544
ACH-000242,-0.14035710149293912
ACH-000243,-0.2060597705452613
ACH-000244,-0.3188427728473919
ACH-000246,-0.5524200139986787
ACH-000248,-0.5291793059162073
ACH-000250,-0.8832566080644952
ACH-000251,-0.5632830310060846
ACH-000252,-0.5579729926383719
ACH-000253,-0.5010413595825162
ACH-000255,-0.6049106907089091
ACH-000256,-0.4090696468996951
ACH-000257,-0.15555645197410814
ACH-000258,-0.8451705123239995
ACH-000259,-0.22066781221778906
ACH-000260,-0.14355877094017205
ACH-000261,-0.537725370735899
ACH-000262,-0.59892448298285
ACH-000263,-0.4668204703227566
ACH-000264,-0.33637931804179305
ACH-000265,-0.10316156285651544
ACH-000266,-0.4291908937155618
ACH-000272,-0.2896367114839744
ACH-000274,-0.3258396169059907
ACH-000277,-0.7499867677146302
ACH-000278,-0.431223874998924
ACH-000279,-0.5942234350526588
ACH-000280,-0.6050991764561996
ACH-000281,-0.33712455171940875
ACH-000288,-0.5188237127058903
ACH-000291,-0.6165127125921995
ACH-000293,-0.2002005681768879
ACH-000294,-0.5341008959832454
ACH-000295,-0.44780096946801096
ACH-000296,-0.297596889228824
ACH-000302,-0.18051372033021465
ACH-000304,-0.2910281008353095
ACH-000307,-0.3699446028461116
ACH-000308,-0.4344512648920853
ACH-000310,-0.42002944569082057
ACH-000311,-0.5152577136023969
ACH-000312,-0.4952295648906963
ACH-000315,-0.4411947521044065
ACH-000316,-0.7426101771497241
ACH-000317,0.018318280658617986
ACH-000318,-0.4052658420242337
ACH-000319,-0.26185393047346844
ACH-000320,-0.3753775078475736
ACH-000322,-0.6137171476234999
ACH-000323,0.0011950176631508125
ACH-000324,-0.4720214328156613
ACH-000329,-0.4313388598433919
ACH-000330,-0.5216707136387487
ACH-000331,-0.42249964099123416
ACH-000332,-0.34744509498822146
ACH-000334,-0.4861449100703612
ACH-000335,-0.4192036321111629
ACH-000336,0.17119577860941934
ACH-000337,-0.6244966141590481
ACH-000338,-0.5838747175837077
ACH-000339,-0.4450725592581726
ACH-000341,-0.16260701359796031
ACH-000348,-0.4682705626149118
ACH-000350,-0.3090436820236277
ACH-000352,-0.5124398290952044
ACH-000356,-0.4381119083947726
ACH-000361,-0.7297483384386141
ACH-000362,-0.5202662974070693
ACH-000363,-0.6636079728045782
ACH-000364,-0.4742033595957375
ACH-000365,-0.2824519054904815
ACH-000366,-0.4464002290558858
ACH-000368,-0.4384888959821035
ACH-000374,-0.7927485888174948
ACH-000375,-0.4064646365730803
ACH-000376,-0.4154255492321632
ACH-000381,-0.4329607223161041
ACH-000383,-0.43265295097755546
ACH-000387,-0.38006740260180266
ACH-000389,-0.577926964395598
ACH-000390,-0.348640405925432
ACH-000393,-0.4523161646614019
ACH-000395,-0.4521804334232319
ACH-000396,-0.4303300609158094
ACH-000397,-0.6504059198037765
ACH-000401,-0.7577646348983267
ACH-000402,-0.4776466661928826
ACH-000403,-0.4749263872828367
ACH-000404,-0.2764080807461535
ACH-000406,-0.23068340232914744
ACH-000407,-0.7251566852103268
ACH-000408,-0.6016737077479513
ACH-000410,-0.2766866994512847
ACH-000411,-0.5062559075042915
ACH-000414,-0.5651532111283287
ACH-000415,-0.5611176555985312
ACH-000416,-0.19491058103164344
ACH-000420,-0.6536765681531538
ACH-000421,-0.4688365585486677
ACH-000424,-0.6380418192405848
ACH-000425,-0.5738823860655198
ACH-000426,-0.22157143438556276
ACH-000427,-0.4708824664186777
ACH-000433,-0.5512229604318958
ACH-000435,-0.26462738887721193
ACH-000436,-0.463690144456752
ACH-000444,-0.5928756480195352
ACH-000445,-0.5209604577700926
ACH-000448,-0.5187101084530622
ACH-000450,-0.4423976500452528
ACH-000452,-0.5742285904962777
ACH-000454,-0.4374844766105127
ACH-000458,-0.5517660031903445
ACH-000459,-0.5062230021884074
ACH-000460,-0.5941666976362487
ACH-000461,-0.3548535306786978
ACH-000463,-0.7484058858839481
ACH-000464,-0.4836852575380306
ACH-000466,-0.5468303184079992
ACH-000467,-0.418826940025891
ACH-000468,-0.4249705186049759
ACH-000469,-0.27451100893367336
ACH-000470,-0.6401543905368138
ACH-000471,-0.12738884557756427
ACH-000472,-0.5986511124206361
ACH-000473,-0.4102338496356037
ACH-000475,-0.2957200257800341
ACH-000476,-0.4631102773313252
ACH-000477,-0.4993173607313262
ACH-000479,-0.6155792263469988
ACH-000480,-0.3514639421640532
ACH-000481,-0.3898757999347217
ACH-000483,-0.3627910340550716
ACH-000484,-0.5544956789549432
ACH-000485,-0.4524387316831054
ACH-000486,-0.5442983282376043
ACH-000487,-0.5113667361361487
ACH-000488,-0.616872201997958
ACH-000490,-0.4241063123861711
ACH-000491,-0.2935176291426665
ACH-000495,-0.5799024690978491
ACH-000496,-0.28764689258544
ACH-000499,-0.3442229081173575
ACH-000500,-0.9781287329961424
ACH-000502,-0.594172427380829
ACH-000503,-0.5818369802873296
ACH-000505,-0.4115451435141828
ACH-000507,-0.5880168478931099
ACH-000510,-0.4527794662862125
ACH-000511,-0.6707720875351961
ACH-000512,-0.4913065745898972
ACH-000516,-0.5468321620687487
ACH-000517,-0.3312425665922409
ACH-000518,-0.5400953008683761
ACH-000520,-0.2948562568829134
ACH-000521,-0.4996806953324034
ACH-000522,-0.15541936409012735
ACH-000524,-0.2855406291564025
ACH-000527,-0.3782796381507187
ACH-000528,-0.3907955634824496
ACH-000537,-0.5668574537450561
ACH-000541,-0.3845210479729021
ACH-000542,-0.4462419923225905
ACH-000544,-0.4486371130540894
ACH-000545,-0.5006104786671716
ACH-000547,-0.512102296669565
ACH-000548,-0.3056523480509545
ACH-000549,-0.6206700221353153
ACH-000550,-0.4114514902101189
ACH-000552,-0.2015261272851145
ACH-000556,-0.3079849147301787
ACH-000557,-0.1147478647815939
ACH-000569,-0.2497414402362737
ACH-000570,-0.20509937432933376
ACH-000571,-0.3768834369756507
ACH-000573,-0.30121290671887474
ACH-000576,-0.8226297134878662
ACH-000579,-0.3587649006955473
ACH-000580,-0.8584024024484043
ACH-000584,-0.2431668861482635
ACH-000585,-0.5880042871615029
ACH-000588,-0.5520439370005399
ACH-000589,-0.6025355242168196
ACH-000591,-0.4177970003862588
ACH-000593,-0.2726519817640877
ACH-000600,-0.11473774150212455
ACH-000601,-0.6796470682614919
ACH-000605,-0.4000818662507195
ACH-000606,-0.6364845985875085
ACH-000608,-0.4246660752079789
ACH-000614,-0.19026728673313786
ACH-000616,-0.4652327308284875
ACH-000618,-0.6471725130290639
ACH-000619,-0.8260929005344105
ACH-000620,-0.3027883432162459
ACH-000621,-0.4371669210423733
ACH-000622,-0.310850973084795
ACH-000623,-0.5507836356527214
ACH-000624,-0.34875914397594915
ACH-000627,-0.3109311838261458
ACH-000630,-0.7615258494653022
ACH-000631,-0.15725767298227367
ACH-000632,-0.4491922901047129
ACH-000633,-0.612286135346527
ACH-000637,-0.4323125993629895
ACH-000638,-0.5090265658939667
ACH-000646,-0.4097636934584773
ACH-000647,-0.33707799173768666
ACH-000648,-0.6330756991070559
ACH-000649,-0.4055040008025625
ACH-000651,-0.4274765667938005
ACH-000652,-0.5260070352642713
ACH-000653,-0.3823436225682335
ACH-000657,-0.5039407391378868
ACH-000658,-0.02667903225378053
ACH-000661,-0.19182741733538836
ACH-000662,-0.5062198962188813
ACH-000663,-0.4847161397376144
ACH-000665,-0.5534649676838589
ACH-000671,0.14547104450012438
ACH-000672,-0.2471270458990638
ACH-000673,-0.3394296951396561
ACH-000676,-0.312739934823989
ACH-000677,-0.4546100731180671
ACH-000681,-0.39407024550113895
ACH-000683,-0.5451584086277604
ACH-000684,-0.7339490179299467
ACH-000688,-0.4186372535843583
ACH-000693,-0.5375438474266997
ACH-000694,-0.608458664890096
ACH-000695,-0.002679056209451852
ACH-000696,-0.4444986317515163
ACH-000697,-0.2975370872062265
ACH-000699,-0.3697801672429817
ACH-000701,-0.2999903076758453
ACH-000706,-0.6106957450889906
ACH-000711,-0.4941623001606908
ACH-000713,-0.35769092412651243
ACH-000714,-0.3301715929811394
ACH-000718,-0.6536075269995147
ACH-000720,-0.6297671343719653
ACH-000721,-0.43469841849048907
ACH-000724,-0.7963493695802351
ACH-000725,-0.5541814270578168
ACH-000732,-0.6913587114127415
ACH-000734,-0.3403335223316777
ACH-000735,-0.531702627528978
ACH-000736,-0.13681010903709925
ACH-000738,-0.3854084714351429
ACH-000746,-0.2346391657761624
ACH-000747,-0.4411519315261007
ACH-000748,-0.4962470131662404
ACH-000753,-0.5290704819448715
ACH-000756,-0.3280450833937921
ACH-000757,-0.5027661649838664
ACH-000758,-0.18983733820555693
ACH-000760,-0.2240730554637044
ACH-000762,-0.537261072166427
ACH-000763,-0.4534814269403388
