,SFI1 (9814)
ACH-000004,0.11084159601857424
ACH-000005,0.013267272435789974
ACH-000007,0.19073283073034453
ACH-000009,0.14553380774141622
ACH-000011,0.17806112444600694
ACH-000012,-0.012329089780756815
ACH-000013,0.02658641560518436
ACH-000014,0.011425199118146056
ACH-000015,0.005967870363483081
ACH-000017,0.10443759291643566
ACH-000018,0.00021549234705906586
ACH-000019,0.1470081594810523
ACH-000021,0.05514116141992093
ACH-000022,0.11578370337463273
ACH-000025,-0.09484185259776168
ACH-000028,-0.052158110289661684
ACH-000030,0.09414429535385606
ACH-000035,0.10240425883166278
ACH-000036,0.026087395944109918
ACH-000037,0.04428027962775873
ACH-000039,0.13520522356462691
ACH-000040,0.11112734484216412
ACH-000041,0.2690642358907527
ACH-000042,-0.09862466615385564
ACH-000045,-0.10467696771295246
ACH-000047,0.07015379967225736
ACH-000052,0.02123967405093075
ACH-000053,0.005742961888597283
ACH-000054,0.13749397268999258
ACH-000055,-0.02724179580983446
ACH-000060,-0.02524431880092729
ACH-000067,-0.14777680479073838
ACH-000070,-0.0540049371394422
ACH-000075,0.001247857602256685
ACH-000078,0.022120733491094745
ACH-000082,0.09958258204811878
ACH-000085,0.07336839820186875
ACH-000086,0.1911061407459116
ACH-000087,-0.156822909548184
ACH-000092,0.003973128992769007
ACH-000095,0.12544111414137746
ACH-000097,0.04238832873619165
ACH-000098,0.0858818332352536
ACH-000099,0.12207679471780647
ACH-000108,0.03736716878692014
ACH-000113,0.0729187308726518
ACH-000116,0.1376785329722307
ACH-000118,-0.05552153080351208
ACH-000120,0.14455629526996658
ACH-000123,0.10213552869450901
ACH-000127,0.07601283810740429
ACH-000128,-0.06864790669470125
ACH-000132,0.20883596062182935
ACH-000133,-0.016463587726285527
ACH-000137,-0.1111705997059277
ACH-000138,0.12317986368305585
ACH-000142,-0.014129825188965273
ACH-000143,-0.02343955999091697
ACH-000146,0.08642753474703399
ACH-000148,0.07863899005432498
ACH-000150,0.16300863261283075
ACH-000152,0.08814892314946206
ACH-000153,0.3256270029450471
ACH-000159,0.12475808092915175
ACH-000160,0.10450350447713842
ACH-000163,0.01426485533072971
ACH-000167,0.037861501747284136
ACH-000168,-0.08079004126239142
ACH-000169,0.08991159645785538
ACH-000178,0.01935547946039776
ACH-000183,-0.06903895515586078
ACH-000188,0.08016568695026438
ACH-000189,0.033260994794699274
ACH-000190,0.1608723130385862
ACH-000198,0.1850254403133457
ACH-000203,0.21955049318409767
ACH-000204,0.08807019851383292
ACH-000206,0.1586133434865581
ACH-000207,-0.036626425315820964
ACH-000208,0.06766160694219789
ACH-000210,-0.20104752384341
ACH-000211,0.04941190061419293
ACH-000215,0.031724398270982564
ACH-000221,-0.008696075777979555
ACH-000222,-0.05761164588763835
ACH-000223,0.0014170147779364762
ACH-000226,0.05585420260008927
ACH-000227,0.03494863389295709
ACH-000228,0.08412390183793385
ACH-000231,-0.07500652309760039
ACH-000232,-0.0708291079887075
ACH-000233,0.035598794576658085
ACH-000234,0.16330692426134158
ACH-000235,0.056176081797205374
ACH-000237,0.032571571723142526
ACH-000238,-0.03606755072116806
ACH-000242,0.23644041703380625
ACH-000243,0.036508770010861946
ACH-000244,0.004067765319211447
ACH-000246,0.06985643713480955
ACH-000248,-0.12409302248556475
ACH-000250,0.059210244919007865
ACH-000251,0.11398711175469392
ACH-000252,0.09652451866996717
ACH-000253,0.11519180991359088
ACH-000255,-0.017688505772556536
ACH-000256,0.05140772360770681
ACH-000257,0.004863472459126227
ACH-000258,0.06411052500555556
ACH-000259,0.011455654684632504
ACH-000260,0.05485404581974443
ACH-000261,0.05907311769844431
ACH-000262,0.0674674338464303
ACH-000263,0.210145795721984
ACH-000264,0.00736154381384971
ACH-000265,0.1432021356553967
ACH-000266,0.029502832145504324
ACH-000272,0.0718356013804896
ACH-000274,0.057894556195062966
ACH-000277,0.11790040136898786
ACH-000278,0.11150745348525537
