,PNKP (11284)
ACH-000004,-0.4403712081748459
ACH-000005,-0.32526735674574425
ACH-000007,-0.6982612849250515
ACH-000009,-0.55004309707052
ACH-000011,-0.5184469594632001
ACH-000012,-0.5710717008247186
ACH-000013,-0.6765611351894507
ACH-000014,-0.6726520967554597
ACH-000015,-0.6482368114868692
ACH-000017,-0.2505833771114855
ACH-000018,-0.5590458950323147
ACH-000019,-0.5539892598176911
ACH-000021,-0.5719554354434155
ACH-000022,-0.7062233720079812
ACH-000025,-0.5958207910973242
ACH-000028,-0.4720930027137871
ACH-000030,-0.6548167458739637
ACH-000035,-0.3176359929675381
ACH-000036,-0.6763061219091303
ACH-000037,-0.7685805678832284
ACH-000039,-0.513564853661475
ACH-000040,-0.7066672209494875
ACH-000041,-0.8626733610206573
ACH-000042,-0.4696450421276169
ACH-000045,-0.5264879735396243
ACH-000047,-0.4210908776580883
ACH-000052,-0.5436746070745879
ACH-000053,-0.4250296856885781
ACH-000054,-0.5285128814497834
ACH-000055,-0.6033165902841964
ACH-000060,-0.6005297594708677
ACH-000067,-0.7004804888245162
ACH-000070,-0.34647630016820885
ACH-000075,-0.8063265997591421
ACH-000078,-0.7627003530439288
ACH-000082,-0.606245713998333
ACH-000085,-0.5569389307367582
ACH-000086,-0.5537562995613804
ACH-000087,-0.727295139337603
ACH-000092,-0.793939921639957
ACH-000095,-0.6114867823884178
ACH-000097,-0.4447056521822567
ACH-000098,-0.8420758429369827
ACH-000099,-0.5427448491353806
ACH-000108,-0.7546147175181641
ACH-000113,-0.4293454141777233
ACH-000116,-0.5056337254830581
ACH-000118,-0.665431606324081
ACH-000120,-0.5941185905174188
ACH-000123,-0.5965143150784887
ACH-000127,-0.6650968404175852
ACH-000128,-0.42741101024323097
ACH-000132,-0.5939483838114388
ACH-000133,-0.6987483618481177
ACH-000137,-0.8268096910640435
ACH-000138,-0.6209908903724473
ACH-000142,-0.5471408469069706
ACH-000143,-0.5054368278125272
ACH-000146,-0.5394109399879012
ACH-000148,-0.6767284487276295
ACH-000150,-0.6820737026663155
ACH-000152,-0.8411461524063946
ACH-000153,-0.6703309388682472
ACH-000159,-0.4818669450649693
ACH-000160,-0.4050629751624494
ACH-000163,-0.6376092464927772
ACH-000167,-0.6027010307501695
ACH-000168,-0.4804649918332845
ACH-000169,-0.637139686819284
ACH-000178,-0.6882166854877182
ACH-000183,-0.6236941043738609
ACH-000188,-0.5439937507077933
ACH-000189,-0.5789791774112477
ACH-000190,-0.9266591701542076
ACH-000198,-0.3720770103770345
ACH-000203,-0.08177776475532826
ACH-000204,-0.6927510627059889
ACH-000206,-0.970531333683428
ACH-000207,-0.6241672205111078
ACH-000208,-0.6812840218377049
ACH-000210,-0.6237435130679084
ACH-000211,-0.6225172078960592
ACH-000215,-0.6916083887092391
ACH-000221,-0.9087264175214465
ACH-000222,-0.7041699529579485
ACH-000223,-0.44073666410233936
ACH-000226,-0.8086801426140443
ACH-000227,-0.6368460715310607
ACH-000228,-0.7146907236405846
ACH-000231,-0.7055808632520598
ACH-000232,-0.5499189674149155
ACH-000233,-0.5153244157769049
ACH-000234,-0.6248188073562171
ACH-000235,-0.5769017918282903
ACH-000237,-0.6791221465855143
ACH-000238,-0.6314588041770884
ACH-000242,-0.8129914377679284
ACH-000243,-0.6936517242102239
ACH-000244,-0.6662286758555088
ACH-000246,-0.6283566561457662
ACH-000248,-0.38748861989607536
ACH-000250,-0.5317673286229345
ACH-000251,-0.7773779417327525
ACH-000252,-0.6690015911972597
ACH-000253,-0.317330765523204
ACH-000255,-0.7762415970555191
ACH-000256,-0.42926909364433663
ACH-000257,-0.6501538935474549
ACH-000258,-0.6124242569335075
ACH-000259,-0.6852685177550002
ACH-000260,-0.5946145417520542
ACH-000261,-0.7083980260551161
ACH-000262,-0.4172337007933834
ACH-000263,-0.31815102336431444
ACH-000264,-0.3644047812419202
ACH-000265,-0.6763437531602482
ACH-000266,-0.7158805991668017
ACH-000272,-0.5893259075851632
ACH-000274,-0.3607130551168016
ACH-000277,-0.5119504411441381
ACH-000278,-0.5842521095522806
ACH-000279,-0.7368597808125115
ACH-000280,-0.6495853103552313
ACH-000281,-0.5602367410890939
ACH-000288,-0.4930990545006441
ACH-000291,-0.43038219689201535
ACH-000293,-0.4405198691891015
ACH-000294,-0.4585088090475321
ACH-000295,-0.4151323933584468
ACH-000296,-0.564381754093661
ACH-000302,-0.6693290031308136
ACH-000304,-0.7557376938849679
ACH-000307,-0.5125144396415129
ACH-000308,-0.6451547889492822
ACH-000310,-0.3992669142690501
ACH-000311,-0.5435586189527593
ACH-000312,-0.6789628862641628
ACH-000315,-0.7571408114992022
ACH-000316,-0.7358583447961808
ACH-000317,-0.5958826665817392
ACH-000318,-0.5092692947053238
ACH-000319,-0.4458782171316532
ACH-000320,-0.6151179128394405
ACH-000322,-0.8095216408827322
ACH-000323,-0.7330362667409939
ACH-000324,-0.684642781933676
ACH-000329,-0.5803043922269386
ACH-000330,-0.7592083511030175
ACH-000331,-0.8093966502800268
ACH-000332,-0.7820179376116037
ACH-000334,-0.4754511494534841
ACH-000335,-0.5869742105784528
ACH-000336,-0.4680829307430687
ACH-000337,-0.6805483398313928
ACH-000338,-0.9318347266823556
ACH-000339,-0.6982003642659113
ACH-000341,-0.6321016850349976
ACH-000348,-0.6990193002362036
ACH-000350,-0.4928035564272155
ACH-000352,-0.3347264346175535
ACH-000356,-0.3534923048273259
ACH-000361,-0.7790825001580535
ACH-000362,-0.5004279849579698
ACH-000363,-0.4793272984021555
ACH-000364,-0.7638761046607376
ACH-000365,-0.6592241809309645
ACH-000366,-0.9027615020691514
ACH-000368,-0.7326082846279252
ACH-000374,-0.4308740292911764
ACH-000375,-0.8108416222810033
ACH-000376,-0.6308391055014503
ACH-000381,-0.5686363000136678
ACH-000383,-0.4313482682981165
ACH-000387,-0.4687010675812394
ACH-000389,-0.8797259506460446
ACH-000390,-0.5399570181197219
ACH-000393,-0.459000956962471
ACH-000395,-0.3690653579404939
ACH-000396,-0.9845025456444122
ACH-000397,-0.8453749577807427
ACH-000401,-0.8190990913091442
ACH-000402,-0.5548943971577264
ACH-000403,-0.5085185424916588
ACH-000404,-0.5401703586776027
ACH-000406,-0.5661414445156011
ACH-000407,-0.5979227790096346
ACH-000408,-0.7071433377535132
ACH-000410,-0.5823316316509132
ACH-000411,-0.5191807246988638
ACH-000414,-0.5900149320729184
ACH-000415,-0.5536017115474084
ACH-000416,-0.4401626810551463
ACH-000420,-0.5564171149666262
ACH-000421,-0.6192512304013826
ACH-000424,-0.8209120896371412
ACH-000425,-0.5118872854874503
ACH-000426,-0.22342695893625825
ACH-000427,-0.5302946330435311
ACH-000433,-0.5624336299886111
ACH-000435,-0.99696079197352
ACH-000436,-0.5491620821860718
ACH-000444,-0.6998078418677227
ACH-000445,-0.8569738905848555
ACH-000448,-0.5881678563408776
ACH-000450,-0.8149878986902499
ACH-000452,-0.3834454714668026
ACH-000454,-0.5641996560596497
ACH-000458,-0.4260565974995089
ACH-000459,-0.4352063695281732
ACH-000460,-0.4353630020448812
ACH-000461,-0.5532320632633654
ACH-000463,-0.7963572819442709
ACH-000464,-0.7252775268036578
ACH-000466,-0.5506187683948672
ACH-000467,-0.6343901943539562
ACH-000468,-0.7813935396528072
ACH-000469,-0.5826253662603984
ACH-000470,-0.8477270900594978
ACH-000471,-0.4955343531956898
ACH-000472,-0.6500806806121502
ACH-000473,-0.8519342543884644
ACH-000475,-0.5676574648871388
ACH-000476,-0.3680561155391714
ACH-000477,-0.4121518963846305
ACH-000479,-0.7009305676548832
ACH-000480,-0.5742822069467449
ACH-000481,-0.3291094905958899
ACH-000483,-0.3949522473357805
ACH-000484,-0.6517297125144108
ACH-000485,-0.4414454982061623
ACH-000486,-0.6248910263956452
ACH-000487,-0.4951654123545962
ACH-000488,-0.6396013434074889
ACH-000490,-0.5159816493903341
ACH-000491,-0.42213560901142905
ACH-000495,-0.6500203180547429
ACH-000496,-0.6252834373553523
ACH-000499,-0.8617909318213205
ACH-000500,-0.5551358058386634
ACH-000502,-0.5196487525734658
ACH-000503,-0.11876608682104722
ACH-000505,-0.7496866970461341
ACH-000507,-0.4648731379331438
ACH-000510,-0.6849203866671868
ACH-000511,-0.7497404778220209
ACH-000512,-0.5810434849448267
ACH-000516,-0.4436820155215364
ACH-000517,-0.5191914359544034
ACH-000518,-0.5691444793151538
ACH-000520,-0.8552734622786835
ACH-000521,-0.6883997782915205
ACH-000522,-0.5920083719773191
ACH-000524,-0.4550220824810997
ACH-000527,-0.4940620110492537
ACH-000528,-0.4204752788003336
ACH-000537,-0.4546980240516255
ACH-000541,-0.4855012087450247
ACH-000542,-0.5266950191191547
ACH-000544,-0.6604087947134817
ACH-000545,-0.5595130978846561
ACH-000547,-0.8474121027754272
ACH-000548,-0.3913338884553804
ACH-000549,-0.5045341731447349
ACH-000550,-0.6199237609377234
ACH-000552,-0.4362700190318312
ACH-000556,-0.5451752134789409
ACH-000557,-0.5187465970804627
ACH-000569,-0.4246493688169133
ACH-000570,-0.7014213530327441
ACH-000571,-0.6395530362352042
ACH-000573,-0.8194221147111005
ACH-000576,-0.5840394333712244
ACH-000579,-0.4233620888309464
ACH-000580,-0.7083830015495309
ACH-000584,-0.5061812503174196
ACH-000585,-0.6044954018463709
ACH-000588,-0.41584658042050815
ACH-000589,-0.7242105768683651
ACH-000591,-0.6570254369670989
ACH-000593,-0.5328065676589434
ACH-000600,-0.5232783153998568
ACH-000601,-0.6235216320823869
