,LDHAL6A (160287)
ACH-000004,-0.14058067603836566
ACH-000005,0.21200391552252515
ACH-000007,0.10956086084328856
ACH-000009,0.11422357368841855
ACH-000011,0.15792467709889865
ACH-000012,0.2847699428110363
ACH-000013,0.044321008113376616
ACH-000014,0.11662056170952867
ACH-000015,0.14980378544316206
ACH-000017,0.16815259661931953
ACH-000018,0.3599845519295887
ACH-000019,0.161120299555159
ACH-000021,0.15838718193103787
ACH-000022,0.037889165332696345
ACH-000025,0.19732809348718924
ACH-000028,0.1529625383013886
ACH-000030,0.12296838187818553
ACH-000035,0.054197061999048265
ACH-000036,0.1389443390675348
ACH-000037,0.21973414143056405
ACH-000039,0.2490840475316617
ACH-000040,0.2128706638592386
ACH-000041,0.08992403761703556
ACH-000042,0.15780943829878294
ACH-000045,0.11461899761208673
ACH-000047,0.22920038674003704
ACH-000052,-0.2576622254276138
ACH-000053,0.17292965457411816
ACH-000054,0.2294538775374108
ACH-000055,0.2374540556232555
ACH-000060,0.10623255661114596
ACH-000067,0.00846938648811247
ACH-000070,0.07737979920258234
ACH-000075,0.3931789491245433
ACH-000078,0.06536442566823512
ACH-000082,0.2095785562425814
ACH-000085,0.18291846691799568
ACH-000086,0.19792538733930767
ACH-000087,0.18335271465125644
ACH-000092,0.1763971144128789
ACH-000095,0.04653861601383792
ACH-000097,0.14546032671824255
ACH-000098,0.17943520043592145
ACH-000099,0.08950911907889395
ACH-000108,0.0619540433147442
ACH-000113,0.16111977122065904
ACH-000116,0.1390033340353072
ACH-000118,0.23213346071299346
ACH-000120,0.16776453954268433
ACH-000123,0.13711357657551052
ACH-000127,0.15561062133780154
ACH-000128,0.12228535950038083
ACH-000132,0.13218053613806924
ACH-000133,-0.005831924631904831
ACH-000137,-0.0729844369138202
ACH-000138,0.19617370042502155
ACH-000142,0.18427847296503214
ACH-000143,0.11601162694469473
ACH-000146,0.1801805684151226
ACH-000148,0.07392924722977566
ACH-000150,0.1559437454672557
ACH-000152,0.14917246430078546
ACH-000153,0.24280777104168524
ACH-000159,0.0847198501091974
ACH-000160,0.05558777517926515
ACH-000163,0.1389546324820387
ACH-000167,-0.03572105096479128
ACH-000168,0.1683425964223841
ACH-000169,0.1709681477667936
ACH-000178,0.15724902399576354
ACH-000183,-0.0018059775425413387
ACH-000188,0.15307989319346074
ACH-000189,-0.05691917073212314
ACH-000190,0.2270942422385104
ACH-000198,0.09985852321210048
ACH-000203,-0.7161386656378029
ACH-000204,0.34480138643343045
ACH-000206,0.07271326778160019
ACH-000207,0.14795594654337782
ACH-000208,0.4170545110654087
ACH-000210,0.12110110282049401
ACH-000211,0.1139399777101691
ACH-000215,0.1221980934869312
ACH-000221,0.20037369049325465
ACH-000222,0.18714355628567125
ACH-000223,0.104422067346164
ACH-000226,0.03361606711874455
ACH-000227,-0.06616098017090256
ACH-000228,0.12880571241716016
ACH-000231,0.15281429255174642
ACH-000232,0.05938241043893349
ACH-000233,0.08125664699007915
ACH-000234,0.1568157988018668
ACH-000235,0.14475311009810954
ACH-000237,0.027696641134056118
ACH-000238,0.05556439253938476
ACH-000242,0.21340814254300414
ACH-000243,0.2262303319776003
ACH-000244,0.13384366432224887
ACH-000246,0.1690583613693537
ACH-000248,0.16660976269341252
ACH-000250,0.15256350128730484
ACH-000251,0.31743037711337485
ACH-000252,0.1386695524157625
ACH-000253,0.2525123308310459
ACH-000255,0.14841649263100565
ACH-000256,0.058150965510733274
ACH-000257,0.18034055038072602
ACH-000258,0.20416688786129425
ACH-000259,0.145380307908775
ACH-000260,0.19223384614684427
ACH-000261,0.19992944368964646
ACH-000262,0.13812910176010992
ACH-000263,0.23121044244433156
ACH-000264,0.17077400774694726
ACH-000265,0.2731658055084357
ACH-000266,0.20087540792198846
ACH-000272,0.2037160050243654
ACH-000274,0.13118890724708776
ACH-000277,0.13010899835607154
ACH-000278,0.027030450643570996
ACH-000279,0.041644680671916415
ACH-000280,0.1946970812722552
ACH-000281,0.16488075416340015
ACH-000288,0.10351231046981664
ACH-000291,0.2382614847747638
ACH-000293,0.13025723568312522
ACH-000294,0.0917396139287516
ACH-000295,-0.061530320960273575
ACH-000296,0.060065957455382624
ACH-000302,0.11850878126145772
ACH-000304,0.053652354008160284
ACH-000307,0.18448730692689108
ACH-000308,0.1816762307352491
ACH-000310,-0.022757588184324773
ACH-000311,0.2714497355802489
ACH-000312,0.21871865166257126
ACH-000315,0.1233879221355491
ACH-000316,0.03324405658603689
ACH-000317,0.20422032602844234
ACH-000318,0.16019764338606668
ACH-000319,0.05899129910037292
ACH-000320,0.15748422472992582
ACH-000322,0.29631606971598745
ACH-000323,0.12467478588040652
ACH-000324,0.08755739601670423
ACH-000329,0.12920866655749835
ACH-000330,0.1681148017068195
ACH-000331,0.10287412443251928
ACH-000332,0.16559119589074525
ACH-000334,0.3395225626482055
ACH-000335,0.3877810270471356
ACH-000336,0.06714650156833138
ACH-000337,0.02345758616137504
ACH-000338,0.4781651213227888
ACH-000339,0.1543864272389048
ACH-000341,-0.1575227264053071
ACH-000348,0.2206287359720381
ACH-000350,0.09566245776544198
ACH-000352,0.07600097608022405
ACH-000356,0.03273276729710975
ACH-000361,0.11275072011670464
ACH-000362,0.089000874912928
ACH-000363,0.13854728626785925
ACH-000364,0.17825363038358982
ACH-000365,0.17270561844226698
ACH-000366,0.16575766311268098
ACH-000368,0.14501527405553202
ACH-000374,0.07537416732118743
ACH-000375,0.044652666580330944
ACH-000376,0.1904714883233656
ACH-000381,0.17192624484994287
ACH-000383,0.15478302334235464
ACH-000387,0.15254242935480736
ACH-000389,0.4152187321957688
ACH-000390,0.15980139376164085
ACH-000393,0.0903944828152154
ACH-000395,0.02648740147150093
ACH-000396,-0.059983226368476784
ACH-000397,-0.0551278397829541
ACH-000401,0.09823557633967826
ACH-000402,0.11889834673390284
ACH-000403,0.1017714798815526
ACH-000404,0.3957828273356522
ACH-000406,0.09507478830472804
ACH-000407,0.2096973645061244
ACH-000408,0.18308120390521754
ACH-000410,0.04861220287705916
ACH-000411,0.2869386107409613
ACH-000414,0.13630660802482564
ACH-000415,0.18416161704803416
ACH-000416,0.21838160845056745
ACH-000420,0.17700347438304095
ACH-000421,0.13745940636568038
