,DAK (26007)
ACH-000226,-0.15810091662633213
ACH-000227,-0.15918521143714004
ACH-000228,-0.19273546377669687
ACH-000231,-0.21324433728052355
ACH-000232,-0.09014003472592153
ACH-000233,-0.0528773473888175
ACH-000234,0.05775953935029603
ACH-000235,-0.13670738281321987
ACH-000237,-0.1295119634850503
ACH-000238,-0.12640867511724058
ACH-000242,-0.08116636584059637
ACH-000243,-0.18909243179636773
ACH-000244,-0.14181049753988662
ACH-000246,-0.13106586455483699
ACH-000248,-0.040938626059549205
ACH-000250,-0.14880723507036994
ACH-000251,-0.058689533691080986
ACH-000252,-0.0323362241930289
ACH-000253,-0.035001581074111776
ACH-000255,-0.07164558853285377
ACH-000256,-0.09751881023716567
ACH-000257,-0.1563293852923407
ACH-000258,-0.06908478967879446
ACH-000259,-0.08757019892470715
ACH-000260,-0.11154784548694648
ACH-000261,-0.17839803812985286
ACH-000262,-0.26960061607264496
ACH-000263,-0.3368353791160415
ACH-000264,-0.16938017086076154
ACH-000265,-0.05463042141663668
ACH-000266,-0.19179499031272496
ACH-000272,-0.07014891303810047
ACH-000274,-0.06409538072452461
ACH-000277,0.08574395392236511
ACH-000278,-0.08436746889717531
ACH-000279,-0.11915062935366713
ACH-000280,-0.22155751839686727
ACH-000281,-0.2911745818174721
ACH-000288,-0.16852874075703195
ACH-000291,-0.032689949446052385
ACH-000293,-0.18735983588182892
ACH-000294,-0.18861147156903746
ACH-000295,-0.0957867469601778
ACH-000296,0.17493157430636205
ACH-000302,-0.2822147959219999
ACH-000304,-0.11699255499626797
ACH-000307,-0.1523733934971987
ACH-000308,-0.09810531223112023
ACH-000310,-0.10393103530821604
ACH-000311,-0.05187307294375063
ACH-000312,-0.19363852515909288
ACH-000315,-0.2299583154435744
ACH-000316,-0.01694674525503902
ACH-000317,-0.4118937110822863
ACH-000318,-0.3103199060990728
ACH-000319,-0.24891306991925125
ACH-000320,-0.02348957254325105
ACH-000322,0.15727238857094408
ACH-000323,-0.10151904249742423
ACH-000324,-0.05776478509438403
ACH-000329,-0.10325421772842104
ACH-000330,-0.1524060960327439
ACH-000331,-0.11022018706843027
ACH-000332,-0.11357240637415365
ACH-000334,-0.09885949739146173
ACH-000335,-0.3522200435444113
ACH-000336,-0.2647481572601786
ACH-000337,-0.2042920372799365
ACH-000338,-0.0829543155806675
ACH-000339,-0.13591081168749428
ACH-000341,-0.055020426056738
ACH-000348,-0.11960882787082107
ACH-000350,-0.12780432140445727
ACH-000352,-0.15622282917669608
ACH-000356,-0.2238105555485767
ACH-000361,0.15079913483614932
ACH-000362,-0.08826799027429408
ACH-000363,-0.183497793207118
ACH-000364,-0.1347237247118543
ACH-000365,-0.10270678818092592
ACH-000366,-0.3479430357499559
ACH-000368,-0.2983321312285381
ACH-000374,-0.285188354168361
ACH-000375,-0.2577338302391
ACH-000376,-0.23499591011062496
ACH-000381,-0.238069037119934
ACH-000383,-0.16722855556055852
ACH-000387,-0.09310196512065516
ACH-000389,-0.11729581400463518
ACH-000390,-0.1645656327926005
ACH-000393,-0.09805069467187301
ACH-000395,-0.1784181427894443
ACH-000396,0.05380245704210137
ACH-000397,-0.14204361325360826
ACH-000401,-0.25751426935535904
ACH-000402,-0.24937333328657385
ACH-000403,-0.07175246060160237
ACH-000404,-0.2599702079126583
ACH-000406,-0.040112063765108334
ACH-000407,-0.2511555911317819
ACH-000408,-0.40492370416151663
ACH-000410,-0.11483434752059996
ACH-000411,-0.12441094865822985
ACH-000414,-0.054510397435246695
ACH-000415,-0.3637367146126659
ACH-000416,-0.04168854566684968
ACH-000420,-0.20017345232706224
ACH-000421,-0.22990227957134124
ACH-000424,-0.13864730918931845
ACH-000425,-0.13459957080805313
ACH-000426,-0.13298360665336406
ACH-000427,-0.08715585449469307
ACH-000433,-0.10298409584157206
ACH-000435,-0.06595356220778102
ACH-000436,-0.1405954798936587
ACH-000444,-0.1483266215664515
ACH-000445,-0.028630305419951707
ACH-000448,0.030276317116848736
ACH-000450,0.0730046590018647
ACH-000452,-0.25196194903041186
ACH-000454,-0.05564591737201418
ACH-000458,-0.17241427475131454
ACH-000459,0.07357478824688009
ACH-000460,-0.11380274554394552
ACH-000461,-0.24480866556208555
ACH-000463,-0.03671916365803495
ACH-000464,-0.2052293046780588
ACH-000466,-0.3703950151200409
ACH-000467,-0.15620508764411298
ACH-000468,-0.32818050085599154
ACH-000469,-0.1355349021493683
ACH-000470,0.046670010498927265
ACH-000471,-0.08109114972633577
ACH-000472,-0.16809920723207206
ACH-000473,-0.025659091413010426
ACH-000475,-0.07833538836151048
ACH-000476,-0.3702264894788596
ACH-000477,-0.0073490649154111815
ACH-000479,0.005394217326037757
ACH-000480,-0.06482029511338422
ACH-000481,-0.2262399201115831
ACH-000483,-0.3923022342217779
ACH-000484,-0.20864002774571733
ACH-000485,-0.06700611474006958
ACH-000486,-0.24402592465948475
ACH-000487,-0.21738073607870226
ACH-000488,-0.17049128973270702
ACH-000490,0.013413773099938795
ACH-000491,-0.2731507312158624
ACH-000495,-0.15263601355585607
ACH-000496,-0.2362014108449523
ACH-000499,-0.14578012111733613
ACH-000500,0.04588418036545042
ACH-000502,-0.1551349281717615
ACH-000503,-0.4109785105750487
ACH-000505,-0.2569207929011668
ACH-000507,-0.03697498131383832
ACH-000510,-0.15524614452969748
ACH-000511,-0.10222602124808504
ACH-000512,-0.36172423570792345
ACH-000516,-0.05555778404265218
ACH-000517,-0.18697137609566591
ACH-000518,-0.05447230716480327
ACH-000520,-0.11807417942561492
ACH-000521,-0.01659854762574565
ACH-000522,-0.1798053868795636
ACH-000524,-0.0705322781440134
ACH-000527,-0.1481819590804962
ACH-000528,-0.1413753081601957
ACH-000537,-0.1487364448464361
ACH-000541,-0.03932651157295677
ACH-000542,-0.03287622692727582
ACH-000544,-0.13592939608347995
ACH-000545,-0.242943685365485
ACH-000547,-0.13459372718535442
ACH-000548,-0.12398359483925585
ACH-000549,-0.13797786877084328
ACH-000550,-0.08556193578851007
ACH-000552,0.02588715210060977
ACH-000556,-0.09190712522692447
ACH-000557,-0.14267397804199278
ACH-000569,0.12040702234477978
ACH-000570,-0.1613653328540444
ACH-000571,-0.16724759981373413
ACH-000573,-0.14759197401425214
ACH-000576,-0.03171879916465778
ACH-000579,-0.04467194024389964
ACH-000580,0.01665782001347861
ACH-000584,-0.014517547704714837
ACH-000585,-0.14617060653207184
ACH-000588,0.0047657043736631
ACH-000589,-0.0843910191582105
ACH-000591,-0.11243102713367537
ACH-000593,-0.13346289125595875
ACH-000600,-0.038284936602842684
ACH-000601,-0.12393771460123187
ACH-000605,-0.26227939574119474
ACH-000606,-0.2476716793937775
ACH-000608,-0.23958892078019425
ACH-000614,0.12639678921659767
ACH-000616,0.060040325595177725
ACH-000618,-0.3227429115114821
ACH-000619,-0.14163330774008984
ACH-000620,0.02392630233795316
ACH-000621,-0.13163922774364042
ACH-000622,-0.07510520633040349
ACH-000623,-0.181446508879664
ACH-000624,-0.1279894689930296
ACH-000627,-0.046825086892674166
ACH-000630,-0.14861508092174167
ACH-000631,0.00972762071176587
ACH-000632,-0.13274062465075384
ACH-000633,-0.08004492261180607
ACH-000637,-0.18667738311179227
ACH-000638,-0.1631064906104874
ACH-000646,0.1168775614289433
ACH-000647,-0.1827477253799244
ACH-000648,-0.12671340762332195
ACH-000649,-0.10500701568877678
ACH-000651,-0.13608109101942786
ACH-000652,-0.13506327410610916
ACH-000653,-0.32506719782926724
ACH-000657,-0.16632855974415514
ACH-000658,-0.02105984858438906
ACH-000661,-0.17064965230184273
ACH-000662,-0.6369106576435337
ACH-000663,-0.3670683223307021
ACH-000665,-0.2814642820938121
ACH-000671,-0.14280344811488951
ACH-000672,-0.22182196031068124
ACH-000673,-0.1125499354346454
ACH-000676,-0.05220566580438337
ACH-000677,-0.10607355930391037
ACH-000681,-0.08935745985509372
ACH-000683,-0.13689820799269392
ACH-000684,-0.11221976869024036
ACH-000688,-0.17166946065069322
ACH-000693,-0.1707047264970053
ACH-000694,-0.11275727632334348
ACH-000695,-0.12891518219330186
ACH-000696,-0.15562562520235182
ACH-000697,-0.1494137965308842
ACH-000699,-0.08637588693478677
ACH-000701,-0.023994544416787528
ACH-000706,-0.1315797894045008
ACH-000711,-0.15534201057528316
ACH-000713,-0.15014672162252174
ACH-000714,-0.16315149796052147
ACH-000718,-0.2840143037739493
ACH-000720,-0.23479134892263315
ACH-000721,-0.09807632756196133
ACH-000724,-0.2818236147649478
ACH-000725,-0.13704829597662335
ACH-000732,-0.2917674554447311
ACH-000734,-0.22614830398753175
ACH-000735,-0.2328594062525637
ACH-000736,-0.16845322428009776
ACH-000738,-0.19583094386631186
ACH-000746,0.016528773002645394
ACH-000747,-0.14199927814169222
ACH-000748,-0.1783062107098447
ACH-000753,-0.07152416135033418
ACH-000756,-0.4140341156284007
ACH-000757,-0.21078246166074144
ACH-000758,-0.2128931876628132
ACH-000760,-0.0920294431728704
ACH-000762,-0.3714857123593043
ACH-000763,-0.09925021893736488
ACH-000764,0.0202072683394449
ACH-000765,-0.17622134548522667
ACH-000766,-0.1665182377120384
ACH-000767,-0.1473600087905008
ACH-000768,0.0051292375272783425
ACH-000769,0.042209434612228716
ACH-000770,-0.15200490654800033
ACH-000771,-0.2073336772405088
ACH-000773,-0.07064117249693587
ACH-000776,-0.23092589420884405
ACH-000777,-0.09759699638117666
ACH-000778,-0.2227407230580539
ACH-000781,-0.15663002461600195
ACH-000782,-0.4010481974638705
ACH-000783,-0.13031130620533132
ACH-000784,-0.12922081535182514
ACH-000785,-0.050857266747041815
ACH-000787,-0.1440343913544081
ACH-000788,-0.09915392142503347
ACH-000791,-0.15832023834976666
ACH-000792,-0.13841515548361974
ACH-000794,-0.27464113793126466
ACH-000796,-0.20050127661703496
ACH-000798,-0.017415736735069756
ACH-000799,-0.10575628665040464
ACH-000800,-0.1358222792895554
ACH-000802,-0.2815131968634812
ACH-000804,-0.2540163818060032
ACH-000805,-0.2100200199065056
ACH-000809,-0.03399077378406967
ACH-000810,-0.2671689928075767
ACH-000811,-0.14308108041914333
ACH-000817,-0.0898436356226767
ACH-000819,-0.03896772513614336
ACH-000820,-0.06005321423248045
ACH-000821,-0.02485315238279397
ACH-000822,-0.20190059556551265
ACH-000823,-0.2518669749725185
ACH-000824,-0.22040722501879406
ACH-000827,-0.12844484411555562
ACH-000829,0.03109438473773013
ACH-000831,-0.14642887758208556
ACH-000832,-0.3024741760463695
ACH-000833,-0.06170748565450997
ACH-000834,-0.16145764755081105
ACH-000835,-0.08238259152098737
ACH-000836,-0.06507088716850012
ACH-000837,-0.255458174640764
ACH-000838,-0.29613587849597195
ACH-000839,-0.24373617133213124
ACH-000840,-0.11122288444801527
ACH-000841,-0.14648236769599465
ACH-000843,-0.1242025420038671
ACH-000846,-0.18144659794375328
ACH-000847,-0.1436010786944642
ACH-000848,-0.18159489968916726
ACH-000849,-0.14639220288117746
ACH-000851,-0.0818060975538538
ACH-000855,0.06197348625180465
ACH-000856,-0.10286682591866196
ACH-000858,-0.0490297402934084
ACH-000859,-0.0738358248094757
ACH-000861,-0.12222051010015528
ACH-000862,0.07638753705004415
ACH-000865,-0.16425902344088086
ACH-000866,-0.1249031981996232
ACH-000867,-0.06791190843273423
ACH-000869,-0.10517150822535973
ACH-000872,-0.16721838859591648
ACH-000873,-0.0637695492228158
ACH-000876,-0.2577842032161745
ACH-000878,-0.09155494093127747
ACH-000880,-0.16868103229425033
ACH-000881,-0.1108541757105
ACH-000882,-0.0924641251300406
ACH-000884,-0.032901451346548566
ACH-000885,-0.14970250591822026
ACH-000887,-0.19954718287157705
ACH-000889,-0.06958397749232817
ACH-000896,-0.05201556036070888
ACH-000898,-0.14314929939130244
ACH-000900,-0.07580684835546067
ACH-000901,-0.27405477160509034
ACH-000905,-0.1538550212083762
ACH-000906,-0.12524322611562153
ACH-000907,-0.06686098968541823
ACH-000910,0.010559806990685195
ACH-000911,-0.17788299964942067
ACH-000912,-0.047116154233159464
ACH-000913,-0.1598133469077385
ACH-000915,-0.046880137985297915
ACH-000916,0.055702800476136086
ACH-000917,-0.2290666717156321
ACH-000920,-0.4376999339726008
ACH-000921,-0.007848964774792673
ACH-000924,-0.020011778928146786
ACH-000926,-0.08536354856725056
ACH-000928,-0.07784469286938182
ACH-000929,-0.16537456773029627
ACH-000932,-0.054548954865880434
ACH-000935,-0.31798381513685353
ACH-000936,-0.3397095368600815
ACH-000937,-0.1474493135281686
ACH-000938,-0.24827471550145336
ACH-000939,-0.12962249479135368
ACH-000941,-0.3003529888301382
ACH-000943,-0.10952837639689167
ACH-000946,-0.051598472471639886
ACH-000947,-0.11783867178246032
ACH-000948,-0.0537470347712863
ACH-000950,-0.2933782449180781
ACH-000953,-0.3472286067546671
ACH-000954,0.2048692833583896
ACH-000957,-0.11543701305751194
ACH-000958,-0.014176124169888131
ACH-000960,-0.11052202883917787
ACH-000963,-0.1538525922492969
ACH-000968,-0.15843732621999065
ACH-000969,-0.02126106962251174
ACH-000972,0.18909908367015388
ACH-000973,-0.17487594306509055
ACH-000974,-0.15175273132483216
ACH-000978,-0.15955632912977716
ACH-000984,-0.11270139604571253
ACH-000986,-0.15509071708601954
ACH-000988,-0.12053574095713793
ACH-000993,0.008772217691583279
ACH-000994,-0.22407786107663916
ACH-000996,-0.24542960948087736
ACH-001001,-0.13580270899706864
ACH-001020,0.12751087553434556
ACH-001028,-0.1213627581056212
ACH-001031,-0.12233633752829615
ACH-001038,-0.17680394208233274
ACH-001048,-0.16371049574610072
ACH-001050,-0.17504707907406078
ACH-001053,0.029986249571512764
ACH-001054,-0.14326152833805936
ACH-001061,-0.15871334208551938
ACH-001067,0.07492367072388183
ACH-001075,-0.19641397288874549
ACH-001096,-0.29707085875878997
ACH-001111,-0.19308722701512532
ACH-001119,-0.17443563820589755
ACH-001128,-0.16374209673037274
ACH-001134,-0.10865690907475857
ACH-001151,-0.1373609628118145
ACH-001163,-0.27934043064336617
ACH-001164,-0.1880615407342524
ACH-001183,-0.10191738024953152
ACH-001192,-0.12553446116661127
ACH-001193,-0.2342668953927259
ACH-001196,-0.0462878583236983
ACH-001197,-0.12811420966517947
ACH-001205,-0.15980877073538854
ACH-001211,-0.09507150314746354
ACH-001212,-0.35149863633037554
ACH-001228,-0.143305308512393
ACH-001232,-0.13130797528404262
ACH-001239,0.010705749390845577
ACH-001270,-0.14005493966510724
ACH-001274,-0.16288123450446024
ACH-001275,-0.05335122504661632
ACH-001277,0.01838003847956844
ACH-001278,-0.08729182014038175
ACH-001280,0.035489153268234284
ACH-001283,-0.05882419999720469
ACH-001289,0.28856833150139605
ACH-001300,-0.22493177119655755
ACH-001301,-0.3010516526636819
ACH-001302,0.009792436364168692
ACH-001306,-0.28517419792956233
ACH-001318,-0.12253894266556432
ACH-001322,-0.3839197962281113
ACH-001328,-0.17254148005529213
ACH-001332,-0.4738444279280568
ACH-001336,-0.17319417930519165
ACH-001346,-0.20936768063155128
ACH-001353,-0.15229935845401718
ACH-001354,-0.12736299667273904
ACH-001367,-0.10567061058537704
ACH-001368,-0.12838406009977724
ACH-001374,0.2263629265458087
ACH-001377,-0.1549893511984135
ACH-001380,-0.07692207541664126
ACH-001391,-0.07413960098231613
ACH-001408,-0.1983153161763272
ACH-001430,-0.3221617127807208
ACH-001431,0.0577580711904664
ACH-001450,-0.1686558907154384
ACH-001496,-0.12477306343512792
ACH-001500,-0.18515859463629888
ACH-001523,-0.17737294610472534
ACH-001532,-0.12971528696717866
ACH-001550,-0.12825726594287115
ACH-001552,-0.12656527257040273
ACH-001554,-0.08582269291945993
ACH-001654,-0.1172163305414187
ACH-001735,-0.15271354492521172
ACH-001736,-0.22419210349010715
ACH-001737,-0.3623029713556956
ACH-001740,-0.075751800927032
ACH-001745,-0.21579465962596708
ACH-001765,-0.16850543077679386
