,SH3BGR (6450)
ACH-000004,0.11142425869175726
ACH-000005,-0.11664507229931917
ACH-000007,0.3028607057233181
ACH-000009,0.01618642901849732
ACH-000011,0.08012406121376853
ACH-000012,0.07001397870625413
ACH-000013,0.16855502739085212
ACH-000014,0.1162617623377578
ACH-000015,0.0719381206057195
ACH-000017,0.005328167629153747
ACH-000018,0.2676220111030997
ACH-000019,0.0554703412646192
ACH-000021,0.21469423603872667
ACH-000022,0.1735169845165718
ACH-000025,0.20782746523165294
ACH-000028,0.05645838118149319
ACH-000030,0.10674542155261532
ACH-000035,0.06529736993777406
ACH-000036,0.20186162528842336
ACH-000037,-0.032336791870304506
ACH-000039,0.2313437702061903
ACH-000040,0.049676953225825014
ACH-000041,0.08596872857929448
ACH-000042,0.1343120152140257
ACH-000045,0.12637829719545088
ACH-000047,0.10938655503860313
ACH-000052,0.13730660058366154
ACH-000053,0.09516101496809028
ACH-000054,0.08078856131087901
ACH-000055,-0.015424748928791174
ACH-000060,-0.1061226613050939
ACH-000067,0.101893995725339
ACH-000070,0.1343167086538049
ACH-000075,0.1770542123114968
ACH-000078,0.1146405750843417
ACH-000082,0.0992010458706286
ACH-000085,0.19464948356048614
ACH-000086,-0.00537891529750211
ACH-000087,-0.05728485793354825
ACH-000092,0.18904413236385528
ACH-000095,0.14500207696887096
ACH-000097,0.12550377285698694
ACH-000098,0.08690824380732948
ACH-000099,0.08763111719258311
ACH-000108,0.016988326075135757
ACH-000113,-0.00523645090667143
ACH-000116,-0.023126738614531833
ACH-000118,0.2324105734078025
ACH-000120,0.10905229196789223
ACH-000123,0.0823964264300237
ACH-000127,0.07232204292166096
ACH-000128,0.08558247644416438
ACH-000132,-0.060305349655099275
ACH-000133,0.05638738923975387
ACH-000137,0.13487449930960466
ACH-000138,0.20538666244705286
ACH-000142,-0.034842363650375414
ACH-000143,0.04573744437425682
ACH-000146,0.005522550792965448
ACH-000148,0.07577568310859972
ACH-000150,0.16152437361614258
ACH-000152,0.13435415302697382
ACH-000153,0.22498791468042675
ACH-000159,0.019976765794392108
ACH-000160,0.0573110634219162
ACH-000163,0.0719508298989855
ACH-000167,0.2381351599478517
ACH-000168,0.12785800664685418
ACH-000169,0.2029933021433896
ACH-000178,-0.015269165804356296
ACH-000183,0.08768120571963786
ACH-000188,0.21343132799339945
ACH-000189,0.11022426254623116
ACH-000190,-0.020855651486677645
ACH-000198,0.14139986159655313
ACH-000203,0.2926233049902889
ACH-000204,0.09315931448103076
ACH-000206,0.07520603246588348
ACH-000207,-0.021910057083428733
ACH-000208,0.22044039075187336
ACH-000210,0.2517283307206057
ACH-000211,0.13096538301438942
ACH-000215,0.05484974641426765
ACH-000221,0.2126868258778052
ACH-000222,0.07039216378222407
ACH-000223,0.0441343416255565
ACH-000226,0.0995575490117966
ACH-000227,-0.15344616643275658
ACH-000228,0.1489143503536653
ACH-000231,0.003378926755418973
ACH-000232,0.1486913829055238
ACH-000233,-0.005798863553199718
ACH-000234,0.14971597204564072
ACH-000235,0.13020434862630462
ACH-000237,0.022913262335425358
ACH-000238,0.08642022326654254
ACH-000242,0.11654027192557832
ACH-000243,0.061698933667753024
ACH-000244,0.03889652756052248
ACH-000246,0.09062200229516612
ACH-000248,0.21720635309756314
ACH-000250,0.08359567147395082
ACH-000251,0.17277290545827406
ACH-000252,0.05293031486463441
ACH-000253,0.060458584781737726
ACH-000255,0.1105839242179742
ACH-000256,0.2051388158424568
ACH-000257,0.19086056449499025
ACH-000258,-0.0941888772550535
ACH-000259,0.021268526404706486
ACH-000260,0.03693664027187498
ACH-000261,0.15680776713040245
ACH-000262,0.2671513494119383
ACH-000263,0.15742252174535384
ACH-000264,0.04942840500289678
