,RNASEH2C (84153)
ACH-000243,-0.5508475992577145
ACH-000244,-0.5760884127133705
ACH-000246,-0.629712704224769
ACH-000248,-0.19188006752248232
ACH-000250,-0.4653065984094625
ACH-000251,-0.28822829114380705
ACH-000252,-0.42726074675493797
ACH-000253,-0.19477393401235366
ACH-000255,-0.5557661915872365
ACH-000256,-0.3837783120169408
ACH-000257,-0.4146973986715383
ACH-000258,-0.4204464792906605
ACH-000259,-0.6861548793746121
ACH-000260,-0.661861412000064
ACH-000261,-0.4762654910852397
ACH-000262,-0.6518600960053641
ACH-000263,-0.04381445141469517
ACH-000264,-0.2765771344076547
ACH-000265,-0.2495919061694079
ACH-000266,-0.2090633997962912
ACH-000272,-0.3655426481455208
ACH-000274,-0.20526572127287002
ACH-000277,-0.25255677730081216
ACH-000278,-0.4967877149615472
ACH-000279,-0.6386877331101607
ACH-000280,-0.3261404650725949
ACH-000281,-0.41715976688956097
ACH-000288,-0.42252980952031466
ACH-000291,-0.7461370768274871
ACH-000293,-0.26152403030526483
ACH-000294,-0.6086771993427313
ACH-000295,-0.15525609602337342
ACH-000296,-0.4755593092636744
ACH-000302,-0.3914590140736769
ACH-000304,-0.5383372769329454
ACH-000307,-0.30161116328948395
ACH-000308,-0.5291698931783821
ACH-000310,-0.24373676445601944
ACH-000311,-0.5172184290662519
ACH-000312,-0.4548590668711316
ACH-000315,-0.5362771927704946
ACH-000316,-0.640179797803883
ACH-000317,-0.9431956657350892
ACH-000318,-0.5102451385891598
ACH-000319,-0.383158344419428
ACH-000320,-0.4516255600471014
ACH-000322,-0.6888105081667695
ACH-000323,-0.33369626832537225
ACH-000324,-0.556509491114448
ACH-000329,-0.2617042807734247
ACH-000330,-0.33047322137521823
ACH-000331,-0.424997327396144
ACH-000332,-0.2589733428990206
ACH-000334,-0.5136749680286777
ACH-000335,-0.8461546147634016
ACH-000336,-0.22057704076527776
ACH-000337,-0.2796793252095157
ACH-000338,-1.0380893797115802
ACH-000339,-0.3128163691754432
ACH-000341,-0.4390379332791585
ACH-000348,-0.3820303443248647
ACH-000350,-0.2369141562964109
ACH-000352,-0.18199963324422375
ACH-000356,-0.4780616875345851
ACH-000361,-0.07925917937271436
ACH-000362,-0.5801068793626138
ACH-000363,-0.1408376151761902
ACH-000364,-0.11273813600803467
ACH-000365,-0.7680675256502301
ACH-000366,-0.5662276951069269
ACH-000368,-0.4200139001389972
ACH-000374,-0.8110131638318805
ACH-000375,-0.7341900241838901
ACH-000376,-0.6020094033477235
ACH-000381,-0.4238429810230283
ACH-000383,-0.31269761771514376
ACH-000387,-0.28302217703091004
ACH-000389,-0.3484382356957388
ACH-000390,-0.324690408241298
ACH-000393,-0.3861890491701563
ACH-000395,-0.13146995445772586
ACH-000396,-0.5436296643614524
ACH-000397,-0.583691735885463
ACH-000401,-0.4797158981321016
ACH-000402,-0.5057529015045662
ACH-000403,-0.2533983501416246
ACH-000404,-0.4287159682890775
ACH-000406,-0.36672893084653774
ACH-000407,-0.676524223545196
ACH-000408,-0.8435913069537437
ACH-000410,-0.8355548763418379
ACH-000411,-0.5172993930659355
ACH-000414,-0.401156977386294
ACH-000415,-0.6277544199737967
ACH-000416,-0.1394655940706861
ACH-000420,-0.3892811231387978
ACH-000421,-0.3505811783528042
ACH-000424,-0.5070798857273495
ACH-000425,-0.450583219918644
ACH-000426,0.0021507388096868377
ACH-000427,-0.24808816693026306
ACH-000433,-0.31324465517659245
ACH-000435,-0.739498844693404
ACH-000436,-0.2477387014721352
ACH-000444,-0.4067375250555108
ACH-000445,-0.4620390001159837
ACH-000448,-0.3436930910081455
ACH-000450,-0.4279910085625858
ACH-000452,-0.37066102782779903
ACH-000454,-0.21708683298665069
ACH-000458,-0.32516031043228993
ACH-000459,-0.5563542069391388
ACH-000460,-0.5110879858461684
ACH-000461,-0.5500566311703909
ACH-000463,-0.6463967745518151
ACH-000464,-0.40260090992983294
ACH-000466,-0.391762732148635
ACH-000467,-0.09901911023058182
ACH-000468,-0.5839106610441431
ACH-000469,-0.7414241736634309
ACH-000470,-0.5310988728502077
ACH-000471,-0.3830968731972427
ACH-000472,-0.3915444821704809
ACH-000473,-0.4512027755390813
ACH-000475,-0.2046716149059635
ACH-000476,-0.20071787594091053
ACH-000477,-0.39384261978275503
ACH-000479,-0.4683683974393719
ACH-000480,-0.5510898485816341
ACH-000481,-0.3155519257297061
ACH-000483,-0.4895459004333374
ACH-000484,-0.4146099498741537
ACH-000485,-0.2755496931542399
ACH-000486,-0.8348670379204858
ACH-000487,-0.15348206215830384
ACH-000488,-0.3883075645470838
ACH-000490,-0.02328477176200821
ACH-000491,-0.21095206085903292
ACH-000495,-0.6633821652549731
ACH-000496,-0.7431391372423092
ACH-000499,-0.7141127825158725
ACH-000500,-0.7540648463954631
ACH-000502,-0.5352715662958459
ACH-000503,-0.03386701894426958
ACH-000505,-0.34429899197458
ACH-000507,-0.7437560562406825
ACH-000510,-0.3343590436631653
ACH-000511,-0.4568860515141976
ACH-000512,-0.3957727396652703
ACH-000516,-0.17394198157181553
ACH-000517,-0.3318818112863943
ACH-000518,-0.4661417715643224
ACH-000520,-0.5299774298798545
ACH-000521,-0.7482556980118444
ACH-000522,-0.5139903800810254
ACH-000524,-0.4464110850878975
ACH-000527,-0.08583585617109526
ACH-000528,-0.2793959452826392
ACH-000537,-0.2738039884238751
ACH-000541,-0.11464580900831832
ACH-000542,-0.8566536760669459
ACH-000544,-0.7025804628275071
ACH-000545,-0.6060049076428418
ACH-000547,-0.5329899615700726
ACH-000548,-0.5046572097865696
ACH-000549,-0.21804546137225794
ACH-000550,-0.2944320705955261
ACH-000552,-0.16950600237538754
ACH-000556,-0.2796389598105152
ACH-000557,-0.22895506293620366
ACH-000569,-0.2494809003686709
ACH-000570,-0.8029552496751199
ACH-000571,-0.4840632810497788
ACH-000573,-0.4259473687673557
ACH-000576,-0.0008774231004262778
ACH-000579,-0.1859654708223185
ACH-000580,-0.7593263534809608
ACH-000584,-0.4373762226055548
ACH-000585,-0.34569675665230504
ACH-000588,-0.6747788369486333
ACH-000589,-0.32721026231787703
ACH-000591,-0.4537057396449789
ACH-000593,-0.3791285755989948
ACH-000600,-0.4164287155512387
ACH-000601,-0.15409157922062208
ACH-000605,-0.19143872812678733
ACH-000606,-0.3662295939132195
ACH-000608,-0.4228959055940535
ACH-000614,-0.2609779128770606
ACH-000616,-0.6427298644888061
ACH-000618,-0.3891658400206488
ACH-000619,-0.4766405578215485
ACH-000620,-0.10205235151614313
ACH-000621,-0.42735970992204014
ACH-000622,-0.5025560337287731
ACH-000623,-0.4979640410719415
ACH-000624,-0.8186798838403454
ACH-000627,-0.4339615854224304
ACH-000630,-0.24765844606981124
ACH-000631,-1.005872985093501
ACH-000632,-0.5079537003883478
ACH-000633,-0.1873001644270145
ACH-000637,-0.3597573569194608
ACH-000638,-0.5468798950246637
ACH-000646,-0.2509236288477134
ACH-000647,-0.3529167016106565
ACH-000648,-0.4622347412690501
ACH-000649,-0.6831474747865601
ACH-000651,-0.2230108611371361
ACH-000652,-0.4833925731209329
ACH-000653,-0.5761881873343032
ACH-000657,-0.3686334723469117
ACH-000658,-0.10355911533983007
ACH-000661,-0.5825862379108598
ACH-000662,-0.08013607432566434
ACH-000663,-0.31188897835246426
ACH-000665,-0.5605888147057487
ACH-000671,-0.3904352582862201
ACH-000672,-0.7193217152362978
ACH-000673,-0.279371511985753
ACH-000676,-0.6085732990670079
ACH-000677,-0.4194484514650595
ACH-000681,-0.3213209196436476
ACH-000683,-0.3297221010660533
ACH-000684,-0.7575673308611768
ACH-000688,-0.3584539356783851
ACH-000693,-0.4031277617015008
ACH-000694,-0.37874405913143305
ACH-000695,-0.10752538459546693
ACH-000696,-0.5193639019377247
ACH-000697,-0.3477390878210736
ACH-000699,-1.0041765396144982
ACH-000701,-0.2940677711949389
ACH-000706,-0.2222574507435132
ACH-000711,-0.5386816213118579
ACH-000713,-0.2583517398086489
ACH-000714,-0.31677405898179456
ACH-000718,-0.4791037835645714
ACH-000720,-0.5477046912583385
ACH-000721,-0.3540041036764825
ACH-000724,-0.26627042558265024
ACH-000725,-0.3656571973802763
ACH-000732,-0.4756350483199082
ACH-000734,-0.7206070839693348
ACH-000735,-0.30174680251961644
ACH-000736,-0.4235345169642288
ACH-000738,-0.517986954655445
ACH-000746,-0.28607427671138824
ACH-000747,-0.5831206986940138
ACH-000748,-0.34608275771157115
ACH-000753,-0.6836166952760803
ACH-000756,-0.8537079041231302
ACH-000757,-0.4821935989782918
ACH-000758,-0.238722280280335
ACH-000760,-0.3206958246508909
ACH-000762,-1.0979165330269764
ACH-000763,-0.20014741425694632
ACH-000764,-0.4391024879776749
ACH-000765,-0.4734648729033088
ACH-000766,-0.5922051844369679
ACH-000767,-0.1847100320597684
ACH-000768,-0.5465853330047669
ACH-000769,-0.3686270026928601
ACH-000770,-0.2144940654753162
ACH-000771,-0.4889000448262345
ACH-000773,-0.22117580971101092
ACH-000776,-0.7903377765938427
ACH-000777,-0.5820515783898871
ACH-000778,-0.7729288216397376
ACH-000781,-0.23869918098259774
ACH-000782,-0.390728902626264
ACH-000783,-0.335152584736833
ACH-000784,-0.13460531063948605
ACH-000785,-0.4225906713436735
ACH-000787,-0.4954327818120167
ACH-000788,-0.5964572855351609
ACH-000791,-0.347797598932204
ACH-000792,-0.4022327067159801
ACH-000794,-0.8118010447733558
ACH-000796,-0.5711193327077266
ACH-000798,-0.3783154175954334
ACH-000799,-0.2671436246126598
ACH-000800,-0.24895280207459716
ACH-000802,-0.3056045251432201
ACH-000804,-0.19078400209836466
ACH-000805,-0.6042731767814957
ACH-000809,-0.4991292680190236
ACH-000810,-0.3191187947796434
ACH-000811,-0.3874653098270244
ACH-000817,-0.4942942211443952
ACH-000819,-0.40836592489873613
ACH-000820,-0.7390670426513506
ACH-000821,-0.5276474457531537
ACH-000822,-0.4012203171963292
ACH-000823,-0.3745561611597122
ACH-000824,-0.18059834567039054
ACH-000827,-0.8287845456489206
ACH-000829,-0.6569513192945569
ACH-000831,-0.7707375178379324
ACH-000832,-0.4475280750163943
ACH-000833,-0.7183603518610545
ACH-000834,-0.8263056149804907
ACH-000835,-0.4160316432947774
ACH-000836,-0.14878193620852012
ACH-000837,-0.31377242725483223
ACH-000838,-0.3914684015815957
ACH-000839,-0.5192192091459621
ACH-000840,-0.49759778729926
ACH-000841,-0.5087573247042524
ACH-000843,-0.5601123993198128
ACH-000846,-0.2690397383444112
ACH-000847,-0.38024484269040026
ACH-000848,-0.5220926724479018
ACH-000849,-0.5367171479332615
ACH-000851,-0.2454504979107959
ACH-000855,-0.2565377413724207
ACH-000856,-0.7232367149053857
ACH-000858,-0.4059805909637041
ACH-000859,-0.4055400443902199
ACH-000861,-0.4323475575228341
ACH-000862,-0.2200187126376191
ACH-000865,-0.4212614721064025
ACH-000866,-0.7985236175013951
ACH-000867,-0.3280695551241645
ACH-000869,-0.40334488539073865
ACH-000872,-0.44574327881182696
ACH-000873,-0.8987580818492631
ACH-000876,-0.372428454626149
ACH-000878,-0.6548512546789264
ACH-000880,-0.4723038634307524
ACH-000881,-0.7928895587407215
ACH-000882,-0.4030213169414821
ACH-000884,-0.21089591277220746
ACH-000885,-0.5593030643753093
ACH-000887,-0.3924140505773425
ACH-000889,-0.4371075493695761
ACH-000896,-0.381143957555256
ACH-000898,-0.3309405607571795
ACH-000900,-0.4787497944565894
ACH-000901,-0.5316339792561189
ACH-000905,-0.5647978575195507
ACH-000906,-0.852171121795172
ACH-000907,-0.4010128987749689
ACH-000910,-0.31027089406070524
ACH-000911,-0.1874821647819517
ACH-000912,-0.2472795939433641
ACH-000913,-0.9295065087759355
ACH-000915,-0.153745236313105
ACH-000916,-0.3419321580222762
ACH-000917,-0.35397219263793817
ACH-000920,-0.14320174489504514
ACH-000921,-0.6244914542420078
ACH-000924,-0.1751690610846157
ACH-000926,-0.2586968312478079
ACH-000928,-0.2845479642063659
ACH-000929,-0.474085745775689
ACH-000932,-0.3056689905873945
ACH-000935,-0.417018828333012
ACH-000936,-0.4681788969969638
ACH-000937,-0.6353642384248762
ACH-000938,-0.41504817938832334
ACH-000939,-0.4377863022061989
ACH-000941,-0.4706401502054157
ACH-000943,-0.6410225763705707
ACH-000946,-0.5548486228394471
ACH-000947,-0.3740247911239437
ACH-000948,-0.6206349584149463
ACH-000950,-0.6393385741600647
ACH-000953,-0.19612090689212652
ACH-000954,-0.4409530204808787
ACH-000957,-0.18714032286572627
ACH-000958,-0.14128090199452
ACH-000960,-0.15342993915660802
ACH-000963,-0.5290426578326566
ACH-000968,-0.3029006232649101
ACH-000969,-0.3043425302915357
ACH-000972,-0.06398780794225062
ACH-000973,-0.6544827135991786
ACH-000974,-0.2564180165404393
ACH-000978,-0.3060053612380837
ACH-000984,-0.3446519563811001
ACH-000986,-0.20488433371202686
ACH-000988,-0.2515444787863312
ACH-000993,-0.2400782571386307
ACH-000994,-0.1793521402286904
ACH-000996,-0.5292747849560847
ACH-001001,-0.5990821390429905
ACH-001020,-0.5118846297792512
ACH-001028,-0.32718178221697336
ACH-001031,-0.4179483325528011
ACH-001038,-0.2320785668643423
ACH-001048,-0.42771068260356976
ACH-001050,-0.34822085833664096
ACH-001053,-0.3528151658458725
ACH-001054,-0.9927079166331229
ACH-001061,-0.5152001828680977
ACH-001067,-0.4816101936004378
ACH-001075,-0.79640880149649
ACH-001096,-0.6862276299345885
ACH-001111,-0.5172220125944907
ACH-001119,-0.5682706703559381
ACH-001128,-0.4796693100934547
ACH-001134,-0.6066770704759222
ACH-001151,-0.30735155899372285
ACH-001163,-0.35323945450138505
ACH-001164,-0.5671296720365503
ACH-001183,-0.6509515188772894
ACH-001192,-0.44246203553684416
ACH-001193,-0.8618842173520805
ACH-001196,-0.580814682867464
ACH-001197,-0.592457202201071
ACH-001205,-0.3475340514932536
ACH-001211,-0.5882224206331498
ACH-001212,-0.234469073729094
ACH-001228,-0.33265834612861345
ACH-001232,-0.6237227049036013
ACH-001239,-0.2304889639610705
ACH-001270,-0.4408913950138925
ACH-001274,-0.8789994796667949
ACH-001275,-0.4647606907445481
ACH-001277,-0.598960566364236
ACH-001278,-0.17664706347739972
ACH-001280,-0.204503735004442
ACH-001283,-0.4681514545276544
ACH-001289,-0.4316299976969202
ACH-001300,-0.5876636281807969
ACH-001301,-0.3878731908315446
ACH-001302,-0.10711809439421144
ACH-001306,-0.5810636444884174
ACH-001318,-0.4310784142077414
ACH-001322,-0.8121380314333952
ACH-001328,-0.219096732348659
ACH-001332,-0.6861989912147409
ACH-001336,-0.4846913036644843
ACH-001346,-0.3861662176203354
ACH-001353,-0.4154815791104297
ACH-001354,-0.18934016362820053
ACH-001367,-0.569274228785673
ACH-001368,-0.4093431922267669
ACH-001374,-0.7746187558425988
ACH-001377,-0.37845804728699695
ACH-001380,-0.19284165448462756
ACH-001391,-0.4682999208376614
ACH-001408,-0.006320611560258168
ACH-001430,-0.4192226535524519
ACH-001431,-0.4066701422730624
ACH-001450,-0.8455499931186025
ACH-001496,-0.18042046377868265
ACH-001500,-0.3747046762433204
ACH-001523,-0.2662763609076981
ACH-001532,-0.5332995364994333
ACH-001550,-0.4655398127164066
ACH-001552,-0.3008285643755887
ACH-001554,-0.482832711504948
ACH-001654,-0.5769114242782757
ACH-001735,-0.2476472222015169
ACH-001736,-0.6853008927945629
ACH-001737,-0.2272550441684868
ACH-001740,-0.6314068310387813
ACH-001745,-0.5503618440840548
ACH-001765,-0.728872365547808
