,TRNT1 (51095)
ACH-000004,-1.1380775593867978
ACH-000005,-1.1734771162935271
ACH-000007,-1.2106370599977971
ACH-000009,-1.2363853463329009
ACH-000011,-1.0068856013405572
ACH-000012,-1.2779359670315675
ACH-000013,-1.0471753693491064
ACH-000014,-1.2431274240295425
ACH-000015,-1.095906066261956
ACH-000017,-1.024865859354402
ACH-000018,-1.2168391667333929
ACH-000019,-0.9199975870275328
ACH-000021,-1.1415670247255862
ACH-000022,-1.1350794970569709
ACH-000025,-1.2862259739868036
ACH-000028,-0.9689787523083502
ACH-000030,-1.1679656540583825
ACH-000035,-1.1948159801927805
ACH-000036,-1.0413536524846572
ACH-000037,-0.5046093671282192
ACH-000039,-1.1388450725807064
ACH-000040,-1.2609523116306416
ACH-000041,-1.2293080309500684
ACH-000042,-1.2844688458044509
ACH-000045,-1.235261781241837
ACH-000047,-0.988208742742096
ACH-000052,-1.1843726637864092
ACH-000053,-1.1132946508891188
ACH-000054,-1.2066553115382352
ACH-000055,-1.2291151595767713
ACH-000060,-1.319790073094557
ACH-000067,-1.3403864719926928
ACH-000070,-0.9739355362043152
ACH-000075,-1.1934008214089966
ACH-000078,-1.1579386271124124
ACH-000082,-0.6549215511815614
ACH-000085,-1.1703758583037438
ACH-000086,-1.2704600440920937
ACH-000087,-1.2190296769169222
ACH-000092,-1.3291083039868803
ACH-000095,-1.0439870613275797
ACH-000097,-1.0440400747089589
ACH-000098,-1.1937029011960576
ACH-000099,-1.0856274677116342
ACH-000108,-1.200387100280282
ACH-000113,-0.9330306550644883
ACH-000116,-1.2631493437117112
ACH-000118,-0.9809227900329128
ACH-000120,-1.1189456485149891
ACH-000123,-1.1224968527945276
ACH-000127,-1.249502735435105
ACH-000128,-1.1334945260598803
ACH-000132,-1.1532638406398492
ACH-000133,-1.1509790661177712
ACH-000137,-1.2805192364695521
ACH-000138,-1.2251501647224914
ACH-000142,-1.147407684892733
ACH-000143,-1.0118022962714444
ACH-000146,-0.99396693182164
ACH-000148,-1.2139827558218133
ACH-000150,-1.2735034456934649
ACH-000152,-1.318968037033271
ACH-000153,-1.1626039268600588
ACH-000159,-1.181822930722647
ACH-000160,-1.1057584515933887
ACH-000163,-1.1645915741054615
ACH-000167,-1.6226572495736016
ACH-000168,-1.0762159433359375
ACH-000169,-1.1531796056759074
ACH-000178,-1.1058700351590092
ACH-000183,-1.127063619200572
ACH-000188,-1.0623671607424676
ACH-000189,-1.1829136024261893
ACH-000190,-1.050000368217662
ACH-000198,-1.051114513561004
ACH-000203,-0.5304088437749709
ACH-000204,-0.9767840745318218
ACH-000206,-0.9837319615114763
ACH-000207,-0.9043485143885052
ACH-000208,-1.2425856650486418
ACH-000210,-1.5438201851377908
ACH-000211,-1.1159922470262926
ACH-000215,-1.2217368385695953
ACH-000221,-1.1707156247821366
ACH-000222,-1.3522228352382333
ACH-000223,-1.1129922289968694
ACH-000226,-1.2070652519115237
ACH-000227,-0.6800961545407462
ACH-000228,-1.2305397876171258
ACH-000231,-1.2699993859588492
ACH-000232,-1.1528758337026697
ACH-000233,-1.1156923923222508
ACH-000234,-1.1865336431499247
ACH-000235,-1.1507919603385768
ACH-000237,-1.392389698199772
ACH-000238,-1.3771620506708797
ACH-000242,-1.2908343742533
ACH-000243,-1.1800661103352508
ACH-000244,-1.15748961639199
ACH-000246,-1.2441346349693263
ACH-000248,-1.3055839176527626
ACH-000250,-1.1737797480564929
ACH-000251,-1.1427821286958932
ACH-000252,-1.4751653235562576
ACH-000253,-1.3541554482550355
ACH-000255,-1.1535656103863872
ACH-000256,-1.1508631366275712
ACH-000257,-1.3124372535692506
ACH-000258,-1.1586907668401942
ACH-000259,-1.2789014737167614
ACH-000260,-1.208801967418562
ACH-000261,-1.0086876227028077
ACH-000262,-1.118009582165847
ACH-000263,-1.192472607173231
ACH-000264,-1.1907781564117683
ACH-000265,-0.8843342024590098
ACH-000266,-1.172826436104194
ACH-000272,-1.230024115589819
ACH-000274,-1.0261700092410435
ACH-000277,-1.135474692755023
ACH-000278,-1.3416758031186802
ACH-000279,-1.3735242783173358
ACH-000280,-1.083250540792184
ACH-000281,-1.0951520027278576
ACH-000288,-1.178073298667907
ACH-000291,-1.2591192610257114
ACH-000293,-1.2519478652079434
ACH-000294,-1.2532307334163644
ACH-000295,-1.1911686757539786
ACH-000296,-0.9940742744661376
ACH-000302,-0.8752139305785727
ACH-000304,-1.2146361842723377
ACH-000307,-1.162494879248988
ACH-000308,-1.4203997634250296
ACH-000310,-0.7200031059386506
ACH-000311,-0.9416886458938384
ACH-000312,-1.2969205044373715
ACH-000315,-1.0904441756806096
ACH-000316,-1.1298792126156627
ACH-000317,-1.182094695557678
ACH-000318,-1.0368207458715477
ACH-000319,-1.3177960982126609
ACH-000320,-1.2689970069573795
ACH-000322,-1.2133125178517563
ACH-000323,-1.2949988993469783
ACH-000324,-1.2006521933057448
ACH-000329,-1.13030100328289
ACH-000330,-1.1615957436602702
ACH-000331,-0.9852356194369616
ACH-000332,-1.1952682412606312
ACH-000334,-1.286350906680087
ACH-000335,-1.0571868273730174
ACH-000336,-1.4674857025751575
ACH-000337,-1.2265670952937702
ACH-000338,-1.4867172454721154
ACH-000339,-1.1823144478848913
ACH-000341,-1.2298116852873575
ACH-000348,-1.2723304510026647
ACH-000350,-0.8883162986993843
ACH-000352,-1.090786168249248
ACH-000356,-1.0162732397041885
ACH-000361,-1.5094134017326497
ACH-000362,-0.958429434467456
ACH-000363,-0.8398948190916421
ACH-000364,-1.102212999388705
ACH-000365,-1.3596657972713948
ACH-000366,-1.1259103995599355
ACH-000368,-1.122707268240286
ACH-000374,-1.2612434021627634
ACH-000375,-0.9532658981531594
ACH-000376,-1.086921703099881
ACH-000381,-1.315921122999456
ACH-000383,-0.9876825447089372
ACH-000387,-1.0537779656910649
ACH-000389,-0.7905446586858546
ACH-000390,-1.5336151731557033
ACH-000393,-1.3195615899708086
ACH-000395,-1.0745632215586107
ACH-000396,-1.3626702947172349
ACH-000397,-1.335598014222794
ACH-000401,-1.172650065111737
ACH-000402,-1.5355983369751922
ACH-000403,-1.0154742061628954
ACH-000404,-1.0896413905942848
ACH-000406,-1.1083029218924751
ACH-000407,-1.2832996550936455
ACH-000408,-1.202748832301938
ACH-000410,-1.1603008215390445
ACH-000411,-1.1547811849650105
ACH-000414,-1.1259898020570571
ACH-000415,-1.2301489560017371
ACH-000416,-1.1798486301002795
ACH-000420,-1.2457542561544006
ACH-000421,-1.2584495174762569
ACH-000424,-1.0678960692470956
ACH-000425,-1.4849378166451666
ACH-000426,-0.9697926216519328
ACH-000427,-0.906437731630102
ACH-000433,-1.2263180440220405
ACH-000435,-1.170749366070287
ACH-000436,-0.9033505451259858
ACH-000444,-1.0372715791740603
ACH-000445,-1.2389758655396097
ACH-000448,-1.189995773896196
ACH-000450,-1.03980383419071
ACH-000452,-1.3213529285325112
ACH-000454,-1.100768818122264
ACH-000458,-0.92918821243924
ACH-000459,-0.8764814332473907
ACH-000460,-1.2066876373083972
ACH-000461,-0.9823775604131638
ACH-000463,-1.114222309081661
ACH-000464,-1.213661763769954
ACH-000466,-1.2145070819422268
ACH-000467,-1.3087439244535588
ACH-000468,-1.3157892004316216
ACH-000469,-1.0876334332419146
ACH-000470,-1.3513964195443464
ACH-000471,-1.2704701879728786
ACH-000472,-1.2099587337968576
ACH-000473,-1.143163231085918
ACH-000475,-1.2590325325193792
ACH-000476,-1.1295040818115394
ACH-000477,-0.8806028711822074
ACH-000479,-1.093928515527415
ACH-000480,-1.0687456085281746
ACH-000481,-1.1649082355240026
ACH-000483,-1.0533862200121005
ACH-000484,-1.4313205153630533
ACH-000485,-1.0709409335729534
ACH-000486,-1.1306648211211794
ACH-000487,-1.1427084726415289
ACH-000488,-1.2662915563118078
ACH-000490,-1.2474654531803755
ACH-000491,-1.2266358188610835
ACH-000495,-0.9723273766171624
ACH-000496,-1.1692172488517911
ACH-000499,-1.066532711294922
ACH-000500,-1.3577538549012669
ACH-000502,-1.1171960906858696
ACH-000503,-1.1291676118046818
ACH-000505,-1.119231474175994
ACH-000507,-1.0855932606418346
ACH-000510,-1.2543603032605612
ACH-000511,-1.1745915418760318
ACH-000512,-0.9875178397382716
ACH-000516,-1.1293649559289696
ACH-000517,-1.3284214123138878
ACH-000518,-1.4478869909085126
ACH-000520,-1.2384145209844797
ACH-000521,-1.2721575493706891
ACH-000522,-1.2872559125994558
ACH-000524,-0.9736381452784209
ACH-000527,-1.000242739324904
ACH-000528,-1.0969721085034692
ACH-000537,-1.4565303900758937
ACH-000541,-0.7814659658174493
ACH-000542,-1.122432027401665
ACH-000544,-1.1408245767013157
ACH-000545,-1.067680661598506
ACH-000547,-1.0838319595982595
ACH-000548,-1.3014148306865585
ACH-000549,-1.2028429364613975
ACH-000550,-1.154518901053862
ACH-000552,-1.21509684706847
ACH-000556,-1.1114493049667786
ACH-000557,-0.7190962537934278
ACH-000569,-0.9361641963751508
ACH-000570,-1.0877126296437691
ACH-000571,-1.024134822849837
ACH-000573,-1.1348683568594171
ACH-000576,-0.9597502372731438
ACH-000579,-1.4678415163048448
ACH-000580,-1.4527434957552718
ACH-000584,-0.9956298011228536
ACH-000585,-1.0833846137814858
ACH-000588,-1.1453452504995267
ACH-000589,-1.1711579182193863
ACH-000591,-0.977817876737069
ACH-000593,-1.265177393556629
ACH-000600,-1.0980568298726971
ACH-000601,-1.1216932030980329
ACH-000605,-1.3205973865372629
ACH-000606,-1.221098958729962
ACH-000608,-0.8889484994396897
ACH-000614,-1.4593771080602052
ACH-000616,-1.1093512352541124
ACH-000618,-1.108331831067406
ACH-000619,-1.2426533828170652
ACH-000620,-1.1030101018078355
ACH-000621,-0.9024945647103064
ACH-000622,-1.1505023029820445
ACH-000623,-1.0340541727344623
ACH-000624,-1.2265851236414074
ACH-000627,-1.1917567584926545
ACH-000630,-1.0819383154623037
ACH-000631,-1.1975488110103187
ACH-000632,-1.1428297853646003
ACH-000633,-1.079659548102097
ACH-000637,-0.9456623092170908
ACH-000638,-0.9607922143324468
ACH-000646,-0.6020742240760679
ACH-000647,-0.8998884469989923
ACH-000648,-0.9504875952192416
ACH-000649,-1.1922529482206077
ACH-000651,-1.2717146031313211
ACH-000652,-1.3991590022059341
ACH-000653,-1.0556225859210566
ACH-000657,-1.0576379273685699
ACH-000658,-1.1511907894811657
ACH-000661,-1.0857355893411855
ACH-000662,-1.236465452126157
ACH-000663,-1.1594402564710722
ACH-000665,-1.1226779939600702
ACH-000671,-1.0432235686892248
ACH-000672,-1.0373852177051153
ACH-000673,-1.1852214667915495
ACH-000676,-1.08727388178298
ACH-000677,-0.7274857717660205
ACH-000681,-1.0139088521467081
ACH-000683,-1.3197334941283831
ACH-000684,-1.3581885921959702
ACH-000688,-0.8612346565783959
ACH-000693,-1.178320772471762
ACH-000694,-1.155559036917048
ACH-000695,-1.3976819981233155
ACH-000696,-0.9677838823362755
ACH-000697,-1.1306623898143124
ACH-000699,-1.1234421517477344
