,LST1 (7940)
ACH-000243,-0.29538247496106895
ACH-000244,-0.6131221452225466
ACH-000246,-0.3089218390217085
ACH-000248,-0.4089848933777079
ACH-000250,-0.3552274588489823
ACH-000251,-0.3003248806971476
ACH-000252,-0.3330108801915543
ACH-000253,-0.3523997326769138
ACH-000255,-0.4623248918224498
ACH-000256,-0.29741219118189405
ACH-000257,-0.005713702078351187
ACH-000258,-0.3512447825702502
ACH-000259,-0.2780888983239877
ACH-000260,-0.3690914618335402
ACH-000261,-0.3811316898090114
ACH-000262,-0.1814606531266234
ACH-000263,-0.07558457988538111
ACH-000264,-0.2997646253999189
ACH-000265,-0.3801505054459309
ACH-000266,-0.3473152321994061
ACH-000272,-0.3205833831197386
ACH-000274,-0.3758705052179246
ACH-000277,-0.4820155822207656
ACH-000278,-0.3150789745845653
ACH-000279,-0.3816330050066321
ACH-000280,-0.4523290120009264
ACH-000281,-0.4364315199827075
ACH-000288,-0.4239198653442319
ACH-000291,-0.3369286285734653
ACH-000293,-0.1899826636445964
ACH-000294,-0.3673232502132915
ACH-000295,-0.5751100285984769
ACH-000296,-0.5413529917398692
ACH-000302,-0.4182274491574425
ACH-000304,-0.101768306330048
ACH-000307,-0.3930809846069103
ACH-000308,-0.3795663762041074
ACH-000310,-0.3618675612383064
ACH-000311,-0.4234384677722722
ACH-000312,-0.5057355279195493
ACH-000315,-0.3636752707550372
ACH-000316,-0.2034795150227856
ACH-000317,-0.3872204929042192
ACH-000318,-0.43705364490684223
ACH-000319,-0.3977850753654874
ACH-000320,-0.5335566150559405
ACH-000322,-0.15856423487930407
ACH-000323,-0.37413892421685696
ACH-000324,-0.4158811491555467
ACH-000329,-0.38180531938212
ACH-000330,-0.5398980300457001
ACH-000331,-0.4122218197790337
ACH-000332,-0.41929566555191583
ACH-000334,-0.20950197238552185
ACH-000335,-0.33707531714940925
ACH-000336,-0.5267495906249651
ACH-000337,-0.5926400458873579
ACH-000338,-0.5305725349496894
ACH-000339,-0.27446053761337386
ACH-000341,-0.2965040036587377
ACH-000348,-0.3194712794239705
ACH-000350,-0.33153711716656703
ACH-000352,-0.2735632040638416
ACH-000356,-0.27309803389876514
ACH-000361,-0.2513305453010052
ACH-000362,-0.4803941560757362
ACH-000363,-0.38137982623258093
ACH-000364,-0.3472616087905387
ACH-000365,-0.19932468348897167
ACH-000366,-0.3526637629127559
ACH-000368,-0.4993808357181628
ACH-000374,-0.6549331674034515
ACH-000375,-0.4485562295111504
ACH-000376,-0.2979723349640998
ACH-000381,-0.2899948109503311
ACH-000383,-0.4179023345770736
ACH-000387,-0.29289754345091024
ACH-000389,-0.1974373197100032
ACH-000390,-0.44032035101587
ACH-000393,-0.6421872730016704
ACH-000395,-0.3194440944744497
ACH-000396,-0.3186376296159365
ACH-000397,-0.3190115363288121
ACH-000401,-0.29325818310794016
ACH-000402,-0.33501389177008034
ACH-000403,-0.37156414615440303
ACH-000404,-0.5652587505381846
ACH-000406,-0.4438161287723738
ACH-000407,-0.3006005590871917
ACH-000408,-0.6096306198636282
ACH-000410,-0.2073231773304889
ACH-000411,-0.25874166875816834
ACH-000414,-0.39262904146961497
ACH-000415,-0.4779225163138644
ACH-000416,-0.30755163790566226
ACH-000420,-0.4012613728121752
ACH-000421,-0.4125194811086854
ACH-000424,-0.2688210409838809
ACH-000425,-0.3572386862773897
ACH-000426,-0.4500228836349113
ACH-000427,-0.4238685382422792
ACH-000433,-0.4505127014636017
ACH-000435,-0.2276007352117617
ACH-000436,-0.3852173173639394
ACH-000444,-0.31566752024750955
ACH-000445,-0.3505357602135752
ACH-000448,-0.26261174346210664
ACH-000450,-0.420425510829501
ACH-000452,-0.41099228040632896
ACH-000454,-0.5887497194187834
ACH-000458,-0.33482978288551635
ACH-000459,-0.15500981982311013
ACH-000460,-0.3176673882052149
ACH-000461,-0.2538831007591845
ACH-000463,-0.3178690757121933
ACH-000464,-0.37676201685995603
ACH-000466,-0.3802603635683633
ACH-000467,-0.3710450996205245
ACH-000468,-0.3871892870425792
ACH-000469,-0.2462982571507214
ACH-000470,-0.4882126061047092
ACH-000471,-0.29986370651060595
ACH-000472,-0.3058921609298985
ACH-000473,-0.3646427634899896
ACH-000475,-0.3047171085312897
ACH-000476,-0.40098076890490986
ACH-000477,-0.26555085711216275
ACH-000479,-0.3542817338927707
ACH-000480,-0.2626299851054994
ACH-000481,-0.4863316338161672
ACH-000483,-0.3666659735264644
ACH-000484,-0.2511778793798604
ACH-000485,-0.3480019444463056
ACH-000486,-0.4394514220039748
ACH-000487,-0.32974282440122915
ACH-000488,-0.3953289933904192
ACH-000490,-0.4909993008474526
ACH-000491,-0.24390744940703146
ACH-000495,-0.3263335520721651
ACH-000496,-0.3176239193110248
ACH-000499,-0.3312029816533246
ACH-000500,-0.3001170179056213
ACH-000502,-0.3381627335667627
ACH-000503,-0.4937779039517787
ACH-000505,-0.43330905191475066
ACH-000507,-0.3239464081220493
ACH-000510,-0.3194002177686189
ACH-000511,-0.2475326364960692
ACH-000512,-0.4980589199276286
ACH-000516,-0.4672755145009361
ACH-000517,-0.3860743502170999
ACH-000518,-0.3987325385019906
ACH-000520,-0.2205397796066104
ACH-000521,-0.3851420551154413
ACH-000522,-0.3622834712634429
ACH-000524,-0.4470416618756949
ACH-000527,-0.32065737644832903
ACH-000528,-0.3551509607828595
ACH-000537,-0.4552548788872167
ACH-000541,-0.3498433947851407
ACH-000542,-0.2906601589226237
ACH-000544,-0.592074810152132
ACH-000545,-0.371793184402604
ACH-000547,-0.3948995597841223
ACH-000548,-0.4316476005568792
ACH-000549,-0.5120179547436039
ACH-000550,-0.4373224405429495
ACH-000552,-0.2977624243368525
ACH-000556,-0.4569787337482487
ACH-000557,-0.17798014360060913
ACH-000569,-0.38622139465398464
ACH-000570,-0.2566385179376553
ACH-000571,-0.27008433114880465
ACH-000573,-0.23769694826939375
ACH-000576,-0.4059625951214791
ACH-000579,-0.29537443887328524
ACH-000580,-0.17163448069187914
ACH-000584,-0.2912897233461617
ACH-000585,-0.406489783878569
ACH-000588,-0.3725218657381918
ACH-000589,-0.2565763937848501
ACH-000591,-0.4378521189876189
ACH-000593,-0.4046623777451005
ACH-000600,-0.5031814918454941
ACH-000601,-0.3500081910941153
ACH-000605,-0.5184331896071825
ACH-000606,-0.6235471115880534
ACH-000608,-0.5458586413994928
ACH-000614,-0.15974032039283376
ACH-000616,-0.4283313928935399
ACH-000618,-0.36900845835849655
ACH-000619,-0.4280947348280024
ACH-000620,-0.2174411123394143
ACH-000621,-0.4557861738007162
ACH-000622,-0.3965111625761304
ACH-000623,-0.38802648685301133
ACH-000624,-0.36370002190359374
ACH-000627,-0.3641570332471769
ACH-000630,-0.3755167494389221
ACH-000631,-0.5054401747669883
ACH-000632,-0.2807712022785541
ACH-000633,-0.36733950362459206
ACH-000637,-0.3086155898845143
ACH-000638,-0.3706196929267366
ACH-000646,-0.5272758205632456
ACH-000647,-0.3890473373730121
ACH-000648,-0.3330071847506441
ACH-000649,-0.32074659745150763
ACH-000651,-0.3004521600726761
ACH-000652,-0.4456359500933919
ACH-000653,-0.3818467307698941
ACH-000657,-0.2991363002858998
ACH-000658,-0.4164810146983398
ACH-000661,-0.36279902365278704
ACH-000662,-0.3431662255022873
ACH-000663,-0.453635663152292
ACH-000665,-0.36945211520051774
ACH-000671,-0.2300300294300177
ACH-000672,-0.4051933734283334
ACH-000673,-0.3337423144352308
ACH-000676,-0.3602764463174219
ACH-000677,-0.34992677583621035
ACH-000681,-0.41657593447775865
ACH-000683,-0.4229664210264708
ACH-000684,-0.2371509461813743
ACH-000688,-0.5334522997720486
ACH-000693,-0.474579157563993
ACH-000694,-0.3831765153588197
ACH-000695,-0.17759057942243206
ACH-000696,-0.3627716172377544
ACH-000697,-0.2268419649352861
ACH-000699,-0.3398499194401521
ACH-000701,-0.5459348921253251
ACH-000706,-0.37661739390548615
ACH-000711,-0.3871694622847815
ACH-000713,-0.5348704715480278
ACH-000714,-0.4105578070255434
ACH-000718,-0.3279705683627109
ACH-000720,-0.433802851620484
ACH-000721,-0.5139853044126633
ACH-000724,-0.3655217339901456
ACH-000725,-0.21068907880429516
ACH-000732,-0.4140261786804307
ACH-000734,-0.4057817256629127
ACH-000735,-0.3108688027622189
ACH-000736,-0.2837055455946909
ACH-000738,-0.35213679169247697
ACH-000746,-0.2891613711269076
ACH-000747,-0.33852575813807384
ACH-000748,-0.2716118914154837
ACH-000753,-0.3345782323309221
ACH-000756,-0.19223413670795794
ACH-000757,-0.28703777094651584
ACH-000758,-0.4880231380419878
ACH-000760,-0.3145621176735362
ACH-000762,-0.5220651969755429
ACH-000763,-0.4768938132228266
ACH-000764,-0.8816049551423316
ACH-000765,-0.4181913312686692
ACH-000766,-0.3595218180703598
ACH-000767,-0.4175465843453454
ACH-000768,-0.2901635193409303
ACH-000769,-0.3928522131445709
ACH-000770,-0.31096381311013793
ACH-000771,-0.26785922215459684
ACH-000773,-0.4111208270342499
ACH-000776,-0.4598583857099664
ACH-000777,-0.5548618123352735
ACH-000778,-0.3856612335573971
ACH-000781,-0.5201452901473016
ACH-000782,-0.2950748307950324
ACH-000783,-0.4602734953199225
ACH-000784,-0.4433772645902791
ACH-000785,-0.2916993089924527
ACH-000787,-0.35726621147175114
ACH-000788,-0.2866811881468164
ACH-000791,-0.3176863304428512
ACH-000792,-0.3307327352425445
ACH-000794,-0.2445022157711441
ACH-000796,-0.25653874460390075
ACH-000798,-0.2071099875319203
ACH-000799,-0.27921605606294897
ACH-000800,-0.2739722069325674
ACH-000802,-0.42078841046969134
ACH-000804,-0.24649633604971435
ACH-000805,-0.1901530596585233
ACH-000809,-0.2497482736188295
ACH-000810,-0.2829477862275123
ACH-000811,-0.36589460426036935
ACH-000817,-0.3716631800752344
ACH-000819,-0.3289181809398782
ACH-000820,-0.15826121306371216
ACH-000821,-0.2877267626804039
ACH-000822,-0.28381736681056235
ACH-000823,-0.30755712527108986
ACH-000824,-0.4310160149929635
ACH-000827,-0.2450976417687989
ACH-000829,-0.5230858483035598
ACH-000831,-0.4003628403889137
ACH-000832,-0.24563796120852516
ACH-000833,-0.23001392967200815
ACH-000834,-0.4338939839431277
ACH-000835,-0.26302074318149715
ACH-000836,-0.3306829420479843
ACH-000837,-0.32390402483152697
ACH-000838,-0.38381100687878494
ACH-000839,-0.26103112599214306
ACH-000840,-0.04932638663603914
ACH-000841,-0.3095606473751486
ACH-000843,-0.09487362593595364
ACH-000846,-0.14539630589904093
ACH-000847,-0.5074565008334331
ACH-000848,-0.3983337097140544
ACH-000849,-0.39054699140585136
ACH-000851,-0.3749660751083421
ACH-000855,-0.3308589340487605
ACH-000856,-0.4446076563409377
ACH-000858,-0.3698898638589996
ACH-000859,-0.4827488758640444
ACH-000861,-0.2633864585891296
ACH-000862,-0.3949746870971669
ACH-000865,-0.5034059920707873
ACH-000866,-0.3188982736476321
ACH-000867,-0.380478776243157
ACH-000869,-0.28161129450517786
ACH-000872,-0.4063142721908684
ACH-000873,-0.3052702548101849
ACH-000876,-0.413832903838832
ACH-000878,-0.4430586966502885
ACH-000880,-0.2804964675207592
ACH-000881,-0.29246813934498783
ACH-000882,-0.4087135113376403
ACH-000884,-0.328342009368703
ACH-000885,-0.17587014322501193
ACH-000887,-0.3742841773041487
ACH-000889,-0.6808400725486418
ACH-000896,-0.30491164869536386
ACH-000898,-0.27040663350998784
ACH-000900,-0.20829821842019614
ACH-000901,-0.3560594423888164
ACH-000905,-0.3432841268631012
ACH-000906,-0.34109983348605016
ACH-000907,-0.2605704257918303
ACH-000910,-0.3784429168163019
ACH-000911,-0.4064208440305878
ACH-000912,-0.377347619554146
ACH-000913,-0.48518288354234
ACH-000915,-0.17529635983292438
ACH-000916,-0.37062092565172206
ACH-000917,-0.3167924308303973
ACH-000920,-0.18909966905069694
ACH-000921,-0.4326104493779959
ACH-000924,-0.3779977132490885
ACH-000926,-0.5388965951272572
ACH-000928,-0.298614689866361
ACH-000929,-0.4616730103561474
ACH-000932,-0.21307435036019667
ACH-000935,-0.2296149196856
ACH-000936,-0.2774601033433682
ACH-000937,-0.2818546588675497
ACH-000938,-0.29822913929444256
ACH-000939,-0.3548108149875289
ACH-000941,-0.4576211778427403
ACH-000943,-0.2975794017906453
ACH-000946,-0.2657777173528318
ACH-000947,-0.2848918240439617
ACH-000948,-0.3464928079269995
ACH-000950,-0.3382266018235825
ACH-000953,-0.32571075764337004
ACH-000954,-0.3186877764091561
ACH-000957,-0.2512446433111111
ACH-000958,-0.2484262329049177
ACH-000960,-0.3804736682481114
ACH-000963,-0.32174345984621594
ACH-000968,-0.5437818986608522
ACH-000969,-0.2858474160365145
ACH-000972,-0.15803318505981076
ACH-000973,-0.4182233495372791
ACH-000974,-0.2322805074771133
ACH-000978,-0.4297570399256455
ACH-000984,-0.0892802606115612
ACH-000986,-0.3299776703381668
ACH-000988,-0.20149393697878532
ACH-000993,-0.2105536419448737
ACH-000994,-0.3403155974026271
ACH-000996,-0.2853410019078457
ACH-001001,-0.40514032985811615
ACH-001020,-0.6322211454033104
ACH-001028,-0.2733241956010021
ACH-001031,-0.4632822170947525
ACH-001038,-0.3174544975293182
ACH-001048,-0.3425354338989171
ACH-001050,-0.35640712382098816
ACH-001053,-0.25550021779125714
ACH-001054,-0.3953074706086023
ACH-001061,-0.42131696006477226
ACH-001067,-0.3653468521246069
ACH-001075,-0.3759987385577442
ACH-001096,-0.388334435429018
ACH-001111,-0.3438871395271513
ACH-001119,-0.29663925503702826
ACH-001128,-0.4396972485803309
ACH-001134,-0.25299868260163466
ACH-001151,-0.4524082279676504
ACH-001163,-0.3781891655635847
ACH-001164,0.017797395959176673
ACH-001183,-0.5041113105241005
ACH-001192,-0.3181519529969436
ACH-001193,-0.33383532001016863
ACH-001196,-0.18763510248266407
ACH-001197,-0.4064999810972518
ACH-001205,-0.3093208219889864
ACH-001211,-0.3547210707410444
ACH-001212,-0.3295253775673929
ACH-001228,-0.3688041999395272
ACH-001232,-0.36786872752358574
ACH-001239,-0.32641463859536124
ACH-001270,-0.3890218461730805
ACH-001274,-0.2056863004234662
ACH-001275,-0.5230098834649722
ACH-001277,-0.24927197051875066
ACH-001278,-0.4229574661764893
ACH-001280,-0.3009720792430013
ACH-001283,-0.39728076807921225
ACH-001289,-0.3750148584869195
ACH-001300,-0.3436136232678638
ACH-001301,-0.2632845663831467
ACH-001302,-0.5432860252671226
ACH-001306,-0.3116544512040028
ACH-001318,-0.2797929173767682
ACH-001322,-0.6355195845764648
ACH-001328,-0.3814685530735568
ACH-001332,-0.4300045663210661
ACH-001336,-0.34184218748226936
ACH-001346,-0.33955881405421623
ACH-001353,-0.3428900046320635
ACH-001354,-0.3816731799285489
ACH-001367,-0.29874594298573576
ACH-001368,-0.4563018489554541
ACH-001374,-0.4472338341455117
ACH-001377,-0.2916265318768592
ACH-001380,-0.25204556221420843
ACH-001391,-0.2944979029271059
ACH-001408,-0.4085828313619632
ACH-001430,-0.3971047259576189
ACH-001431,-0.4357012203770058
ACH-001450,-0.06483514411199104
ACH-001496,-0.4066132686690749
ACH-001500,-0.3896223668391876
ACH-001523,-0.3646283122298645
ACH-001532,-0.19778591212655128
ACH-001550,-0.4802398760792676
ACH-001552,-0.4361743922453691
ACH-001554,-0.3429560415335345
ACH-001654,-0.4597091646923036
ACH-001735,-0.3843655188691169
ACH-001736,-0.4381677905360405
ACH-001737,-0.12824315769682956
ACH-001740,-0.2042067782015656
ACH-001745,-0.3653978717064078
ACH-001765,-0.5598082570203576
