,RAMP1 (10267)
ACH-000004,0.038937139416620886
ACH-000005,-0.20145582963691386
ACH-000007,-0.032425760310724
ACH-000009,-0.010581442038673854
ACH-000011,-0.08012595896848053
ACH-000012,-0.14291107737005784
ACH-000013,-0.020357593150669172
ACH-000014,-0.16221759591041607
ACH-000015,-0.07564757380874003
ACH-000017,-0.08489568199179949
ACH-000018,-0.046902095231457434
ACH-000019,-0.15524615688155105
ACH-000021,-0.021098785334359056
ACH-000022,-0.19290207291727834
ACH-000025,-0.10708812744352993
ACH-000028,0.03673070662814307
ACH-000030,-0.04386081997086265
ACH-000035,-0.10027916673447476
ACH-000036,-0.18512360418301327
ACH-000037,-0.2110367674977726
ACH-000039,-0.5334592818393513
ACH-000040,-0.19181766161707792
ACH-000041,-0.13568847963091454
ACH-000042,-0.03913125246005023
ACH-000045,-0.01279706237435124
ACH-000047,-0.0021239566021640072
ACH-000052,0.026328010443348426
ACH-000053,-0.07719248374196018
ACH-000054,-0.18276107081844206
ACH-000055,0.034568027986659824
ACH-000060,-0.030701157003977592
ACH-000067,-0.09108197397531684
ACH-000070,-0.1011908961615325
ACH-000075,-0.003641438037836771
ACH-000078,-0.13171898706858565
ACH-000082,-0.07319836827426524
ACH-000085,-0.16628749654855035
ACH-000086,0.029849417626632062
ACH-000087,-0.018470124632342037
ACH-000092,-0.15992083093446444
ACH-000095,-0.15057327313571006
ACH-000097,-0.034324792665562195
ACH-000098,-0.11390191240678466
ACH-000099,-0.18593702767561732
ACH-000108,-0.1678075800502702
ACH-000113,-0.0362986757862639
ACH-000116,-0.045912484054465526
ACH-000118,-0.0013009239322124735
ACH-000120,-0.08917217321589536
ACH-000123,-0.12190303529388892
ACH-000127,-0.13857673219421246
ACH-000128,-0.2239999639611134
ACH-000132,-0.07533493321428243
ACH-000133,-0.1512088067743781
ACH-000137,-0.1746094079184736
ACH-000138,0.016817826835735503
ACH-000142,-0.057822085709280185
ACH-000143,-0.05747940117738905
ACH-000146,0.04017693637084723
ACH-000148,-0.22500524113165085
ACH-000150,-0.2298270642204774
ACH-000152,0.006378398156107694
ACH-000153,-0.2389314062293834
ACH-000159,-0.1316528990874461
ACH-000160,0.2220459077081197
ACH-000163,-0.057033215505888975
ACH-000167,-0.025221742886950903
ACH-000168,-0.11349087235000575
ACH-000169,-0.3007419288176216
ACH-000178,-0.21552596716042824
ACH-000183,0.048893737347322434
ACH-000188,-0.20744090778864666
ACH-000189,0.24304392004072264
ACH-000190,-0.07512588945903
ACH-000198,-0.07775978989439998
ACH-000203,-0.3017439537469733
ACH-000204,-0.464430398309779
ACH-000206,-0.23686680250706746
ACH-000207,-0.3611756476745683
ACH-000208,0.11733900681240735
ACH-000210,-0.2254705973020291
ACH-000211,-0.03737623641873166
ACH-000215,-0.20308049934932296
ACH-000221,0.10077612189934068
ACH-000222,-0.23204723582545175
ACH-000223,-0.12156072846751385
ACH-000226,0.06404012614901165
ACH-000227,-0.1360894430103581
ACH-000228,-0.14522713217942254
ACH-000231,-0.13476239199956624
ACH-000232,-0.05424566552420139
ACH-000233,-0.02861414821530431
ACH-000234,-0.03265914817980963
ACH-000235,-0.1214856124889766
ACH-000237,-0.2929842654605011
ACH-000238,-0.11677647183493925
ACH-000242,-0.048312427641383784
ACH-000243,-0.0771837386332139
ACH-000244,-0.3139952581903806
ACH-000246,-0.06299126662724701
ACH-000248,-0.07470499301799903
ACH-000250,-0.13925420847474632
ACH-000251,-0.2634097907229782
ACH-000252,-0.011495326355137598
ACH-000253,-0.08151855256343239
ACH-000255,-0.15062864514064514
ACH-000256,-0.05232394723369279
ACH-000257,0.1026317349352461
ACH-000258,-0.2496804896795673
ACH-000259,-0.03393762528793081
ACH-000260,-0.1124757772968104
ACH-000261,-0.12972973267089385
ACH-000262,-0.22614310904720225
ACH-000263,-0.011403784047119073
ACH-000264,-0.03498442410736965
ACH-000265,0.020880574994860686
ACH-000266,-0.12504337045597824
ACH-000272,-0.15281142230174286
ACH-000274,-0.04267796993493627
ACH-000277,-0.09917582609451378
ACH-000278,-0.1843482689752743
ACH-000279,0.02821888896414995
ACH-000280,-0.0919973888593366
ACH-000281,-0.11430994608034098
ACH-000288,-0.1174428972896774
ACH-000291,-0.09122387119797162
ACH-000293,-0.3195171290236375
ACH-000294,-0.05158122464560693
ACH-000295,-0.07797306479291047
ACH-000296,0.058728182136520216
ACH-000302,0.026447927482524888
ACH-000304,0.15515234844193418
ACH-000307,-0.15754337718937048
ACH-000308,-0.12553145418788814
ACH-000310,-0.21570962282539655
ACH-000311,-0.17821163733359344
ACH-000312,-0.04068220869653931
ACH-000315,0.04407631552213095
ACH-000316,-0.04942663857954233
ACH-000317,-0.03016375071775908
ACH-000318,0.03233547819535552
ACH-000319,0.09823074293088936
ACH-000320,-0.004491651634837936
ACH-000322,-0.1163622893666523
ACH-000323,-0.20261534477469126
ACH-000324,-0.14750436686614224
ACH-000329,-0.20507310419627897
ACH-000330,-0.1459877846888223
ACH-000331,-0.07581223529937632
ACH-000332,-0.147782655282632
ACH-000334,0.1086200873467236
ACH-000335,0.017488209534950647
ACH-000336,-0.4061943043303832
ACH-000337,-0.23752655542963624
ACH-000338,-0.19511517795420932
ACH-000339,-0.08060364239103933
ACH-000341,-0.06509733014005993
ACH-000348,-0.14915016948801216
ACH-000350,-0.10859567639949058
ACH-000352,-0.05371181637312459
ACH-000356,-0.2161375937612316
ACH-000361,-0.07179301040512368
ACH-000362,-0.099762019918382
ACH-000363,-0.02070112583005091
ACH-000364,-0.003506846386359419
ACH-000365,-0.07264771284229574
ACH-000366,-0.11636362802538815
ACH-000368,0.05000612269822033
ACH-000374,-0.012164557998878538
ACH-000375,-0.2987584473581802
ACH-000376,-0.18181586372550632
ACH-000381,-0.12478595126095515
ACH-000383,-0.10859147720577833
ACH-000387,-0.07756615689324335
ACH-000389,-0.05668348107025931
ACH-000390,-0.10654581445186524
ACH-000393,-0.1429706853940373
ACH-000395,-0.1947712559932947
ACH-000396,0.3006691273628556
ACH-000397,-0.044196975562138835
ACH-000401,-0.1363482842977952
ACH-000402,-0.12913514951032629
ACH-000403,-0.14282472421624556
ACH-000404,-0.14165250242870814
ACH-000406,-0.0879788028541242
ACH-000407,-0.008034397232779709
ACH-000408,0.05325322076648869
ACH-000410,-0.14543571702977326
ACH-000411,-0.062344257004619125
ACH-000414,-0.1199658194674952
ACH-000415,-0.04419396280665418
ACH-000416,-0.07119615800163905
ACH-000420,-0.14781316809037884
ACH-000421,-0.04924101583159863
ACH-000424,0.07521309429922637
ACH-000425,-0.111916787260566
ACH-000426,0.10491166569083826
ACH-000427,-0.06879705348747013
ACH-000433,-0.12639486552762896
ACH-000435,0.3056888759762814
ACH-000436,-0.02227096709510472
ACH-000444,-0.17366644983310006
ACH-000445,0.14884923857243088
ACH-000448,-0.14325157896101864
ACH-000450,-0.10949730605792024
ACH-000452,-0.044218034151169615
ACH-000454,-0.0681645369051657
ACH-000458,-0.08690265259051343
ACH-000459,0.02260816616026924
ACH-000460,-0.06157136670255167
ACH-000461,0.11052218002099473
ACH-000463,0.0024214742060421463
ACH-000464,-0.06521850444124085
