,CENPB (1059)
ACH-000004,-0.2945520225613769
ACH-000005,-0.7716851248608452
ACH-000007,-0.12958284507583534
ACH-000009,0.057426944644129764
ACH-000011,-0.034115736984777316
ACH-000012,0.1289042546811045
ACH-000013,-0.06272288173731624
ACH-000014,-0.05115561431268896
ACH-000015,0.11709299948579155
ACH-000017,-0.1133657150360488
ACH-000018,0.2315796092529108
ACH-000019,0.24653044788299835
ACH-000021,0.031045332441884968
ACH-000022,0.07129675791213018
ACH-000025,0.07881817798982306
ACH-000028,-0.00011463567316371374
ACH-000030,-0.025175268257315187
ACH-000035,-0.0273340020301798
ACH-000036,-0.217299654711004
ACH-000037,-0.07369827333540764
ACH-000039,-0.1961060456778852
ACH-000040,-0.07383968428267339
ACH-000041,-0.016909036660408
ACH-000042,-0.14090087537636942
ACH-000045,-0.1016309971863252
ACH-000047,-0.12876433977452953
ACH-000052,0.1002842464389769
ACH-000053,-0.031463672251282986
ACH-000054,0.021557273578689248
ACH-000055,0.024803569856952173
ACH-000060,-0.073460834452787
ACH-000067,0.0691112316245575
ACH-000070,0.008446113692506545
ACH-000075,-0.1455390364810936
ACH-000078,-0.061555792977130576
ACH-000082,-0.01602270276315466
ACH-000085,-0.061496011590895024
ACH-000086,-0.06351505618780094
ACH-000087,-0.034125441108068484
ACH-000092,-0.0298057486979349
ACH-000095,0.027566375847387924
ACH-000097,0.126725192041915
ACH-000098,0.04890451677870169
ACH-000099,-0.15754221402343302
ACH-000108,-0.11901335079394475
ACH-000113,-0.1137630415733611
ACH-000116,-0.1159712737019602
ACH-000118,-0.07506546995810652
ACH-000120,-0.04056658586612793
ACH-000123,-0.0009645495836080953
ACH-000127,-0.016837128938126632
ACH-000128,-0.020681688546746888
ACH-000132,-0.076356824346275
ACH-000133,-0.0051288084839222975
ACH-000137,0.0884440334715551
ACH-000138,0.11474236809494485
ACH-000142,0.011661230965639691
ACH-000143,-0.1314778167389645
ACH-000146,-0.1413975685587548
ACH-000148,0.11112931732698304
ACH-000150,-0.17344024267162064
ACH-000152,0.004447830401669518
ACH-000153,0.021832683411053128
ACH-000159,-0.09485995366735922
ACH-000160,0.15462413952845608
ACH-000163,-0.10946378433312907
ACH-000167,0.3211052128994721
ACH-000168,-0.3719277641468457
ACH-000169,-0.26114933053863765
ACH-000178,-0.2010191338046506
ACH-000183,0.02082574436386454
ACH-000188,0.06843206910557896
ACH-000189,0.06845527307866932
ACH-000190,0.16821082898302828
ACH-000198,0.07768202321809911
ACH-000203,-0.12847187299942125
ACH-000204,0.06149882304494141
ACH-000206,-0.11935917538671148
ACH-000207,-0.04655168109817166
ACH-000208,-0.16388522782774614
ACH-000210,0.06896373816527121
ACH-000211,-0.06570740157719769
ACH-000215,-0.009749457530492752
ACH-000221,0.1960719493842424
ACH-000222,0.022330341367918952
ACH-000223,-0.08126074002753933
ACH-000226,0.00791692211956542
ACH-000227,-0.2380552890179812
ACH-000228,-0.15359147287898334
ACH-000231,-0.13476938556727713
ACH-000232,-0.0215063414381401
ACH-000233,-0.13234623092729972
ACH-000234,-0.08830846354671272
ACH-000235,-0.11073611020927708
ACH-000237,-0.07026173360833042
ACH-000238,0.14771956111518247
ACH-000242,-0.2527037509058368
ACH-000243,-0.07091075117411759
ACH-000244,-0.06369318108483614
ACH-000246,-0.09763242757797128
ACH-000248,0.06366455361851465
ACH-000250,-0.06134282427266784
ACH-000251,-0.2596865745985239
ACH-000252,0.0498587836607011
ACH-000253,-0.1351501808062816
ACH-000255,0.13142147853303726
ACH-000256,0.05880625551454211
ACH-000257,0.12178019252175708
ACH-000258,0.10125385652487803
ACH-000259,0.023458501083940382
ACH-000260,-0.13675131204207555
ACH-000261,-0.009458320525795764
ACH-000262,-0.2715621498080761
ACH-000263,-0.4268032839043369
ACH-000264,-0.0012429578060109336
ACH-000265,-0.20158983479276105
ACH-000266,-0.17940138696018398
ACH-000272,-0.22067482895981635
ACH-000274,-0.20155476661379165
ACH-000277,-0.1467666284791736
ACH-000278,0.02815332326700257
ACH-000279,0.1946246577472586
ACH-000280,-0.2826547865170185
ACH-000281,-0.07693762881435598
ACH-000288,-0.18922135053592395
ACH-000291,0.013879685033106487
ACH-000293,-0.13314384456699802
ACH-000294,-0.12616493891836786
ACH-000295,-0.058506359382797135
ACH-000296,-0.07896388984349488
ACH-000302,-0.06576558530485613
ACH-000304,0.2090936383621001
ACH-000307,-0.10005439780204586
ACH-000308,-0.05451825066384783
ACH-000310,-0.1858983878568784
ACH-000311,-0.13741950560944452
ACH-000312,-0.28165842043938
ACH-000315,0.17374527339707074
ACH-000316,0.06138811920020181
ACH-000317,0.1170624590248326
ACH-000318,-0.1681664721738322
ACH-000319,0.15980106073139536
ACH-000320,-0.2708987800200421
ACH-000322,-0.04366382918925772
ACH-000323,0.09621733553419552
ACH-000324,-0.0278237497384336
ACH-000329,-0.15127430988386953
ACH-000330,0.06754484000750488
ACH-000331,-0.13632608145920305
ACH-000332,-0.14525668256266686
ACH-000334,0.254658445958282
ACH-000335,-0.1920442039501723
ACH-000336,-0.1491211950654146
ACH-000337,-0.32740026007325473
ACH-000338,-0.2624873169359994
ACH-000339,-0.14271952191524145
ACH-000341,-0.09742341263995204
ACH-000348,-0.04119045152949237
ACH-000350,-0.21450255948161587
ACH-000352,-0.0440021061935429
ACH-000356,-0.2541100425022194
ACH-000361,-0.06128317493980572
ACH-000362,0.10603691273388743
ACH-000363,-0.10537786774219196
ACH-000364,0.05937872727490355
ACH-000365,-0.17181395130672378
ACH-000366,-0.03997099518140263
ACH-000368,-0.5713621792098891
ACH-000374,-0.1510996145622735
ACH-000375,-0.04095378531022613
ACH-000376,-0.17154318055187004
ACH-000381,-0.1957079474196133
ACH-000383,0.07549418541950978
ACH-000387,-0.014364527638955559
ACH-000389,-0.15390980047072694
ACH-000390,0.0989597108878692
ACH-000393,-0.13630025930717815
ACH-000395,-0.2590718319017822
ACH-000396,-0.2559618368131941
ACH-000397,0.0011826499311982893
ACH-000401,0.019903045238158286
ACH-000402,0.1867252786715002
ACH-000403,-0.047422816481311234
ACH-000404,0.010592445174677358
ACH-000406,-0.02943081425952672
ACH-000407,-0.06217918679282941
ACH-000408,-0.3082716491006541
ACH-000410,-0.10189623025538737
ACH-000411,-0.062470111808057435
ACH-000414,-0.07011152059436825
ACH-000415,-0.12243706454995724
ACH-000416,-0.16941445953044668
ACH-000420,-0.1539211976309371
ACH-000421,-0.15718820077031567
ACH-000424,0.08058720388884598
ACH-000425,0.0358804991009163
ACH-000426,-0.18021745194759148
ACH-000427,-0.13755830489714382
ACH-000433,0.12409452584938435
ACH-000435,-0.4398267089152529
ACH-000436,-0.1593820378875049
ACH-000444,-0.043059791889828544
ACH-000445,-0.126133523821189
ACH-000448,-0.23788731392702736
ACH-000450,-0.2268433692064452
ACH-000452,-0.06650927490363631
ACH-000454,0.02457390830458341
ACH-000458,-0.060743808688672615
ACH-000459,-0.01135770627590072
ACH-000460,-0.032161257682436814
ACH-000461,0.0006217465825472334
ACH-000463,-0.19002999854761304
ACH-000464,-0.08049619813769776
ACH-000466,-0.2326396932655019
ACH-000467,-0.18892606243374865
ACH-000468,-0.11948065159274868
ACH-000469,-0.14803552424344008
ACH-000470,-0.2321038016726889
ACH-000471,-0.1843618226589186
ACH-000472,-0.08278320433374435
ACH-000473,-0.08896800368220636
ACH-000475,-0.06529283596360858
ACH-000476,-0.17849313362555175
ACH-000477,0.11211107666790003
ACH-000479,0.387304512750441
ACH-000480,-0.17966145501986625
ACH-000481,-0.18517554869083436
ACH-000483,-0.007036256532015135
ACH-000484,-0.02365970622364696
ACH-000485,0.10426184379519077
ACH-000486,-0.0448506321369608
ACH-000487,-0.08926625937777699
ACH-000488,-0.03773536467443343
ACH-000490,-0.004339027188592833
ACH-000491,-0.2116253438136988
ACH-000495,0.14761920733761386
ACH-000496,0.021334511291810198
ACH-000499,-0.022120430726747048
ACH-000500,0.2417649734880979
ACH-000502,0.008720125538506074
ACH-000503,0.06677064684347278
ACH-000505,-0.05711268353601266
ACH-000507,0.06615107030669723
ACH-000510,0.018538100585434487
ACH-000511,-0.2093083204159692
ACH-000512,0.09084834874034692
ACH-000516,0.06529633215303472
ACH-000517,-0.1054945208419237
ACH-000518,0.019660979543678386
ACH-000520,-0.07257170613143392
ACH-000521,-0.18878223444089764
ACH-000522,-0.03826825338626138
ACH-000524,-0.10605051931647108
ACH-000527,-0.05804085341228415
ACH-000528,-0.08108782248231636
ACH-000537,-0.10715230123534586
ACH-000541,0.17753036092134689
ACH-000542,-0.07623052622938148
ACH-000544,0.1406777293861955
ACH-000545,0.07077690432647728
ACH-000547,-0.28063828375642125
ACH-000548,-0.0507314568361702
ACH-000549,-0.011348982691076077
ACH-000550,-0.024111783737963792
ACH-000552,0.03411108570477666
ACH-000556,-0.10189298544291228
ACH-000557,-0.438279205344557
ACH-000569,0.2119096832383932
ACH-000570,-0.10105025924663644
ACH-000571,0.02442768037689466
ACH-000573,-0.04513355188204247
ACH-000576,-0.16890918595351695
ACH-000579,0.1155269939398285
ACH-000580,-0.11523810270845353
ACH-000584,0.014776094622444112
ACH-000585,-0.020702115925432262
ACH-000588,-0.2530560085557036
ACH-000589,-0.0400703197797223
ACH-000591,-0.3249142318001821
ACH-000593,-0.061420853283057276
ACH-000600,-0.1791845107503332
ACH-000601,-0.094096730314501
ACH-000605,-0.15603353630214634
ACH-000606,-0.0403700133317853
ACH-000608,-0.029244519645593964
ACH-000614,0.05837803101954555
ACH-000616,-0.16586285827739136
ACH-000618,-0.023200252328528192
ACH-000619,-0.155080323131026
ACH-000620,-0.028851078498154038
ACH-000621,-0.16273111594051226
ACH-000622,-0.18130574867011612
ACH-000623,-0.0557939957215535
ACH-000624,-0.04387113251992021
ACH-000627,0.04128640519880766
ACH-000630,-0.11896191207644034
ACH-000631,0.37398669571639576
ACH-000632,0.06669128796390768
ACH-000633,-0.09982216561532356
ACH-000637,0.09425082206636692
ACH-000638,-0.08224109110149055
ACH-000646,0.093956551805868
ACH-000647,-0.08988232917334843
ACH-000648,-0.2304101672756373
ACH-000649,-0.01654506916269599
ACH-000651,-0.13228929572652925
ACH-000652,-0.1468040253034125
ACH-000653,-0.15601213210107706
ACH-000657,-0.11136654672867384
ACH-000658,-0.08407516754831862
ACH-000661,-0.04319427376699175
ACH-000662,-0.3977036618992641
ACH-000663,0.042324356085588974
ACH-000665,-0.07868627713592721
ACH-000671,0.08925913892942912
ACH-000672,0.043619793386214606
ACH-000673,-0.05238525990275696
ACH-000676,0.024805023607461053
ACH-000677,-0.0226510561328684
ACH-000681,-0.1862350077665405
ACH-000683,-0.0034793272024117483
ACH-000684,0.148777181847358
ACH-000688,0.08068658518572608
ACH-000693,-0.0624263074013478
ACH-000694,-0.14630204612244802
ACH-000695,-0.07228906935732198
ACH-000696,-0.035515352620151465
ACH-000697,-0.2409951382131408
ACH-000699,0.019493938020839097
ACH-000701,-0.12708814037371371
ACH-000706,-0.03438060443488483
ACH-000711,-0.10127212397395388
ACH-000713,0.041553745085697404
ACH-000714,-0.1394859772403897
ACH-000718,0.046779332491983884
ACH-000720,-0.045464299771837864
ACH-000721,-0.08925518581202765
ACH-000724,-0.11444193100468494
ACH-000725,-0.08665819661919417
ACH-000732,-0.2300264014293244
ACH-000734,-0.031456219490141435
ACH-000735,0.13235631043191765
ACH-000736,-0.20527569868114026
ACH-000738,0.02008942334004504
ACH-000746,-0.020109703357242492
ACH-000747,-0.19386890075788585
ACH-000748,-0.06163631452132974
ACH-000753,-0.026325660578302483
ACH-000756,-0.10756193682832252
ACH-000757,-0.12370008916496872
ACH-000758,-0.054266967127005294
ACH-000760,-0.11779777094645913
ACH-000762,-0.1949140263152609
ACH-000763,-0.4889663659788349
ACH-000764,0.2543946388765921
ACH-000765,0.06741520676857284
ACH-000766,-0.16714001885031626
ACH-000767,-0.09147444691050148
ACH-000768,-0.051737140321663794
ACH-000769,0.23261484129527096
ACH-000770,-0.6036327035913741
ACH-000771,0.05318902774258498
ACH-000773,-0.20790471977339015
ACH-000776,-0.012460519900614041
ACH-000777,-0.018695402988200962
ACH-000778,0.010354479461372777
ACH-000781,-0.06951718785823087
ACH-000782,-0.351612488019974
ACH-000783,0.035286599608647766
ACH-000784,-0.04855575853489124
ACH-000785,-0.17766199842079838
ACH-000787,-0.10094720597948643
ACH-000788,-0.015781311265400156
ACH-000791,-0.15677900189173796
ACH-000792,-0.04829556508474825
ACH-000794,0.12426922733928338
ACH-000796,-0.044735195069195925
ACH-000798,0.1253960288402527
ACH-000799,-0.08802750214964966
ACH-000800,-8.6319339730115e-06
ACH-000802,0.0911051893582343
ACH-000804,-0.003707139549162228
ACH-000805,0.00779639917173992
ACH-000809,0.014264778598502859
ACH-000810,0.15615002508043044
ACH-000811,0.028584650871108282
ACH-000817,-0.18303649253371707
ACH-000819,-0.13425149951411625
ACH-000820,0.190000850538245
