,GLYATL3 (389396)
ACH-000004,-0.061826670401228
ACH-000005,0.1859523671979325
ACH-000007,-0.20849722304612048
ACH-000009,-0.12635841194713995
ACH-000011,-0.2302866395647042
ACH-000012,-0.11687222777864588
ACH-000013,-0.06683479799757927
ACH-000014,-0.01619725836803696
ACH-000015,-0.02972232383996148
ACH-000017,-0.20322499084137424
ACH-000018,0.06922312977675929
ACH-000019,-0.03930108569799354
ACH-000021,-0.021870511592177167
ACH-000022,-0.05984339236478215
ACH-000025,-0.10917671306844376
ACH-000028,-0.038147211974800206
ACH-000030,-0.10872507843986866
ACH-000035,-0.14074982546793108
ACH-000036,-0.16525442781806807
ACH-000037,-0.10461629008531648
ACH-000039,0.07279953940167971
ACH-000040,-0.13905787648462678
ACH-000041,-0.10139957517113196
ACH-000042,-0.05137630611790709
ACH-000045,-0.03628691389981187
ACH-000047,-0.03138349339400134
ACH-000052,-0.12663837102699996
ACH-000053,-0.09762791599113203
ACH-000054,-0.11451304280306213
ACH-000055,-0.15592368663985345
ACH-000060,-0.12318347995043367
ACH-000067,-0.26251242339070785
ACH-000070,-0.2861654461283507
ACH-000075,-0.07054012431311124
ACH-000078,-0.1164976228995368
ACH-000082,-0.13782199851345606
ACH-000085,0.06925619403119654
ACH-000086,-0.16984268884677267
ACH-000087,0.18653563350924815
ACH-000092,-0.09970997818514048
ACH-000095,-0.1413787392245906
ACH-000097,-0.028482883665101974
ACH-000098,-0.18278526227344144
ACH-000099,-0.05694590117714845
ACH-000108,-0.09830286180283096
ACH-000113,-0.07602988639999028
ACH-000116,-0.10137324002252496
ACH-000118,-0.04570926024353943
ACH-000120,-0.028965554321775625
ACH-000123,-0.06438425924513916
ACH-000127,-0.15613948567216834
ACH-000128,-0.2205144273797423
ACH-000132,-0.08876560745847692
ACH-000133,-0.08657666490157627
ACH-000137,0.019034885435651527
ACH-000138,-0.07360545012191291
ACH-000142,-0.05711620391557156
ACH-000143,-0.09751599698748498
ACH-000146,-0.09592622412744617
ACH-000148,-0.0065179624401983756
ACH-000150,-3.8129490692666082e-06
ACH-000152,-0.13130555016384987
ACH-000153,0.014225723325923319
ACH-000159,-0.17233279901306334
ACH-000160,-0.1477079739221276
ACH-000163,-0.05819657132097554
ACH-000167,0.010131015418772208
ACH-000168,0.034915468799089945
ACH-000169,-0.09421084183543056
ACH-000178,-0.02566133017437166
ACH-000183,-0.03522131001344701
ACH-000188,-0.10579942743073667
ACH-000189,0.26821553160397826
ACH-000190,-0.18973005104876467
ACH-000198,-0.20965600694194975
ACH-000203,0.43577905528074173
ACH-000204,0.15914461423327908
ACH-000206,0.06369597685444965
ACH-000207,-0.10097248017782293
ACH-000208,0.07147248770563527
ACH-000210,-0.017913200992937292
ACH-000211,-0.034461383489350836
ACH-000215,-0.14125580630697973
ACH-000221,0.09802050663554536
ACH-000222,-0.3159206033572338
ACH-000223,-0.19021651078006532
ACH-000226,0.018093941836638032
ACH-000227,-0.21034751778208732
ACH-000228,-0.14858574434082716
ACH-000231,-0.12443536815062466
ACH-000232,-0.12427234847503765
ACH-000233,-0.11918497322276547
ACH-000234,-0.1348572379995513
ACH-000235,-0.051175748531077266
ACH-000237,-0.05115507467153088
ACH-000238,-0.1832649150355246
ACH-000242,-0.09727227558721813
ACH-000243,-0.07759368680309263
ACH-000244,-0.08487698402211989
ACH-000246,-0.036145868616861934
ACH-000248,-0.27693895224025816
ACH-000250,-0.0964735467559578
ACH-000251,-0.06603508620962299
ACH-000252,-0.12631431833152387
ACH-000253,-0.15086064757002104
ACH-000255,-0.10280661951124784
ACH-000256,-0.14584041724286398
ACH-000257,-0.15167772250215536
ACH-000258,-0.08623566752390192
ACH-000259,-0.07512871492979263
ACH-000260,-0.1356721504976424
ACH-000261,-0.060527664367430414
ACH-000262,-0.04028875321167585
ACH-000263,-0.12061976416739223
ACH-000264,-0.042980012817155966
ACH-000265,-0.18774681299829574
ACH-000266,-0.1048035614171832
ACH-000272,-0.12322232537630153
ACH-000274,-0.0633873838982642
ACH-000277,-0.08086554471157804
ACH-000278,-0.0074670124855664936
ACH-000279,-0.19646306761875024
ACH-000280,0.0076587993907661234
ACH-000281,-0.05980844110472625
ACH-000288,-0.13225366316037182
ACH-000291,-0.0791746401200818
ACH-000293,-0.08242708129019866
ACH-000294,-0.13975666699622108
ACH-000295,0.04892156395639319
ACH-000296,0.12045973268240925
ACH-000302,-0.07830248707581244
ACH-000304,-0.014738215044136253
ACH-000307,-0.12701304856234372
ACH-000308,-0.0937979750118844
ACH-000310,-0.19738054493427626
ACH-000311,-0.04057484937412765
ACH-000312,-0.07908090325270843
ACH-000315,-0.2346468130079377
ACH-000316,-0.11334998373528933
ACH-000317,-0.013547819801385556
ACH-000318,0.006205625774459961
ACH-000319,-0.0716142321054834
ACH-000320,0.010773465920367428
ACH-000322,-0.08985458869585106
ACH-000323,-0.003780324834347058
ACH-000324,-0.18803816104446652
ACH-000329,-0.043186798741195465
ACH-000330,-0.2484778003272181
ACH-000331,-0.06745921771514815
ACH-000332,-0.09438564945972737
ACH-000334,-0.025301731018524936
ACH-000335,-0.23549771260317615
ACH-000336,-0.37254230264273946
ACH-000337,-0.1255271760088499
ACH-000338,-0.4463087302240145
ACH-000339,-0.1643207818738331
ACH-000341,-0.13502586210654854
ACH-000348,-0.16004241162710234
ACH-000350,0.05848224908074276
ACH-000352,-0.12860296736189367
ACH-000356,0.008788026512851587
ACH-000361,-0.27394560790443256
ACH-000362,-0.14801676525247914
ACH-000363,0.010712648195936118
ACH-000364,-0.03220175047656871
ACH-000365,-0.0382546788866144
ACH-000366,-0.02543646857818018
ACH-000368,-0.1957746359595414
ACH-000374,-0.12614266763480528
ACH-000375,-0.012538439235017945
ACH-000376,0.03748482220092583
ACH-000381,0.041926803851872134
ACH-000383,-0.09402232144730843
ACH-000387,-0.10511779870737052
ACH-000389,-0.10797270202502686
ACH-000390,-0.007121616194638259
ACH-000393,-0.22299883648379948
ACH-000395,0.08297565943019093
ACH-000396,-0.05852512946335343
ACH-000397,-0.014004032393698629
ACH-000401,-0.09612956660572956
ACH-000402,-0.4762751505376734
ACH-000403,-0.06882883038990653
ACH-000404,-0.09307963856562584
ACH-000406,-0.08766344895589241
ACH-000407,-0.02181138015307312
ACH-000408,-0.12304737258613264
ACH-000410,-0.19370679057290788
ACH-000411,0.02037863051626844
ACH-000414,-0.11889840773633922
ACH-000415,-0.10601739278077428
ACH-000416,-0.10973347423780598
ACH-000420,-0.29749689358360365
ACH-000421,-0.05471777850075698
ACH-000424,-0.10872468167234893
ACH-000425,-0.111786219696962
