,STEAP2 (261729)
ACH-000004,-0.1132236996670771
ACH-000005,-0.2298112997581238
ACH-000007,-0.1725563975750012
ACH-000009,-0.2470060233810394
ACH-000011,-0.1485810471458574
ACH-000012,-0.26091870831377
ACH-000013,-0.18608454330156174
ACH-000014,-0.2912938839089043
ACH-000015,-0.09273422714976086
ACH-000017,-0.27383650854203423
ACH-000018,-0.2766761874644954
ACH-000019,-0.2500075232575832
ACH-000021,-0.15021996993472225
ACH-000022,-0.18897213765725024
ACH-000025,-0.22276346101512406
ACH-000028,-0.19385741939466067
ACH-000030,-0.09465134770688398
ACH-000035,-0.3983636169246311
ACH-000036,-0.28045695720125857
ACH-000037,-0.13821707817735934
ACH-000039,-0.2486893068822192
ACH-000040,-0.14085228553781093
ACH-000041,-0.11195173950381992
ACH-000042,-0.13600027801122616
ACH-000045,-0.1842970790914605
ACH-000047,-0.3516626730295696
ACH-000052,-0.3250729696100109
ACH-000053,-0.09425699776982324
ACH-000054,-0.24193746627382506
ACH-000055,-0.2429353242434051
ACH-000060,-0.2254097395404119
ACH-000067,-0.20238139166279104
ACH-000070,-0.23382900752822006
ACH-000075,-0.2685785112883629
ACH-000078,-0.12200714627813215
ACH-000082,-0.189346299260216
ACH-000085,-0.3246162355511991
ACH-000086,-0.2283851621983093
ACH-000087,-0.09546758998021897
ACH-000092,-0.2992965298441371
ACH-000095,-0.19180148359896115
ACH-000097,-0.2748973051845409
ACH-000098,-0.20880484551349987
ACH-000099,-0.1338729394799015
ACH-000108,-0.20514932598533528
ACH-000113,-0.1988006556981124
ACH-000116,-0.2952564457415933
ACH-000118,-0.14875261671057
ACH-000120,-0.0656072322340506
ACH-000123,-0.2840182342939123
ACH-000127,-0.17374005087898212
ACH-000128,-0.26490530019916864
ACH-000132,-0.22502445294691298
ACH-000133,-0.13062123833802733
ACH-000137,-0.02124582489456913
ACH-000138,-0.15448334696020824
ACH-000142,-0.2024571004499568
ACH-000143,-0.2010602807883238
ACH-000146,-0.12979578471970504
ACH-000148,-0.21898895441907065
ACH-000150,-0.2032695842261352
ACH-000152,-0.17313335221086162
ACH-000153,-0.12947816043631413
ACH-000159,-0.31640911406394073
ACH-000160,-0.19815600311620551
ACH-000163,-0.12351126499474935
ACH-000167,-0.33261985178034703
ACH-000168,-0.06301440035982507
ACH-000169,-0.22561538728937586
ACH-000178,-0.15754980350023015
ACH-000183,-0.190029379500462
ACH-000188,-0.3121404927134513
ACH-000189,-0.12809792027664416
ACH-000190,-0.315021891536358
ACH-000198,-0.19627199865889816
ACH-000203,0.1645283346526889
ACH-000204,-0.19011684953719415
ACH-000206,-0.04684999863392051
ACH-000207,-0.17446002985696862
ACH-000208,0.03213717742807649
ACH-000210,-0.3786186158495923
ACH-000211,-0.17733139610856308
ACH-000215,-0.16733472453052087
ACH-000221,-0.3681855356907876
ACH-000222,-0.2946122394028812
ACH-000223,-0.1283640818714757
ACH-000226,-0.1560327161514209
ACH-000227,-0.06862903957671587
ACH-000228,-0.0985596193466458
ACH-000231,-0.2837880370505721
ACH-000232,-0.1379628582338995
ACH-000233,-0.0942318063464528
ACH-000234,-0.26765800862116074
ACH-000235,-0.20129625676382087
ACH-000237,-0.3414795737052823
ACH-000238,-0.22971138142987926
ACH-000242,-0.2467592727691873
ACH-000243,-0.13949306128485345
ACH-000244,-0.5425277756690543
ACH-000246,-0.2907136141049619
ACH-000248,-0.07471220693769512
ACH-000250,-0.20757423098963654
ACH-000251,-0.2952719147447621
ACH-000252,-0.23126184731609356
ACH-000253,-0.3096030291464694
ACH-000255,-0.06692718825183996
ACH-000256,-0.2835696509205702
ACH-000257,0.11437302302407495
ACH-000258,-0.03560204075832653
ACH-000259,-0.1635321035630587
ACH-000260,-0.1155891283712011
ACH-000261,-0.25162473708478283
ACH-000262,-0.13087500814948255
ACH-000263,-0.0937773564425245
ACH-000264,-0.2320935194700587
ACH-000265,-0.1022741595458173
ACH-000266,-0.1397114979095696
ACH-000272,-0.18607471699258674
ACH-000274,-0.21699130077019052
ACH-000277,-0.26834963902299197
ACH-000278,-0.2490450113876329
ACH-000279,-0.3798199161380276
ACH-000280,-0.13831410866816934
ACH-000281,-0.22650884227810195
ACH-000288,-0.16645222346621005
ACH-000291,-0.09744136741072013
ACH-000293,-0.26179365836712776
ACH-000294,-0.11209284514885487
ACH-000295,-0.4416032960102879
ACH-000296,-0.21377276724324326
ACH-000302,-0.09175275985953764
ACH-000304,-0.18215964156446696
ACH-000307,-0.07018484186229043
ACH-000308,-0.21231492603226693
ACH-000310,-0.1399889415250456
ACH-000311,-0.191466508331006
ACH-000312,-0.07198849533525342
ACH-000315,-0.17809330240260926
ACH-000316,-0.20543943691277627
ACH-000317,-0.10842462563859301
ACH-000318,-0.2342407422648256
ACH-000319,-0.2933170546143851
ACH-000320,-0.11713743612935615
ACH-000322,-0.1835219640522972
ACH-000323,-0.1342028354041631
ACH-000324,-0.17239905332891667
ACH-000329,-0.25190258349642297
ACH-000330,-0.1633184027906155
ACH-000331,-0.3463312127095962
ACH-000332,-0.21688457510364909
ACH-000334,-0.4103902082507411
ACH-000335,-0.2847009330200153
ACH-000336,-0.16871314588393566
ACH-000337,-0.2726620327907773
ACH-000338,-0.1524949920882225
ACH-000339,-0.28041289805670033
ACH-000341,0.06271579065015663
ACH-000348,-0.1286644120839612
ACH-000350,-0.05020635093269815
ACH-000352,-0.18861728197773853
ACH-000356,-0.19082583689021992
ACH-000361,-0.19223867253450685
ACH-000362,-0.10841967407445398
ACH-000363,-0.1958187857253147
ACH-000364,-0.18595511556015326
ACH-000365,-0.1317569792969173
ACH-000366,-0.23824956392089605
ACH-000368,-0.2614590872898405
ACH-000374,-0.2437871636179189
ACH-000375,-0.29894933352150943
ACH-000376,-0.10051794879565623
