,SRP19 (6728)
ACH-000004,-0.8407093917297136
ACH-000005,-0.7427536033712508
ACH-000007,-0.5902049799135767
ACH-000009,-0.7513801490902706
ACH-000011,-0.7035544184374449
ACH-000012,-0.6003070643958571
ACH-000013,-0.580034282245803
ACH-000014,-0.6576715220510322
ACH-000015,-0.6701437293877656
ACH-000017,-0.8164207764362148
ACH-000018,-0.6881981668758235
ACH-000019,-0.5376946330278916
ACH-000021,-0.6289440566590098
ACH-000022,-0.5162222683314284
ACH-000025,-0.5520215466481178
ACH-000028,-0.5124591436657433
ACH-000030,-0.7169285432983986
ACH-000035,-0.7787918103784339
ACH-000036,-0.7206957373430991
ACH-000037,-0.7301405032772161
ACH-000039,-0.5315663265579242
ACH-000040,-0.6270096795602608
ACH-000041,-0.6929083074677657
ACH-000042,-0.7007393693577313
ACH-000045,-0.6397408141589279
ACH-000047,-0.7398697959957706
ACH-000052,-0.6029735337169698
ACH-000053,-0.7229963286959422
ACH-000054,-0.6859594254156659
ACH-000055,-0.8300703234662831
ACH-000060,-0.5778951562717918
ACH-000067,-0.8577905910248136
ACH-000070,-0.5285667203668917
ACH-000075,-0.7853306299898504
ACH-000078,-0.6221811446082728
ACH-000082,-0.8364853543762535
ACH-000085,-0.8681490911656551
ACH-000086,-0.6366524792154488
ACH-000087,-0.8029847606378843
ACH-000092,-0.62678549083598
ACH-000095,-0.6204697581912043
ACH-000097,-0.7268678215142899
ACH-000098,-0.5758809719544546
ACH-000099,-0.5793708736472379
ACH-000108,-0.6678397049142211
ACH-000113,-0.4922353023928848
ACH-000116,-0.907591122923432
ACH-000118,-0.5297449425955286
ACH-000120,-0.7130695532925813
ACH-000123,-0.7417393980514999
ACH-000127,-0.7673525803950763
ACH-000128,-0.6866179855699853
ACH-000132,-1.0656524652171453
ACH-000133,-0.4908342284407104
ACH-000137,-0.92265090020657
ACH-000138,-0.5756773862511679
ACH-000142,-0.6999332531032109
ACH-000143,-0.5098619292274581
ACH-000146,-0.4820867348297966
ACH-000148,-0.7826954669606532
ACH-000150,-0.568647945430689
ACH-000152,-0.7353280459195654
ACH-000153,-0.7554830729263073
ACH-000159,-0.611536838506267
ACH-000160,-0.7465265372404903
ACH-000163,-0.8042832406842675
ACH-000167,-0.9154958185045232
ACH-000168,-0.884192735985232
ACH-000169,-0.7925052770500306
ACH-000178,-0.5374878690865212
ACH-000183,-0.5240532762281663
ACH-000188,-0.6010181475606718
ACH-000189,-0.6900725649667913
ACH-000190,-0.7023690994474913
ACH-000198,-0.5742104958919635
ACH-000203,-0.5230322424078684
ACH-000204,-0.7231345900188856
ACH-000206,-0.7754878829770258
ACH-000207,-0.5675164639528899
ACH-000208,-0.8044321811176126
ACH-000210,-0.5446714773691571
ACH-000211,-0.4839935162178776
ACH-000215,-0.5170350520975557
ACH-000221,-0.4977403698908105
ACH-000222,-0.5020753603823693
ACH-000223,-0.9386507799307948
ACH-000226,-0.5025470630256305
ACH-000227,-0.3780469725526778
ACH-000228,-0.9271765837704944
ACH-000231,-0.6868071325200562
ACH-000232,-0.6708797542851547
ACH-000233,-0.5187204678215801
ACH-000234,-0.5652937479495922
ACH-000235,-0.7204662436270236
ACH-000237,-0.6154674389386967
ACH-000238,-0.5409803716415577
ACH-000242,-0.3043420394749736
ACH-000243,-0.7756500613391811
ACH-000244,-0.4912835285003328
ACH-000246,-0.4825535599931357
ACH-000248,-0.5758438464324579
ACH-000250,-0.5606261184220881
ACH-000251,-0.6879548205840362
ACH-000252,-0.537843725941622
ACH-000253,-0.6927114399644557
ACH-000255,-0.957212171705364
ACH-000256,-0.5341647279533186
ACH-000257,-0.8304105285581578
ACH-000258,-0.7920513978129897
ACH-000259,-0.7452655790309302
ACH-000260,-0.771321329014894
ACH-000261,-0.6129910501920001
