,HOMER1 (9456)
ACH-000004,0.039757803458575984
ACH-000005,0.1188685214785845
ACH-000007,0.0736302861900727
ACH-000009,0.039532399472950924
ACH-000011,0.12209419972724404
ACH-000012,0.06504342350077402
ACH-000013,0.0971919542520804
ACH-000014,-0.08444222734890418
ACH-000015,-0.028440028100734437
ACH-000017,0.034231912112039825
ACH-000018,0.11214456262663848
ACH-000019,-0.09243669349129496
ACH-000021,-0.004977419948829281
ACH-000022,-0.02971926822418837
ACH-000025,-0.05536039693749725
ACH-000028,0.04074448024182559
ACH-000030,0.05862744240032944
ACH-000035,0.05341291817615376
ACH-000036,0.10682068950924163
ACH-000037,0.15377872254852867
ACH-000039,0.1322505865456541
ACH-000040,0.0960186640828228
ACH-000041,0.0806120340681398
ACH-000042,0.041152456349016174
ACH-000045,-0.016086230774686527
ACH-000047,-0.026304878560213855
ACH-000052,0.09534626936935396
ACH-000053,-0.05551995266407767
ACH-000054,0.04638789679494932
ACH-000055,0.07504684520465334
ACH-000060,0.06726500572125545
ACH-000067,0.010206089268727441
ACH-000070,0.18257794306165032
ACH-000075,-0.1000476776921684
ACH-000078,0.051679707160701284
ACH-000082,0.00748752520562869
ACH-000085,0.17577129939172167
ACH-000086,-0.031762348366226635
ACH-000087,0.0077870461005914516
ACH-000092,0.003494417589980265
ACH-000095,0.08335413065967864
ACH-000097,0.009435941458208223
ACH-000098,-0.04315727349926362
ACH-000099,-0.006316372253578813
ACH-000108,-0.032367953257637506
ACH-000113,-0.002209533846632252
ACH-000116,0.1484910924998048
ACH-000118,0.05539465084842436
ACH-000120,0.055280461866807115
ACH-000123,-0.02435605640198259
ACH-000127,0.037010677640416836
ACH-000128,0.20211169711161908
ACH-000132,0.07537859453848203
ACH-000133,0.019461091104539363
ACH-000137,0.10679687889861976
ACH-000138,-0.03629658929378017
ACH-000142,0.1175776322531335
ACH-000143,0.1730418468026335
ACH-000146,0.004624426916666615
ACH-000148,-0.10053257987159836
ACH-000150,0.15639615694979633
ACH-000152,0.035601489446493675
ACH-000153,0.16970562170373107
ACH-000159,0.06910955332989396
ACH-000160,0.07174204490015912
ACH-000163,0.043271043208338224
ACH-000167,-0.435528944515259
ACH-000168,0.05392719217649555
ACH-000169,0.05625732388746491
ACH-000178,0.10184590749607814
ACH-000183,0.12611200675250553
ACH-000188,-0.029228661639663218
ACH-000189,0.030181759131865687
ACH-000190,0.07607057594720587
ACH-000198,0.09222577440680076
ACH-000203,0.050619010523416254
ACH-000204,0.31113046738684463
ACH-000206,0.022557570867619642
ACH-000207,0.08074788242937031
ACH-000208,-0.10565504825620926
ACH-000210,0.00033166851432619787
ACH-000211,-0.04616123227304955
ACH-000215,0.0903573715776986
ACH-000221,0.12832044699514986
ACH-000222,0.010745382199275202
ACH-000223,0.07627598308069193
ACH-000226,0.11909122644791376
ACH-000227,-0.12039674617889842
ACH-000228,0.007862633543436347
ACH-000231,0.024090533627400792
ACH-000232,0.023926171712520396
ACH-000233,0.06867354628459622
ACH-000234,-0.06376652525927225
ACH-000235,0.04758564631764485
ACH-000237,0.10266731219320804
ACH-000238,-0.11638390708748578
ACH-000242,0.1429786202861472
ACH-000243,-0.0025174684759115065
ACH-000244,0.09194568395779236
ACH-000246,-0.045873407994309987
ACH-000248,0.091891486340026
ACH-000250,0.13679178058892502
ACH-000251,0.031118982656491486
ACH-000252,0.14196730799348226
ACH-000253,0.0379466236239179
ACH-000255,-0.03828268035951249
ACH-000256,-0.11780316985955755
ACH-000257,-0.13384821872998742
ACH-000258,-0.07703743913178371
ACH-000259,0.02233113893504855
ACH-000260,0.053617810785207984
ACH-000261,0.06246172593528121
ACH-000262,0.18089584904698813
ACH-000263,0.026440077702513963
ACH-000264,0.03635543926499936
ACH-000265,0.046325402436801166
ACH-000266,0.002263026430714942
ACH-000272,-0.041977439141249635
ACH-000274,-0.005586124313967841
ACH-000277,-0.07051131002314003
ACH-000278,0.06893161518594915
ACH-000279,-0.018432867014005316
ACH-000280,0.03327591163744752
ACH-000281,-0.03068384720853767
ACH-000288,-0.011672766345484592
ACH-000291,0.08387701795838153
ACH-000293,0.02793647865387799
ACH-000294,0.02250543107040129
ACH-000295,0.14819627006821412
ACH-000296,0.0695422551396609
ACH-000302,0.013133034552818952
ACH-000304,0.22363113129631285
ACH-000307,-0.008325332169569414
ACH-000308,0.14193672064323878
ACH-000310,0.030993584743886436
ACH-000311,0.10673335216976942
ACH-000312,0.1415605556205496
ACH-000315,0.21943745017973326
ACH-000316,0.1498963935546244
ACH-000317,0.013827969275133996
ACH-000318,0.034732641680499964
ACH-000319,0.0993776140331546
ACH-000320,0.14657088716967462
ACH-000322,0.16817896303162913
ACH-000323,0.045410430672176136
ACH-000324,0.05368730657024952
ACH-000329,0.013333680240771134
ACH-000330,-0.040485014017285915
ACH-000331,-0.002505250457480544
ACH-000332,-0.06520657646750673
ACH-000334,0.0829136268835795
ACH-000335,0.12024733618488327
ACH-000336,-0.03522937241643125
ACH-000337,0.03562101106519415
ACH-000338,0.3915981394109967
ACH-000339,0.06900462406099073
ACH-000341,0.049985703483704534
ACH-000348,0.020397601833745668
ACH-000350,0.018080166320137026
ACH-000352,0.047426283853596894
ACH-000356,-0.0171936678373943
ACH-000361,-0.017892026005804258
ACH-000362,-0.04501564295269568
ACH-000363,-0.01233988935725602
ACH-000364,-0.017241321728304167
ACH-000365,-0.014334590942437175
ACH-000366,-0.058379249227422686
ACH-000368,0.10519525950934026
ACH-000374,0.058605507238699374
ACH-000375,0.07560401560389426
ACH-000376,0.06944704415130187
ACH-000381,-0.06777225427721123
ACH-000383,0.011451348018258185
ACH-000387,0.07354347087459356
ACH-000389,0.08626669276532221
ACH-000390,-0.07244421827750981
ACH-000393,-0.14098597306366584
ACH-000395,-0.005463886638771267
ACH-000396,-0.16269864565731135
ACH-000397,0.06792753715950918
ACH-000401,0.07945837486813395
ACH-000402,0.19447581163894465
ACH-000403,-0.08925264969273321
ACH-000404,-0.14194821250324866
ACH-000406,-0.0011466517077801696
ACH-000407,-0.059946086140420934
ACH-000408,0.03597679143306229
ACH-000410,0.023704911192096847
ACH-000411,0.12883389452817276
ACH-000414,0.0010556597920480632
ACH-000415,-0.00877338865752749
ACH-000416,0.023356533155525244
ACH-000420,-0.0279867938363142
ACH-000421,0.0830369310781989
ACH-000424,-0.018496463373773125
ACH-000425,0.019602151428729345
ACH-000426,0.09144908027866956
ACH-000427,0.11897610667152095
ACH-000433,0.19611152917095834
ACH-000435,0.0456376309959826
ACH-000436,-0.0030308115437685953
ACH-000444,0.09516253034005917
ACH-000445,-0.12823284175160082
ACH-000448,0.030869905116076693
ACH-000450,0.13553936659293891
ACH-000452,-0.0038012713818634898
ACH-000454,-0.13083957225811058
ACH-000458,0.014129440666202168
ACH-000459,0.05164636577495933
ACH-000460,0.09731313740444486
ACH-000461,-0.11569512587741165
ACH-000463,0.1012202711341209
ACH-000464,0.19141959917550816
ACH-000466,0.1121883132628884
ACH-000467,0.1134587703617678
ACH-000468,0.10008937235660313
ACH-000469,0.14797682693553058
ACH-000470,0.12396513478628375
ACH-000471,0.021912278695209602
ACH-000472,-0.012629528406223445
ACH-000473,-0.02213060116683319
ACH-000475,0.05683102871074296
ACH-000476,0.004955288589768603
ACH-000477,-0.041130877798029084
ACH-000479,0.1213456544081676
ACH-000480,-0.07199217626048902
ACH-000481,-0.13983757602402586
ACH-000483,0.06374208686699401
ACH-000484,0.11698585743670635
ACH-000485,0.08045108377191784
ACH-000486,-0.0012296360637921114
ACH-000487,0.0726405588899843
ACH-000488,0.014000607971549459
ACH-000490,0.045560138660667465
ACH-000491,0.034234733701835565
ACH-000495,0.017482050556803533
ACH-000496,0.06487775123258573
ACH-000499,0.1027087665159448
ACH-000500,0.029954047150695436
ACH-000502,0.13973421325459148
ACH-000503,0.09261970070835693
ACH-000505,0.05384243755531391
ACH-000507,-0.006520602793830584
ACH-000510,0.03788896427790776
ACH-000511,0.0899654453272414
ACH-000512,0.13196782365661014
ACH-000516,0.001829887148950811
ACH-000517,0.059725061243309986
ACH-000518,0.09803808133404132
ACH-000520,-0.1128354676267596
ACH-000521,0.06891878584608746
ACH-000522,0.04036340608953454
ACH-000524,0.060099093332337435
ACH-000527,0.07178312941614166
ACH-000528,0.06830278319561936
ACH-000537,0.06691219312796201
ACH-000541,0.12695627904676016
ACH-000542,0.014648970547804568
ACH-000544,0.029696751523143237
ACH-000545,0.02152490480154345
ACH-000547,0.029288931043313413
ACH-000548,0.06833747919966432
ACH-000549,0.10589285604018922
ACH-000550,-0.08335288748660268
ACH-000552,0.10211222812118012
ACH-000556,-0.011572556221330278
ACH-000557,0.03179703051459915
ACH-000569,0.21952692562373585
ACH-000570,0.11596306894599398
ACH-000571,0.0408510725104346
ACH-000573,0.11040060869406032
ACH-000576,0.09150280131410453
ACH-000579,0.1131777762803857
ACH-000580,0.1413777839420349
ACH-000584,-0.00692731193266097
ACH-000585,0.01830118956833596
ACH-000588,0.12974906031669778
ACH-000589,0.07800060339016986
ACH-000591,-0.010250208380251313
ACH-000593,0.0897898035005163
ACH-000600,0.12856870917040886
ACH-000601,0.11816276006735495
ACH-000605,-0.02745670572426508
ACH-000606,-0.19263149155635306
ACH-000608,-0.056551098272964014
ACH-000614,0.07282526641360285
ACH-000616,0.039328378417799785
ACH-000618,0.10179235607868566
ACH-000619,-0.009812811593095268
ACH-000620,0.015866330675016468
ACH-000621,0.09128827305525844
ACH-000622,0.08893295057247566
ACH-000623,-0.08696199539135685
ACH-000624,0.038439985738475964
ACH-000627,0.002565704521380843
ACH-000630,-0.018418212567673987
ACH-000631,-0.11494650690082996
ACH-000632,0.0713121293528656
ACH-000633,0.1018618322707482
ACH-000637,0.07363822104156678
ACH-000638,0.04604304807836583
ACH-000646,0.15643205130646232
ACH-000647,0.0762768633843768
ACH-000648,0.08871556328273161
ACH-000649,0.026861702229779842
ACH-000651,0.08184691053635014
ACH-000652,0.1081941285127727
ACH-000653,0.04143512125592503
ACH-000657,-0.022588788551155075
