,LYNX1 (66004)
ACH-000004,0.09826178649352783
ACH-000005,0.2163788277598036
ACH-000007,0.1483979742729264
ACH-000009,0.02099948868032429
ACH-000011,-0.042528802965600215
ACH-000012,-0.02363205844679997
ACH-000013,0.023086719236984143
ACH-000014,0.04185976297537247
ACH-000015,0.08910182791899504
ACH-000017,-0.04759729962800223
ACH-000018,-0.07962136508558201
ACH-000019,-0.03063441750559965
ACH-000021,0.018891397561732158
ACH-000022,0.0016019791556221106
ACH-000025,0.0716993428360132
ACH-000028,0.06133929032756325
ACH-000030,0.0262825471714715
ACH-000035,0.13894710519953693
ACH-000036,0.02105164303148913
ACH-000037,-0.0989665483167026
ACH-000039,0.08897432131709349
ACH-000040,-0.05391728494448396
ACH-000041,-0.0011159221793418707
ACH-000042,-0.18210703774412046
ACH-000045,-0.059872182107816675
ACH-000047,-0.035580373084364424
ACH-000052,0.0793946109436528
ACH-000053,-0.0022160254191768767
ACH-000054,0.04441246134598911
ACH-000055,-0.02734128233697148
ACH-000060,-0.09760192387109068
ACH-000067,0.06770405208866939
ACH-000070,0.13646274046098109
ACH-000075,0.04486670793791422
ACH-000078,0.031028312413766062
ACH-000082,0.0598539294087478
ACH-000085,0.11152977464088602
ACH-000086,0.034665762266147614
ACH-000087,0.19238448150385776
ACH-000092,-0.13445109407779365
ACH-000095,0.07890129374991489
ACH-000097,0.017214396129735732
ACH-000098,0.018361203742122075
ACH-000099,-0.027706129587661433
ACH-000108,-0.16678291446876034
ACH-000113,0.07955571483589803
ACH-000116,0.03603471054088276
ACH-000118,-0.08894085563350909
ACH-000120,0.02317286800903959
ACH-000123,0.0092348604530514
ACH-000127,-0.03522995169423625
ACH-000128,0.023098119620345144
ACH-000132,0.04803770094464188
ACH-000133,-0.08447979308995651
ACH-000137,0.12723217577569307
ACH-000138,0.01606418273430347
ACH-000142,0.1472988873637447
ACH-000143,0.16622332189448444
ACH-000146,-0.007975272994580966
ACH-000148,0.054394217477790725
ACH-000150,-0.2567667270582927
ACH-000152,0.02450185702465724
ACH-000153,-0.03527649861159949
ACH-000159,-0.015347681508384116
ACH-000160,0.08467772335543128
ACH-000163,0.03556057294484028
ACH-000167,-0.09186799924115344
ACH-000168,-0.11397556046333485
ACH-000169,0.06287663613860192
ACH-000178,-0.023487502815639515
ACH-000183,0.12757574378861306
ACH-000188,-0.04261189164613813
ACH-000189,-0.00628368474571779
ACH-000190,0.18187256384726352
ACH-000198,-0.02448993802544934
ACH-000203,-0.04469891074578
ACH-000204,0.05318816817459324
ACH-000206,0.1636326650114708
ACH-000207,0.021401180415340608
ACH-000208,0.01741707090774141
ACH-000210,0.06480866020669775
ACH-000211,0.01923268190645136
ACH-000215,-0.06498283845425974
ACH-000221,0.11935967370394895
ACH-000222,-0.14940429955723375
ACH-000223,0.03590056543757808
ACH-000226,0.06706278209760591
ACH-000227,-0.046807486392795715
ACH-000228,0.14934398029918647
ACH-000231,0.05403189925991917
ACH-000232,0.056152389500825066
ACH-000233,-0.11967478339224825
ACH-000234,-0.003788009610164059
ACH-000235,0.03640190580857874
ACH-000237,-0.039750601362458296
ACH-000238,0.06371341265949605
ACH-000242,0.10985199508637457
ACH-000243,0.05351663021345776
ACH-000244,0.07864703764558373
ACH-000246,0.017799543807477454
ACH-000248,-0.04557662749281504
ACH-000250,-0.06187574497931639
ACH-000251,0.011201526128577836
ACH-000252,-0.0032074771403892513
ACH-000253,-0.03344462220063335
ACH-000255,0.0678915031731126
ACH-000256,-0.02864667449333895
ACH-000257,0.2614368894457549
