,CTHRC1 (115908)
ACH-000004,-0.17158036837305424
ACH-000005,0.13917350590509306
ACH-000007,0.2740142329591185
ACH-000009,-0.005445515307714581
ACH-000011,0.08702437441976693
ACH-000012,0.01720657120519673
ACH-000013,-0.02179779212971351
ACH-000014,-0.05508522279241201
ACH-000015,-0.08760068762075615
ACH-000017,-0.07560792286752596
ACH-000018,0.2073602680902984
ACH-000019,0.0984886640559746
ACH-000021,0.1067015578167768
ACH-000022,0.01511172949806776
ACH-000025,-0.04052108483312458
ACH-000028,0.04120142064632938
ACH-000030,0.00027600285019441847
ACH-000035,-0.1386863947420029
ACH-000036,0.13649996891688668
ACH-000037,-0.021513099005600472
ACH-000039,-0.010044710860169288
ACH-000040,0.037908927663740266
ACH-000041,-0.028975224277686864
ACH-000042,-0.0586996612721931
ACH-000045,0.06874928266314081
ACH-000047,0.05065691227260559
ACH-000052,0.0043372451473863045
ACH-000053,-0.0019769580545691352
ACH-000054,0.018585047453931133
ACH-000055,-0.118584595495816
ACH-000060,-0.12945669561246648
ACH-000067,0.0031709675399580035
ACH-000070,0.02398506435276409
ACH-000075,-0.17559852433729545
ACH-000078,-0.04027714907163952
ACH-000082,-0.0031641550326211155
ACH-000085,-0.09389893421698886
ACH-000086,-0.03413735252795482
ACH-000087,0.06117334368623556
ACH-000092,0.011895498576673104
ACH-000095,0.17250064088677494
ACH-000097,0.1203008971037632
ACH-000098,0.006912925251079742
ACH-000099,-0.02908429190829855
ACH-000108,-0.07640051223803519
ACH-000113,0.07933251106409837
ACH-000116,-0.037926581819036034
ACH-000118,0.061423665829271376
ACH-000120,0.036730885778227085
ACH-000123,-0.05098561220246813
ACH-000127,0.07924301919196754
ACH-000128,-0.2425859727364832
ACH-000132,0.04263174042917088
ACH-000133,0.08852757805200633
ACH-000137,0.17648026641842846
ACH-000138,-0.17395173046732318
ACH-000142,0.12814158407694914
ACH-000143,0.12257605824689025
ACH-000146,0.0014171061421083444
ACH-000148,-0.16337909129896502
ACH-000150,0.17769408713789422
ACH-000152,0.07454368073942845
ACH-000153,0.02996318283067893
ACH-000159,-0.09242576826033416
ACH-000160,-0.06082128044813544
ACH-000163,-0.10139227607695048
ACH-000167,0.02490594304107211
ACH-000168,-0.004986635100468086
ACH-000169,-0.054790950177089716
ACH-000178,-0.005689127716644618
ACH-000183,-0.09928683582177797
ACH-000188,-0.033547916637942016
ACH-000189,-0.12768941770379855
ACH-000190,-0.08895438176006219
ACH-000198,0.007963335594508878
ACH-000203,0.003251187590237227
ACH-000204,-0.3276353825217675
ACH-000206,-0.09734143954675063
ACH-000207,-0.11209919486533684
ACH-000208,0.19611898406780487
ACH-000210,0.06880671807569128
ACH-000211,-0.06036093516165505
ACH-000215,0.008126796108532267
ACH-000221,0.08998935556849287
ACH-000222,0.032607045563583195
ACH-000223,0.06129583020115476
ACH-000226,0.05404464936910218
ACH-000227,-0.019624202147416808
ACH-000228,-0.07849101551780074
ACH-000231,-0.06549211574625922
ACH-000232,0.08839493054413097
ACH-000233,0.022774431342314782
ACH-000234,0.08321341251986887
ACH-000235,-0.011696790119064828
ACH-000237,0.027129600627198987
ACH-000238,-0.07114428467507661
ACH-000242,-0.3456850897596181
ACH-000243,-0.0011343068967452725
ACH-000244,0.09857410018039654
ACH-000246,0.0018566889900942726
ACH-000248,-0.1011365844673245
ACH-000250,-0.0979404542954658
ACH-000251,0.19383855579370585
ACH-000252,0.056255722684969714
ACH-000253,-0.022305912690867662
ACH-000255,0.15683291059485072
ACH-000256,-0.06660883679900684
ACH-000257,-0.07179026807859157
ACH-000258,-0.043903763974349114
ACH-000259,-0.021546365065785843
ACH-000260,0.0672230344126665
ACH-000261,0.009880192063021615
ACH-000262,-0.10540916105341937
ACH-000263,-0.03995179456850216
ACH-000264,-0.03889411267078285
ACH-000265,0.032793423164050664
ACH-000266,-0.003377422187668282
ACH-000272,-0.016892167517704552
ACH-000274,-0.046532799811430346
