,IYD (389434)
ACH-000004,-0.0796229233056893
ACH-000005,0.04003197549829875
ACH-000007,-0.1429428129604492
ACH-000009,-0.12239422967693865
ACH-000011,-0.05259250865278105
ACH-000012,-0.13035099815740409
ACH-000013,-0.1600075252910083
ACH-000014,-0.14611918644587346
ACH-000015,-0.03912896708208465
ACH-000017,-0.12779793608297665
ACH-000018,-0.08551668602468482
ACH-000019,-0.08331618845155381
ACH-000021,-0.2673805510449145
ACH-000022,-0.05454813214994531
ACH-000025,-0.02660616766992155
ACH-000028,-0.06614069098096126
ACH-000030,-0.1171000978772126
ACH-000035,0.056283751702570765
ACH-000036,-0.07375771965932806
ACH-000037,-0.22097278242585872
ACH-000039,-0.30869061890707755
ACH-000040,-0.11139167792436036
ACH-000041,-0.27366711088333256
ACH-000042,-0.08292325350622896
ACH-000045,-0.13852622423805733
ACH-000047,-0.13177588414140984
ACH-000052,-0.2522567346407357
ACH-000053,-0.09991635098727723
ACH-000054,-0.06498895380034167
ACH-000055,-0.2668471040132402
ACH-000060,-0.22377569092950456
ACH-000067,-0.011992588960224744
ACH-000070,-0.2291438576102329
ACH-000075,-0.18031047166989272
ACH-000078,-0.18664013143780053
ACH-000082,-0.17181436681912346
ACH-000085,-0.0503602211786088
ACH-000086,-0.0034774317222059773
ACH-000087,0.031762323069202764
ACH-000092,-0.11345205019406515
ACH-000095,-0.18533674161176464
ACH-000097,-0.14367371413502772
ACH-000098,-0.1539531365198065
ACH-000099,-0.028517146212369924
ACH-000108,-0.11730163945748882
ACH-000113,-0.0621774483736887
ACH-000116,-0.06470207575294028
ACH-000118,-0.11324452701161128
ACH-000120,-0.02536100399305089
ACH-000123,-0.18877569996486346
ACH-000127,-0.07492379493400747
ACH-000128,-0.21240535025260807
ACH-000132,-0.11406830614492708
ACH-000133,-0.18871278940767147
ACH-000137,-0.14341121953140698
ACH-000138,-0.15830506320443544
ACH-000142,-0.14793799680590305
ACH-000143,-0.11158991045154984
ACH-000146,-0.1713346982029962
ACH-000148,-0.15820121968107134
ACH-000150,-0.18732122465666254
ACH-000152,-0.06602692531372467
ACH-000153,0.08276034565788103
ACH-000159,-0.12931646098720184
ACH-000160,-0.11435684705684575
ACH-000163,-0.05864804620038658
ACH-000167,-0.01131193365755423
ACH-000168,-0.15360399317015544
ACH-000169,-0.12396746101603776
ACH-000178,-0.041976612012350534
ACH-000183,-0.12298350033276845
ACH-000188,-0.07134232089423911
ACH-000189,-0.04827671624117254
ACH-000190,-0.047640283911147385
ACH-000198,-0.16109210367712862
ACH-000203,-0.5911672563367297
ACH-000204,-0.18024889091560115
ACH-000206,-0.2080258221626684
ACH-000207,-0.11282290481214233
ACH-000208,0.11786853971814748
ACH-000210,-0.2642179698697801
ACH-000211,-0.21797560119101686
ACH-000215,-0.009326955889829614
ACH-000221,-0.11463386144223033
ACH-000222,-0.05597767139305014
ACH-000223,-0.13593455855160855
ACH-000226,-0.06158034017990911
ACH-000227,-0.10016285406873668
ACH-000228,-0.20647925732899053
ACH-000231,-0.047397053329757584
ACH-000232,-0.17488101326572336
ACH-000233,-0.1206130566227701
ACH-000234,-0.07040456489085661
ACH-000235,-0.07924962948086718
ACH-000237,-0.01881379437975533
ACH-000238,-0.2422397401815093
ACH-000242,0.022292795229772004
ACH-000243,-0.0563809909560331
ACH-000244,-0.1022147893966708
ACH-000246,-0.10206959189814573
ACH-000248,-0.02241427611075588
ACH-000250,-0.17781660849531405
ACH-000251,0.05627915212128802
ACH-000252,-0.18109455235570773
ACH-000253,-0.00939532245605313
ACH-000255,-0.0830987169625209
ACH-000256,-0.31860915323607203
ACH-000257,-0.1871724976688715
ACH-000258,-0.03983639502541229
ACH-000259,-0.21158777447978785
ACH-000260,-0.12859844260866166
ACH-000261,-0.06800014287697616
ACH-000262,-0.16029865403297494
ACH-000263,-0.2764922683021021
ACH-000264,-0.08324702074489965
ACH-000265,-0.07757669627346364
ACH-000266,-0.13748311362434926
ACH-000272,-0.15772587930088353
ACH-000274,-0.1641309642359492
ACH-000277,-0.18842169490701324
ACH-000278,-0.05889611845467301
ACH-000279,-0.061427476490064664
ACH-000280,-0.18105484439278646
ACH-000281,-0.21457906460213852
ACH-000288,-0.08453880328422629
ACH-000291,-0.0773493905932658
ACH-000293,-0.12668993714730362
ACH-000294,-0.171635151070737
ACH-000295,-0.2730034621552135
ACH-000296,-0.21953479087420547
ACH-000302,-0.12315219364718402
ACH-000304,-0.09801805637242507
ACH-000307,-0.10276356761524934
ACH-000308,-0.1372045064473596
ACH-000310,-0.20734487545921484
ACH-000311,-0.22214913965201868
ACH-000312,-0.1585320025503264
ACH-000315,-0.19823021308960895
ACH-000316,-0.2215174440090782
ACH-000317,-0.15760484417474718
ACH-000318,-0.1857792218965261
ACH-000319,-0.06664829379583673
ACH-000320,-0.06055196157409865
ACH-000322,-0.13286778177854414
ACH-000323,-0.12910619573807489
ACH-000324,-0.08943894397269199
ACH-000329,-0.1284390107063253
ACH-000330,-0.18506256360357928
ACH-000331,-0.2836875470452921
ACH-000332,-0.08302909347468407
ACH-000334,-0.10683812793627476
ACH-000335,-0.0996810410062451
ACH-000336,0.09039971203029752
ACH-000337,-0.07927246946096303
ACH-000338,-0.2652484140207965
ACH-000339,-0.12257578413043292
ACH-000341,-0.022188201983323254
ACH-000348,-0.13459783345804385
ACH-000350,0.024540398233466383
ACH-000352,-0.0643416561845882
ACH-000356,-0.06227268876678605
ACH-000361,0.0600588281508802
ACH-000362,-0.1777137501728473
ACH-000363,-0.10130786777008924
ACH-000364,-0.2235450519883429
ACH-000365,-0.1661905541197891
ACH-000366,-0.1772470400645188
ACH-000368,-0.12645076633239002
ACH-000374,-0.0700367046386008
ACH-000375,-0.14034434006091867
ACH-000376,-0.08085457372848859
ACH-000381,-0.2628402387965855
ACH-000383,-0.17205197345935924
ACH-000387,-0.21235446043887812
ACH-000389,-0.09876330979671773
ACH-000390,-0.09205860418915136
ACH-000393,-0.11904517715918435
ACH-000395,-0.12729095240312072
ACH-000396,0.03174693612918045
ACH-000397,-0.03063081740326793
ACH-000401,-0.040988729281529655
ACH-000402,-0.05218284037069083
ACH-000403,-0.1559277648381959
ACH-000404,0.03617544102032469
ACH-000406,-0.1839771205837601
ACH-000407,-0.07759116998240118
ACH-000408,-0.032193560919761464
ACH-000410,-0.09703131325065048
ACH-000411,-0.1167098584900291
ACH-000414,-0.14003196010619362
ACH-000415,-0.2110844809116703
ACH-000416,-0.08302392117822156
ACH-000420,-0.05011964820891159
ACH-000421,-0.09250233825623896
ACH-000424,0.042988805762664166
ACH-000425,-0.11775876039879908
ACH-000426,-0.10586648860447992
ACH-000427,0.05354019505343565
ACH-000433,-0.0905406125099164
ACH-000435,-0.11122567716852096
ACH-000436,-0.058799004247641035
ACH-000444,-0.06887833802396938
ACH-000445,-0.08767846136160994
ACH-000448,-0.0763952178584588
ACH-000450,0.04932647148699972
ACH-000452,-0.15592189796345202
ACH-000454,-0.12241931951677942
ACH-000458,-0.2324535807856433
ACH-000459,-0.06462136196894877
ACH-000460,-0.20445487560278186
ACH-000461,-0.09493750639065893
ACH-000463,-0.04300399577801957
ACH-000464,-0.07215678518775644
ACH-000466,-0.15602736400942993
ACH-000467,-0.15483355551960445
ACH-000468,-0.17628231537566988
ACH-000469,-0.21099172263830174
ACH-000470,-0.09754839423175143
ACH-000471,-0.14889376567910764
ACH-000472,-0.08506451393020673
ACH-000473,-0.07194583354238979
