,GHR (2690)
ACH-000004,0.3171028808827325
ACH-000005,0.21873975879252716
ACH-000007,0.0454111437244365
ACH-000009,0.2193099381899956
ACH-000011,0.1463836236321931
ACH-000012,0.21813047529696952
ACH-000013,0.18071076940959274
ACH-000014,0.1615363302993998
ACH-000015,0.02535109934211164
ACH-000017,0.1571520021554004
ACH-000018,0.0518982776028152
ACH-000019,0.1145139694507662
ACH-000021,0.21227496171658172
ACH-000022,0.08719094130631394
ACH-000025,0.1840752357705416
ACH-000028,0.2901221882053713
ACH-000030,0.17837340839876345
ACH-000035,0.1659900067610612
ACH-000036,0.058588900062096515
ACH-000037,0.2567342214882253
ACH-000039,0.3112307530569727
ACH-000040,0.2863940597361369
ACH-000041,0.09446926915461833
ACH-000042,0.09174255675019367
ACH-000045,0.21737242588194625
ACH-000047,0.2208138792128446
ACH-000052,0.01706193760043667
ACH-000053,0.10155533345588408
ACH-000054,0.2189466999762684
ACH-000055,0.2560960434489346
ACH-000060,0.13923146653214302
ACH-000067,0.050124730447219566
ACH-000070,0.17498295007127398
ACH-000075,0.18821886794591056
ACH-000078,0.1425157130764852
ACH-000082,0.18620478673310664
ACH-000085,0.22028652270547386
ACH-000086,0.2902450432963823
ACH-000087,0.13900928920600428
ACH-000092,0.007249037837694154
ACH-000095,0.1106147029397915
ACH-000097,0.1081363775078852
ACH-000098,0.07947967709327115
ACH-000099,0.1793968363165131
ACH-000108,0.08784292708330023
ACH-000113,0.2953246221172981
ACH-000116,0.24500633277127726
ACH-000118,0.1958485497014728
ACH-000120,0.4263075842913325
ACH-000123,0.203514993785308
ACH-000127,0.08154731711987148
ACH-000128,0.20146285718278886
ACH-000132,0.03377865426294865
ACH-000133,0.06556652685262156
ACH-000137,0.2683934055885268
ACH-000138,0.2278873505909856
ACH-000142,0.2776906174151682
ACH-000143,0.2945319942740451
ACH-000146,0.12402467343645256
ACH-000148,0.17543045225158296
ACH-000150,0.2795191033942256
ACH-000152,0.07676995550051531
ACH-000153,0.08616002489888429
ACH-000159,0.13330075804252572
ACH-000160,0.3055969254396273
ACH-000163,0.24332772312251397
ACH-000167,0.017251819446532642
ACH-000168,0.0076232985271962065
ACH-000169,0.1974985054291083
ACH-000178,0.17570211773808156
ACH-000183,0.3310697942895113
ACH-000188,0.11969407517373735
ACH-000189,0.14569632914264022
ACH-000190,0.2683445911643863
ACH-000198,0.2153751258900096
ACH-000203,0.43851414793456217
ACH-000204,0.16929440072917004
ACH-000206,0.1482775268643333
ACH-000207,0.15843491243972815
ACH-000208,0.15153056468453638
ACH-000210,0.23276734933653684
ACH-000211,0.22000433217450066
ACH-000215,0.1756773984856564
ACH-000221,0.11256142899802772
ACH-000222,0.19804321854330115
ACH-000223,0.12189969710654965
ACH-000226,0.2080361062394665
ACH-000227,0.21696767452887994
ACH-000228,-0.02635961802835237
ACH-000231,0.10570023739964264
ACH-000232,0.14877260488068306
ACH-000233,0.18686831982181668
ACH-000234,0.1545298422383421
ACH-000235,0.14665792493954793
ACH-000237,0.17203961141069593
ACH-000238,0.2639695900874199
ACH-000242,-0.08945211684324164
ACH-000243,0.09751838773972003
ACH-000244,0.1029444836953358
ACH-000246,0.04050345966562258
ACH-000248,0.16567969302497684
ACH-000250,0.1893693934604426
ACH-000251,-0.008857180748708044
ACH-000252,0.2907666265127943
ACH-000253,0.1908172376531218
ACH-000255,0.15676323968785616
ACH-000256,0.2158782276892673
ACH-000257,-0.01842965876625078
ACH-000258,0.1648571399629521
ACH-000259,0.18283897239330488
ACH-000260,0.06408880567237069
ACH-000261,0.08544199597327308
ACH-000262,0.30129567279474323
ACH-000263,0.03613893208089
ACH-000264,0.12739857152977455
ACH-000265,0.2892552956062512
ACH-000266,0.1617788043244672
ACH-000272,0.09102959204874343
ACH-000274,0.0898064300442712
ACH-000277,0.18595825365119295
ACH-000278,0.14817575647633424
ACH-000279,0.20523553735571973
ACH-000280,0.16690115057274973
ACH-000281,0.3170524493280803
ACH-000288,0.1459019746215944
ACH-000291,0.1773428857531344
ACH-000293,0.3625017169664617
ACH-000294,0.1580772887926119
ACH-000295,-0.06826781068788397
ACH-000296,0.14419383162987467
ACH-000302,0.1816402143019158
ACH-000304,0.38198115319042303
ACH-000307,0.19584175971759232
ACH-000308,0.1137804292857926
ACH-000310,0.11062692707433723
ACH-000311,0.07470070297674801
ACH-000312,0.12467116760915095
ACH-000315,0.2075566767481608
ACH-000316,0.34104080509763
ACH-000317,0.21908421286119265
ACH-000318,0.12468092881768753
ACH-000319,0.10283513511274228
ACH-000320,0.1433305747297845
ACH-000322,0.12372256716119873
ACH-000323,0.09055407669491272
ACH-000324,0.16836352348510547
ACH-000329,0.09596023057191913
ACH-000330,0.038441344168460505
ACH-000331,0.2070692967296637
ACH-000332,0.12099073638158593
ACH-000334,0.5821548103499964
ACH-000335,0.3180177311394264
ACH-000336,0.16079626248316525
ACH-000337,0.1954144750568705
ACH-000338,0.5588550829833062
ACH-000339,0.17809557936441944
ACH-000341,0.262481680084348
ACH-000348,0.2012682776136652
ACH-000350,0.13251752659815874
ACH-000352,0.2394507154655628
ACH-000356,0.22117679771736268
ACH-000361,0.2519264072898402
ACH-000362,0.1225498168493348
ACH-000363,0.12906868633173962
ACH-000364,0.28764416818851285
ACH-000365,0.1643261027218038
ACH-000366,0.2120427790573208
ACH-000368,0.3015227550501742
ACH-000374,0.20229161809594956
ACH-000375,0.21024250227304464
ACH-000376,0.17765085672912892
ACH-000381,0.178007661428034
ACH-000383,0.13130484143299545
ACH-000387,0.12916798030494872
ACH-000389,-0.012741484693493892
ACH-000390,0.19728311872646015
ACH-000393,0.1626587214437354
ACH-000395,0.11776503924095967
ACH-000396,0.36809475638504174
