,MPHOSPH6 (10200)
ACH-000004,-0.6340463017865025
ACH-000005,-0.36381588162948575
ACH-000007,-0.15962194240699085
ACH-000009,-0.2058971957246064
ACH-000011,-0.44878957630527816
ACH-000012,-0.2781845526969037
ACH-000013,-0.4847618114939151
ACH-000014,-0.41892538038343696
ACH-000015,-0.1846143676261996
ACH-000017,-0.5626268328114599
ACH-000018,-0.3870493748600394
ACH-000019,-0.14869479123638474
ACH-000021,-0.21347129560046268
ACH-000022,-0.1391568015495819
ACH-000025,-0.5015203758967496
ACH-000028,-0.1753623669512297
ACH-000030,-0.33120370174551694
ACH-000035,-0.4004535337009151
ACH-000036,-0.21980813116688935
ACH-000037,-0.3948537592328528
ACH-000039,-0.20798481114464007
ACH-000040,-0.14546300263845074
ACH-000041,-0.06055311326843396
ACH-000042,-0.2795987021382616
ACH-000045,-0.17157432565412428
ACH-000047,-0.24947711263280214
ACH-000052,-0.4663708169452556
ACH-000053,-0.25059540701784644
ACH-000054,-0.33515647544042704
ACH-000055,-0.273121131033138
ACH-000060,-0.3050189370591266
ACH-000067,-0.220994690116478
ACH-000070,-0.24305952810522316
ACH-000075,-0.3989811081952645
ACH-000078,-0.3611117466804479
ACH-000082,-0.17356354883575414
ACH-000085,-0.31316193301470396
ACH-000086,-0.390322058800718
ACH-000087,-0.6502475316251434
ACH-000092,-0.3133466853319081
ACH-000095,-0.31922228407353664
ACH-000097,-0.500050315617873
ACH-000098,-0.4405132755962927
ACH-000099,-0.2156873699690107
ACH-000108,-0.12864919115705853
ACH-000113,-0.3404364075340163
ACH-000116,-0.25986673448854786
ACH-000118,-0.2518011850654591
ACH-000120,-0.36608598428881817
ACH-000123,-0.2548216010836416
ACH-000127,-0.2775739485247974
ACH-000128,-0.322040565825762
ACH-000132,-0.6980826007030531
ACH-000133,-0.2932322153017617
ACH-000137,-0.34960465896435616
ACH-000138,-0.1909923542458164
ACH-000142,-0.4299209747622872
ACH-000143,-0.11963211576576127
ACH-000146,-0.2793335456700741
ACH-000148,-0.11152860758947837
ACH-000150,-0.12258177179949865
ACH-000152,-0.2764327284634094
ACH-000153,-0.3795448059450261
ACH-000159,-0.2214073775897604
ACH-000160,-0.4119260362548191
ACH-000163,-0.20268597980186465
ACH-000167,-0.3798485946713008
ACH-000168,-0.2252102926194265
ACH-000169,-0.30224098570404395
ACH-000178,-0.22665357951162984
ACH-000183,-0.2869825640670591
ACH-000188,-0.3535860139669781
ACH-000189,-0.4847116523853276
ACH-000190,0.03946168704017825
ACH-000198,-0.06608521699912087
ACH-000203,-0.16947310503250226
ACH-000204,-0.3755187365706431
ACH-000206,-0.31570476491182464
ACH-000207,-0.3621881187695511
ACH-000208,-0.33264465274917265
ACH-000210,-0.14739498779454202
ACH-000211,-0.30567446372470874
ACH-000215,-0.4459934005862011
ACH-000221,-0.21939663900593726
ACH-000222,0.07066392118140585
ACH-000223,-0.1799471391222643
ACH-000226,-0.2802480008008621
ACH-000227,-0.3227896588086928
ACH-000228,-0.1760346937688735
ACH-000231,-0.5360924855318767
ACH-000232,-0.30438591778293705
ACH-000233,-0.1533315577507222
ACH-000234,-0.31019265943661384
ACH-000235,-0.2747914459860541
ACH-000237,-0.2943653423276103
ACH-000238,-0.16052334158238635
ACH-000242,-0.5649685374798527
ACH-000243,-0.2683942496734387
ACH-000244,-0.03623390564775947
ACH-000246,-0.3693068443333056
ACH-000248,-0.4165764226823856
ACH-000250,-0.2880640295024453
ACH-000251,-0.21615405296655693
ACH-000252,0.06911975618196027
ACH-000253,-0.3813234381202818
ACH-000255,-0.29182979830063643
ACH-000256,-0.2928975824417861
ACH-000257,-0.2387402680083717
ACH-000258,-0.3347787172525447
ACH-000259,-0.1481478443313349
ACH-000260,-0.3585345618210826
ACH-000261,-0.14191348750282248
ACH-000262,-0.5542738687985681
ACH-000263,-0.07900823818608993
ACH-000264,-0.2976415317225629
ACH-000265,-0.12708428487270318
ACH-000266,-0.34017560889073256
ACH-000272,-0.4913667211313652
ACH-000274,-0.4003892583074618
ACH-000277,-0.3196259930546844
ACH-000278,-0.23712367558319086
ACH-000279,-0.13301261095165867
ACH-000280,-0.20312821298283665
ACH-000281,-0.35866001749726034
ACH-000288,-0.2878533169631138
ACH-000291,-0.42577430758345935
ACH-000293,-0.37501480004254745
ACH-000294,0.009474944738297046
ACH-000295,-0.1652551157613292
ACH-000296,-0.017299626445098998
ACH-000302,-0.2878058463895005
ACH-000304,-0.27193816000150484
ACH-000307,-0.15513131312363918
ACH-000308,-0.4133255825371174
ACH-000310,-0.9494932394354344
ACH-000311,-0.23996300659037506
ACH-000312,-0.2019943562771648
ACH-000315,-0.031191604210543556
ACH-000316,-0.512488392204492
ACH-000317,-0.3262419748086368
ACH-000318,-0.3124557536797799
ACH-000319,-0.3635356169259354
ACH-000320,-0.1410190896855079
ACH-000322,-0.2630816925034027
ACH-000323,-0.32997564449815275
ACH-000324,-0.31052574803135485
ACH-000329,-0.13886702907049098
ACH-000330,-0.4327934645816017
ACH-000331,-0.37606407876814746
ACH-000332,-0.4327810367514598
ACH-000334,-0.335098072781676
ACH-000335,-0.36470848724815225
ACH-000336,-0.21121725422997129
ACH-000337,-0.33428638282454226
ACH-000338,-0.1481000645564908
ACH-000339,-0.35347780991350025
