,TCF20 (6942)
ACH-000004,0.035646836369184
ACH-000005,-0.06937057540578956
ACH-000007,0.012848783085669082
ACH-000009,0.014132244712664704
ACH-000011,-0.0007723951742143963
ACH-000012,-0.014342391409121769
ACH-000013,0.1306503594298973
ACH-000014,-0.055921277708019586
ACH-000015,-0.19429327614766792
ACH-000017,-0.01631428583840626
ACH-000018,-0.0819296898333063
ACH-000019,0.01947285232050607
ACH-000021,0.07892228857959352
ACH-000022,0.034002620560382515
ACH-000025,-0.13004507409990002
ACH-000028,0.09621833847240163
ACH-000030,-0.11097335428366664
ACH-000035,-0.06743833433844773
ACH-000036,0.13440057629034555
ACH-000037,0.03471670930768336
ACH-000039,-0.12102785958134805
ACH-000040,0.04101914308241465
ACH-000041,0.02446638454773696
ACH-000042,-0.07795897337459153
ACH-000045,0.04400333314600747
ACH-000047,0.01563298602467825
ACH-000052,-0.029999893963461168
ACH-000053,-0.01161416349313697
ACH-000054,-0.11016481927904866
ACH-000055,-0.063094340410942
ACH-000060,-0.11412241096870634
ACH-000067,-0.26174782261997354
ACH-000070,0.041504118111690726
ACH-000075,-0.06466335867288686
ACH-000078,-0.045845865609166
ACH-000082,0.1683381573879357
ACH-000085,-0.09181275452426928
ACH-000086,0.10927191982851732
ACH-000087,0.08780531707509748
ACH-000092,0.07311404274369515
ACH-000095,0.05987374119559667
ACH-000097,0.07166831570099237
ACH-000098,-0.030233113964728883
ACH-000099,0.14428604832782
ACH-000108,0.09971112475984084
ACH-000113,0.0006109041665881272
ACH-000116,0.028970700811307645
ACH-000118,-0.13647784374948574
ACH-000120,0.036672772058915115
ACH-000123,0.11424203285855185
ACH-000127,0.07318155908901483
ACH-000128,-0.039552031789336535
ACH-000132,0.13687933834242336
ACH-000133,-0.012311376122224877
ACH-000137,0.005360496774679611
ACH-000138,0.0699872197283253
ACH-000142,0.10192637487426216
ACH-000143,-0.20070334339613355
ACH-000146,-0.025936541962424613
ACH-000148,0.011209108319831023
ACH-000150,0.23700489216314805
ACH-000152,0.050791235706015785
ACH-000153,0.20286715979748776
ACH-000159,0.019187150100749367
ACH-000160,-0.005021551955676522
ACH-000163,0.061379525544046985
ACH-000167,0.43172803308916813
ACH-000168,-0.0424736061481635
ACH-000169,0.030577945503527187
ACH-000178,-0.012789303364103331
ACH-000183,0.010838632818523418
ACH-000188,0.04627458103337601
ACH-000189,0.0421049798018133
ACH-000190,-0.05306504805171909
ACH-000198,0.045481939817443265
ACH-000203,-0.48938518873971903
ACH-000204,0.07889342636659452
ACH-000206,0.04456225207706598
ACH-000207,0.0779007785038447
ACH-000208,0.16406079713015995
ACH-000210,0.13544898556795876
ACH-000211,0.0038722979090692407
ACH-000215,0.042715267020196485
ACH-000221,-0.1254491025121377
ACH-000222,0.1590354580566953
ACH-000223,-0.02606397512090544
ACH-000226,0.040715870784992
ACH-000227,0.1411256764524922
ACH-000228,-0.0759341421117981
ACH-000231,-0.036899191314662017
ACH-000232,-0.09021658414074632
ACH-000233,-0.027317552519695098
ACH-000234,0.05273720760763245
ACH-000235,-0.033053082272950174
ACH-000237,0.07281735830744622
ACH-000238,0.08294615712148479
ACH-000242,0.12267283875514408
ACH-000243,0.07414789173338086
ACH-000244,-0.2313022490929134
ACH-000246,0.14504811970210907
