,PHB (5245)
ACH-000004,-0.970340267827088
ACH-000005,-1.0817556290035368
ACH-000007,-0.9773586697783038
ACH-000009,-0.7202234212043419
ACH-000011,-0.875456429060121
ACH-000012,-1.002081771813234
ACH-000013,-1.1712182492243244
ACH-000014,-0.9710447662595706
ACH-000015,-0.919237858957754
ACH-000017,-1.01554432782362
ACH-000018,-1.1304081528569212
ACH-000019,-0.9461637569176656
ACH-000021,-0.7288116699503381
ACH-000022,-1.0928785726400256
ACH-000025,-1.0041173827940082
ACH-000028,-0.9063591977429392
ACH-000030,-1.0190008621557187
ACH-000035,-1.0528195479679212
ACH-000036,-0.7652373446543508
ACH-000037,-1.2236310743624914
ACH-000039,-1.1228266043420116
ACH-000040,-1.059122097053764
ACH-000041,-1.07124311675362
ACH-000042,-0.9345949965228764
ACH-000045,-0.9426932019786624
ACH-000047,-0.9120122304818562
ACH-000052,-0.9512297608088632
ACH-000053,-0.9196295066686746
ACH-000054,-0.9483916021402368
ACH-000055,-1.141175566166161
ACH-000060,-0.9081007066338403
ACH-000067,-0.8434195007231949
ACH-000070,-1.0049137618565975
ACH-000075,-0.8632780749255659
ACH-000078,-0.7838887690818664
ACH-000082,-1.0861595332892815
ACH-000085,-0.8390839994906748
ACH-000086,-0.9858261976284094
ACH-000087,-1.2604544952069066
ACH-000092,-0.9528190020731284
ACH-000095,-0.6938268201021627
ACH-000097,-0.8564342647762457
ACH-000098,-1.0402770805502175
ACH-000099,-0.7700635043958872
ACH-000108,-1.0062894940021996
ACH-000113,-0.8409316220291075
ACH-000116,-1.0645837753267082
ACH-000118,-0.8369274796519767
ACH-000120,-0.6823643943940453
ACH-000123,-0.968287364883366
ACH-000127,-1.0071378320674942
ACH-000128,-0.800466555569661
ACH-000132,-0.9395748261494464
ACH-000133,-0.9960733119424432
ACH-000137,-1.0006455249011177
ACH-000138,-1.0695194153674663
ACH-000142,-0.973991398124172
ACH-000143,-0.9993814419149364
ACH-000146,-0.8020264632741013
ACH-000148,-1.1167417995107625
ACH-000150,-0.9664136062899581
ACH-000152,-0.9189536265613826
ACH-000153,-0.9428840221021988
ACH-000159,-0.9082754878291192
ACH-000160,-0.9954212821897348
ACH-000163,-0.9676150161533652
ACH-000167,-1.3075552555848893
ACH-000168,-0.969720287243108
ACH-000169,-0.9852926307388642
ACH-000178,-0.937012134478404
ACH-000183,-0.9812587835570256
ACH-000188,-0.8887003134363071
ACH-000189,-0.8725785480675341
ACH-000190,-0.6680343696229988
ACH-000198,-0.8846065860045653
ACH-000203,-0.7778395543849276
ACH-000204,-0.8339387916438695
ACH-000206,-1.1870885638849549
ACH-000207,-0.8017120204997219
ACH-000208,-0.9663797337979152
ACH-000210,-0.9895282082113072
ACH-000211,-0.8547492804374734
ACH-000215,-0.9687787054441525
ACH-000221,-1.2648732156688507
ACH-000222,-1.1876123207621068
ACH-000223,-0.7399953312818067
ACH-000226,-1.0041833395056303
ACH-000227,-0.9390033516102922
ACH-000228,-1.0140611750896575
ACH-000231,-1.1273331172450591
ACH-000232,-1.001301200831919
ACH-000233,-0.8790202314962814
ACH-000234,-1.040835310126076
ACH-000235,-0.8610459527067833
ACH-000237,-0.8633009940001963
ACH-000238,-0.9744579385920408
ACH-000242,-1.2583683895175577
ACH-000243,-1.0936052108355006
ACH-000244,-0.8208397602961958
ACH-000246,-0.859586688041348
ACH-000248,-1.037576501593791
ACH-000250,-1.0239350795046522
ACH-000251,-1.1014244538539617
ACH-000252,-0.787780107924937
ACH-000253,-0.7601107235638539
ACH-000255,-1.0028750110816615
ACH-000256,-0.8142304655499567
ACH-000257,-1.132110160282597
ACH-000258,-0.8445400186796267
ACH-000259,-0.8760073903656447
ACH-000260,-0.9785718117067548
ACH-000261,-1.0016122323269658
ACH-000262,-0.8250940162861006
ACH-000263,-0.6894684620065351
ACH-000264,-1.31673390164783
ACH-000265,-1.0536721885810143
ACH-000266,-0.8946306982114427
ACH-000272,-1.0310743447432686
ACH-000274,-1.1892084042161093
ACH-000277,-0.5594779703734192
ACH-000278,-1.0071913510079251
ACH-000279,-0.8776818909839399
ACH-000280,-1.054850783139376
ACH-000281,-0.9527925797567948
ACH-000288,-0.9757869121767014
ACH-000291,-0.8015535028683465
ACH-000293,-1.0725247719428532
ACH-000294,-0.9067026742368518
ACH-000295,-1.112319055193301
ACH-000296,-0.8563495025550825
ACH-000302,-0.9472663522760624
ACH-000304,-0.9752826737693148
ACH-000307,-0.8002750896106205
ACH-000308,-0.8542531553895178
ACH-000310,-0.6301380336429037
ACH-000311,-0.9485266530647092
ACH-000312,-0.995910375464244
ACH-000315,-0.6654006394528338
ACH-000316,-1.3169069286370765
ACH-000317,-1.173158450695151
ACH-000318,-1.0374277757714423
ACH-000319,-0.9802252677321476
ACH-000320,-1.1837718309414365
ACH-000322,-1.0646664095295082
ACH-000323,-1.0734923052907237
ACH-000324,-0.8055934531079588
ACH-000329,-0.8379031091642368
ACH-000330,-0.7471306528881215
ACH-000331,-0.9338829545946268
ACH-000332,-0.9140360373601754
ACH-000334,-0.5843839504910898
ACH-000335,-0.9945752709042606
ACH-000336,-0.9117159811787676
ACH-000337,-1.088640772135645
ACH-000338,-0.5770024928150174
ACH-000339,-0.9005420741387979
ACH-000341,-1.080900321166763
ACH-000348,-1.0732582137967568
ACH-000350,-0.9130638845889538
ACH-000352,-0.9033087465323028
ACH-000356,-1.281886016187008
ACH-000361,-0.8158035394217515
ACH-000362,-0.9619553206361088
ACH-000363,-0.963074802466058
ACH-000364,-0.7994412483275507
ACH-000365,-0.9519964721528328
ACH-000366,-0.8753270917880897
ACH-000368,-0.8849065127024831
ACH-000374,-0.9003459232974445
ACH-000375,-0.7635242633873387
ACH-000376,-0.6988914400734855
ACH-000381,-0.9093146729570402
ACH-000383,-0.8393164224189414
ACH-000387,-0.9336197135124752
ACH-000389,-0.8718329227290279
ACH-000390,-0.8891098476838133
ACH-000393,-1.1543382736990853
ACH-000395,-0.7455091760968104
ACH-000396,-1.5205303190871873
ACH-000397,-0.823691973237744
ACH-000401,-0.8510676396493478
ACH-000402,-0.3926733527971015
ACH-000403,-0.9863481168483792
ACH-000404,-0.7635296320935356
ACH-000406,-1.1298782493870585
ACH-000407,-1.0408224106649069
ACH-000408,-0.9711310430427776
ACH-000410,-0.9032371285159856
ACH-000411,-1.0903066220940885
ACH-000414,-1.1231661120585281
ACH-000415,-1.1812889016174035
ACH-000416,-0.9495206148968288
ACH-000420,-0.9648912177275121
ACH-000421,-0.8605815772757153
ACH-000424,-1.1439179385832736
ACH-000425,-0.7588478385410784
ACH-000426,-0.8825093485564566
ACH-000427,-0.9383659041924272
ACH-000433,-0.9326845835773914
ACH-000435,-0.9023615307195046
ACH-000436,-1.2257342655488004
ACH-000444,-0.8733576654517233
ACH-000445,-0.7781022241276151
ACH-000448,-0.9046806928196496
ACH-000450,-0.8545314532633866
ACH-000452,-0.9239833700272104
ACH-000454,-0.9431524446705588
ACH-000458,-0.9221363174130331
ACH-000459,-0.6629402309479796
ACH-000460,-0.864082010687913
ACH-000461,-1.0374113994439604
ACH-000463,-1.0712493663490004
ACH-000464,-0.9487624228646953
ACH-000466,-1.0011385305899
ACH-000467,-0.8302431252331931
ACH-000468,-0.832635909132611
ACH-000469,-0.932488560498754
ACH-000470,-0.8536970167132351
ACH-000471,-1.1172705882454421
ACH-000472,-0.8917740208644749
ACH-000473,-0.9010377857359309
ACH-000475,-1.0584415210838771
ACH-000476,-0.9210022125415916
ACH-000477,-0.9947662581541656
ACH-000479,-1.007933630963983
ACH-000480,-1.057203762684989
ACH-000481,-0.9362208021537888
ACH-000483,-1.188771181889029
ACH-000484,-0.8934117054124885
ACH-000485,-1.0858631433828054
ACH-000486,-1.0189391741782885
ACH-000487,-0.9982694427763128
ACH-000488,-0.9053690721871755
ACH-000490,-1.000131846241601
ACH-000491,-0.8435444651976038
ACH-000495,-0.8699951632937827
ACH-000496,-0.8702822816915627
ACH-000499,-1.1216729065770734
ACH-000500,-1.0268414329187192
ACH-000502,-0.7997224867703832
ACH-000503,-0.8678346122007939
ACH-000505,-0.8741882439802582
ACH-000507,-0.7189213478031949
ACH-000510,-0.8937488074670284
ACH-000511,-0.9303143678621404
ACH-000512,-0.8423873563170888
ACH-000516,-1.1336350624278904
ACH-000517,-0.9838607660972049
ACH-000518,-1.0682730011046446
ACH-000520,-0.9260861099521032
ACH-000521,-1.15462599467691
ACH-000522,-1.0470288648117914
ACH-000524,-1.1183576930947308
ACH-000527,-1.0486206036707857
ACH-000528,-1.0026827043441051
ACH-000537,-1.1561578022661287
ACH-000541,-1.1056248666144008
ACH-000542,-0.8701117666874879
ACH-000544,-0.9474595700094091
ACH-000545,-0.8022578824535339
ACH-000547,-1.0828441425528208
ACH-000548,-0.8947854144399773
ACH-000549,-0.8430906966350237
ACH-000550,-0.8833717456232383
ACH-000552,-0.8657912534332384
ACH-000556,-1.0867562537543578
ACH-000557,-1.0671335067617382
ACH-000569,-0.7200380385101883
ACH-000570,-0.9894700750190272
ACH-000571,-0.7946946045053158
ACH-000573,-1.1111691306517897
ACH-000576,-0.9242122359453244
ACH-000579,-1.170616903580385
ACH-000580,-0.7604789075580525
ACH-000584,-1.1600977043289564
ACH-000585,-1.0198738707642607
ACH-000588,-1.1225799833243308
ACH-000589,-1.0797257068443438
ACH-000591,-0.9780991878669952
ACH-000593,-1.0105918850093016
ACH-000600,-0.9056191636370048
ACH-000601,-0.9481779228187316
ACH-000605,-1.0581928211336742
ACH-000606,-1.0389226645827214
ACH-000608,-0.703262819328026
ACH-000614,-0.7443812745635181
ACH-000616,-0.8245904840074083
ACH-000618,-1.125711750484824
ACH-000619,-1.011462013049839
ACH-000620,-0.7537670752325073
ACH-000621,-1.0308282992702544
ACH-000622,-0.9598372950355564
ACH-000623,-0.9252593765825788
ACH-000624,-0.9869252114298714
ACH-000627,-0.8527866221741718
ACH-000630,-1.264036441127973
ACH-000631,-1.0761117085643277
ACH-000632,-0.9780080974236643
ACH-000633,-0.8601819503647762
ACH-000637,-0.9320692547495508
ACH-000638,-0.9377211317376478
ACH-000646,-1.043471739055883
ACH-000647,-0.9877287708479038
ACH-000648,-1.1507092163115678
ACH-000649,-0.9578227818341144
ACH-000651,-1.0446940446715245
ACH-000652,-0.9515522879945066
ACH-000653,-0.7987474542861442
ACH-000657,-0.9947024504744448
