,ATP5J (522)
ACH-000720,-0.4456655778135192
ACH-000721,-0.3392165974566743
ACH-000724,-0.3774618484827236
ACH-000725,-0.5299366669560995
ACH-000732,-0.6286033148337296
ACH-000734,-0.3998079686293063
ACH-000735,-0.40991599418332253
ACH-000736,-0.4375848673849821
ACH-000738,-0.40542407184271495
ACH-000746,-0.3987214176441148
ACH-000747,-0.4504660961097829
ACH-000748,-0.3240635816051245
ACH-000753,-0.421477344468719
ACH-000756,-0.2591015142170454
ACH-000757,-0.35049948562460914
ACH-000758,-0.5584585160573796
ACH-000760,-0.32678702155491657
ACH-000762,-0.17172169457832925
ACH-000763,-0.36113361131491134
ACH-000764,-0.18022082955606147
ACH-000765,-0.2488283822121829
ACH-000766,-0.3022968486029821
ACH-000767,-0.4659456721424876
ACH-000768,-0.2170306343957904
ACH-000769,-0.4977999456942927
ACH-000770,-0.3123049165888956
ACH-000771,-0.41927212703146377
ACH-000773,-0.19351941659439115
ACH-000776,-0.4052634675245725
ACH-000777,-0.20189738268608545
ACH-000778,-0.3866880829481428
ACH-000781,-0.4596229965724283
ACH-000782,-0.2711384207672208
ACH-000783,-0.3153781546349432
ACH-000784,-0.42883479922063933
ACH-000785,-0.5247671356458768
ACH-000787,-0.4131000558657867
ACH-000788,-0.2989436080005131
ACH-000791,-0.24576489668236146
ACH-000792,-0.17961877434020732
ACH-000794,-0.011640666340753069
ACH-000796,-0.3949205072971424
ACH-000798,-0.3650942622787801
ACH-000799,-0.1931590899397912
ACH-000800,-0.29700162873157104
ACH-000802,-0.41852942294280543
ACH-000804,-0.4554023621200482
ACH-000805,-0.12480997983075948
ACH-000809,-0.4150119500265523
ACH-000810,-0.19153071421838444
ACH-000811,-0.29992971817288216
ACH-000817,-0.2193596518845717
ACH-000819,-0.4093475342015842
ACH-000820,-0.472601713875302
ACH-000821,-0.369810580349568
ACH-000822,-0.17467658798804808
ACH-000823,-0.6101529026631098
ACH-000824,-0.3755162613186647
ACH-000827,-0.16883421946875174
ACH-000829,-0.31836293633114965
ACH-000831,-0.5893900208151415
ACH-000832,-0.4315868404329104
ACH-000833,-0.6420946718642514
ACH-000834,-0.216411577910066
ACH-000835,-0.5510479285342269
ACH-000836,-0.21409111246672696
ACH-000837,-0.3705668764430938
ACH-000838,-0.0853256263478464
ACH-000839,-0.18905699458261271
ACH-000840,-0.5234734878877659
ACH-000841,-0.17943398217551196
ACH-000843,-0.4504980029973311
ACH-000846,-0.4833048568225442
ACH-000847,-0.4767725078024855
ACH-000848,-0.6766990395596508
ACH-000849,-0.43428390302049336
ACH-000851,-0.6768418961677067
ACH-000855,-0.581420858060965
ACH-000856,-0.5387521960967429
ACH-000858,-0.6203080297805577
ACH-000859,-0.2482344941878297
ACH-000861,-0.29153795104372393
ACH-000862,-0.4787763578528877
ACH-000865,-0.5032610142707822
ACH-000866,-0.6343404381600765
ACH-000867,-0.5766510232848718
ACH-000869,-0.4927872876949808
ACH-000872,-0.2649525683975402
ACH-000873,-0.2928135161704417
ACH-000876,-0.5822619964151039
ACH-000878,-0.4501996428598098
ACH-000880,-0.3116582172770275
ACH-000881,-0.2744911237278596
ACH-000882,-0.3119722287415034
ACH-000884,-0.3432408720111728
ACH-000885,-0.6178826746765701
ACH-000887,-0.5731772549734704
ACH-000889,-0.22357961104137256
ACH-000896,-0.2119772429654693
ACH-000898,-0.3808500229182871
ACH-000900,-0.304140798289033
ACH-000901,-0.34839096764332417
ACH-000905,-0.5205222633851698
ACH-000906,-0.3429811044212275
ACH-000907,-0.19089438908178627
ACH-000910,-0.3301267496543533
ACH-000911,-0.4860166957904144
ACH-000912,-0.2634010778922953
ACH-000913,-0.2522906697451888
ACH-000915,-0.3741863006662687
ACH-000916,-0.6452610212873284
ACH-000917,-0.4917982004839106
ACH-000920,-0.3224453169545332
ACH-000921,-0.2901890467638902
ACH-000924,-0.5686089409557784
ACH-000926,-0.3787661506671171
ACH-000928,-0.3231549420118381
ACH-000929,-0.15787893537081674
ACH-000932,-0.3177584706350804
ACH-000935,-0.3140262025735164
ACH-000936,-0.22705942030717874
ACH-000937,-0.03633844545563812
ACH-000938,-0.17544391417499414
ACH-000939,-0.4809271098637988
ACH-000941,-0.3624861328404778
ACH-000943,-0.4871849000029601
ACH-000946,-0.2324617019621935
ACH-000947,-0.5163982598695916
ACH-000948,-0.483000142033908
ACH-000950,-0.36734951740909777
ACH-000953,-0.0038037796731418953
ACH-000954,-0.4467321447360472
ACH-000957,-0.2996885616863528
ACH-000958,-0.3947864027021536
ACH-000960,-0.2186363164516627
ACH-000963,-0.476159480062545
ACH-000968,-0.4443803785039249
ACH-000969,-0.6116953097599279
ACH-000972,-0.2874513888509756
ACH-000973,-0.25073719717506165
ACH-000974,-0.17126571932630494
ACH-000978,-0.6146795424848526
ACH-000984,-0.22775674716324076
ACH-000986,-0.17774419535946578
ACH-000988,-0.26196569017954696
ACH-000993,-0.2518899007703259
ACH-000994,-0.5470326999374012
ACH-000996,-0.08410814006515367
ACH-001001,-0.488966381283914
ACH-001020,-0.257607591693804
ACH-001028,-0.4383853835103249
ACH-001031,-0.4422215671770202
ACH-001038,-0.09883511986310256
ACH-001048,-0.3975460677844495
ACH-001050,-0.324831628157674
ACH-001053,-0.2578324027302505
ACH-001054,-0.19973925452739288
ACH-001061,-0.5009785837014425
ACH-001067,-0.2856429129725251
ACH-001075,-0.4598963766354851
ACH-001096,-0.4548467664833494
ACH-001111,-0.1218502003047822
ACH-001119,-0.2580461904227977
ACH-001128,-0.3181463459671874
ACH-001134,-0.3509821916781528
ACH-001151,-0.3365842392340329
ACH-001163,-0.4945471145751477
ACH-001164,-0.2900031569251313
ACH-001183,-0.2499797334184693
ACH-001192,-0.34664171067195026
ACH-001193,-0.4212303909596135
ACH-001196,-0.2913521405697027
ACH-001197,-0.16094739914184386
ACH-001205,-0.08866995843303138
ACH-001211,-0.2193544190105514
ACH-001212,-0.4688797158579028
ACH-001228,-0.3623342666097432
ACH-001232,-0.1259670518657387
ACH-001239,-0.3223454143911753
ACH-001270,-0.3799594880523725
ACH-001274,-0.1776964171235835
ACH-001275,-0.4575989346776535
ACH-001277,-0.5509175892534697
ACH-001278,-0.43722671056477375
ACH-001280,-0.1731976005569687
ACH-001283,-0.6027063180418876
ACH-001289,-0.3918324948641431
ACH-001300,-0.3555090101014811
ACH-001301,-0.545190024119843
ACH-001302,-0.28554658997458565
ACH-001306,-0.22487099549852504
ACH-001318,-0.5600118408721075
ACH-001322,-0.4846425215708496
ACH-001328,-0.21103440275163607
ACH-001332,-0.4297005462348197
ACH-001336,-0.4224466670841592
ACH-001346,-0.40840165673259177
ACH-001353,-0.20897723730642287
ACH-001354,-0.15643537683231934
ACH-001367,-0.3607479852376213
ACH-001368,-0.3419313800611873
ACH-001374,-0.4814395360135312
ACH-001377,-0.38569705119414016
ACH-001380,-0.5204995539513385
ACH-001391,-0.4141893766663868
ACH-001408,-0.3951402249638497
ACH-001430,-0.4512563800672436
ACH-001431,-0.2589684916986573
ACH-001450,-0.4195513162797021
ACH-001496,-0.6723245363703704
ACH-001500,-0.2443945018089625
ACH-001523,-0.5022724270144092
ACH-001532,-0.3280939175363847
ACH-001550,-0.6921488191051591
ACH-001552,-0.197832840562064
ACH-001554,-0.3612487763349715
ACH-001654,-0.4992455056614035
ACH-001735,-0.19466548486920748
ACH-001736,-0.2187174763951548
ACH-001737,-0.07777547241036974
ACH-001740,-0.2523681029510374
ACH-001745,-0.3184308375836691
ACH-001765,-0.3750517011681357
