,ATP5J (522)
ACH-000004,-0.2538349027385207
ACH-000005,-0.16084274077650326
ACH-000007,-0.518362886948863
ACH-000009,-0.2463782685365675
ACH-000011,0.033297008026483436
ACH-000012,-0.2950690217723672
ACH-000013,-0.4237561018663482
ACH-000014,-0.04771261488570395
ACH-000015,-0.5285653980853641
ACH-000017,-0.4253907452521717
ACH-000018,-0.3377425709135696
ACH-000019,-0.5549757415090674
ACH-000021,-0.1818193669114885
ACH-000022,-0.5027534354361385
ACH-000025,-0.38580984827289055
ACH-000028,-0.4307672104923403
ACH-000030,-0.36907651119984
ACH-000035,-0.6093672898224173
ACH-000036,-0.12638431380102266
ACH-000037,-0.27761440388129544
ACH-000039,-0.2998261548395156
ACH-000040,-0.07888797716502084
ACH-000041,-0.2959146938180446
ACH-000042,-0.08239776561136798
ACH-000045,-0.3487734405533544
ACH-000047,-0.4327826158745785
ACH-000052,-0.5224296331574693
ACH-000053,-0.3766246621036257
ACH-000054,-0.3988234607320785
ACH-000055,-0.14933024740642953
ACH-000060,-0.4644422516185313
ACH-000067,-0.1699051482496465
ACH-000070,-0.26579126020837623
ACH-000075,-0.30612072864852885
ACH-000078,-0.4094629924129944
ACH-000082,-0.39200780303527216
ACH-000085,-0.3866103543369296
ACH-000086,-0.5243366779432308
ACH-000087,-0.5645258475492594
ACH-000092,-0.3327294087458744
ACH-000095,-0.20685817929374967
ACH-000097,-0.37627276596654186
ACH-000098,-0.34625509859537346
ACH-000099,-0.27042467534695674
ACH-000108,-0.2999316798872743
ACH-000113,-0.40850907213785403
ACH-000116,-0.5258280023451809
ACH-000118,-0.4946734835992692
ACH-000120,-0.4689565729202762
ACH-000123,-0.5016379766163174
ACH-000127,-0.5447378881626772
ACH-000128,-0.476328706017268
ACH-000132,-0.3311541121900061
ACH-000133,-0.33187416975436473
ACH-000137,-0.33632031080901303
ACH-000138,-0.21708647116956906
ACH-000142,-0.4045814460149757
ACH-000143,-0.5266456417457858
ACH-000146,-0.4180317918283729
ACH-000148,-0.3787251891396913
ACH-000150,-0.4996830136116457
ACH-000152,-0.3818886895699215
ACH-000153,-0.21273925660917847
ACH-000159,-0.3865341205786415
ACH-000160,-0.7511000968884889
ACH-000163,-0.1805435029804791
ACH-000167,-0.42745309214333616
ACH-000168,-0.3305062088586212
ACH-000169,-0.5741373202871508
ACH-000178,-0.4288917164526615
ACH-000183,-0.6045617267128703
ACH-000188,-0.3131213112017608
ACH-000189,-0.3347092522338314
ACH-000190,-0.5187579010350292
ACH-000198,-0.5235679271085176
ACH-000203,-0.5586943372442372
ACH-000204,-0.3569965071736368
ACH-000206,-0.4810625584765665
ACH-000207,-0.21872294579733428
ACH-000208,-0.3656919378690488
ACH-000210,-0.41827147918715696
ACH-000211,-0.26164296530399983
ACH-000215,-0.3674692543295895
ACH-000221,-0.5379079882716616
ACH-000222,-0.3701403665425448
ACH-000223,-0.38648989860800975
ACH-000226,-0.11817458799235965
ACH-000227,-0.31402550569511073
ACH-000228,-0.20663259628051933
ACH-000231,-0.2592528243584499
ACH-000232,-0.4716101508121165
ACH-000233,-0.23876278345518864
ACH-000234,-0.15613890690244786
ACH-000235,-0.20620599035574452
ACH-000237,-0.09815737464092393
ACH-000238,-0.3071550188972527
ACH-000242,-0.5976281978376486
ACH-000243,-0.19054931002706946
ACH-000244,-0.3416388551026389
ACH-000246,-0.23425577735243905
ACH-000248,-0.2796183644231036
ACH-000250,-0.15988485307785855
ACH-000251,-0.21917258878024906
ACH-000252,-0.6822195982791179
ACH-000253,-0.2160694235444568
ACH-000255,-0.5033761886968705
ACH-000256,-0.15248604786278788
ACH-000257,-0.2620782181447949
ACH-000258,-0.3868476926652484
ACH-000259,-0.46312676480388204
ACH-000260,-0.3480914624258938
ACH-000261,-0.28201463118890097
ACH-000262,-0.5534211602131347
ACH-000263,-0.4557957696154471
ACH-000264,-0.4613101574365101
ACH-000265,-0.4329278152641362
ACH-000266,-0.17003899455948174
ACH-000272,-0.3210162009567843
ACH-000274,-0.4234726457129725
ACH-000277,-0.4701213325834362
ACH-000278,-0.4183460732290975
ACH-000279,-0.268179694208687
ACH-000280,-0.38091837326865946
ACH-000281,-0.14153241281791154
ACH-000288,-0.4157369294374303
ACH-000291,-0.3084111246469732
ACH-000293,-0.2614364284100977
ACH-000294,-0.06782323646857955
ACH-000295,-0.18645400893311945
ACH-000296,-0.3305574582339378
ACH-000302,-0.5855033860900094
ACH-000304,-0.3333066532869452
ACH-000307,-0.24810579725713244
ACH-000308,-0.5819871244157208
ACH-000310,-0.2847526706951193
ACH-000311,-0.3706834990203813
ACH-000312,-0.3545463238092679
ACH-000315,-0.25139478769315343
ACH-000316,-0.2936702266797888
ACH-000317,-0.4522431325076654
ACH-000318,-0.5328962825106975
ACH-000319,-0.5796638820050345
ACH-000320,-0.347389594521247
ACH-000322,-0.4352261116176884
ACH-000323,-0.19214785474982132
ACH-000324,-0.2065876246880586
ACH-000329,-0.3897447468862804
ACH-000330,-0.5884125120414054
ACH-000331,-0.4524043380177877
ACH-000332,-0.25712378345628034
ACH-000334,-0.08106945011249021
ACH-000335,-0.4111884755510217
ACH-000336,-0.2847636997418828
ACH-000337,-0.2581252601436325
ACH-000338,-0.08529996221520736
ACH-000339,-0.24814867507443655
ACH-000341,-0.2342752931328767
ACH-000348,-0.23137221529725185
ACH-000350,-0.4815651316491482
ACH-000352,-0.41716967395895904
ACH-000356,-0.4608945588360608
ACH-000361,-0.515965260268803
ACH-000362,-0.3331104859588461
ACH-000363,-0.39932986895969774
ACH-000364,-0.3761313806133968
ACH-000365,-0.23592164162025586
ACH-000366,-0.207681419642988
ACH-000368,-0.3440043873504085
ACH-000374,-0.4215022815821057
ACH-000375,-0.5212306312767141
ACH-000376,-0.4429573423457273
ACH-000381,-0.29408115685464153
ACH-000383,-0.407435513543184
ACH-000387,-0.3225477515302937
ACH-000389,-0.35874996659703523
ACH-000390,-0.4339617817520116
ACH-000393,-0.07335231838137378
ACH-000395,-0.08955233725904466
ACH-000396,-0.5362928295432996
ACH-000397,-0.1755508962710194
ACH-000401,-0.2686027976911579
ACH-000402,0.7760328175608059
ACH-000403,-0.3508071713942221
ACH-000404,-0.3024199140192172
ACH-000406,-0.268451429409668
ACH-000407,-0.2559851721336203
ACH-000408,-0.3307482918300248
ACH-000410,-0.39055468802563226
ACH-000411,-0.3739423144812328
ACH-000414,-0.4070671000940581
ACH-000415,-0.545732443990613
ACH-000416,-0.241322341133582
ACH-000420,-0.24946931123529956
ACH-000421,-0.3137287345915294
ACH-000424,-0.25944566272851777
ACH-000425,-0.25643266481640536
ACH-000426,-0.37102301487444805
ACH-000427,-0.5792815715252114
ACH-000433,-0.3245426651516925
ACH-000435,-0.2321984599288648
ACH-000436,-0.10486193979165798
ACH-000444,-0.4494374733759087
ACH-000445,-0.1150988104071186
ACH-000448,-0.2756760707631972
ACH-000450,-0.3087358957692979
ACH-000452,-0.4962912840072651
ACH-000454,-0.32422109838714896
ACH-000458,-0.2301480288353727
ACH-000459,-0.6197292105263806
ACH-000460,-0.3287531579429199
ACH-000461,-0.5084255799294066
ACH-000463,-0.480707465568193
ACH-000464,-0.2275322913797489
ACH-000466,-0.4149082824164795
ACH-000467,-0.463490584212529
ACH-000468,-0.2546007379349627
ACH-000469,-0.24970845898469865
ACH-000470,-0.1955074545543941
ACH-000471,-0.3512361927678751
ACH-000472,-0.31033115704340625
ACH-000473,-0.2702042558440803
ACH-000475,-0.4247676326393441
ACH-000476,-0.5410239254453462
ACH-000477,-0.4175454904958191
ACH-000479,-0.5170479099969385
ACH-000480,-0.4010679257996257
ACH-000481,-0.30784526047617417
ACH-000483,-0.4856440436256463
ACH-000484,-0.2795055793981681
ACH-000485,-0.20272525287290846
ACH-000486,-0.3494575043830785
ACH-000487,-0.3683909167660185
ACH-000488,-0.4579393176666008
ACH-000490,-0.37075790952288384
ACH-000491,-0.46134114375282603
ACH-000495,-0.21924728452422795
ACH-000496,-0.2192707698380344
ACH-000499,-0.1590604177342415
ACH-000500,-0.30693853817970057
ACH-000502,-0.30834736863797
ACH-000503,-0.5855096747034808
ACH-000505,-0.3698735268105191
ACH-000507,-0.5746428742508304
ACH-000510,-0.27201922064290673
ACH-000511,-0.2808086043319624
ACH-000512,-0.282295408325892
ACH-000516,-0.29899999221301843
ACH-000517,-0.3858017391900144
ACH-000518,-0.3515330794742725
ACH-000520,-0.08116855161866
ACH-000521,-0.36290635407711214
ACH-000522,-0.38424895215662186
ACH-000524,-0.37364050381294217
ACH-000527,-0.39214400872609545
ACH-000528,-0.5746911092170305
ACH-000537,-0.2143018580103682
ACH-000541,-0.3210657302770154
ACH-000542,-0.3998984091105714
ACH-000544,-0.4461234555619571
ACH-000545,-0.4882883590630697
ACH-000547,-0.4242322136570039
ACH-000548,-0.13361184869145334
ACH-000549,-0.6050073883401983
ACH-000550,-0.2654318742141473
ACH-000552,-0.570094028748968
ACH-000556,-0.4082267567950633
ACH-000557,-0.048319699221300895
ACH-000569,-0.2798056609186867
ACH-000570,-0.2810631043615863
ACH-000571,-0.1498570911043974
ACH-000573,-0.44809140604669534
ACH-000576,-0.07303139579281442
ACH-000579,-0.3465705649556779
ACH-000580,-0.15104230373636354
ACH-000584,-0.34557063909199753
ACH-000585,-0.3914485126172491
ACH-000588,-0.4026091134876031
ACH-000589,-0.48929987610768394
ACH-000591,-0.2422924396725717
ACH-000593,-0.36468777667043417
ACH-000600,-0.4923692968116535
ACH-000601,-0.15891998810745875
ACH-000605,-0.4229694792325243
ACH-000606,-0.39893446831348855
ACH-000608,-0.2979245232259314
ACH-000614,-0.3815058946632586
ACH-000616,-0.3052612945700869
ACH-000618,-0.6644113183654509
ACH-000619,-0.4592600859775322
ACH-000620,-0.2915192482414571
ACH-000621,-0.142510530982615
ACH-000622,-0.3156391980407616
ACH-000623,-0.31207794575751274
ACH-000624,-0.2623527524783989
ACH-000627,-0.21053033645800065
ACH-000630,-0.3850097583680219
ACH-000631,-0.029161123260902793
ACH-000632,-0.360409679689725
ACH-000633,-0.4368688385072307
ACH-000637,-0.32246094010606946
ACH-000638,-0.2599582214771665
ACH-000646,-0.4049790098437637
ACH-000647,-0.4784371814225489
ACH-000648,-0.2871167621597858
ACH-000649,-0.1935777296347372
ACH-000651,-0.5469145996010013
ACH-000652,-0.3049852092445168
ACH-000653,-0.3019009721048175
ACH-000657,-0.3533077541887437
ACH-000658,-0.2604586509512168
ACH-000661,-0.18834787817272386
ACH-000662,-0.21410536400712424
ACH-000663,-0.4039708527835206
ACH-000665,-0.21658119016553445
ACH-000671,-0.3954962259853523
ACH-000672,-0.17789972793757036
ACH-000673,-0.22697865320863075
ACH-000676,-0.4807388532804451
ACH-000677,-0.6618649912381834
ACH-000681,-0.4840598953204087
ACH-000683,-0.44685217082399903
ACH-000684,-0.3760752198134513
ACH-000688,-0.38373640478744653
ACH-000693,-0.4357041981918108
ACH-000694,-0.638223677394553
ACH-000695,-0.3899661009361479
ACH-000696,-0.4840589789560071
ACH-000697,-0.2950044578201261
ACH-000699,-0.4633025289352263
ACH-000701,-0.27004148491869473
ACH-000706,-0.6853219256277256
ACH-000711,-0.162532095366914
ACH-000713,-0.411945489903778
ACH-000714,0.005258196464070197
ACH-000718,-0.3887958983264886
