,AURKC (6795)
ACH-000004,-0.04265868518844119
ACH-000005,0.006331097132469011
ACH-000007,0.0561564782611353
ACH-000009,-0.06963489842120629
ACH-000011,-0.09852172720478856
ACH-000012,-0.2176921374297375
ACH-000013,-0.10850780187782123
ACH-000014,0.01803106984314741
ACH-000015,-0.08600740591851917
ACH-000017,-0.05192695833007389
ACH-000018,-0.13504308947809934
ACH-000019,-0.21415176143876846
ACH-000021,-0.09804624335905784
ACH-000022,-0.12466160316400655
ACH-000025,0.022709606091254508
ACH-000028,-0.11201050516497364
ACH-000030,-0.2442654430062298
ACH-000035,-0.13988568844660412
ACH-000036,0.053554801031558616
ACH-000037,-0.01096572218019936
ACH-000039,0.04321598722069975
ACH-000040,-0.046089721046684885
ACH-000041,-0.15779129374535786
ACH-000042,-0.07802987354211986
ACH-000045,-0.05125991570720505
ACH-000047,-0.035434942720717975
ACH-000052,-0.1551370737911162
ACH-000053,-0.0616727001940106
ACH-000054,-0.005848739372465427
ACH-000055,-0.02091874145464037
ACH-000060,0.005354588268377574
ACH-000067,-0.07093599991907383
ACH-000070,-0.10931781475287516
ACH-000075,0.10837875337048156
ACH-000078,-0.08193288038144596
ACH-000082,0.016629430312939734
ACH-000085,0.08835272592967501
ACH-000086,-0.021837670454555647
ACH-000087,-0.09121914631723646
ACH-000092,-0.02303549325380182
ACH-000095,0.017291522608455366
ACH-000097,-0.05923786870162071
ACH-000098,-0.0446714826243209
ACH-000099,-0.0855416026005072
ACH-000108,-0.04338141922679745
ACH-000113,-0.2175810300079835
ACH-000116,0.0006072204046561735
ACH-000118,1.5488729846369028e-05
ACH-000120,-0.10332275177611436
ACH-000123,-0.10334347641292188
ACH-000127,-0.1239660758710208
ACH-000128,-0.01984090724822453
ACH-000132,-0.03479828507074525
ACH-000133,-0.07814064282599374
ACH-000137,-0.13351660145332536
ACH-000138,-0.06130341898118812
ACH-000142,-0.1261116383269688
ACH-000143,-0.08409190934960832
ACH-000146,-3.0510036031576314e-05
ACH-000148,-0.027486829700904464
ACH-000150,0.023116173162321528
ACH-000152,-0.052066031752937024
ACH-000153,0.05198110841849493
ACH-000159,0.0014290637079260944
ACH-000160,0.20758259238612986
ACH-000163,-0.13594387687640944
ACH-000167,1.036738502101492
ACH-000168,-0.31766070525213963
ACH-000169,-0.09265517304811888
ACH-000178,-0.05999789551234948
ACH-000183,0.1127686356394354
ACH-000188,0.01907328912002265
ACH-000189,0.0173579860992092
ACH-000190,0.1782498281433885
ACH-000198,0.031574598000306514
ACH-000203,0.19659400539852284
ACH-000204,-0.14980271901211947
ACH-000206,0.018922933272625543
ACH-000207,-0.03709268978093977
