,MTHFD1L (25902)
ACH-000272,-0.14018706329231945
ACH-000274,-0.12827613735073998
ACH-000277,-0.02346196197528588
ACH-000278,-0.1268244376170277
ACH-000279,-0.1289535211474252
ACH-000280,0.04591729640975031
ACH-000281,-0.1553014573871676
ACH-000288,-0.06584421782207593
ACH-000291,-0.015995483684487655
ACH-000293,-0.09958101978721637
ACH-000294,-0.18300539829067336
ACH-000295,-0.15630555127548795
ACH-000296,0.024727563894079617
ACH-000302,0.011911094807576518
ACH-000304,-0.13388290139515674
ACH-000307,-0.08200470094862118
ACH-000308,-0.0625354413052809
ACH-000310,-0.21630055434323472
ACH-000311,0.010335125821593188
ACH-000312,0.09896540798279366
ACH-000315,-0.5441523175999191
ACH-000316,-0.06282445075888388
ACH-000317,-0.25319991353318433
ACH-000318,-0.2352139585298035
ACH-000319,-0.11670611847570457
ACH-000320,-0.05249018564560196
ACH-000322,-0.1859787935036635
ACH-000323,0.023154466817160317
ACH-000324,-0.08029886703773609
ACH-000329,-0.08292378052949713
ACH-000330,0.032899976661904765
ACH-000331,-0.19162513451008853
ACH-000332,-0.04977363379955307
ACH-000334,-0.03769769542871722
ACH-000335,-0.06703421751592842
ACH-000336,-0.3404276161573429
ACH-000337,-0.3768539244100045
ACH-000338,-0.3174100396584971
ACH-000339,-0.07286970055887472
ACH-000341,-0.1130237545318942
ACH-000348,-0.07808556137097054
ACH-000350,0.02110954316985592
ACH-000352,-0.07840406938401516
ACH-000356,0.05846504554203121
ACH-000361,-0.06364225668966765
ACH-000362,0.009425356999574782
ACH-000363,-0.234336238692826
ACH-000364,-0.1816264604342471
ACH-000365,-0.16933742944269614
ACH-000366,-0.08983521672076537
ACH-000368,-0.109347224829
ACH-000374,0.015476458891197682
ACH-000375,-0.08931668552948932
ACH-000376,0.028440224491374236
ACH-000381,-0.1123408278199327
ACH-000383,-0.14421606796716555
ACH-000387,-0.12053500296856227
ACH-000389,-0.20819230490972326
ACH-000390,-0.04380399931979485
ACH-000393,-0.08281769310491953
ACH-000395,-0.06077965802385525
ACH-000396,-0.18762358771450227
ACH-000397,-0.2647502965979737
ACH-000401,-0.3799954147615399
ACH-000402,0.05140443089002724
ACH-000403,-0.2116819236618593
ACH-000404,-0.016613609148806687
ACH-000406,-0.2853044360657024
ACH-000407,0.01580433471372835
ACH-000408,0.07349973679066488
ACH-000410,-0.16724649808566328
ACH-000411,-0.26098784462408464
ACH-000414,0.039107206836171984
ACH-000415,-0.2464871130969497
ACH-000416,-0.07370306024041673
ACH-000420,-0.08639122891907837
ACH-000421,-0.06282146195845853
ACH-000424,-0.20147001203842088
ACH-000425,0.049586552594757034
ACH-000426,0.006272864680947044
ACH-000427,-0.0014598433183523956
ACH-000433,-0.21082170685270085
ACH-000435,0.10308751270707704
ACH-000436,0.028920999408454925
ACH-000444,-0.08321019277387401
ACH-000445,-0.26358928660547226
ACH-000448,-0.14405462127734395
ACH-000450,0.08415643761732544
ACH-000452,-0.006540336387432002
ACH-000454,-0.012596154207184459
ACH-000458,-0.023626481453497654
ACH-000459,-0.11375544249707988
ACH-000460,-0.07334160744613173
ACH-000461,-0.17197471823239385
ACH-000463,-0.05391969997288839
ACH-000464,-0.0831590574212385
ACH-000466,-0.0578339270776519
ACH-000467,-0.1472577572393758
ACH-000468,-0.09084339991662384
ACH-000469,0.010546441499043952
ACH-000470,-0.14392060501113998
ACH-000471,-0.2318643899719972
ACH-000472,-0.08142132039727007
ACH-000473,-0.06761473894633897
ACH-000475,-0.03590977173959277
ACH-000476,0.04887434631959009
ACH-000477,0.0727073471929853
ACH-000479,-0.18148972818680428
ACH-000480,-0.00151370364534529
ACH-000481,-0.13818030212093452
ACH-000483,-0.14895838950948542
ACH-000484,-0.14796889543554928
ACH-000485,-0.13925121415026667
ACH-000486,0.05850964841036198
ACH-000487,-0.06907154386081775
ACH-000488,-0.11255978265116284
ACH-000490,-0.12127769186910535
ACH-000491,-0.029499533226545256
ACH-000495,0.0011298468128500849
ACH-000496,-0.05736038918835011
ACH-000499,-0.15943598800283354
ACH-000500,-0.283219319615556
ACH-000502,-0.16904654431220068
ACH-000503,-0.1341105061995819
ACH-000505,-0.21203784206531576
ACH-000507,-0.2719336168714709
ACH-000510,-0.1027529047147869
ACH-000511,-0.10052637963681142
ACH-000512,-0.3004127656282824
ACH-000516,-0.13023027977367374
ACH-000517,-0.13354174920857514
ACH-000518,0.027271105008627526
ACH-000520,-0.007366089362218644
ACH-000521,-0.04879920516763105
ACH-000522,-0.07398312927159034
ACH-000524,-0.1334942003094638
ACH-000527,-0.07508188906556039
ACH-000528,-0.14149674302050455
ACH-000537,-0.1528756060253491
ACH-000541,-0.21922406276409626
ACH-000542,-0.07961686044165897
ACH-000544,-0.10623461190483427
ACH-000545,0.02577000248095538
ACH-000547,-0.1894431621743245
ACH-000548,-0.09340610838185216
ACH-000549,-0.15122062349637386
ACH-000550,-0.09550935137620024
ACH-000552,-0.06726438047191101
ACH-000556,0.017302822313207445
ACH-000557,0.04134153468427978
ACH-000569,-0.058871196336276126
ACH-000570,0.059662951813829884
ACH-000571,-0.08499500028482919
ACH-000573,-0.06547941366793729
ACH-000576,-0.13126292607952966
ACH-000579,0.006200780492329222
ACH-000580,-0.13225122827946015
ACH-000584,-0.17024338288087856
ACH-000585,-0.1221588907153612
ACH-000588,-0.07460751378104677
ACH-000589,-0.016392432914847006
ACH-000591,-0.057393453158480816
ACH-000593,0.016712013786947595
ACH-000600,-0.07959125647309251
ACH-000601,-0.0762159498169717
ACH-000605,0.15099208521422386
ACH-000606,-0.010951304088801014
ACH-000608,-0.049912972960358314
ACH-000614,-0.2196732751815784
ACH-000616,-0.11356833691707875
ACH-000618,-0.08048554794169498
ACH-000619,-0.18492599548719052
ACH-000620,-0.05565877221094951
ACH-000621,-0.02805295737746637
ACH-000622,-0.25877123199566354
ACH-000623,-0.11607766965177214
ACH-000624,-0.07993075119727218
ACH-000627,-0.06219235743416971
ACH-000630,-0.018941952694002003
ACH-000631,0.2515287148367893
ACH-000632,-0.08356771790776629
ACH-000633,-0.11542142738554945
ACH-000637,-0.21316468466089047
ACH-000638,0.05017298823977148
ACH-000646,0.07171941744182017
ACH-000647,-0.047743074274489775
ACH-000648,-0.0627153469058225
ACH-000649,-0.09070498530357447
ACH-000651,-0.13777470191685676
ACH-000652,-0.034293208686425096
ACH-000653,-0.16484316558667933
ACH-000657,0.010814768383135442
ACH-000658,-0.052136255091377336
ACH-000661,-0.12660923086125805
ACH-000662,-0.061709780207608
ACH-000663,-0.1337085644307943
ACH-000665,-0.0197029777331347
ACH-000671,-0.10424577613647024
ACH-000672,-0.2737257847605037
ACH-000673,-0.014387678306857724
ACH-000676,-0.10383198555920788
ACH-000677,0.007865763307612352
ACH-000681,-0.0768506030131029
ACH-000683,-0.07279270345417327
ACH-000684,0.0607931701198289
ACH-000688,-0.3497915367039906
ACH-000693,-0.04296116716011425
ACH-000694,-0.12933505516679036
ACH-000695,-0.15823615820730014
ACH-000696,-0.07790426028151907
ACH-000697,-0.05587302992960967
ACH-000699,-0.10093912612957799
ACH-000701,-0.16824394523047445
ACH-000706,0.04088780783659953
ACH-000711,-0.0671367407035725
ACH-000713,7.222499265925539e-06
ACH-000714,-0.08030739445363684
ACH-000718,-0.26673323801051163
ACH-000720,-0.0002338729567356877
ACH-000721,-0.03226837106697352
ACH-000724,-0.05530388155317511
ACH-000725,-0.15807998757670216
ACH-000732,-0.08270943382262991
ACH-000734,-0.09973352609494388
ACH-000735,-0.09202900634387023
ACH-000736,0.13897265903581915
ACH-000738,-0.09841453239753307
ACH-000746,-0.2434859999959421
ACH-000747,-0.047100858327447565
ACH-000748,-0.019035126566043867
ACH-000753,-0.03368052829865272
ACH-000756,-0.07174005648789536
ACH-000757,0.07888483771106199
ACH-000758,0.1308649751442298
ACH-000760,-0.13024053453352358
ACH-000762,0.1786243255562113
ACH-000763,-0.0965636755997011
ACH-000764,0.07819038476654958
ACH-000765,-0.08338245777691865
ACH-000766,-0.150419127579985
ACH-000767,-0.010580912626754918
ACH-000768,-0.18907189568547653
ACH-000769,-0.1843769229790048
ACH-000770,-0.15270584587918934
ACH-000771,-0.020452458237552845
ACH-000773,0.02704600634622006
ACH-000776,0.07936857370782778
ACH-000777,-0.19470609407534256
ACH-000778,-0.09131330864093523
ACH-000781,-0.1638365461615247
ACH-000782,-0.2509306935884829
ACH-000783,-0.15787909141412748
ACH-000784,-0.07628762918789066
ACH-000785,0.003418094966705359
ACH-000787,-0.04441591889515678
ACH-000788,-0.02251276360615496
ACH-000791,-0.11548541940978845
ACH-000792,-0.11566734543148402
ACH-000794,-0.012406641900230452
ACH-000796,-0.05484951058626004
ACH-000798,-0.22139181823052712
ACH-000799,-0.04038811985513272
ACH-000800,0.07297384802199414
ACH-000802,-0.0638189414569305
ACH-000804,-0.1578542558976216
ACH-000805,-0.03951933889430093
ACH-000809,-0.0916136339447289
ACH-000810,0.13636254957247435
ACH-000811,-0.10464920208135166
ACH-000817,-0.13814885085607584
ACH-000819,-0.16750053793689829
ACH-000820,0.10020237523829087
ACH-000821,0.052705220560744136
ACH-000822,-0.08386267191802993
ACH-000823,-0.08005770901225193
ACH-000824,-0.051236266799984984
ACH-000827,0.004195207160627257
ACH-000829,-0.3487932116296902
ACH-000831,-0.2412023165788415
ACH-000832,-0.10812649018016532
ACH-000833,-0.12554995377328895
ACH-000834,0.016927192572173906
ACH-000835,-0.0911666679078299
ACH-000836,-0.0784073320048547
ACH-000837,-0.0610995764480889
ACH-000838,-0.1094360355656473
ACH-000839,0.00338786074536624
ACH-000840,-0.09650432929401297
ACH-000841,0.002419991286119775
ACH-000843,-0.18993620480106196
ACH-000846,-0.08658468963608311
ACH-000847,-0.21900213839070232
ACH-000848,-0.038143809894793185
ACH-000849,-0.21884081755452364
ACH-000851,-0.1721419740304731
ACH-000855,-0.10669271125471062
ACH-000856,-0.2308090642392411
ACH-000858,0.04997505876410847
ACH-000859,-0.15163344857946515
ACH-000861,-0.09735333135939657
ACH-000862,0.013466453534378718
ACH-000865,-0.058049396857789384
ACH-000866,-0.1028326665348264
ACH-000867,-0.02741127882502769
ACH-000869,0.10849207029564543
ACH-000872,-0.1649015854074247
ACH-000873,0.14024919863593804
ACH-000876,-0.10813605295731897
ACH-000878,0.04405408975727654
ACH-000880,-0.1501749379246156
ACH-000881,-0.15421548372541327
ACH-000882,-0.032642746363313525
ACH-000884,0.00017073241602675983
ACH-000885,-0.1392667820551965
ACH-000887,-0.07199249668339243
ACH-000889,0.02289641285371484
ACH-000896,0.027267275256131457
ACH-000898,-0.0613473222240868
ACH-000900,-0.1976782219552604
ACH-000901,-0.1383611249451227
ACH-000905,-0.2142369051065029
ACH-000906,-0.1192725480737633
ACH-000907,-0.143575985414624
ACH-000910,-0.17459496203042935
ACH-000911,0.12309880094776705
ACH-000912,-0.008313448786785459
ACH-000913,-0.09989387812447888
ACH-000915,-0.0431813244175385
ACH-000916,-0.19075770294407754
ACH-000917,-0.09869051483952893
ACH-000920,-0.2412595242770741
ACH-000921,-0.03693759561418858
ACH-000924,-0.12063902774332436
ACH-000926,0.05554693828243228
ACH-000928,-0.15109891875368306
ACH-000929,0.041688564384903495
ACH-000932,-0.2269114481357205
ACH-000935,-0.21332168592063813
ACH-000936,0.015218270992347053
ACH-000937,0.047317396479533966
ACH-000938,-0.10369909791988954
ACH-000939,-0.04646452720485477
ACH-000941,-0.10300162988779188
ACH-000943,-0.027836696406751158
ACH-000946,-0.03401977903735387
ACH-000947,-0.07662828397473563
ACH-000948,-0.09990083953749772
ACH-000950,-0.088834894353244
ACH-000953,-0.1254726442796255
ACH-000954,-0.17631400552904372
ACH-000957,0.002852234536377127
ACH-000958,-0.3055811412389975
ACH-000960,-0.15627749058590762
ACH-000963,-0.08711878736442474
ACH-000968,-0.08483290122612024
ACH-000969,-0.05799793288107105
ACH-000972,-0.2530404573049556
ACH-000973,-0.0038979657036168295
ACH-000974,-0.1295284584924816
ACH-000978,0.1584788550964662
ACH-000984,-0.2357490323272276
ACH-000986,-0.07523147261115819
ACH-000988,0.012406854657432385
ACH-000993,-0.0662311175763506
ACH-000994,-0.0008165007969727151
ACH-000996,-0.1787312233792918
ACH-001001,-0.1280923172998345
ACH-001020,-0.19204593600742
ACH-001028,-0.047579304324266415
ACH-001031,0.024827695771782145
ACH-001038,-0.26479973993838635
ACH-001048,-0.13863789773819585
ACH-001050,-0.05884475382880476
ACH-001053,-0.2475851089133811
ACH-001054,-0.10996735117782508
ACH-001061,-0.015266295429118759
ACH-001067,0.057309747158812464
ACH-001075,-0.06238477418785901
ACH-001096,0.036868976506410016
ACH-001111,-0.4375661820678029
ACH-001119,-0.3679227602738514
ACH-001128,-0.3305439412530869
ACH-001134,-0.3468732332724769
ACH-001151,-0.14339934271191002
ACH-001163,-0.09917425278000973
ACH-001164,-0.09334946926135973
ACH-001183,-0.03430052911208086
ACH-001192,0.05624265834748556
ACH-001193,0.14130415880292715
ACH-001196,0.0742683751374444
ACH-001197,0.1159853463793784
ACH-001205,-0.22091674962365612
ACH-001211,0.0455162079967582
ACH-001212,-0.0009373498870398338
ACH-001228,-0.005665827828097188
ACH-001232,0.03046781796354743
ACH-001239,-0.007033203951954671
ACH-001270,-0.250299858987088
ACH-001274,-0.04629698507938288
ACH-001275,-0.10449080406308253
ACH-001277,-0.1610580017649435
ACH-001278,0.012052246021991656
ACH-001280,-0.1494217339472176
ACH-001283,-0.02041671127787584
ACH-001289,-0.04993463043793759
ACH-001300,-0.019239020406707743
ACH-001301,-0.3298442753042287
ACH-001302,-0.03466211094042982
ACH-001306,-0.17973219309859575
ACH-001318,-0.04633909705463884
ACH-001322,-0.16296497123368855
ACH-001328,-0.041523827232199176
ACH-001332,0.22149110458543736
ACH-001336,0.032299823401420874
ACH-001346,-0.0541524060116451
ACH-001353,-0.012406579449228934
ACH-001354,-0.27253052488889123
ACH-001367,-0.1114195608128419
ACH-001368,0.01601841048435526
ACH-001374,0.21525896850936227
ACH-001377,-0.0611367525303925
ACH-001380,-0.2069494613359249
ACH-001391,0.0017002687309535882
ACH-001408,-0.19050205235497644
ACH-001430,0.006141293409056585
ACH-001431,-0.2428163707330673
ACH-001450,0.13987526353051974
ACH-001496,-0.30318291499726474
ACH-001500,-0.14678404988447222
ACH-001523,-0.03605331727073876
ACH-001532,-0.06924784075439501
ACH-001550,-0.14339808557848333
ACH-001552,0.07336019241898434
ACH-001554,-0.19364454399031186
ACH-001654,-0.017764335333845967
ACH-001735,-0.061030225032931776
ACH-001736,-0.23437193416383945
ACH-001737,0.08424423284738687
ACH-001740,-0.07621555224541353
ACH-001745,-0.14436145389150176
ACH-001765,-0.08957772264385834
